gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
PMN2A_RS01000,,PMN2A_RS01000,PMN2A_1520,Protein Homology,194215.0,194490.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131379.1,helix-turn-helix domain-containing protein,WP_011294153.1,PMN2A_1520,194215.0,194490.0,+,CK_Pro_NATL2A_01520,pedR,"GO:0006355,GO:0000160,GO:0006351,GO:0030528,GO:0003677,GO:0000156,GO:0043565,GO:0003700",CK_00000234,"N.1,P.3"," DNA interactions,Transcription factors","COG2771,COG2197,bactNOG40257,bactNOG53887,cyaNOG03697,cyaNOG07407","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: TK,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"regulation of transcription%2C DNA-templated,phosphorelay signal transduction system,transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,phosphorelay signal transduction system,transcription%2C DNA-templated,obsolete transcription regulator activity,DNA binding,phosphorelay response regulator activity,sequence-specific DNA binding,DNA-binding transcription factor activity",redox-responsive LuxR-type transcriptional regulator PedR,"PF00196,PS00622,PS50043,IPR000792,IPR016032,IPR011991","Bacterial regulatory proteins%2C luxR family,LuxR-type HTH domain signature.,LuxR-type HTH domain profile.,Transcription regulator LuxR%2C C-terminal,Signal transduction response regulator%2C C-terminal effector,ArsR-like helix-turn-helix domain","165,261","Transcription / Transcription factors,Regulatory functions / DNA interactions"
PMN2A_RS01005,,PMN2A_RS01005,PMN2A_1522,Protein Homology,194732.0,195232.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294155.1,CYTH domain-containing protein,WP_011294155.1,PMN2A_1522,194732.0,195232.0,-,CK_Pro_NATL2A_01522,,,CK_00000235,,,"COG2954,bactNOG30533,cyaNOG03260","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,CYTH domain protein,"PF01928,PS51707,IPR023577","CYTH domain,CYTH domain profile.,CYTH domain",264,Regulatory functions / Small molecule interactions
PMN2A_RS01010,,PMN2A_RS01010,PMN2A_1523,Protein Homology,195239.0,196147.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294156.1,NAD(+) kinase,WP_011294156.1,PMN2A_1523,195239.0,196147.0,-,CK_Pro_NATL2A_01523,nadK,"GO:0009435,GO:0003951",CK_00000236,B.6,Pyridine nucleotides (NAD%2C NADP),"COG0061,bactNOG42722,bactNOG06727,bactNOG01228,bactNOG13258,cyaNOG01213","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.7.1.23,NAD+ kinase%3B DPN kinase%3B nicotinamide adenine dinucleotide kinase (phosphorylating)%3B nicotinamide adenine dinucleotide kinase%3B NAD kinase%3B NADK,"NAD biosynthetic process,NAD biosynthetic process,NAD+ kinase activity",NAD kinase,"PF01513,IPR002504","ATP-NAD kinase,NAD kinase",163,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridine nucleotides
nuoK,nuoK,PMN2A_RS01015,PMN2A_1524,Protein Homology,196157.0,196486.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823017.1,NADH-quinone oxidoreductase subunit NuoK,WP_011294157.1,PMN2A_1524,196157.0,196486.0,-,CK_Pro_NATL2A_01524,ndhE,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00000237,"G.2,J.6","Electron transport,NADH dehydrogenase","COG0713,bactNOG36673,cyaNOG07274,cyaNOG03501","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase subunit NdhE (chain kappa or 4L),"PF00420,IPR001133","NADH-ubiquinone/plastoquinone oxidoreductase chain 4L,NADH-ubiquinone oxidoreductase chain 4L/K","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
PMN2A_RS01020,,PMN2A_RS01020,PMN2A_1525,Protein Homology,196521.0,197123.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823018.1,NADH-quinone oxidoreductase subunit J,WP_011294158.1,PMN2A_1525,196521.0,197123.0,-,CK_Pro_NATL2A_01525,ndhG,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000238,"G.2,J.6","Electron transport,NADH dehydrogenase","COG0839,bactNOG37037,bactNOG98526,bactNOG99007,cyaNOG01519,cyaNOG00840","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhG (chain 6 or J),"PF00499,IPR001457","NADH-ubiquinone/plastoquinone oxidoreductase chain 6,NADH:ubiquinone/plastoquinone oxidoreductase%2C chain 6","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
ndhI,ndhI,PMN2A_RS01025,PMN2A_1526,Protein Homology,197120.0,197776.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294159.1,NAD(P)H-quinone oxidoreductase subunit I,WP_011294159.1,PMN2A_1526,197120.0,197776.0,-,CK_Pro_NATL2A_01526,ndhI,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000239,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1143,bactNOG18614,bactNOG00733,bactNOG11082,cyaNOG01407","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhI,"TIGR00403,TIGR01971,PF13237,PS00198,PS51379,IPR004497,IPR010226,IPR017896,IPR017900","NADH-plastoquinone oxidoreductase%2C I subunit,NADH-quinone oxidoreductase%2C chain I,4Fe-4S dicluster domain,4Fe-4S ferredoxin-type iron-sulfur binding region signature.,4Fe-4S ferredoxin-type iron-sulfur binding domain profile.,NADH-plastoquinone oxidoreductase%2C subunit I,NADH-quinone oxidoreductase%2C chain I,4Fe-4S ferredoxin-type%2C iron-sulphur binding domain,4Fe-4S ferredoxin%2C iron-sulphur binding%2C conserved site","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
nuoH,nuoH,PMN2A_RS01030,PMN2A_1527,Protein Homology,197886.0,199004.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862205.1,NADH-quinone oxidoreductase subunit NuoH,WP_011294160.1,PMN2A_1527,197886.0,199004.0,-,CK_Pro_NATL2A_01527,ndhA,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00000240,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1005,bactNOG01830,cyaNOG01512","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhA (chain 1 or H),"PF00146,PS00667,PS00668,IPR018086,IPR001694","NADH dehydrogenase,Respiratory-chain NADH dehydrogenase subunit 1 signature 1.,Respiratory-chain NADH dehydrogenase subunit 1 signature 2.,NADH:ubiquinone oxidoreductase%2C subunit 1%2C conserved site,NADH:ubiquinone oxidoreductase%2C subunit 1/F420H2 oxidoreductase subunit H","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
PMN2A_RS01035,,PMN2A_RS01035,PMN2A_1528,Protein Homology,199078.0,200205.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823021.1,citrate synthase,WP_011294161.1,PMN2A_1528,199078.0,200205.0,-,CK_Pro_NATL2A_01528,gltA,"GO:0006099,GO:0004108",CK_00000241,G.9,TCA cycle,"COG0372,bactNOG00499,cyaNOG00831","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",2.3.3.1,citrate (Si)-synthase%3B (R)-citric synthase%3B citrate oxaloacetate-lyase [(pro-3S)-CH2COO-->acetyl-CoA],"tricarboxylic acid cycle,tricarboxylic acid cycle,citrate (Si)-synthase activity",citrate synthase,"TIGR01800,PF00285,IPR002020,IPR011278","2-methylcitrate synthase/citrate synthase II,Citrate synthase%2C C-terminal domain,Citrate synthase,2-methylcitrate synthase/citrate synthase type I",120,Energy metabolism / TCA cycle
PMN2A_RS01040,,PMN2A_RS01040,PMN2A_1529,Protein Homology,200341.0,201927.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823022.1,DUF3352 domain-containing protein,WP_011294162.1,PMN2A_1529,200341.0,201927.0,-,CK_Pro_NATL2A_01529,,,CK_00001193,,,"NOG42175,COG0463,bactNOG46798,bactNOG93024,bactNOG80211,cyaNOG02163","COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF11832,IPR021787","Protein of unknown function (DUF3352),Protein of unknown function DUF3352",156,Hypothetical proteins / Conserved
PMN2A_RS01045,,PMN2A_RS01045,PMN2A_1530,Protein Homology,202004.0,202360.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823023.1,rhodanese-like domain-containing protein,WP_011294163.1,PMN2A_1530,202004.0,202360.0,+,CK_Pro_NATL2A_01530,,,CK_00000456,,,"COG0607,bactNOG36305,bactNOG67588,cyaNOG03354,cyaNOG07116","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,,rhodanese-like domain protein,"PF00581,PS50206,IPR001763","Rhodanese-like domain,Rhodanese domain profile.,Rhodanese-like domain",157,Unknown function / General
trpB,trpB,PMN2A_RS01050,PMN2A_1531,Protein Homology,202373.0,203626.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011365346.1,tryptophan synthase subunit beta,WP_011294164.1,PMN2A_1531,202373.0,203626.0,-,CK_Pro_NATL2A_01531,trpB,"GO:0000162,GO:0006568,GO:0004834",CK_00000455,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0133,bactNOG01639,cyaNOG00487,cyaNOG06487","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.20,tryptophan synthase%3B L-tryptophan synthetase%3B indoleglycerol phosphate aldolase%3B tryptophan desmolase%3B tryptophan synthetase%3B L-serine hydro-lyase (adding indoleglycerol-phosphate)%3B L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate%2C L-tryptophan and glyceraldehyde-3-phosphate-forming],"tryptophan biosynthetic process,tryptophan metabolic process,tryptophan biosynthetic process,tryptophan metabolic process,tryptophan synthase activity",tryptophan synthase%2C beta subunit,"TIGR00263,PF00291,PS00168,IPR001926,IPR006654,IPR006653","tryptophan synthase%2C beta subunit,Pyridoxal-phosphate dependent enzyme,Tryptophan synthase beta chain pyridoxal-phosphate attachment site.,Pyridoxal-phosphate dependent enzyme,Tryptophan synthase%2C beta chain,Tryptophan synthase%2C beta chain%2C conserved site",70,Amino acid biosynthesis / Aromatic amino acid family
PMN2A_RS01055,,PMN2A_RS01055,PMN2A_1532,Protein Homology,203666.0,203989.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294165.1,translation initiation factor,WP_011294165.1,PMN2A_1532,203666.0,203989.0,+,CK_Pro_NATL2A_01532,,"GO:0006413,GO:0003743",CK_00042927,,,,,,,"translational initiation,translational initiation,translation initiation factor activity",translation initiation factor SUI1 family protein,"PF01253,PS50296,IPR001950","Translation initiation factor SUI1,Translation initiation factor SUI1 family profile.,SUI1 domain",169,Protein synthesis / Translation factors
cysC,cysC,PMN2A_RS01060,PMN2A_1533,Protein Homology,204042.0,204680.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823025.1,adenylyl-sulfate kinase,WP_011294166.1,PMN2A_1533,204042.0,204680.0,+,CK_Pro_NATL2A_01533,cysC,"GO:0006790,GO:0000103,GO:0004020,GO:0004020,GO:0005524",CK_00000454,E.7,Sulfur metabolism,"COG0529,bactNOG01357,cyaNOG02504,cyaNOG02736","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",2.7.1.25,adenylyl-sulfate kinase%3B adenylylsulfate kinase (phosphorylating)%3B 5'-phosphoadenosine sulfate kinase%3B adenosine 5'-phosphosulfate kinase%3B adenosine phosphosulfate kinase%3B adenosine phosphosulfokinase%3B adenosine-5'-phosphosulfate-3'-phosphokinase%3B APS kinase,"sulfur compound metabolic process,sulfate assimilation,sulfur compound metabolic process,sulfate assimilation,adenylylsulfate kinase activity,adenylylsulfate kinase activity,ATP binding",adenylylsulfate kinase,"TIGR00455,PF01583,IPR002891","adenylyl-sulfate kinase,Adenylylsulphate kinase,Adenylyl-sulfate kinase",106,Central intermediary metabolism / Sulfur metabolism
purE,purE,PMN2A_RS01065,PMN2A_1534,Protein Homology,204705.0,205241.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294167.1,5-(carboxyamino)imidazole ribonucleotide mutase,WP_011294167.1,PMN2A_1534,204705.0,205241.0,-,CK_Pro_NATL2A_01534,purE,"GO:0006189,GO:0006164,GO:0004638,GO:0034023",CK_00000452,M.3,Purine ribonucleotide biosynthesis,"COG0041,bactNOG17794,cyaNOG00838","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",5.4.99.18,5-(carboxyamino)imidazole ribonucleotide mutase%3B N5-CAIR mutase%3B PurE%3B N5-carboxyaminoimidazole ribonucleotide mutase%3B class I PurE,"'de novo' IMP biosynthetic process,purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process,purine nucleotide biosynthetic process,phosphoribosylaminoimidazole carboxylase activity,5-(carboxyamino)imidazole ribonucleotide mutase activity",N5-carboxyaminoimidazole ribonucleotide mutase,"TIGR01162,PF00731,IPR000031","phosphoribosylaminoimidazole carboxylase%2C catalytic subunit,AIR carboxylase,PurE domain",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis
PMN2A_RS01070,,PMN2A_RS01070,PMN2A_1535,Protein Homology,205320.0,206480.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294168.1,N-acetylglucosamine-6-phosphate deacetylase,WP_011294168.1,PMN2A_1535,205320.0,206480.0,+,CK_Pro_NATL2A_01535,nagA,"GO:0006046,GO:0019262,GO:0051289,GO:0005975,GO:0006044,GO:0016787,GO:0008448,GO:0016810,GO:0046872,GO:0008270,GO:0005829",CK_00001191,E.1,Amino sugars,"COG1820,bactNOG01721,cyaNOG00241","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",3.5.1.25,N-acetylglucosamine-6-phosphate deacetylase%3B acetylglucosamine phosphate deacetylase%3B acetylaminodeoxyglucosephosphate acetylhydrolase%3B 2-acetamido-2-deoxy-D-glucose-6-phosphate amidohydrolase,"N-acetylglucosamine catabolic process,N-acetylneuraminate catabolic process,protein homotetramerization,carbohydrate metabolic process,N-acetylglucosamine metabolic process,N-acetylglucosamine catabolic process,N-acetylneuraminate catabolic process,protein homotetramerization,carbohydrate metabolic process,N-acetylglucosamine metabolic process,hydrolase activity,N-acetylglucosamine-6-phosphate deacetylase activity,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds,metal ion binding,zinc ion binding,N-acetylglucosamine catabolic process,N-acetylneuraminate catabolic process,protein homotetramerization,carbohydrate metabolic process,N-acetylglucosamine metabolic process,hydrolase activity,N-acetylglucosamine-6-phosphate deacetylase activity,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds,metal ion binding,zinc ion binding,cytosol",n-acetylglucosamine-6-phosphate deacetylase,"PF01979,IPR032466,IPR006680","Amidohydrolase family,Metal-dependent hydrolase,Amidohydrolase-related",100,Central intermediary metabolism / Amino sugars
bchM,bchM,PMN2A_RS01075,PMN2A_1536,Protein Homology,206509.0,207210.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294169.1,magnesium protoporphyrin IX methyltransferase,WP_011294169.1,PMN2A_1536,206509.0,207210.0,+,CK_Pro_NATL2A_01536,chlM,"GO:0015995,GO:0046406",CK_00000451,B.5.2,Chlorophylls and porphyrins,"COG2227,COG0500,bactNOG63529,bactNOG04281,cyaNOG06519,cyaNOG01030","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: QR,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.1.1.11,magnesium protoporphyrin IX methyltransferase,"chlorophyll biosynthetic process,chlorophyll biosynthetic process,magnesium protoporphyrin IX methyltransferase activity",magnesium protoporphyrin O-methyltransferase,"TIGR02021,PF07109,PS51556,IPR010251,IPR010940","magnesium protoporphyrin O-methyltransferase,Magnesium-protoporphyrin IX methyltransferase C-terminus,Magnesium protoporphyrin IX methyltransferase (EC 2.1.1.11) family profile.,Magnesium-protoporphyrin IX methyltransferase,Magnesium-protoporphyrin IX methyltransferase%2C C-terminal","164,191,79","Energy metabolism / Photosynthesis,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Chlorophyll and bacteriochlorphyll,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin"
