seq_id,Name,gene,gene_synonym,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
NZ_CP012202.1,ACZ81_RS18210,,,ACZ81_RS18210,ACZ81_18210,Protein Homology,4243600,4244772,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951073.1,ROK family transcriptional regulator,WP_061486725.1,1172,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18215,,,ACZ81_RS18215,ACZ81_18215,Protein Homology,4244821,4245726,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951074.1,homocysteine S-methyltransferase family protein,WP_232375967.1,905,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18220,,,ACZ81_RS18220,ACZ81_18220,GeneMarkS-2+,4245743,4246348,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_158511559.1,605,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS18225,,,ACZ81_RS18225,ACZ81_18225,Protein Homology,4246608,4247510,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951076.1,LysR family transcriptional regulator,WP_039229262.1,902,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18230,,,ACZ81_RS18230,ACZ81_18230,Protein Homology,4247500,4248159,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999842.1,glutathione S-transferase N-terminal domain-containing protein,WP_014951077.1,659,K11209,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K11209  yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]",Metabolism,,nan,nan
NZ_CP012202.1,ACZ81_RS18235,,,ACZ81_RS18235,ACZ81_18235,Protein Homology,4248159,4248767,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951078.1,glutathione S-transferase family protein,WP_014951078.1,608,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18240,,,ACZ81_RS18240,ACZ81_18240,Protein Homology,4248957,4249970,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980552.1,lipase chaperone family protein,WP_061486728.1,1013,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18245,(lip),,ACZ81_RS18245,ACZ81_18245,Protein Homology,4249970,4250959,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980553.1,triacylglycerol lipase,WP_081106120.1,989,K01046,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561],"K01046  lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]",Metabolism,,"lip, TGL2",(lip)
NZ_CP012202.1,ubiG,ubiG,,ACZ81_RS18250,ACZ81_18250,Protein Homology,4251209,4251961,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951081.1,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,WP_061486729.1,752,K00568,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K00568  ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64],Metabolism,,ubiG,(ubiG)
NZ_CP012202.1,ACZ81_RS18255,,,ACZ81_RS18255,ACZ81_18255,Protein Homology,4252126,4252485,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977645.1,DUF2237 domain-containing protein,WP_014951082.1,359,K09966,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09966  K09966; uncharacterized protein,Uncharacterized,,K09966,
NZ_CP012202.1,ACZ81_RS18260,,,ACZ81_RS18260,ACZ81_18260,Protein Homology,4252570,4254000,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013754779.1,aldehyde dehydrogenase family protein,WP_061486730.1,1430,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18265,"(ilvB,ilvG,ilvI)",,ACZ81_RS18265,ACZ81_18265,Protein Homology,4254033,4255673,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951084.1,acetolactate synthase large subunit,WP_014951084.1,1640,K01652,09100 Metabolism,09101 Carbohydrate metabolism;09105 Amino acid metabolism;09108 Metabolism of cofactors and vitamins,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290];00650 Butanoate metabolism [PATH:ko00650];00660 C5-Branched dibasic acid metabolism [PATH:ko00660];00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K01652  E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",AA/Nucleotide;Energy/Carbohydrate/Glycan,,"E2.2.1.6L, ilvB, ilvG, ilvI","(ilvB,ilvG,ilvI)"
NZ_CP012202.1,ACZ81_RS18270,,,ACZ81_RS18270,ACZ81_18270,Protein Homology,4256040,4256441,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951086.1,DUF4112 domain-containing protein,WP_014977648.1,401,,,,,,Other,,,
NZ_CP012202.1,hemH,hemH,,ACZ81_RS18275,ACZ81_18275,Protein Homology,4256535,4257614,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951087.1,ferrochelatase,WP_014951087.1,1079,K01772,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K01772  hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]",Metabolism,,"hemH, FECH",(hemH)
NZ_CP012202.1,ACZ81_RS18280,,,ACZ81_RS18280,ACZ81_18280,Protein Homology,4257827,4259404,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951088.1,AbgT family transporter,WP_014951088.1,1577,K12942,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99987 Cofactor metabolism,K12942  abgT; aminobenzoyl-glutamate transport protein,Metabolism,,nan,nan
NZ_CP012202.1,hflC,hflC,,ACZ81_RS18285,ACZ81_18285,Protein Homology,4259724,4260605,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980558.1,protease modulator HflC,WP_014951089.1,881,K04087,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K04087  hflC; modulator of FtsH protease HflC,Metabolism,,hflC,(hflC)
NZ_CP012202.1,hflK,hflK,,ACZ81_RS18290,ACZ81_18290,Protein Homology,4260611,4261762,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068349.1,FtsH protease activity modulator HflK,WP_014951090.1,1151,K04088,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K04088  hflK; modulator of FtsH protease HflK,Metabolism,,hflK,(hflK)
NZ_CP012202.1,hflX,hflX,,ACZ81_RS18295,ACZ81_18295,Protein Homology,4261830,4263119,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951091.1,GTPase HflX,WP_014951091.1,1289,K03665,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K03665  hflX; GTPase,Genetic Info,,hflX,(hflX)
NZ_CP012202.1,hfq,hfq,,ACZ81_RS18300,ACZ81_18300,Protein Homology,4263137,4263385,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951092.1,RNA chaperone Hfq,WP_014951092.1,248,K03666,09120 Genetic Information Processing;09140 Cellular Processes;09180 Brite Hierarchies,"09123 Folding, sorting and degradation;09145 Cellular community - prokaryotes;09182 Protein families: genetic information processing",02024 Quorum sensing [PATH:ko02024];03018 RNA degradation [PATH:ko03018];03019 Messenger RNA biogenesis [BR:ko03019];03036 Chromosome and associated proteins [BR:ko03036];05111 Biofilm formation - Vibrio cholerae [PATH:ko05111],K03666  hfq; host factor-I protein,Genetic Info,,hfq,(hfq)
NZ_CP012202.1,miaA,miaA,,ACZ81_RS18305,ACZ81_18305,Protein Homology,4263464,4264357,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786374.1,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,WP_051129072.1,893,K00791,09100 Metabolism;09180 Brite Hierarchies,09109 Metabolism of terpenoids and polyketides;09181 Protein families: metabolism;09182 Protein families: genetic information processing,00908 Zeatin biosynthesis [PATH:ko00908];01006 Prenyltransferases [BR:ko01006];03016 Transfer RNA biogenesis [BR:ko03016],"K00791  miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]",Genetic Info,,"miaA, TRIT1",(miaA)
NZ_CP012202.1,mutL,mutL,,ACZ81_RS18310,ACZ81_18310,Protein Homology,4264401,4266260,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951094.1,DNA mismatch repair endonuclease MutL,WP_061486731.1,1859,K03572,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400];03430 Mismatch repair [PATH:ko03430],K03572  mutL; DNA mismatch repair protein MutL,Genetic Info,,mutL,(mutL)
NZ_CP012202.1,ACZ81_RS18315,,,ACZ81_RS18315,ACZ81_18315,Protein Homology,4266355,4267704,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999857.1,N-acetylmuramoyl-L-alanine amidase,WP_014951095.1,1349,K01448,09180 Brite Hierarchies,09181 Protein families: metabolism;09182 Protein families: genetic information processing,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011];03036 Chromosome and associated proteins [BR:ko03036],K01448  amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],Genetic Info,,amiABC,
NZ_CP012202.1,tsaE,tsaE,,ACZ81_RS18320,ACZ81_18320,Protein Homology,4267790,4268272,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951096.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,WP_014951096.1,482,K06925,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06925  tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,Genetic Info,,tsaE,(tsaE)
NZ_CP012202.1,ACZ81_RS18325,,,ACZ81_RS18325,ACZ81_18325,Protein Homology,4268347,4269846,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999859.1,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,WP_061486732.1,1499,K23997,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K23997  nnr; ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6],Metabolism,,nan,nan
NZ_CP012202.1,queG,queG,,ACZ81_RS18330,ACZ81_18330,Protein Homology,4269853,4270995,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999860.1,tRNA epoxyqueuosine(34) reductase QueG,WP_061486733.1,1142,K18979,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K18979  queG; epoxyqueuosine reductase [EC:1.17.99.6],Genetic Info,,nan,nan
NZ_CP012202.1,ACZ81_RS18335,,,ACZ81_RS18335,ACZ81_18335,Protein Homology,4271061,4271684,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980563.1,hypothetical protein,WP_049585697.1,623,,,,,,Uncharacterized,,,
NZ_CP012202.1,hemE,hemE,,ACZ81_RS18340,ACZ81_18340,Protein Homology,4271708,4272799,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999862.1,uroporphyrinogen decarboxylase,WP_061486734.1,1091,K01599,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K01599  hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]",Metabolism,,"hemE, UROD",(hemE)
NZ_CP012202.1,nudC,nudC,,ACZ81_RS18345,ACZ81_18345,Protein Homology,4273068,4273901,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980564.1,NAD(+) diphosphatase,WP_080760052.1,833,K03426,09100 Metabolism;09140 Cellular Processes,09108 Metabolism of cofactors and vitamins;09141 Transport and catabolism,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760];04146 Peroxisome [PATH:ko04146],"K03426  E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]",Env. Info/Cellular Process,,"E3.6.1.22, NUDT12, nudC",(nudC)
NZ_CP012202.1,ACZ81_RS18350,(rsd),,ACZ81_RS18350,ACZ81_18350,Protein Homology,4274063,4274527,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977657.1,Rsd/AlgQ family anti-sigma factor,WP_014977657.1,464,K07740,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99973 Transcription,K07740  rsd; regulator of sigma D,Genetic Info,,rsd,(rsd)
NZ_CP012202.1,ACZ81_RS18355,(zur),,ACZ81_RS18355,ACZ81_18355,Protein Homology,4274563,4275036,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951103.1,transcriptional repressor,WP_014951103.1,473,K09823,09140 Cellular Processes;09180 Brite Hierarchies,09145 Cellular community - prokaryotes;09182 Protein families: genetic information processing,02024 Quorum sensing [PATH:ko02024];03000 Transcription factors [BR:ko03000],"K09823  zur; Fur family transcriptional regulator, zinc uptake regulator",Genetic Info,,zur,(zur)
NZ_CP012202.1,ACZ81_RS18360,(cheX),,ACZ81_RS18360,ACZ81_18360,Protein Homology,4275026,4275490,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999866.1,chemotaxis protein CheX,WP_014951104.1,464,K03409,09140 Cellular Processes;09180 Brite Hierarchies,09142 Cell motility;09183 Protein families: signaling and cellular processes,02030 Bacterial chemotaxis [PATH:ko02030];02035 Bacterial motility proteins [BR:ko02035],K03409  cheX; chemotaxis protein CheX,Motility,,cheX,(cheX)
NZ_CP012202.1,ACZ81_RS18365,,,ACZ81_RS18365,ACZ81_18365,Protein Homology,4275480,4275917,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999867.1,secondary thiamine-phosphate synthase enzyme YjbQ,WP_039233612.1,437,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18370,,,ACZ81_RS18370,ACZ81_18370,Protein Homology,4276019,4277215,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999868.1,OmpA family protein,WP_014951106.1,1196,K03286,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03286  TC.OOP; OmpA-OmpF porin, OOP family",Membrane transport,Membrane transport,TC.OOP,
NZ_CP012202.1,dnaB,dnaB,,ACZ81_RS18375,ACZ81_18375,Protein Homology,4277342,4278727,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951107.1,replicative DNA helicase,WP_014951107.1,1385,K02314,09120 Genetic Information Processing;09140 Cellular Processes;09180 Brite Hierarchies,09124 Replication and repair;09143 Cell growth and death;09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030];03032 DNA replication proteins [BR:ko03032];04112 Cell cycle - Caulobacter [PATH:ko04112],K02314  dnaB; replicative DNA helicase [EC:5.6.2.3],Genetic Info,,dnaB,(dnaB)
NZ_CP012202.1,ACZ81_RS18380,,,ACZ81_RS18380,ACZ81_18380,Protein Homology,4278843,4279313,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951108.1,hypothetical protein,WP_061486735.1,470,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS18385,,,ACZ81_RS18385,ACZ81_18385,Protein Homology,4279568,4280569,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977658.1,DUF4097 family beta strand repeat-containing protein,WP_014977658.1,1001,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18390,,,ACZ81_RS18390,ACZ81_18390,Protein Homology,4280583,4281113,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977659.1,hypothetical protein,WP_232375968.1,530,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS18395,,,ACZ81_RS18395,ACZ81_18395,Protein Homology,4281103,4281678,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980566.1,RNA polymerase sigma factor,WP_014951111.1,575,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18400,,,ACZ81_RS18400,ACZ81_18400,Protein Homology,4281796,4282446,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980567.1,MOSC domain-containing protein,WP_049585691.1,650,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18405,,,ACZ81_RS18405,ACZ81_18405,Protein Homology,4282468,4283580,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980568.1,MBL fold metallo-hydrolase,WP_061486737.1,1112,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18410,,,ACZ81_RS18410,ACZ81_18410,Protein Homology,4283870,4284559,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951114.1,response regulator transcription factor,WP_014977663.1,689,K19610,09130 Environmental Information Processing;09180 Brite Hierarchies,09132 Signal transduction;09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020];02022 Two-component system [BR:ko02022],"K19610  pfeR, pirR; two-component system, OmpR family, response regulator PfeR",Env. Info/Cellular Process,,nan,nan
NZ_CP012202.1,ACZ81_RS18415,,,ACZ81_RS18415,ACZ81_18415,Protein Homology,4284556,4285986,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951115.1,sensor histidine kinase,WP_049585686.1,1430,K19609,09130 Environmental Information Processing;09180 Brite Hierarchies,09132 Signal transduction;09181 Protein families: metabolism;09183 Protein families: signaling and cellular processes,01001 Protein kinases [BR:ko01001];02020 Two-component system [PATH:ko02020];02022 Two-component system [BR:ko02022],"K19609  pfeS, pirS; two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]",Env. Info/Cellular Process,,nan,nan
NZ_CP012202.1,ACZ81_RS18420,,,ACZ81_RS18420,ACZ81_18420,Protein Homology,4285964,4287094,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951116.1,PepSY domain-containing protein,WP_049585684.1,1130,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18425,,,ACZ81_RS18425,ACZ81_18425,Protein Homology,4287108,4289153,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951117.1,TonB-dependent receptor,WP_049585681.1,2045,K16087,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K16087  TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",Membrane transport,Membrane transport,nan,nan
NZ_CP012202.1,ACZ81_RS18430,,,ACZ81_RS18430,ACZ81_18430,Protein Homology,4289250,4290338,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999877.1,efflux RND transporter periplasmic adaptor subunit,WP_061486738.1,1088,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18435,,,ACZ81_RS18435,ACZ81_18435,Protein Homology,4290352,4293537,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980572.1,efflux RND transporter permease subunit,WP_061486739.1,3185,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18440,,,ACZ81_RS18440,ACZ81_18440,Protein Homology,4294066,4295394,+,,,COORDINATES: protein motif:HMM:NF033592.1,IS4 family transposase,WP_014975370.1,1328,,,,,,Other,,,
NZ_CP012202.1,rplI,rplI,,ACZ81_RS18445,ACZ81_18445,Protein Homology,4295440,4295892,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011576461.1,50S ribosomal protein L9,WP_012519953.1,452,K02939,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02939  RP-L9, MRPL9, rplI; large subunit ribosomal protein L9",Genetic Info,,"RP-L9, MRPL9, rplI",(rplI)
NZ_CP012202.1,rpsR,rpsR,,ACZ81_RS18450,ACZ81_18450,Protein Homology,4295919,4296146,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083042.1,30S ribosomal protein S18,WP_012519954.1,227,K02963,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02963  RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18",Genetic Info,,"RP-S18, MRPS18, rpsR",(rpsR)
NZ_CP012202.1,rpsF,rpsF,,ACZ81_RS18455,ACZ81_18455,Protein Homology,4296158,4296559,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519955.1,30S ribosomal protein S6,WP_014951120.1,401,K02990,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011];03029 Mitochondrial biogenesis [BR:ko03029],"K02990  RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6",Genetic Info,,"RP-S6, MRPS6, rpsF",(rpsF)
NZ_CP012202.1,ACZ81_RS18460,,,ACZ81_RS18460,ACZ81_18460,Protein Homology,4296806,4297093,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951121.1,YebG family protein,WP_014951121.1,287,K09918,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09918  K09918; uncharacterized protein,Uncharacterized,,K09918,
NZ_CP012202.1,ACZ81_RS18465,,,ACZ81_RS18465,ACZ81_18465,Protein Homology,4297316,4298119,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951122.1,ABC transporter ATP-binding protein,WP_061486740.1,803,K02003,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02003  ABC.CD.A; putative ABC transport system ATP-binding protein,Membrane transport,Membrane transport,ABC.CD.A,
