Sheet 2 Classification of all Prochlorococcus MED4 CDS genes by expression level,,,,,,,,,,,,,,,
sysNamea,locus tagb,start,stop,strand,Core/Flexiblec,ExpressionLeveld,name,desc,COG,COGFun,COGDesc,,,,
PMM1492,PMED4_17021,1428605,1430008,+,Core,VEG,nusA,N utilization substance protein A (NCBI),COG195,K,Transcription elongation factor,,,,
PMM1493,PMED4_17031,1430005,1430265,+,Core,MEG,PMM1493,Predicted nucleic-acid-binding protein implicated in transcription termination  (Katherine Huang),COG2740,K,Predicted nucleic-acid-binding protein implicated in transcription termination,,,,
PMM1494,PMED4_17041,1430338,1433847,+,Flexible,VEG,infB,Translation initiation factor IF-2 (NCBI),COG532,J,Translation initiation factor 2 (IF-2; GTPase),,,,
PMM1495,PMED4_17051,1433852,1434091,-,Flexible,VEG,PMM1495,hypothetical (NCBI),,,,,,,
PMM1496,PMED4_17061,1434244,1435791,+,Flexible,VEG,PMM1496,Dolichyl-phosphate-mannose-proteinmannosyltransferase (NCBI),COG1807,M,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family,,,,
PMM1497,PMED4_17071,1435827,1436918,+,Flexible,VEG,PMM1497,"Glycosyl transferase, family 2 (NCBI)",COG463,M,Glycosyltransferases involved in cell wall biogenesis,,,,
PMM1498,PMED4_17081,1437023,1438642,+,Core,MEG,PMM1498,Fe-S oxidoreductase  (Katherine Huang),COG1032,C,Fe-S oxidoreductase,,,,
PMM1499,PMED4_17091,1438677,1439033,-,Core,MEG,PMM1499,Uncharacterized conserved protein (Katherine Huang),COG2127,S,Uncharacterized conserved protein,,,,
PMM1500,PMED4_17101,1439033,1440259,-,Core,VEG,PMM1500,putative aminotransferase (NCBI),COG436,E,Aspartate/tyrosine/aromatic aminotransferase,,,,
PMM1501,PMED4_17111,1440558,1442375,+,Core,MEG,rne,S1 RNA binding domain:Ribonuclease E and G (NCBI),COG1530,J,Ribonucleases G and E,,,,
PMM1502,PMED4_17121,1442320,1442949,+,Core,VEG,rnhB,Ribonuclease HII and HIII (NCBI),COG164,L,Ribonuclease HII,,,,
PMM1503,PMED4_17131,1442935,1443453,-,Core,VEG,PMM1503,conserved hypothetical protein (NCBI),,,,,,,
PMM1504,PMED4_17141,1443506,1444351,+,Core,MEG,pheA,Chorismate mutase-Prephenate dehydratase (NCBI),COG77,E,Prephenate dehydratase,,,,
PMM1505,PMED4_17151,1444352,1445287,-,Core,MEG,PMM1505,SAM (and some other nucleotide) binding motif (NCBI),COG500,QR,SAM-dependent methyltransferases,,,,
PMM1506,PMED4_17161,1445288,1445944,-,Core,MEG,PMM1506,ATP-dependent protease La (LON) domain (NCBI),COG2802,R,"Uncharacterized protein, similar to the N-terminal domain of Lon protease",,,,
PMM1507,PMED4_17171,1446000,1446320,-,Core,HEG,rpsJ,30S ribosomal protein S10 (NCBI),COG51,J,Ribosomal protein S10,,,,
PMM1508,PMED4_17181,1446430,1447629,-,Core,HEG,tufA,Elongation factor Tu (NCBI),COG50,J,GTPases - translation elongation factors,,,,
asRNA_17181,--,1447331,1447687,+,,--,Antisense RNA,,,,,,,,
PMM1509,PMED4_17191,1447673,1449748,-,Core,HEG,fusA,Elongation factor G (NCBI),COG480,J,Translation elongation factors (GTPases),,,,
PMM1510,PMED4_17201,1449853,1450323,-,Core,HEG,rpsG,30S ribosomal protein S7 (NCBI),COG49,J,Ribosomal protein S7,,,,
PMM1511,PMED4_17211,1450350,1450727,-,Core,HEG,rpsL,30S ribosomal protein S12 (NCBI),COG48,J,Ribosomal protein S12,,,,
PMM1512,PMED4_17221,1450922,1455487,+,Core,MEG,gltB,"Ferredoxin-dependent glutamate synthase, Fd-GOGAT (NCBI)",COG69,E,Glutamate synthase domain 2,,,,
PMM1513,PMED4_17231,1455497,1455790,+,Core,VEG,PMM1513,conserved hypothetical protein (NCBI),,,,,,,
PMM1514,PMED4_17241,1455800,1456693,-,Core,VEG,lipA,lipoic acid synthetase (NCBI),COG320,H,Lipoate synthase,,,,
PMM1515,PMED4_17251,1456993,1457679,+,Flexible,VEG,PMM1515,Site-specific recombinase (NCBI),COG1961,L,"Site-specific recombinases, DNA invertase Pin homologs",,,,
PMM1516,PMED4_17261,1457663,1457893,+,Flexible,VEG,PMM1516,hypothetical (NCBI),,,,,,,
PMM1517,PMED4_17271,1457896,1458795,-,Core,LEG,PMM1517,conserved hypothetical protein (NCBI),,,,,,,
PMM1518,PMED4_17281,1458799,1459554,+,Core,VEG,PMM1518,conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1519,PMED4_17291,1459606,1460205,-,Core,HEG,psaL,Photosystem I PsaL protein (subunit XI) (NCBI),,,,,,,
PMM1520,PMED4_17301,1460235,1460348,-,Flexible,VEG,psaI,photosystem I subunit VIII (PsaI) (NCBI),,,,,,,
PMM1521,PMED4_17311,1460441,1460827,+,Core,NEG,PMM1521,possible Annexin (NCBI),,,,,,,
PMM1522,PMED4_17321,1460832,1461794,-,Core,LEG,PMM1522,"Glycosyl transferase, family 2 (NCBI)",COG463,M,Glycosyltransferases involved in cell wall biogenesis,,,,
PMM1523,PMED4_17331,1461905,1464133,-,Core,HEG,psaB,Photosystem I PsaB protein (NCBI),,,,,,,
asRNA_17331,--,1463785,1464156,+,,--,Antisense RNA,,,,,,,,
PMM1524,PMED4_17341,1464162,1466465,-,Core,HEG,psaA,Photosystem I PsaA protein (NCBI),,,,,,,
PMM1525,PMED4_17351,1466807,1468627,+,Core,VEG,cobJ,bifunctional cbiH protein and precorrin-3B C17-methyltransferase (NCBI),COG2073,H,Cobalamin biosynthesis protein CbiG,,,,
PMM1526,PMED4_17361,1468725,1469528,+,Core,VEG,hisB,putative imidazoleglycerol-phosphate dehydratase (NCBI),COG546,R,Predicted phosphatases,,,,
RNA_20,--,1469551,1469639,-,,--,tRNAGly1,tRNA-Gly (RefSeq),,,,,,,
PMM1527,PMED4_17371,1469701,1470888,-,Core,LEG,alr,putative Alanine racemase (NCBI),COG787,M,Alanine racemase,,,,
PMM1528,PMED4_17381,1470969,1471475,+,Core,VEG,mcrA,HNH endonuclease family protein (NCBI),COG1403,V,Restriction endonuclease,,,,
PMM1529,PMED4_17391,1471482,1472576,-,Core,MEG,prfA,peptide chain release factor RF-1 (NCBI),COG216,J,Protein chain release factor A,,,,
PMM1530,PMED4_17401,1472611,1472871,-,Core,HEG,rpmE,50S ribosomal protein L31 (NCBI),COG254,J,Ribosomal protein L31,,,,
PMM1531,PMED4_17411,1472885,1473295,-,Core,HEG,rpsI,30S ribosomal protein S9 (NCBI),COG103,J,Ribosomal protein S9,,,,
PMM1532,PMED4_17421,1473305,1473736,-,Core,HEG,rplM,50S ribosomal protein L13 (NCBI),COG102,J,Ribosomal protein L13,,,,
PMM1533,PMED4_17431,1473853,1474659,-,Core,VEG,truA,tRNA pseudouridine synthase A (NCBI),COG101,J,Pseudouridylate synthase,,,,
PMM1534,PMED4_17441,1474697,1475047,-,Core,HEG,rplQ,50S ribosomal protein L17 (NCBI),COG203,J,Ribosomal protein L17,,,,
PMM1535,PMED4_17451,1475063,1476001,-,Core,HEG,rpoA,"Bacterial RNA polymerase, alpha chain (NCBI)",COG202,K,"DNA-directed RNA polymerase, alpha subunit/40 kD subunit",,,,
PMM1536,PMED4_17461,1476048,1476440,-,Core,HEG,rpsK,30S ribosomal protein S11 (NCBI),COG100,J,Ribosomal protein S11,,,,
PMM1537,PMED4_17471,1476489,1476854,-,Core,HEG,rpsM,30S ribosomal protein S13 (NCBI),COG99,J,Ribosomal protein S13,,,,
PMM1538,PMED4_17481,1476900,1477016,-,Flexible,HEG,rpmJ,50S Ribosomal protein L36 (NCBI),COG257,J,Ribosomal protein L36,,,,
PMM1539,PMED4_17491,1477055,1477609,-,Core,VEG,adk,Adenylate kinase (NCBI),COG563,F,Adenylate kinase and related kinases,,,,
PMM1540,PMED4_17501,1477609,1478928,-,Core,VEG,secY,preprotein translocase SecY subunit (NCBI),COG201,U,Preprotein translocase subunit SecY,,,,
PMM1541,PMED4_17511,1478959,1479417,-,Core,VEG,rplO,50S ribosomal protein L15 (NCBI),COG200,J,Ribosomal protein L15,,,,
PMM1542,PMED4_17521,1479422,1480042,-,Core,HEG,rpsE,30S ribosomal protein S5 (NCBI),COG98,J,Ribosomal protein S5,,,,
PMM1543,PMED4_17531,1480058,1480426,-,Core,HEG,rplR,50S ribosomal protein L18 (NCBI),COG256,J,Ribosomal protein L18,,,,
PMM1544,PMED4_17541,1480441,1480980,-,Core,HEG,rplF,50S ribosomal protein L6 (NCBI),COG97,J,Ribosomal protein L6P/L9E,,,,
PMM1545,PMED4_17551,1480993,1481394,-,Core,VEG,rpsH,30S ribosomal protein S8 (NCBI),COG96,J,Ribosomal protein S8,,,,
PMM1546,PMED4_17561,1481405,1481941,-,Core,HEG,rplE,50S ribosomal protein L5 (NCBI),COG94,J,Ribosomal protein L5,,,,
PMM1547,PMED4_17571,1482017,1482373,-,Core,HEG,rplX,50S ribosomal protein L24 (NCBI),COG198,J,Ribosomal protein L24,,,,
PMM1548,PMED4_17581,1482374,1482739,-,Core,HEG,rplN,50S Ribosomal protein L14 (NCBI),COG93,J,Ribosomal protein L14,,,,
PMM1549,PMED4_17591,1482736,1483002,-,Core,HEG,rpsQ,30S Ribosomal protein S17 (NCBI),COG186,J,Ribosomal protein S17,,,,
PMM1550,PMED4_17601,1483011,1483229,-,Core,HEG,rpmC,50S ribosomal protein L29 (NCBI),COG255,J,Ribosomal protein L29,,,,
PMM1551,PMED4_17611,1483226,1483708,-,Core,HEG,rplP,50S ribosomal protein L16 (NCBI),COG197,J,Ribosomal protein L16/L10E,,,,
PMM1552,PMED4_17621,1483720,1484451,-,Core,VEG,rpsC,30S ribosomal protein S3 (NCBI),COG92,J,Ribosomal protein S3,,,,
PMM1553,PMED4_17631,1484451,1484837,-,Core,HEG,rplV,50S ribosomal protein L22 (NCBI),COG91,J,Ribosomal protein L22,,,,
PMM1554,PMED4_17641,1484838,1485113,-,Core,HEG,rpsS,30S Ribosomal protein S19 (NCBI),COG185,J,Ribosomal protein S19,,,,
PMM1555,PMED4_17651,1485158,1486021,-,Core,HEG,rplB,50S ribosomal protein L2 (NCBI),COG90,J,Ribosomal protein L2,,,,
PMM1556,PMED4_17661,1486034,1486336,-,Core,HEG,rplW,50S ribosomal protein L23 (NCBI),COG89,J,Ribosomal protein L23,,,,
PMM1557,PMED4_17671,1486333,1486965,-,Core,VEG,rplD,50S ribosomal protein L4 (NCBI),COG88,J,Ribosomal protein L4,,,,
PMM1558,PMED4_17681,1486962,1487615,-,Core,VEG,rplC,50S ribosomal protein L3 (NCBI),COG87,J,Ribosomal protein L3,,,,
PMM1559,PMED4_17691,1487908,1488378,+,Core,VEG,PMM1559,NADH dehydrogenase I subunit N (Katherine Huang),,,,,,,
PMM1560,PMED4_17701,1488368,1489378,+,Core,VEG,hycB,Fe-S-cluster-containing hydrogenase components 2  (Katherine Huang),COG1142,C,Fe-S-cluster-containing hydrogenase components 2,,,,
RNA_14,--,1489483,1489554,+,,--,tRNAAsn1,tRNA-Asn (RefSeq),,,,,,,
PMM1561,PMED4_17711,1489572,1490348,+,Core,VEG,PMM1561,conserved hypothetical protein (NCBI),,,,,,,
PMM1562,PMED4_17721,1490458,1491570,+,Core,HEG,recA,RecA bacterial DNA recombination protein (NCBI),COG468,L,RecA/RadA recombinase,,,,
PMM1563,PMED4_17731,1491573,1491818,-,Core,HEG,PMM1563,conserved hypothetical protein (NCBI),,,,,,,
PMM1564,PMED4_17741,1491846,1493294,-,Core,VEG,dinG,Rad3-related DNA helicases  (Katherine Huang),COG1199,KL,Rad3-related DNA helicases,,,,
PMM1565,PMED4_17751,1493388,1494227,+,Core,MEG,tyrA,Prephenate dehydrogenase (NCBI),COG287,E,Prephenate dehydrogenase,,,,
PMM1566,PMED4_17761,1494234,1495739,-,Core,MEG,PMM1566,Phytoene dehydrogenase and related proteins  (Katherine Huang),COG1233,Q,Phytoene dehydrogenase and related proteins,,,,
PMM1567,PMED4_17771,1495744,1496622,+,Core,MEG,PMM1567,Uncharacterized protein conserved in bacteria (Katherine Huang),COG3001,G,Fructosamine-3-kinase,,,,
PMM1568,PMED4_17781,1496630,1496995,-,Core,HEG,PMM1568,conserved hypothetical protein (NCBI),,,,,,,
PMM1569,PMED4_17791,1497283,1498431,+,Core,VEG,thiF,molybdopterin biosynthesis protein (NCBI),COG476,H,Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,,,,
PMM1570,PMED4_17801,1498446,1499606,-,Core,MEG,PMM1570,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP (NCBI),COG2109,H,ATP:corrinoid adenosyltransferase,,,,
PMM1571,PMED4_17811,1499717,1500541,+,Core,VEG,PMM1571,ATP-utilizing enzymes of the PP-loop superfamily  (Katherine Huang),COG1606,R,ATP-utilizing enzymes of the PP-loop superfamily,,,,
PMM1572,PMED4_17821,1500557,1500985,-,Core,VEG,PMM1572,DUF206 (NCBI),COG1586,E,S-adenosylmethionine decarboxylase,,,,
PMM1573,PMED4_17831,1501038,1502009,-,Core,VEG,recF,putative DNA repair and genetic recombination protein RecF (NCBI),COG1195,L,Recombinational DNA repair ATPase (RecF pathway),,,,
RNA_15,--,1502203,1502276,+,,--,tRNAPro2,tRNA-Pro (RefSeq),,,,,,,
PMM1574,PMED4_17841,1502288,1502734,-,Core,MEG,PMM1574,conserved hypothetical protein (NCBI),,,,,,,
PMM1575,PMED4_17851,1502738,1505707,-,Core,MEG,ppc,Phosphoenolpyruvate carboxylase (NCBI),COG2352,C,Phosphoenolpyruvate carboxylase,,,,
PMM1576,PMED4_17861,1505761,1506879,-,Core,VEG,PMM1576,Uncharacterized conserved protein (Katherine Huang),COG2170,S,Uncharacterized conserved protein,,,,
PMM1577,PMED4_17871,1506880,1508400,-,Core,MEG,trpE,Anthranilate synthase component I and chorismate binding enzyme (NCBI),COG147,EH,Anthranilate/para-aminobenzoate synthases component I,,,,
PMM1578,PMED4_17881,1508460,1508882,-,Core,HEG,psaD,Photosystem I protein PsaD (NCBI),,,,,,,
PMM1579,PMED4_17891,1508995,1510362,-,Core,VEG,PMM1579,conserved hypothetical protein (NCBI),,,,,,,
PMM1580,PMED4_17901,1510359,1511630,-,Core,VEG,rodA,Bacterial cell division membrane protein (Katherine Huang),COG772,D,Bacterial cell division membrane protein,,,,
PMM1581,PMED4_17911,1511636,1512703,-,Core,MEG,mrp,MRP protein homolog (NCBI),COG489,D,ATPases involved in chromosome partitioning,,,,
PMM1582,PMED4_17921,1512865,1513893,+,Core,MEG,hemF,Coproporphyrinogen III oxidase (NCBI),COG408,H,Coproporphyrinogen III oxidase,,,,
PMM1583,PMED4_17931,1513923,1514483,-,Core,VEG,PMM1583,conserved hypothetical protein (NCBI),,,,,,,
PMM1584,PMED4_17941,1514652,1515293,+,Core,VEG,rnd,putative ribonuclease D (NCBI),,,,,,,
PMM1585,PMED4_17951,1515294,1515560,-,Core,VEG,PMM1585,conserved hypothetical protein (NCBI),,,,,,,
PMM1586,PMED4_17961,1515594,1516901,-,Core,VEG,PMM1586,Uncharacterized protein conserved in bacteria (Katherine Huang),COG4370,S,Uncharacterized protein conserved in bacteria,,,,
RNA_16,--,1516866,1516936,+,,--,tRNAMet1,tRNA-Met (RefSeq),,,,,,,
asRNA_17971,--,1517214,1517307,+,,--,Antisense RNA,,,,,,,,
PMM1587,PMED4_17971,1517250,1517411,-,Flexible,VEG,PMM1587,conserved hypothetical protein (NCBI),,,,,,,
PMM1588,PMED4_17981,1517428,1518042,-,Core,VEG,PMM1588,possible Conserved carboxylase domain (NCBI),,,,,,,
PMM1589,PMED4_17991,1518177,1519220,-,Core,MEG,purM,phosphoribosyl formylglycinamidine cyclo-ligase (NCBI),COG150,F,Phosphoribosylaminoimidazole (AIR) synthetase,,,,
PMM1590,PMED4_18001,1519318,1520850,+,Core,VEG,cmk,putative bifunctional enzyme; pantothenate synthetase/cytidylate kinase (NCBI),COG414,H,Panthothenate synthetase,,,,
PMM1591,PMED4_18011,1520852,1521325,-,Core,MEG,wzb,Low molecular weight phosphotyrosine protein phosphatase (NCBI),COG394,T,Protein-tyrosine-phosphatase,,,,
PMM1592,PMED4_18021,1521347,1522120,-,Core,VEG,pebB,phycoerythrobilin:ferredoxin oxidoreductase (NCBI),,,,,,,
PMM1593,PMED4_18031,1522121,1522831,-,Core,LEG,pebA,phycoerythrobilin:ferredoxin oxidoreductase (NCBI),,,,,,,
PMM1594,PMED4_18041,1522837,1523547,-,Core,MEG,ho1,Heme oxygenase (NCBI),COG5398,P,Heme oxygenase,,,,
PMM1595,PMED4_18051,1523605,1524069,-,Flexible,MEG,PMM1595,conserved hypothetical protein (NCBI),,,,,,,
PMM1596,PMED4_18061,1524255,1525679,+,Core,VEG,icd,Isocitrate dehydrogenase (NCBI),COG538,C,Isocitrate dehydrogenases,,,,
PMM1597,PMED4_18071,1525676,1527034,-,Core,VEG,PMM1597,Uncharacterized protein conserved in bacteria (Katherine Huang),COG3395,S,Uncharacterized protein conserved in bacteria,,,,
PMM1598,PMED4_18081,1527047,1527901,-,Core,VEG,galM,Galactose mutarotase and related enzymes  (Katherine Huang),COG2017,G,Galactose mutarotase and related enzymes,,,,
PMM1599,PMED4_18091,1527912,1528817,-,Core,MEG,PMM1599,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)  (Katherine Huang),COG596,R,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily),,,,
PMM1600,PMED4_18101,1528860,1530227,-,Core,VEG,kefB,"putative Na+/H+ antiporter, CPA2 family (NCBI)",COG475,P,"Kef-type K+ transport systems, membrane components",,,,
PMM1601,PMED4_18111,1530381,1532927,+,Core,VEG,glgP,phosphorylase (NCBI),COG58,G,Glucan phosphorylase,,,,
PMM1602,PMED4_18121,1533406,1533738,-,Core,HEG,PMM1602,conserved hypothetical protein (NCBI),,,,,,,
RNA_19,--,1533818,1533891,-,,--,tRNAMet2,tRNA-Met (RefSeq),,,,,,,
RNA_42,--,1533930,1534303,+,,--,rrnA,rRNA operon (RefSeq),,,,,,,
PMM1603,PMED4_18131,1534329,1535078,+,Core,MEG,rnc,putative ribonuclease III (NCBI),COG571,K,dsRNA-specific ribonuclease,,,,
PMM1604,PMED4_18141,1535083,1535268,-,Core,MEG,PMM1604,conserved hypothetical protein (NCBI),,,,,,,
PMM1605,PMED4_18151,1535291,1535830,+,Core,VEG,rimM,possible 16S rRNA processing protein RimM (NCBI),COG806,J,"RimM protein, required for 16S rRNA processing",,,,
PMM1606,PMED4_18161,1535851,1537746,-,Core,MEG,glmS,Glutamine--fructose-6-phosphate transaminase (isomerizing) (NCBI),COG449,M,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",,,,
asRNA_18171,--,1537773,1537988,+,,--,Antisense RNA,,,,,,,,
PMM1607,PMED4_18171,1537828,1538073,-,Core,HEG,psaC,Photosystem I subunit PsaC (NCBI),,,,,,,
PMM1608,PMED4_18181,1538208,1538450,+,Core,HEG,acpP,acyl carrier protein (ACP) (NCBI),COG236,IQ,Acyl carrier protein,,,,
PMM1609,PMED4_18191,1538457,1539701,+,Core,HEG,fabF,3-oxoacyl-[acyl-carrier-protein] synthase II (NCBI),COG304,IQ,3-oxoacyl-(acyl-carrier-protein) synthase,,,,
PMM1610,PMED4_18201,1539744,1541750,+,Core,HEG,tktA,Transketolase (NCBI),COG21,G,Transketolase,,,,
PMM1611,PMED4_18211,1541758,1543128,-,Core,HEG,thiC,ThiC family (NCBI),COG422,H,Thiamine biosynthesis protein ThiC,,,,
PMM1612,PMED4_18221,1543322,1543537,-,Flexible,VEG,PMM1612,conserved hypothetical (NCBI),,,,,,,
PMM1613,PMED4_18231,1543556,1544716,-,Core,VEG,PMM1613,Zinc metallopeptidase M20/M25/M40 family (NCBI),COG1473,R,Metal-dependent amidase/aminoacylase/carboxypeptidase,,,,
PMM1614,PMED4_18241,1544720,1545508,-,Core,VEG,PMM1614,conserved hypothetical protein (NCBI),,,,,,,
PMM1615,PMED4_18251,1545495,1546553,-,Core,MEG,ruvB,Holliday junction DNA helicase RuvB (NCBI),COG2255,L,"Holliday junction resolvasome, helicase subunit",,,,
PMM1616,PMED4_18261,1546573,1547100,+,Core,MEG,smpB,tmRNA binding protein SmpB (NCBI),COG691,O,tmRNA-binding protein,,,,
PMM1617,PMED4_18271,1547126,1547377,-,Core,HEG,PMM1617,conserved hypothetical protein (NCBI),,,,,,,
PMM1618,PMED4_18281,1547405,1548943,-,Core,VEG,lysS,Lysyl-tRNA synthetase (NCBI),COG1190,J,Lysyl-tRNA synthetase (class II),,,,
PMM1619,PMED4_18291,1548994,1549740,-,Core,VEG,PMM1619,two-component response regulator (NCBI),COG745,TK,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,,,,
PMM1620,PMED4_18301,1549913,1550452,-,Core,VEG,PMM1620,conserved hypothetical protein (NCBI),,,,,,,
PMM1621,PMED4_18311,1550453,1551202,-,Core,VEG,mreC,putative rod shape-determining protein (NCBI),,,,,,,
PMM1622,PMED4_18321,1551207,1552259,-,Core,MEG,mreB,Rod shape determining protein (NCBI),COG1077,D,Actin-like ATPase involved in cell morphogenesis,,,,
PMM1623,PMED4_18331,1552392,1552763,+,Core,VEG,ssb,single-stranded DNA-binding protein (NCBI),COG629,L,Single-stranded DNA-binding protein,,,,
PMM1624,PMED4_18341,1552760,1553419,-,Core,VEG,dedA,DedA family; putative alkaline phosphatase-like protein (NCBI),COG586,S,Uncharacterized membrane-associated protein,,,,
PMM1625,PMED4_18351,1553422,1554840,-,Core,HEG,sam1,putative adenosylhomocysteinase (NCBI),COG499,H,S-adenosylhomocysteine hydrolase,,,,
PMM1626,PMED4_18361,1554890,1555327,+,Core,VEG,PMM1626,Predicted ATPase or kinase  (Katherine Huang),COG802,R,Predicted ATPase or kinase,,,,
PMM1627,PMED4_18371,1555285,1556283,-,Core,MEG,PMM1627,Putative carbohydrate kinase (NCBI),COG524,G,"Sugar kinases, ribokinase family",,,,
PMM1628,PMED4_18381,1556373,1557287,+,Core,MEG,PMM1628,possible alpha/beta hydrolase superfamily (NCBI),COG596,R,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily),,,,
PMM1629,PMED4_18391,1557272,1558273,-,Core,VEG,PMM1629,"Type II alternative RNA polymerase sigma factor, sigma-70 family (NCBI)",COG568,K,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",,,,
PMM1630,PMED4_18401,1558374,1559783,-,Core,HEG,mgtE,"MgtE family, putative magnesium transport protein (NCBI)",COG2239,P,Mg/Co/Ni transporter MgtE (contains CBS domain),,,,
PMM1631,PMED4_18411,1559826,1560155,-,Core,VEG,PMM1631,conserved hypothetical protein (NCBI),,,,,,,
PMM1632,PMED4_18421,1560152,1560523,-,Core,NEG,PMM1632,Integral membrane protein possibly involved in chromosome condensation (Katherine Huang),COG239,D,Integral membrane protein possibly involved in chromosome condensation,,,,
PMM1633,PMED4_18431,1560527,1560856,-,Core,MEG,PMM1633,conserved hypothetical protein (NCBI),,,,,,,
PMM1634,PMED4_18441,1560853,1562820,-,Core,VEG,gyrB,"DNA gyrase, subunit B (NCBI)",COG187,L,"Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit",,,,
PMM1635,PMED4_18451,1562973,1563872,+,Core,MEG,miaA,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase (NCBI),COG324,J,tRNA delta(2)-isopentenylpyrophosphate transferase,,,,
PMM1636,PMED4_18461,1563924,1564496,+,Core,VEG,infC,Translation Initiation factor 3 (NCBI),COG290,J,Translation initiation factor 3 (IF-3),,,,
PMM1637,PMED4_18471,1564595,1565566,+,Core,VEG,PMM1637,possible transcriptional regulator (NCBI),COG1725,K,Predicted transcriptional regulators,,,,
PMM1638,PMED4_18481,1565573,1566307,+,Core,MEG,cysE,Serine acetyltransferase (NCBI),COG1045,E,Serine acetyltransferase,,,,
PMM1639,PMED4_18491,1566315,1569146,-,Core,MEG,secA,Preprotein translocase SecA subunit (NCBI),COG653,U,"Preprotein translocase subunit SecA (ATPase, RNA helicase)",,,,
PMM1640,PMED4_18501,1569324,1569779,+,Core,VEG,PMM1640,"putative acetyltransferase, GNAT family (NCBI)",,,,,,,
PMM1641,PMED4_18511,1569781,1570233,-,Flexible,LEG,PMM1641,hypothetical protein (NCBI),,,,,,,
PMM1642,PMED4_18521,1570206,1570637,-,Flexible,VEG,PMM1642,possible transcription regulator (NCBI),,,,,,,
RNA_18,--,1570753,1570824,-,,--,tRNALeu2,tRNA-Leu (RefSeq),,,,,,,
PMM1643,PMED4_18531,1570887,1571363,-,Core,MEG,ribH,"Putative 6,7-dimethyl-8-ribityllumazine synthase or riboflavin synthase beta chain (NCBI)",COG54,H,Riboflavin synthase beta-chain,,,,
PMM1644,PMED4_18541,1571412,1571609,-,Core,HEG,psbZ,possible Photosystem II reaction center Z protein (PsbZ) (NCBI),,,,,,,
PMM1645,PMED4_18551,1571753,1574500,+,Core,VEG,PMM1645,putative DNA mismatch repair protein (NCBI),COG249,L,Mismatch repair ATPase (MutS family),,,,
