gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags
BSR22_RS09275,,BSR22_RS09275,BSR22_RS09275,GeneMarkS-2+,1321259,1321438,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156858196.1,,,,,
BSR22_RS07345,,BSR22_RS07345,BSR22_07330,Protein Homology,1321444,1322232,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007613.1,ABC transporter ATP-binding protein,WP_077141435.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,BSR22_07330
BSR22_RS07350,,BSR22_RS07350,BSR22_07335,Protein Homology,1322337,1323659,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807403.1,Rieske (2Fe-2S) protein,WP_077141434.1,GO:0051537,,2 iron%2C 2 sulfur cluster binding|0051537||IEA,,BSR22_07335
BSR22_RS07355,,BSR22_RS07355,BSR22_07340,Protein Homology,1323818,1324012,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007615.1,hypothetical protein,WP_077141433.1,,,,,BSR22_07340
BSR22_RS07360,,BSR22_RS07360,BSR22_07345,Protein Homology,1324362,1324703,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007616.1,RNA-binding protein,WP_077141432.1,,,,,BSR22_07345
BSR22_RS07365,,BSR22_RS07365,BSR22_07350,Protein Homology,1324725,1324907,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007617.1,hypothetical protein,WP_077141431.1,,,,,BSR22_07350
BSR22_RS07370,,BSR22_RS07370,BSR22_07355,Protein Homology,1325246,1325542,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376375.1,hypothetical protein,WP_012007619.1,,,,,BSR22_07355
BSR22_RS09600,,BSR22_RS09600,BSR22_RS09600,Protein Homology,1325638,1325787,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806210.1,hypothetical protein,WP_167315822.1,,,,,
BSR22_RS07375,,BSR22_RS07375,BSR22_07360,Protein Homology,1325864,1326262,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818321.1,hypothetical protein,WP_077141430.1,,,,,BSR22_07360
BSR22_RS07380,,BSR22_RS07380,BSR22_07365,Protein Homology,1326388,1326702,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376377.1,hypothetical protein,WP_077141429.1,,,,,BSR22_07365
BSR22_RS09605,,BSR22_RS09605,BSR22_RS09605,Protein Homology,1327106,1327279,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807640.1,hypothetical protein,WP_198025616.1,,,,,
BSR22_RS07385,,BSR22_RS07385,BSR22_07370,Protein Homology,1327538,1327717,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376379.1,hypothetical protein,WP_077141428.1,,,,,BSR22_07370
urtE,urtE,BSR22_RS07390,BSR22_07375,Protein Homology,1327752,1328462,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807258.1,urea ABC transporter ATP-binding subunit UrtE,WP_077141427.1,"GO:0015840,GO:0005524,GO:0033221,GO:0009898,GO:0055052","cytoplasmic side of plasma membrane|0009898||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA","ATP binding|0005524||IEA,ATPase-coupled urea transmembrane transporter activity|0033221||IEA",urea transport|0015840||IEA,BSR22_07375
urtD,urtD,BSR22_RS07395,BSR22_07380,Protein Homology,1328465,1329214,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376381.1,urea ABC transporter ATP-binding protein UrtD,WP_025931815.1,"GO:0015840,GO:0005524,GO:0033221,GO:0009898,GO:0055052","cytoplasmic side of plasma membrane|0009898||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA","ATP binding|0005524||IEA,ATPase-coupled urea transmembrane transporter activity|0033221||IEA",urea transport|0015840||IEA,BSR22_07380
urtC,urtC,BSR22_RS07400,BSR22_07385,Protein Homology,1329207,1330337,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376382.1,urea ABC transporter permease subunit UrtC,WP_077141426.1,"GO:0015840,GO:0033221,GO:0005886,GO:0055052","plasma membrane|0005886||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA",ATPase-coupled urea transmembrane transporter activity|0033221||IEA,urea transport|0015840||IEA,BSR22_07385
urtB,urtB,BSR22_RS07405,BSR22_07390,Protein Homology,1330337,1331491,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862857.1,urea ABC transporter permease subunit UrtB,WP_077141425.1,"GO:0015840,GO:0033221,GO:0005886,GO:0055052","plasma membrane|0005886||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA",ATPase-coupled urea transmembrane transporter activity|0033221||IEA,urea transport|0015840||IEA,BSR22_07390
urtA,urtA,BSR22_RS07410,BSR22_07395,Protein Homology,1331575,1332852,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806566.1,urea ABC transporter substrate-binding protein,WP_011818329.1,"GO:0015840,GO:0033219,GO:0033221,GO:0030288,GO:0055052","outer membrane-bounded periplasmic space|0030288||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA","urea binding|0033219||IEA,ATPase-coupled urea transmembrane transporter activity|0033221||IEA",urea transport|0015840||IEA,BSR22_07395
ureG,ureG,BSR22_RS07415,BSR22_07400,Protein Homology,1332981,1333592,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007630.1,urease accessory protein UreG,WP_077141424.1,"GO:0019627,GO:0003924,GO:0016530,GO:0046872",,"GTPase activity|0003924||IEA,metallochaperone activity|0016530||IEA,metal ion binding|0046872||IEA",urea metabolic process|0019627||IEA,BSR22_07400
BSR22_RS07420,,BSR22_RS07420,BSR22_07405,Protein Homology,1333596,1334282,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862860.1,urease accessory protein UreF,WP_077141423.1,GO:0016151,,nickel cation binding|0016151||IEA,,BSR22_07405
ureE,ureE,BSR22_RS07425,BSR22_07410,Protein Homology,1334275,1334724,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818332.1,urease accessory protein UreE,WP_077141422.1,,,,,BSR22_07410
BSR22_RS07430,,BSR22_RS07430,BSR22_07415,Protein Homology,1334773,1335675,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376388.1,urease accessory protein UreD,WP_077141421.1,"GO:0008152,GO:0016151",,nickel cation binding|0016151||IEA,metabolic process|0008152||IEA,BSR22_07415
BSR22_RS07435,,BSR22_RS07435,BSR22_07420,Protein Homology,1335726,1336028,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376389.1,urease subunit gamma,WP_077141420.1,"GO:0043419,GO:0009039,GO:0016151",,"urease activity|0009039||IEA,nickel cation binding|0016151||IEA",urea catabolic process|0043419||IEA,BSR22_07420
BSR22_RS07440,,BSR22_RS07440,BSR22_07425,Protein Homology,1336031,1336351,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862864.1,urease subunit beta,WP_077141419.1,"GO:0043419,GO:0035550",urease complex|0035550||IEA,,urea catabolic process|0043419||IEA,BSR22_07425
ureC,ureC,BSR22_RS07445,BSR22_07430,Protein Homology,1336356,1338065,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006042762.1,urease subunit alpha,WP_077141418.1,"GO:0019627,GO:0009039,GO:0016151",,"urease activity|0009039||IEA,nickel cation binding|0016151||IEA",urea metabolic process|0019627||IEA,BSR22_07430
BSR22_RS07450,,BSR22_RS07450,BSR22_07435,Protein Homology,1338062,1339288,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807186.1,glycosyl transferase,WP_077141417.1,,,,,BSR22_07435
BSR22_RS07455,,BSR22_RS07455,BSR22_07440,Protein Homology,1339339,1341099,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862867.1,sugar phosphorylase,WP_077141416.1,"GO:0005975,GO:0016758",,hexosyltransferase activity|0016758||IEA,carbohydrate metabolic process|0005975||IEA,BSR22_07440
yedP,yedP,BSR22_RS07460,BSR22_07445,Protein Homology,1341102,1341899,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818339.1,mannosyl-3-phosphoglycerate phosphatase-related protein YedP,WP_077141415.1,GO:0016791,,phosphatase activity|0016791||IEA,,BSR22_07445
BSR22_RS07465,,BSR22_RS07465,BSR22_07450,Protein Homology,1341904,1342848,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007638.1,kinase,WP_077141414.1,,,,,BSR22_07450
BSR22_RS07470,,BSR22_RS07470,BSR22_07455,Protein Homology,1342940,1343167,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805736.1,DUF1830 domain-containing protein,WP_011862870.1,,,,,BSR22_07455
BSR22_RS09755,,BSR22_RS09755,BSR22_RS09755,Protein Homology,1343257,1343382,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807971.1,hypothetical protein,WP_257008987.1,,,,,
BSR22_RS07475,,BSR22_RS07475,BSR22_07460,Protein Homology,1343585,1343857,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807692.1,hypothetical protein,WP_077141413.1,,,,,BSR22_07460
BSR22_RS07480,,BSR22_RS07480,BSR22_07465,Protein Homology,1343925,1344725,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807161.1,undecaprenyl-diphosphate phosphatase,WP_077141412.1,"GO:0009252,GO:0071555,GO:0050380",,undecaprenyl-diphosphatase activity|0050380||IEA,"peptidoglycan biosynthetic process|0009252||IEA,cell wall organization|0071555||IEA",BSR22_07465
BSR22_RS09610,,BSR22_RS09610,BSR22_07470,Protein Homology,1344783,1344935,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019480373.1,hypothetical protein,WP_198025617.1,,,,,BSR22_07470
msrA,msrA,BSR22_RS07495,BSR22_07480,Protein Homology,1345037,1345765,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818346.1,peptide-methionine (S)-S-oxide reductase MsrA,WP_077141410.1,"GO:0006979,GO:0030091,GO:0008113,GO:0033744",,"peptide-methionine (S)-S-oxide reductase activity|0008113||IEA,L-methionine:thioredoxin-disulfide S-oxidoreductase activity|0033744||IEA","response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",BSR22_07480
BSR22_RS07500,,BSR22_RS07500,BSR22_07485,Protein Homology,1345805,1347550,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007643.1,ABC transporter ATP-binding protein,WP_077141409.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,BSR22_07485
BSR22_RS07505,,BSR22_RS07505,BSR22_07490,Protein Homology,1347631,1347927,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805213.1,DUF3288 family protein,WP_077141408.1,,,,,BSR22_07490
trpD,trpD,BSR22_RS07510,BSR22_07495,Protein Homology,1347961,1348995,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007645.1,anthranilate phosphoribosyltransferase,WP_077141407.1,"GO:0000162,GO:0004048",,anthranilate phosphoribosyltransferase activity|0004048||IEA,L-tryptophan biosynthetic process|0000162||IEA,BSR22_07495
carA,carA,BSR22_RS07515,BSR22_07500,Protein Homology,1349010,1350149,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007646.1,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,WP_077142626.1,"GO:0006207,GO:0006541,GO:0004088",,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|0004088||IEA,"'de novo' pyrimidine nucleobase biosynthetic process|0006207||IEA,glutamine metabolic process|0006541||IEA",BSR22_07500
BSR22_RS07520,,BSR22_RS07520,BSR22_07505,Protein Homology,1350278,1350577,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826213.1,STAS domain-containing protein,WP_025931835.1,"GO:0006355,GO:0043856",,anti-sigma factor antagonist activity|0043856||IEA,regulation of DNA-templated transcription|0006355||IEA,BSR22_07505
BSR22_RS07525,,BSR22_RS07525,BSR22_07510,Protein Homology,1350574,1350972,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862880.1,Mini-ribonuclease 3,WP_077141406.1,,,,,BSR22_07510
rlmB,rlmB,BSR22_RS07530,BSR22_07515,Protein Homology,1350977,1351975,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007648.1,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,WP_077141405.1,"GO:0006396,GO:0008173",,RNA methyltransferase activity|0008173||IEA,RNA processing|0006396||IEA,BSR22_07515
BSR22_RS07535,,BSR22_RS07535,BSR22_07520,Protein Homology,1352119,1352334,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862882.1,DUF1816 domain-containing protein,WP_077141404.1,,,,,BSR22_07520
gatA,gatA,BSR22_RS07540,BSR22_07525,Protein Homology,1352365,1353813,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007650.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,WP_077141403.1,"GO:0006412,GO:0006424,GO:0050567,GO:0030956",glutamyl-tRNA(Gln) amidotransferase complex|0030956||IEA,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity|0050567||IEA,"translation|0006412||IEA,glutamyl-tRNA aminoacylation|0006424||IEA",BSR22_07525
BSR22_RS07545,,BSR22_RS07545,BSR22_07530,Protein Homology,1353898,1357395,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376409.1,DNA polymerase III subunit alpha,WP_077141402.1,,,,,BSR22_07530
BSR22_RS07550,,BSR22_RS07550,BSR22_07535,Protein Homology,1357397,1357846,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806537.1,PAM68 family protein,WP_077141401.1,,,,,BSR22_07535
rpsO,rpsO,BSR22_RS07555,BSR22_07540,Protein Homology,1357856,1358125,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006852884.1,30S ribosomal protein S15,WP_077141400.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_07540
ruvA,ruvA,BSR22_RS07560,BSR22_07545,Protein Homology,1358158,1358835,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805373.1,Holliday junction branch migration protein RuvA,WP_077141399.1,"GO:0006281,GO:0006310,GO:0003678,GO:0009378,GO:0009379",Holliday junction helicase complex|0009379||IEA,"DNA helicase activity|0003678||IEA,four-way junction helicase activity|0009378||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",BSR22_07545
BSR22_RS07565,,BSR22_RS07565,BSR22_07550,Protein Homology,1358836,1359192,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007655.1,glycine zipper 2TM domain-containing protein,WP_077141398.1,GO:0019867,outer membrane|0019867||IEA,,,BSR22_07550
BSR22_RS07570,,BSR22_RS07570,BSR22_07555,Protein Homology,1359219,1360109,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862889.1,DMT family transporter,WP_077141397.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,BSR22_07555
dnaG,dnaG,BSR22_RS07575,BSR22_07560,Protein Homology,1360204,1362237,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818361.1,DNA primase,WP_077141396.1,"GO:0006269,GO:0003899",,DNA-directed 5'-3' RNA polymerase activity|0003899||IEA,DNA replication%2C synthesis of primer|0006269||IEA,BSR22_07560
BSR22_RS07580,,BSR22_RS07580,BSR22_07565,Protein Homology,1362254,1362721,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818362.1,serine hydroxymethyltransferase,WP_077141395.1,,,,,BSR22_07565
BSR22_RS07585,,BSR22_RS07585,BSR22_07570,Protein Homology,1362732,1364018,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376417.1,Y-family DNA polymerase,WP_077141394.1,,,,,BSR22_07570
BSR22_RS07590,,BSR22_RS07590,BSR22_07575,Protein Homology,1364015,1364431,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376418.1,LexA family protein,WP_025894467.1,"GO:0045892,GO:0003677",,DNA binding|0003677||IEA,negative regulation of DNA-templated transcription|0045892||IEA,BSR22_07575
BSR22_RS07595,,BSR22_RS07595,BSR22_07580,Protein Homology,1364529,1364945,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862894.1,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,WP_077141393.1,,,,,BSR22_07580
BSR22_RS07600,,BSR22_RS07600,BSR22_07585,Protein Homology,1364965,1365297,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862895.1,hypothetical protein,WP_077141392.1,,,,,BSR22_07585
rsmA,rsmA,BSR22_RS07605,BSR22_07590,Protein Homology,1365354,1366178,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818367.1,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,WP_077141391.1,"GO:0006364,GO:0000179",,rRNA (adenine-N6%2CN6-)-dimethyltransferase activity|0000179||IEA,rRNA processing|0006364||IEA,BSR22_07590
ispE,ispE,BSR22_RS07610,BSR22_07595,Protein Homology,1366191,1367126,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862897.1,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,WP_077141390.1,"GO:0016114,GO:0050515",,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|0050515||IEA,terpenoid biosynthetic process|0016114||IEA,BSR22_07595
BSR22_RS07615,,BSR22_RS07615,BSR22_07600,Protein Homology,1367150,1367452,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862898.1,DUF3082 domain-containing protein,WP_077141389.1,,,,,BSR22_07600
BSR22_RS07620,,BSR22_RS07620,BSR22_07605,Protein Homology,1367632,1368615,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805776.1,pyruvate dehydrogenase complex E1 component subunit beta,WP_077141388.1,"GO:0006086,GO:0004739",,pyruvate dehydrogenase (acetyl-transferring) activity|0004739||IEA,pyruvate decarboxylation to acetyl-CoA|0006086||IEA,BSR22_07605
secD,secD,BSR22_RS07625,BSR22_07610,Protein Homology,1368619,1370088,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818371.1,protein translocase subunit SecD,WP_077141387.1,"GO:0006886,GO:0043952,GO:0015450,GO:0031522",cell envelope Sec protein transport complex|0031522||IEA,protein-transporting ATPase activity|0015450||IEA,"intracellular protein transport|0006886||IEA,protein transport by the Sec complex|0043952||IEA",BSR22_07610
secF,secF,BSR22_RS07630,BSR22_07615,Protein Homology,1370110,1371024,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818372.1,protein translocase subunit SecF,WP_077141386.1,"GO:0006886,GO:0043952,GO:0015450,GO:0031522",cell envelope Sec protein transport complex|0031522||IEA,protein-transporting ATPase activity|0015450||IEA,"intracellular protein transport|0006886||IEA,protein transport by the Sec complex|0043952||IEA",BSR22_07615
BSR22_RS07640,,BSR22_RS07640,BSR22_07625,Protein Homology,1371229,1372272,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818373.1,AI-2E family transporter,WP_077141385.1,"GO:0055085,GO:1905887,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,"transmembrane transport|0055085||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA",BSR22_07625
psb28,psb28,BSR22_RS07645,BSR22_07630,Protein Homology,1372286,1372639,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806585.1,photosystem II reaction center protein Psb28,WP_077141384.1,"GO:0009523,GO:0009538","photosystem II|0009523||IEA,photosystem I reaction center|0009538||IEA",,,BSR22_07630
mnmH,mnmH,BSR22_RS07650,BSR22_07635,Protein Homology,1372700,1373740,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862905.1,tRNA 2-selenouridine(34) synthase MnmH,WP_077141383.1,,,,,BSR22_07635
BSR22_RS07655,,BSR22_RS07655,BSR22_07640,Protein Homology,1373776,1374495,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862906.1,GUN4 domain-containing protein,WP_077141382.1,,,,,BSR22_07640
BSR22_RS07660,,BSR22_RS07660,BSR22_07645,Protein Homology,1374544,1374978,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818377.1,ATP-binding protein,WP_025933495.1,"GO:0005524,GO:0016787",,"ATP binding|0005524||IEA,hydrolase activity|0016787||IEA",,BSR22_07645
BSR22_RS07665,,BSR22_RS07665,BSR22_07650,Protein Homology,1374957,1375220,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376433.1,DUF6439 family protein,WP_077141381.1,,,,,BSR22_07650
BSR22_RS07670,,BSR22_RS07670,BSR22_07655,Protein Homology,1375233,1376288,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806066.1,class I SAM-dependent methyltransferase,WP_077141380.1,"GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",,BSR22_07655
glnA,glnA,BSR22_RS07675,BSR22_07660,Protein Homology,1376388,1377809,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807107.1,type I glutamate--ammonia ligase,WP_011818380.1,"GO:0006542,GO:0004356",,glutamine synthetase activity|0004356||IEA,glutamine biosynthetic process|0006542||IEA,BSR22_07660
