gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ALT831_RS16735,,ALT831_RS16735,MIT1002_03401,Protein Homology,3804972,3805991,+,,,COORDINATES: protein motif:HMM:NF024685.6,SIR2 family protein,WP_049588688.1,,,,,,MIT1002_03401
ALT831_RS16740,,ALT831_RS16740,MIT1002_03402,Protein Homology,3806000,3807730,+,,,COORDINATES: protein motif:HMM:NF014044.6,ATP-binding protein,WP_049588689.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,MIT1002_03402
istB,istB,ALT831_RS16745,MIT1002_03403,Protein Homology,3807923,3808669,-,,,COORDINATES: protein motif:HMM:NF013828.6,IS21-like element helper ATPase IstB,WP_039221977.1,GO:0005524,,ATP binding|0005524||IEA,,,MIT1002_03403
istA,istA,ALT831_RS16750,MIT1002_03404,Protein Homology,3808678,3810216,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_001907982.1,IS21 family transposase,WP_049589218.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_03404
ALT831_RS16755,,ALT831_RS16755,MIT1002_03405,GeneMarkS-2+,3810586,3810843,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049589118.1,,,,,,MIT1002_03405
ALT831_RS16760,,ALT831_RS16760,MIT1002_03406,GeneMarkS-2+,3811027,3811335,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049589119.1,,,,,,MIT1002_03406
ALT831_RS16765,,ALT831_RS16765,MIT1002_03407,GeneMarkS-2+,3811761,3811994,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049589120.1,,,,,,MIT1002_03407
ALT831_RS16770,,ALT831_RS16770,MIT1002_03408,GeneMarkS-2+,3811987,3812232,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049589121.1,,,,,,MIT1002_03408
ALT831_RS16775,,ALT831_RS16775,MIT1002_03409,Protein Homology,3812229,3812504,+,,,COORDINATES: protein motif:HMM:NF022562.6,pyocin activator PrtN family protein,WP_049589122.1,GO:0006355,,,regulation of DNA-templated transcription|0006355||IEA,,MIT1002_03409
ALT831_RS16780,,ALT831_RS16780,MIT1002_03410,GeneMarkS-2+,3812568,3813284,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049589123.1,,,,,,MIT1002_03410
ALT831_RS16785,,ALT831_RS16785,MIT1002_03412,Protein Homology,3814421,3814972,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999573.1,hypothetical protein,WP_014950727.1,,,,,,MIT1002_03412
ALT831_RS16790,,ALT831_RS16790,MIT1002_03413,Protein Homology,3814976,3816739,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980320.1,OmpA family protein,WP_049589126.1,"GO:0015288,GO:0042834,GO:0009279",cell outer membrane|0009279||IEA,"porin activity|0015288||IEA,peptidoglycan binding|0042834||IEA",,,MIT1002_03413
ALT831_RS16795,,ALT831_RS16795,MIT1002_03414,Protein Homology,3816755,3817240,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950729.1,Rab family GTPase,WP_049589127.1,,,,,,MIT1002_03414
ALT831_RS16800,,ALT831_RS16800,MIT1002_03415,Protein Homology,3817250,3819370,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980322.1,putative bifunctional diguanylate cyclase/phosphodiesterase,WP_049589129.1,"GO:0005525,GO:0046872,GO:0052621,GO:0071111,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA",,,MIT1002_03415
ALT831_RS16805,,ALT831_RS16805,ALT831_RS16805,Protein Homology,3820302,3820653,-,programmed frameshift,ribosomal slippage,COORDINATES: similar to AA sequence:RefSeq:WP_076612166.1,IS3 family transposase,WP_156080658.1,GO:0004803,,transposase activity|0004803||IEA,,,
ALT831_RS16805,,ALT831_RS16805,ALT831_RS16805,Protein Homology,3819425,3820302,-,programmed frameshift,ribosomal slippage,COORDINATES: similar to AA sequence:RefSeq:WP_076612166.1,IS3 family transposase,WP_156080658.1,GO:0004803,,transposase activity|0004803||IEA,,,
ALT831_RS16810,,ALT831_RS16810,MIT1002_03418,Protein Homology,3820817,3822145,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019677965.1,IS4 family transposase,WP_049589220.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_03418
fghA,fghA,ALT831_RS16815,MIT1002_03419,Protein Homology,3822195,3823037,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519800.1,S-formylglutathione hydrolase,WP_049588737.1,"GO:0046294,GO:0018738",,S-formylglutathione hydrolase activity|0018738||IEA,formaldehyde catabolic process|0046294||IEA,,MIT1002_03419
ALT831_RS16820,,ALT831_RS16820,MIT1002_03420,Protein Homology,3823151,3824065,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519801.1,acyltransferase,WP_049588736.1,GO:0016746,,acyltransferase activity|0016746||IEA,,,MIT1002_03420
ALT831_RS16825,,ALT831_RS16825,MIT1002_03421,Protein Homology,3824062,3824955,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950733.1,acyltransferase,WP_049588735.1,GO:0016746,,acyltransferase activity|0016746||IEA,,,MIT1002_03421
ALT831_RS16830,,ALT831_RS16830,MIT1002_03422,Protein Homology,3824959,3826296,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980325.1,mechanosensitive ion channel family protein,WP_049588734.1,"GO:0055085,GO:0008381,GO:0016020",membrane|0016020||IEA,mechanosensitive monoatomic ion channel activity|0008381||IEA,transmembrane transport|0055085||IEA,,MIT1002_03422
ALT831_RS16835,,ALT831_RS16835,MIT1002_03423,Protein Homology,3826372,3826563,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977423.1,hypothetical protein,WP_014950735.1,,,,,,MIT1002_03423
ALT831_RS16840,,ALT831_RS16840,MIT1002_03424,Protein Homology,3826910,3827740,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980326.1,DUF2884 family protein,WP_049588733.1,,,,,,MIT1002_03424
ALT831_RS16845,,ALT831_RS16845,MIT1002_03425,Protein Homology,3827908,3828720,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980327.1,NAD-dependent epimerase/dehydratase family protein,WP_049588732.1,GO:0003824,,catalytic activity|0003824||IEA,,,MIT1002_03425
ALT831_RS16850,,ALT831_RS16850,MIT1002_03426,Protein Homology,3828834,3830255,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999583.1,sodium-dependent transporter,WP_014950738.1,"GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA",,,,MIT1002_03426
ALT831_RS16855,,ALT831_RS16855,MIT1002_03427,Protein Homology,3830567,3831292,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950739.1,SDR family NAD(P)-dependent oxidoreductase,WP_049588731.1,,,,,,MIT1002_03427
ALT831_RS16860,,ALT831_RS16860,MIT1002_03428,Protein Homology,3831282,3831677,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977428.1,thiol-disulfide oxidoreductase DCC family protein,WP_014977428.1,GO:0015035,,protein-disulfide reductase activity|0015035||IEA,,,MIT1002_03428
msrA,msrA,ALT831_RS16865,MIT1002_03429,Protein Homology,3831902,3832447,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999586.1,peptide-methionine (S)-S-oxide reductase MsrA,WP_014950741.1,"GO:0006979,GO:0030091,GO:0008113,GO:0033744",,"peptide-methionine (S)-S-oxide reductase activity|0008113||IEA,L-methionine (S)-S-oxide reductase activity|0033744||IEA","response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",,MIT1002_03429
ALT831_RS16870,,ALT831_RS16870,MIT1002_03430,Protein Homology,3832549,3833670,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980331.1,hypothetical protein,WP_049588730.1,,,,,,MIT1002_03430
ALT831_RS16875,,ALT831_RS16875,MIT1002_03431,Protein Homology,3833942,3835807,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977430.1,metallophosphoesterase family protein,WP_049588729.1,,,,,,MIT1002_03431
fldB,fldB,ALT831_RS16880,MIT1002_03432,Protein Homology,3835825,3836361,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068092.1,flavodoxin FldB,WP_014950744.1,"GO:0009055,GO:0010181",,"electron transfer activity|0009055||IEA,FMN binding|0010181||IEA",,,MIT1002_03432
ALT831_RS16885,,ALT831_RS16885,MIT1002_03433,Protein Homology,3836387,3837175,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999590.1,CLCA_X family protein,WP_014950745.1,,,,,,MIT1002_03433
ALT831_RS16890,,ALT831_RS16890,MIT1002_03434,Protein Homology,3837318,3837728,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068094.1,ExbD/TolR family protein,WP_049588728.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MIT1002_03434
ALT831_RS16895,,ALT831_RS16895,MIT1002_03435,Protein Homology,3837910,3839322,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999593.1,collagen-binding domain-containing protein,WP_049588727.1,,,,,,MIT1002_03435
ALT831_RS16900,,ALT831_RS16900,MIT1002_03436,Protein Homology,3839362,3841785,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977433.1,cellulose synthase subunit BcsC-related outer membrane protein,WP_049588726.1,"GO:0030244,GO:0019867",outer membrane|0019867||IEA,,cellulose biosynthetic process|0030244||IEA,,MIT1002_03436
ALT831_RS16905,,ALT831_RS16905,MIT1002_03437,Protein Homology,3841782,3842888,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950749.1,glycosyl hydrolase family 8,WP_049588725.1,"GO:0005975,GO:0004553",,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate metabolic process|0005975||IEA,,MIT1002_03437
ALT831_RS16910,,ALT831_RS16910,MIT1002_03438,Protein Homology,3842882,3845158,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999596.1,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,WP_049588724.1,"GO:0006011,GO:0016020",membrane|0016020||IEA,,UDP-alpha-D-glucose metabolic process|0006011||IEA,,MIT1002_03438
bcsA,bcsA,ALT831_RS16915,MIT1002_03439,Protein Homology,3845155,3847380,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950751.1,UDP-forming cellulose synthase catalytic subunit,WP_049588723.1,"GO:0006011,GO:0030244,GO:0016759,GO:0035438",,"cellulose synthase activity|0016759||IEA,cyclic-di-GMP binding|0035438||IEA","UDP-alpha-D-glucose metabolic process|0006011||IEA,cellulose biosynthetic process|0030244||IEA",,MIT1002_03439
ALT831_RS16920,,ALT831_RS16920,MIT1002_03440,Protein Homology,3847358,3847930,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950752.1,hypothetical protein,WP_049588722.1,,,,,,MIT1002_03440
ALT831_RS16925,,ALT831_RS16925,MIT1002_03441,Protein Homology,3848225,3848713,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980339.1,YgjV family protein,WP_049588721.1,,,,,,MIT1002_03441
ALT831_RS16930,,ALT831_RS16930,MIT1002_03442,Protein Homology,3848727,3849545,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950754.1,tRNA1(Val) (adenine(37)-N6)-methyltransferase,WP_049588720.1,"GO:0032259,GO:0008170,GO:0008757,GO:0016430,GO:1904047",,"N-methyltransferase activity|0008170||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,tRNA (adenine-N6)-methyltransferase activity|0016430||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,,MIT1002_03442
ALT831_RS16935,,ALT831_RS16935,MIT1002_03443,Protein Homology,3849686,3850309,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980341.1,NAD(P)H-binding protein,WP_014950755.1,,,,,,MIT1002_03443
ALT831_RS16940,,ALT831_RS16940,MIT1002_03444,Protein Homology,3850380,3852593,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950756.1,S9 family peptidase,WP_049588719.1,GO:0006508,,,proteolysis|0006508||IEA,,MIT1002_03444
ALT831_RS16945,,ALT831_RS16945,MIT1002_03445,Protein Homology,3852830,3853204,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950757.1,PH domain-containing protein,WP_039216362.1,GO:0005515,,protein binding|0005515||IEA,,,MIT1002_03445
ALT831_RS16950,,ALT831_RS16950,MIT1002_03446,Protein Homology,3853216,3853863,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977440.1,EAL domain-containing protein,WP_049588718.1,GO:0071111,,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA,,,MIT1002_03446
ALT831_RS16955,,ALT831_RS16955,MIT1002_03447,Protein Homology,3854059,3855111,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999605.1,serine/threonine dehydratase,WP_049588717.1,,,,,,MIT1002_03447
ALT831_RS16960,,ALT831_RS16960,MIT1002_03448,Protein Homology,3855208,3856908,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999606.1,amidohydrolase,WP_049588738.1,"GO:0016810,GO:0046872",,"hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA,metal ion binding|0046872||IEA",,,MIT1002_03448
ALT831_RS16965,,ALT831_RS16965,MIT1002_03449,Protein Homology,3856905,3858332,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999607.1,APC family permease,WP_049588716.1,"GO:0006865,GO:0055085,GO:0015171,GO:0022857,GO:0016020",membrane|0016020||IEA,"amino acid transmembrane transporter activity|0015171||IEA,transmembrane transporter activity|0022857||IEA","amino acid transport|0006865||IEA,transmembrane transport|0055085||IEA",,MIT1002_03449
ALT831_RS16970,,ALT831_RS16970,MIT1002_03450,Protein Homology,3858336,3858977,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977444.1,MBL fold metallo-hydrolase,WP_049588715.1,GO:0016787,,hydrolase activity|0016787||IEA,,,MIT1002_03450
ALT831_RS16975,,ALT831_RS16975,MIT1002_03451,Protein Homology,3859099,3859614,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950763.1,lactoylglutathione lyase family protein,WP_014950763.1,,,,,,MIT1002_03451
ALT831_RS16980,,ALT831_RS16980,MIT1002_03452,Protein Homology,3859781,3860839,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999610.1,LysR family transcriptional regulator,WP_049588714.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,MIT1002_03452
ALT831_RS16985,,ALT831_RS16985,MIT1002_03453,Protein Homology,3860968,3861960,+,,,COORDINATES: protein motif:HMM:NF033591.1,IS4 family transposase,WP_231514328.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_03453
ALT831_RS16990,,ALT831_RS16990,MIT1002_03454,Protein Homology,3862202,3863263,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980352.1,hypothetical protein,WP_049589233.1,,,,,,MIT1002_03454
ALT831_RS16995,,ALT831_RS16995,MIT1002_03455,Protein Homology,3863542,3864738,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068328.1,IS4 family transposase,WP_049589213.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_03455
yiaA,yiaA,ALT831_RS17000,MIT1002_03456,Protein Homology,3864780,3865250,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950768.1,inner membrane protein YiaA,WP_049586942.1,,,,,,MIT1002_03456
ALT831_RS17005,,ALT831_RS17005,MIT1002_03457,Protein Homology,3865234,3866070,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999615.1,DUF2145 domain-containing protein,WP_039228660.1,,,,,,MIT1002_03457
ALT831_RS17010,,ALT831_RS17010,MIT1002_03458,Protein Homology,3866245,3866655,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999616.1,hypothetical protein,WP_039228659.1,,,,,,MIT1002_03458
ALT831_RS17015,,ALT831_RS17015,MIT1002_03459,Protein Homology,3866788,3867522,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950771.1,helix-turn-helix domain-containing protein,WP_039228657.1,GO:0003677,,DNA binding|0003677||IEA,,,MIT1002_03459
ALT831_RS17020,,ALT831_RS17020,MIT1002_03460,Protein Homology,3867650,3869152,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950772.1,NCS1 family nucleobase:cation symporter-1,WP_014950772.1,,,,,,MIT1002_03460
ALT831_RS17025,,ALT831_RS17025,MIT1002_03461,Protein Homology,3869498,3871816,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950773.1,TonB-dependent receptor,WP_049586943.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,MIT1002_03461
ALT831_RS17030,,ALT831_RS17030,MIT1002_03462,Protein Homology,3872128,3873618,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950774.1,CoA-acylating methylmalonate-semialdehyde dehydrogenase,WP_049586944.1,,,,,,MIT1002_03462
ALT831_RS17035,,ALT831_RS17035,MIT1002_03463,Protein Homology,3873638,3874168,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950775.1,flavin reductase,WP_014950775.1,GO:0010181,,FMN binding|0010181||IEA,,,MIT1002_03463
ALT831_RS17040,,ALT831_RS17040,MIT1002_03464,Protein Homology,3874191,3874811,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977452.1,malonic semialdehyde reductase,WP_049586946.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,MIT1002_03464
rutD,rutD,ALT831_RS17045,MIT1002_03465,Protein Homology,3874989,3875837,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977453.1,pyrimidine utilization protein D,WP_197047984.1,"GO:0006212,GO:0016811",,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in linear amides|0016811||IEA,uracil catabolic process|0006212||IEA,,MIT1002_03465
rutC,rutC,ALT831_RS17050,MIT1002_03466,Protein Homology,3875896,3876279,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068126.1,pyrimidine utilization protein C,WP_014950778.1,,,,,,MIT1002_03466
rutB,rutB,ALT831_RS17055,MIT1002_03467,Protein Homology,3876412,3877146,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068127.1,pyrimidine utilization protein B,WP_049586947.1,GO:0016811,,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in linear amides|0016811||IEA,,,MIT1002_03467
rutA,rutA,ALT831_RS17060,MIT1002_03468,Protein Homology,3877146,3878234,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068128.1,pyrimidine utilization protein A,WP_049586948.1,"GO:0010181,GO:0016491",,"FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA",,,MIT1002_03468
rutR,rutR,ALT831_RS17065,MIT1002_03469,Protein Homology,3878544,3879218,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950781.1,HTH-type transcriptional regulator RutR,WP_049586949.1,"GO:0045892,GO:0003677",,DNA binding|0003677||IEA,negative regulation of DNA-templated transcription|0045892||IEA,,MIT1002_03469
ALT831_RS17070,,ALT831_RS17070,MIT1002_03470,Protein Homology,3879306,3879977,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999618.1,Crp/Fnr family transcriptional regulator,WP_049586951.1,"GO:0003677,GO:0030552",,"DNA binding|0003677||IEA,cAMP binding|0030552||IEA",,,MIT1002_03470
ALT831_RS17075,,ALT831_RS17075,MIT1002_03471,Protein Homology,3880064,3880969,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980358.1,sterol desaturase family protein,WP_049586952.1,"GO:0006629,GO:0008610,GO:0016491",,oxidoreductase activity|0016491||IEA,"lipid metabolic process|0006629||IEA,lipid biosynthetic process|0008610||IEA",,MIT1002_03471
ALT831_RS17080,,ALT831_RS17080,MIT1002_03472,Protein Homology,3881039,3881278,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950784.1,VF530 family protein,WP_014950784.1,"GO:0003677,GO:0003690",,"DNA binding|0003677||IEA,double-stranded DNA binding|0003690||IEA",,,MIT1002_03472
ALT831_RS17085,,ALT831_RS17085,MIT1002_03473,Protein Homology,3881353,3882693,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980360.1,GntP family permease,WP_014950785.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MIT1002_03473
ALT831_RS17090,,ALT831_RS17090,MIT1002_03474,Protein Homology,3883011,3883472,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950786.1,gluconokinase,WP_014980361.1,"GO:0046177,GO:0005524,GO:0046316",,"ATP binding|0005524||IEA,gluconokinase activity|0046316||IEA",obsolete D-gluconate catabolic process|0046177||IEA,,MIT1002_03474
ALT831_RS17095,,ALT831_RS17095,MIT1002_03475,Protein Homology,3883541,3884548,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980362.1,LacI family DNA-binding transcriptional regulator,WP_039216383.1,"GO:0006351,GO:0006355,GO:0045892,GO:0000976,GO:0003677,GO:0003700,GO:0043565",,"transcription cis-regulatory region binding|0000976||IEA,DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA","DNA-templated transcription|0006351||IEA,regulation of DNA-templated transcription|0006355||IEA,negative regulation of DNA-templated transcription|0045892||IEA",,MIT1002_03475
