Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,extracted_gn,resolved_locus_tag,resolution_method
Q7V156,PMM1030,2,2,0.000261691,0.000146052,0.000335089,0.00043924,0.000187376,0.000237035,2.07648e-05,3.39998e-05,0.000355396,0.000157914,1.85829e-05,0.000313755,0.000208684,1.66312e-05,0.000345864,4.12901e-05,4.2717e-05,0.000380112,0.000247611,0.000287884,0.00013672,0.000163417,0.000190393,0.000154706,0.346197245,1.162646809,0.208202215,0.552157248,0.111305896,1.165073452,0.47690221,0.946694063,Ferric uptake regulator family OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1030 PE=3 SV=1,0.2174128987957386,-0.856848906501598,0.2204209123865709,-0.0790298203056352,PMM1030,PMM1030,locus_tag:KEGG
Q93P09,PMM1158,2,2,4.68138e-05,2.16036e-05,3.07318e-06,4.17337e-05,1.0832e-05,1.52304e-06,2.26696e-05,1.47927e-05,5.11874e-07,1.08873e-05,3.11588e-05,4.51008e-06,1.67552e-05,5.1517e-05,1.66127e-06,1.14012e-05,5.51958e-06,1.01597e-05,2.38302e-05,1.80296e-05,1.26581e-05,1.55187e-05,2.33112e-05,9.02682e-06,0.378866345,0.75658559,0.238260673,0.531177342,0.18432248,1.502132581,0.237192947,0.581673288,Photosystem II CP43 reaction center protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=psbC PE=3 SV=1,-0.4024247959432597,-0.9127344867593992,0.5870121534046956,-0.7817190416322558,psbC,PMM1158,locus_tag:KEGG
Q7V3M4,PMM0051,2,2,2.36843e-05,4.35878e-06,2.51849e-05,4.84156e-06,7.01487e-06,1.03552e-05,5.24593e-07,1.66613e-05,1.03908e-05,3.25664e-07,0.0,7.01038e-07,3.44247e-06,0.0,2.05777e-06,8.96792e-07,1.10476e-06,2.43011e-05,1.77426e-05,7.40388e-06,9.19226e-06,3.42234e-07,1.83341e-06,8.76755e-06,0.10406616,0.417292965,0.177635012,0.518088707,0.120097911,5.357193708,0.16959048,25.6185977,CbiA domain-containing protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0051 PE=4 SV=1,-1.2608674959854658,-0.9487289579943337,2.4214774626654423,4.679119603095244,PMM0051,PMM0051,locus_tag:KEGG
Q7UZV4,PMM1550,2,2,0.000226382,0.000230439,0.000173187,0.000650589,0.000420193,0.000261684,0.000136535,0.00018828,1.30289e-06,0.000364378,0.000184253,0.000114585,0.000191331,0.00021198,0.000160406,2.08586e-05,0.000261362,5.39927e-06,0.000210003,0.000444155,0.000108706,0.000221072,0.000187906,9.58731e-05,0.055047172,2.114997002,0.079779792,0.517640866,0.341436555,0.849974609,0.161935497,0.433673392,50S ribosomal protein L29 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpmC PE=3 SV=1,1.0806556183320817,-0.9499765771546144,-0.234508350127514,-1.2053191654222162,rpmC,PMM1550,locus_tag:KEGG
Q7V3D1,PMM0145,2,2,0.00043686,0.000458251,0.000553819,0.000369774,0.000502466,0.000438457,0.00020955,0.000457362,7.24612e-05,0.000357423,6.67834e-05,0.000404988,0.000368229,8.14208e-05,0.000360077,6.66485e-05,0.000180498,0.000175338,0.000482977,0.000436899,0.000246458,0.000276398,0.000269909,0.000140828,0.215010232,0.904597107,0.058028495,0.510289042,0.384021119,0.976521517,0.14642788,0.509511652,NAD(P)H-quinone oxidoreductase subunit M OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ndhM PE=3 SV=1,-0.1446527128064169,-0.97061343341574,-0.0342762616025434,-0.9728129551883278,ndhM,PMM0145,locus_tag:KEGG
Q7V2K3,PMM0473,2,2,0.000100262,8.93986e-05,0.000167721,0.000122063,0.000110615,0.000144483,1.5201e-05,9.99433e-05,6.49224e-05,0.000101478,2.43634e-05,0.000181709,5.91117e-05,3.64907e-05,0.00014866,9.63588e-06,4.08867e-05,0.00017927,0.000119127,0.00012572,6.00222e-05,0.000102517,8.14209e-05,7.65976e-05,0.407686062,1.055343543,0.081894122,0.503848915,0.168328485,0.794219492,0.363387525,0.747170564,Glutamate--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=gltX PE=3 SV=1,0.0777127118267939,-0.988936905323585,-0.3323903264870102,-0.4204904760385886,gltX,PMM0473,locus_tag:KEGG
Q7V152,PMM1034,2,2,0.000922462,0.000658875,0.000340456,0.000646243,0.000873718,0.000295775,0.000427362,0.000402017,0.000126453,0.000585388,0.000878809,0.000270474,0.000819424,0.000967711,0.000371609,0.000282632,0.000332526,0.000143613,0.000640598,0.000605245,0.000318611,0.000578223,0.000719581,0.000252924,0.44451437,0.944813378,0.086063719,0.497364657,0.046609865,1.244469426,0.076342975,0.437414941,G-protein beta WD-40 repeats OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1034 PE=4 SV=1,-0.0818987022970684,-1.0076241023756594,0.3155307867673151,-1.1929255948066508,PMM1034,PMM1034,locus_tag:KEGG
Q7TU94,PMM0926,2,2,0.001723959,0.001122421,0.00087434,0.000699123,0.001541654,0.000633911,0.00022808,0.000784809,0.00076242,8.51785e-05,0.000726804,0.000697982,0.001504241,0.00066609,0.000210261,0.000224582,0.00100247,0.000702588,0.00124024,0.000958229,0.000591769,0.000503321,0.000793531,0.000643213,0.252810866,0.772615956,0.052714042,0.477140985,0.332644425,1.5765884,0.336797831,1.277937731,Photosystem II reaction center Psb28 protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=psb28 PE=3 SV=1,-0.3721766225927305,-1.0675124800036664,0.6568060648300629,0.3538175410062475,psb28,PMM0926,locus_tag:KEGG
Q7V0C2,PMM1344,2,2,0.00205164,0.002634295,0.001136071,0.00096268,0.003385114,0.000482789,0.000323116,0.002305754,0.000132861,0.001131959,0.002852439,0.001019076,0.0018228,0.002511036,0.000578014,0.0004229,0.001962236,0.000546734,0.001940669,0.001610194,0.000920577,0.001667825,0.001637283,0.00097729,0.37863398,0.829711148,0.140773288,0.474360684,0.470210966,0.981688009,0.210761703,0.585966999,50S ribosomal protein L21 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplU PE=3 SV=1,-0.2693189245458746,-1.0759436536137743,-0.0266635014935092,-0.7711086789082702,rplU,PMM1344,locus_tag:KEGG
Q7V0C5,PMM1341,2,2,8.24988e-05,0.000115781,8.21472e-05,9.46783e-05,0.000127515,2.95967e-05,5.42228e-05,4.32994e-05,3.54062e-05,3.97861e-05,5.95153e-05,8.44369e-05,5.13607e-05,8.34717e-05,5.6102e-05,6.16332e-05,7.68091e-05,6.85576e-05,9.34756e-05,8.39299e-05,4.43094e-05,6.12461e-05,6.36448e-05,6.9e-05,0.386255341,0.897880316,0.008338942,0.474021477,0.446554516,1.039165016,0.300095755,1.126601641,Two-component sensor histidine kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=nblS PE=4 SV=1,-0.1554049428170658,-1.0769756685497929,0.0554247676797342,0.1719774781110448,nblS,PMM1341,locus_tag:KEGG
Q7UZQ7,PMM1601,2,2,5.20453e-06,1.70869e-06,5.85793e-05,6.88403e-05,1.20386e-05,7.39645e-05,1.97796e-06,1.52969e-05,1.36275e-05,9.42934e-06,2.05944e-06,4.58642e-05,2.22932e-06,1.79617e-06,7.28193e-05,9.6023e-07,6.34679e-06,0.000111015,2.18308e-05,5.16145e-05,1.03008e-05,1.91177e-05,2.56149e-05,3.94407e-05,0.166435574,2.364291993,0.287126254,0.471844666,0.298332345,1.339857201,0.311863398,2.063047573,"Alpha-1,4 glucan phosphorylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1601 PE=3 SV=1",1.2414082211495956,-1.0836161007131202,0.422079249647909,1.0447770895423067,PMM1601,PMM1601,locus_tag:KEGG
Q7UZY8,PMM1507,2,2,0.000195073,9.8164e-05,0.000744654,0.000201338,9.69901e-05,0.000892284,3.32396e-05,0.00019741,0.000255385,9.64437e-05,7.42363e-05,0.000654074,0.000110886,4.54579e-05,0.000639041,7.91628e-05,0.000146998,0.000176025,0.000345963,0.00039687,0.000162012,0.000274918,0.000265128,0.000134062,0.440766432,1.147145749,0.217264099,0.468290846,0.261413183,0.964389601,0.251766877,0.487643282,30S ribosomal protein S10 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpsJ PE=3 SV=1,0.1980487026014119,-1.094523257916968,-0.0523120004241279,-1.0361019132369742,rpsJ,PMM1507,locus_tag:KEGG
Q7V3I3,PMM0092,2,2,0.00015986,8.01272e-05,0.000334664,8.61713e-05,7.00375e-05,0.000283515,5.84345e-05,8.7125e-05,0.000121545,0.000150043,0.000113657,0.000224401,7.71422e-05,0.000129313,0.000276483,9.70141e-05,7.27422e-05,5.18363e-05,0.00019155,0.000146575,8.90349e-05,0.0001627,0.000160979,7.38642e-05,0.340709439,0.765201627,0.127843329,0.464812178,0.483613066,0.989422338,0.032316098,0.45398902,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0092 PE=4 SV=1,-0.3860881536885224,-1.1052802272850846,-0.0153416235715112,-1.139270689404447,PMM0092,PMM0092,locus_tag:KEGG
Q7V0E0,PMM1326,2,2,0.000671048,0.000212081,0.000736611,0.000488756,0.000301804,0.001279253,9.54868e-05,0.00015091,0.000475348,0.000281544,6.14858e-05,0.001083819,0.000259352,4.85143e-05,0.001046112,0.000129767,3.17458e-05,0.000677965,0.000539913,0.000689938,0.000240581,0.000475616,0.000451326,0.000279826,0.341776221,1.277868083,0.107295393,0.445592743,0.039040483,0.948929374,0.312374298,0.588343871,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1326 PE=4 SV=1,0.3537389115394216,-1.1662023579974932,-0.0756273791600665,-0.7652684772757546,PMM1326,PMM1326,locus_tag:KEGG
Q7V2J6,PMM0480,2,2,0.000128055,4.75862e-05,9.55711e-05,4.58705e-05,0.000128802,3.55254e-05,2.50272e-05,4.42877e-05,4.90493e-05,7.14029e-05,2.72679e-05,0.000319623,7.34259e-05,3.66068e-05,7.26273e-05,5.83022e-05,1.73485e-05,0.000120375,9.04041e-05,7.00658e-05,3.94548e-05,0.000139431,6.08867e-05,6.53418e-05,0.308876075,0.775028777,0.053032931,0.43642654,0.224809796,0.436678602,0.24121896,0.468631053,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0480 PE=4 SV=1,-0.3676782159012296,-1.1961892572905968,-1.1953562565670723,-1.0934755399078768,PMM0480,PMM0480,locus_tag:KEGG
Q7V2I0,PMM0496,2,2,1.45829e-05,1.85431e-05,6.70883e-05,2.42036e-05,1.90851e-05,8.17999e-05,3.55027e-06,1.18987e-05,2.81294e-05,1.53153e-05,1.27749e-05,6.78482e-05,9.9909e-06,2.06473e-05,0.000139889,1.25503e-05,1.64121e-05,5.50317e-05,3.34048e-05,4.16962e-05,1.45261e-05,3.19795e-05,5.68425e-05,2.7998e-05,0.383962188,1.248211124,0.180950545,0.434851826,0.20368229,1.777468971,0.434063611,0.875499174,RNA polymerase sigma factor SigA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpoD PE=3 SV=1,0.3198619740937508,-1.2014042026879872,0.8298243751610604,-0.1918222773555034,rpoD,PMM0496,locus_tag:KEGG
Q7V1U7,PMM0758,2,2,2.27612e-05,1.65274e-05,2.42107e-05,5.84734e-05,5.94146e-06,3.71407e-05,9.73591e-06,9.81082e-06,7.26941e-06,2.68015e-05,6.10158e-05,1.6582e-05,2.1838e-05,4.24483e-05,0.00010079,1.68044e-05,9.29094e-06,8.57156e-05,2.11664e-05,3.38518e-05,8.93872e-06,3.47997e-05,5.50253e-05,3.72703e-05,0.228654731,1.59931802,0.004050609,0.422306609,0.297207122,1.581198238,0.466709633,1.070994465,Ferredoxin-sulfite reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=sir PE=3 SV=1,0.6774568432946269,-1.2436372697303486,0.6610182526113746,0.0989510241239432,sir,PMM0758,locus_tag:KEGG
Q7V263,PMM0623,2,2,0.000114714,3.88741e-05,0.000132959,3.64192e-05,2.90226e-05,9.80347e-05,3.05351e-05,2.91705e-05,5.14157e-05,5.83228e-05,2.23497e-05,0.000152573,5.40494e-05,1.84378e-05,0.000171418,2.58226e-05,5.0271e-05,0.000128522,9.55157e-05,5.44921e-05,3.70405e-05,7.77484e-05,8.13016e-05,6.82053e-05,0.160046167,0.570504308,0.060127502,0.387794277,0.343918568,1.045702085,0.428496738,0.877257191,Histidine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=hisS PE=3 SV=1,-0.8096903142335804,-1.366636582326213,0.0644718939259269,-0.1889282262382406,hisS,PMM0623,locus_tag:KEGG
Q7V2M6,PMM0449,2,2,5.66163e-05,2.36095e-05,6.71283e-05,6.76525e-05,3.86654e-05,0.000104364,1.38352e-05,4.67716e-06,3.61863e-05,5.96124e-05,1.39566e-06,5.72929e-05,4.66017e-05,1.54268e-05,7.03564e-05,4.3609e-06,1.4895e-05,8.72781e-06,4.9118e-05,7.02275e-05,1.82329e-05,3.94337e-05,4.41283e-05,9.3279e-06,0.206178392,1.429769992,0.063823619,0.371206217,0.324520893,1.119052137,0.096665294,0.236546659,Putative multidrug efflux ABC transporter OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0449 PE=4 SV=1,0.5157830784089116,-1.4297072218142266,0.1622772535074337,-2.079803310610054,PMM0449,PMM0449,locus_tag:KEGG
Q7V0Y4,PMM1110,2,2,8.21201e-05,1.68402e-05,0.00011701,4.13419e-05,2.46836e-05,9.85201e-05,2.26709e-05,1.78339e-05,3.79695e-05,2.38162e-05,0.000180847,0.000128714,6.07251e-05,0.000110222,0.000101361,1.95656e-05,5.90551e-05,3.73841e-05,7.199e-05,5.48485e-05,2.61581e-05,0.000111126,9.07695e-05,3.86683e-05,0.333217985,0.761891371,0.100511593,0.363357143,0.290758024,0.816818354,0.101179046,0.347968888,BolA-like protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1110 PE=3 SV=1,-0.3923427791784469,-1.4605398272898538,-0.291912810788099,-1.5229697748324638,PMM1110,PMM1110,locus_tag:KEGG
Q7UZG8,PMM1699,2,2,0.00022875,0.000155958,0.000163201,0.000143381,0.000110541,0.000221792,5.18004e-05,7.21898e-05,7.21819e-05,4.82385e-05,6.36309e-05,0.000223739,0.000131821,6.11529e-05,0.000271131,5.13015e-05,3.10085e-05,0.000110797,0.000182636,0.000158571,6.53907e-05,0.000111869,0.000154701,6.43692e-05,0.291339701,0.868236149,0.004141782,0.358037933,0.114070427,1.382875696,0.23984563,0.575395915,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=aroF PE=3 SV=1,-0.203840604458116,-1.4818156502696953,0.4676714812721688,-0.7973731161288312,aroF,PMM1699,locus_tag:KEGG
Q7V352,PMM0238,2,2,6.40669e-05,1.88623e-05,0.000103203,3.05319e-05,2.93615e-05,3.87137e-05,9.5712e-06,5.27979e-05,3.70347e-06,9.33189e-05,1.89549e-05,2.62975e-05,2.00195e-05,2.09742e-05,4.47848e-05,2.76129e-05,1.60695e-05,5.35009e-05,6.20439e-05,3.2869e-05,2.20242e-05,4.61904e-05,2.85928e-05,3.23944e-05,0.150163886,0.529770457,0.118968249,0.354977548,0.298471127,0.619020626,0.312658496,0.701323051,Isoleucine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ileS PE=3 SV=1,-0.916560701780016,-1.4942003165049698,-0.6919406135057382,-0.5118489477735264,ileS,PMM0238,locus_tag:KEGG
Q7V2A3,PMM0580,2,2,1.92455e-05,1.96637e-05,3.45288e-05,1.47463e-05,2.30589e-05,3.01632e-05,7.74152e-06,9.73434e-06,5.40709e-06,1.98797e-05,2.37962e-05,3.98939e-05,1.07944e-05,2.21483e-05,4.5307e-05,6.3316e-06,1.66556e-05,2.79963e-06,2.44793e-05,2.26561e-05,7.62765e-06,2.78566e-05,2.60833e-05,8.5956e-06,0.399738803,0.925521934,0.015634652,0.311595805,0.356514079,0.93634026,0.029951532,0.308566158,Chaperone protein ClpB OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=clpB PE=3 SV=1,-0.1116609138697878,-1.6822522842940573,-0.0948952037427606,-1.6963482519121085,clpB,PMM0580,locus_tag:KEGG
Q7V3G0,PMM0115,2,2,0.00011116,4.16178e-05,0.00013865,0.000174509,3.38038e-05,0.000176672,4.34364e-05,3.90247e-05,5.34628e-06,0.000104382,4.19598e-06,8.69906e-05,5.91098e-05,8.64108e-06,0.000134303,3.7746e-06,2.19705e-05,3.23017e-05,9.71425e-05,0.000128328,2.92691e-05,6.51894e-05,6.73512e-05,1.93489e-05,0.301734746,1.321030469,0.047911289,0.301300813,0.471475011,1.033162121,0.112709547,0.296811415,Zeta-carotene desaturase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=crtQ PE=3 SV=1,0.4016637421095452,-1.730723529125627,0.0470666557624886,-1.7523815175943764,crtQ,PMM0115,locus_tag:KEGG
Q7V3J6,PMM0079,2,2,0.001114374,0.000337423,0.001009484,0.000541164,0.000282282,0.001137861,0.000239948,0.000364579,2.77542e-05,0.000615464,0.000100394,0.001396605,0.000680691,7.46653e-05,0.001430875,0.000170162,0.000417092,0.000183147,0.000820427,0.000653769,0.00021076,0.000704154,0.000728744,0.0002568,0.329974524,0.796863934,0.040456214,0.25689111,0.227142991,1.034920578,0.155066005,0.364693004,Putative bacterioferritin comigratory (BCP) protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=bcp PE=4 SV=1,-0.3275946925058986,-1.9607711298367687,0.0495200564955692,-1.4552455705391243,bcp,PMM0079,locus_tag:KEGG
Q7V2A9,PMM0573,2,2,0.000248761,0.000116879,0.000378952,0.000114924,0.000187532,0.000204034,5.60954e-05,5.19991e-05,7.24591e-05,0.000219963,0.000123011,0.000365872,0.000196864,0.00013714,0.000308682,4.73291e-05,0.000134566,2.77014e-05,0.000248197,0.00016883,6.01845e-05,0.000236282,0.000214229,6.98656e-05,0.189868696,0.680225282,0.034226177,0.242486875,0.198169408,0.906665816,0.049672233,0.295687599,SpoVT-AbrB domain-containing protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0573 PE=4 SV=1,-0.5559154670565517,-2.0440214337107165,-0.1413572028335825,-1.757854356117539,PMM0573,PMM0573,locus_tag:KEGG
Q7UZK5,PMM1658,2,2,3.67965e-05,1.37934e-05,5.42929e-05,5.89512e-05,3.19038e-05,8.31048e-05,1.07841e-05,9.97265e-06,3.95715e-06,3.10317e-05,1.45024e-05,6.02036e-05,2.52385e-05,1.65999e-05,8.23282e-05,1.66352e-06,6.18068e-06,4.10489e-05,3.49609e-05,5.79866e-05,8.23796e-06,3.52459e-05,4.13889e-05,1.62977e-05,0.144739628,1.658613636,0.044249344,0.235633649,0.268360973,1.174288118,0.178985035,0.462399718,DNA polymerase III subunit gamma/tau OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=dnaX PE=3 SV=1,0.7299778583589681,-2.0853825210030195,0.2317864249834068,-1.1127875768933329,dnaX,PMM1658,locus_tag:KEGG
Q7V1H4,PMM0897,2,2,9.40492e-06,2.1392e-05,5.69924e-05,0.000177481,1.3329e-05,0.000126611,8.68963e-06,8.98612e-06,1.01775e-06,7.77101e-05,1.99992e-05,7.16874e-05,1.41918e-05,1.52883e-05,0.000131504,2.21729e-05,1.91396e-05,1.04947e-05,2.92631e-05,0.000105807,6.23117e-06,5.64655e-05,5.36613e-05,1.72691e-05,0.102359698,3.615717687,0.094010012,0.212936154,0.472205793,0.950336411,0.05170843,0.305833417,Chaperone protein dnaK1 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=dnaK1 PE=3 SV=1,1.8542820374142728,-2.2315071720193944,-0.0734897892664959,-1.7091820429753868,dnaK1,PMM0897,locus_tag:KEGG
Q7UZG1,PMM1706,2,2,0.000642858,0.000115167,0.001060032,0.000461507,0.000211614,0.000966982,5.53482e-05,0.000167542,0.000160196,9.99465e-05,0.00017051,0.000894287,0.000164282,0.000163354,0.000920243,0.000105139,9.43041e-05,0.000144467,0.000606019,0.000546701,0.000127695,0.000388248,0.00041596,0.000114637,0.437226077,0.902118465,0.07892525,0.21071176,0.155888328,1.071376079,0.17125767,0.295267181,30S ribosomal protein S6 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpsF PE=3 SV=1,-0.148611196167499,-2.2466572604652897,0.0994649899574433,-1.7599070853163017,rpsF,PMM1706,locus_tag:KEGG
Q7V3P5,PMM0026,2,2,0.000138011,4.35425e-06,0.000158319,6.7087e-06,3.24898e-06,0.000111503,3.10978e-05,1.51449e-05,1.67018e-05,5.62862e-06,3.20715e-05,9.49002e-05,2.39815e-05,2.40137e-05,0.000110937,1.00616e-05,2.59152e-05,8.26875e-05,0.000100228,4.0487e-05,2.09815e-05,4.42001e-05,5.29774e-05,3.95548e-05,0.187703582,0.403947861,0.089015933,0.209337002,0.203878458,1.198580656,0.44962757,0.894902066,Elongation factor P OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=efp PE=3 SV=1,-1.307759003719771,-2.256100752793393,0.2613269954250601,-0.1601982858365672,efp,PMM0026,locus_tag:KEGG
Q7V3C4,PMM0154,2,2,0.000550064,0.000148519,0.000682219,0.000367681,0.000146004,0.000856832,8.19143e-05,0.000130261,7.26097e-05,0.000630118,0.000102536,0.000221887,0.00048086,7.66825e-05,0.000686721,0.00014532,0.000266134,0.000108135,0.000460267,0.000456839,9.49285e-05,0.00031818,0.000414754,0.000173197,0.495135424,0.992551159,0.043214378,0.206246361,0.328928498,1.303521015,0.216759902,0.544334991,"Bacterial regulatory protein, LuxR family OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0154 PE=4 SV=1",-0.010786629978413,-2.2775594301401507,0.382413841785546,-0.877433316366855,PMM0154,PMM0154,locus_tag:KEGG
Q7V3K5,PMM0070,2,2,1.42643e-05,2.36236e-06,1.09868e-05,3.88692e-05,1.62248e-06,9.12292e-06,0.0,1.38266e-06,3.7366e-06,6.98545e-06,3.0742e-06,3.38469e-05,2.1154e-06,1.87476e-06,4.16854e-05,9.08398e-06,1.34269e-06,2.92107e-06,9.20449e-06,1.65382e-05,1.70642e-06,1.46355e-05,1.52252e-05,4.44925e-06,0.285751438,1.796752626,0.056797624,0.185390066,0.445123508,1.040290426,0.182042816,0.304003226,Cysteine desulfurase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0070 PE=3 SV=1,0.8453917945965418,-2.431364154680701,0.0569863530368373,-1.7178414616477526,PMM0070,PMM0070,locus_tag:KEGG
Q7UZP9,PMM1609,2,2,0.000307154,8.23504e-05,0.000924757,0.000220332,0.000130566,0.000819728,2.08188e-05,0.000122691,8.66597e-05,0.000163291,3.70069e-05,0.000831924,0.000187774,4.01142e-05,0.001033113,1.52442e-05,2.08339e-05,0.000142769,0.000438087,0.000390209,7.67231e-05,0.000344074,0.000420334,5.96157e-05,0.446151509,0.890709957,0.113649482,0.175132022,0.174179102,1.221637702,0.159460436,0.173264065,3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=fabF PE=3 SV=1,-0.166972373263069,-2.5134851975418826,0.2888164921729886,-2.5289556245905045,fabF,PMM1609,locus_tag:KEGG
