Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light1,Light2,Light3,Light Glu nM 1.1,Light Glu nM 2.1,Light Glu nM 3.1,Light Glu mM 1.1,Light Glu mM 2.1,Light Glu mM 3.1,Darkness1,Darkness2,Darkness3,Darkness Glu nM 1.1,Darkness Glu nM 2.1,Darkness Glu nM 3.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_MED4,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness  avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D
E4PNX6,4.0,4.0,14.6977935,Acetylornithine aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=argD PE=3 SV=1,195515.346,164282.138,304014.379,334513.819,174241.204,438204.856,417250.02,311225.753,320218.357,612123.978,77869.0869,152729.071,286328.384,95262.004,195462.217,207073.993,319454.143,103733.949,0.002953279,0.000824043,0.001744848,0.003781813,0.002412398,0.002537529,0.001036993,0.000801995,0.000595699,0.00453826,0.000943724,0.001524507,0.00392528,0.001201323,0.001783167,0.00064705,0.000830558,0.000369772,Acetylornithine aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=argD PE=3 SV=1,0.001840723,0.00291058,0.000811562,0.002335497,0.002303257,0.000615794,1.58,0.44,0.99,0.26,0.027,0.101,0.461,0.133,0.6599245584023783,-1.1844245711374275,-0.014499569695115089,-1.9434164716336324
E4PHN0,6.0,6.0,25.7086642,Periplasmic tail-specific proteinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1231 PE=3 SV=1,86446.3989,65346.6195,45740.257,27555.776,28700.7537,103540.225,161667.061,109908.243,54772.0977,152332.335,73875.2664,42358.8256,29915.8677,75027.2625,42789.9786,84254.6933,86079.8771,101796.723,0.001305782,0.00032778,0.00026252,0.000311529,0.000397367,0.000599574,0.000401792,0.000283222,0.000101892,0.001129385,0.000895322,0.000422816,0.000410117,0.000946148,0.000390365,0.000263273,0.000223802,0.000362867,Periplasmic tail-specific proteinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1231 PE=3 SV=1,0.000632027,0.000436157,0.000262302,0.000815841,0.00058221,0.000283314,0.69,0.42,0.71,0.35,0.339,0.152,0.22,0.08,-0.5353317329965558,-1.2515387669959646,-0.4941090702700427,-1.5145731728297582
E4PIR8,4.0,4.0,17.8686333,OmpA/MotB domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2555 PE=4 SV=1,685590.6,365974.498,253920.045,395502.91,293227.205,224613.379,955081.649,735822.144,732367.98,1410079.89,507854.059,189310.925,289270.041,540406.016,200659.769,533793.126,577807.043,388684.301,0.010355916,0.001835736,0.001457338,0.004471319,0.004059779,0.001300677,0.002373669,0.001896134,0.001362416,0.010454269,0.006154873,0.001889659,0.003965607,0.006814914,0.001830583,0.001667958,0.001502258,0.001385513,OmpA/MotB domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2555 PE=4 SV=1,0.004549663,0.003277258,0.001877406,0.006166267,0.004203701,0.001518576,0.72,0.41,0.68,0.25,0.325,0.21,0.239,0.096,-0.4739311883324124,-1.286304185156641,-0.5563933485243852,-2.0
E4PGS4,4.0,4.0,15.4505324,Alkyl hydroperoxide reductase subunit F OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3619 PE=3 SV=1,48342.8965,100344.234,152924.212,25918.7017,52741.4367,61136.0836,87139.2646,142890.419,146028.917,79192.829,141149.036,124590.069,51026.4781,126052.533,65018.8923,291239.005,1363420.81,91539.444,0.000730224,0.000503329,0.000877687,0.000293021,0.000730214,0.000354023,0.000216568,0.000368213,0.000271656,0.000587132,0.001710638,0.00124363,0.000699523,0.001589614,0.000593156,0.000910043,0.003544798,0.000326304,Alkyl hydroperoxide reductase subunit F OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3619 PE=3 SV=1,0.000703747,0.000459086,0.000285479,0.001180467,0.000960764,0.001593715,0.65,0.41,0.81,1.35,0.205,0.05,0.216,0.328,-0.6214883767462701,-1.286304185156641,-0.3040061868900999,0.43295940727610627
E4PH25,3.0,3.0,9.76697421,UPF0234 protein HP15_2364 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2364 PE=3 SV=1,245613.449,432339.94,1084053.94,110780.95,251629.575,759506.269,502206.383,630921.667,993232.93,238056.663,295259.496,730904.654,177347.013,303585.198,692964.975,606745.301,781369.04,306379.326,0.003710016,0.002168626,0.006221775,0.001252423,0.003483853,0.004398101,0.001248136,0.001625817,0.0018477,0.001764941,0.00357836,0.007295726,0.002431253,0.00382843,0.006321796,0.001895914,0.002031505,0.001092127,UPF0234 protein HP15_2364 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2364 PE=3 SV=1,0.004033472,0.003044792,0.001573884,0.004213009,0.004193826,0.001673182,0.75,0.39,1.0,0.4,0.243,0.078,0.486,0.156,-0.4150374992788438,-1.3584539709124763,0.0,-1.3219280948873622
E4PJH5,9.0,9.0,27.0905039,Catalase-peroxidase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=katG PE=3 SV=1,110543.296,141867.685,374948.361,158597.142,91018.5078,402989.053,182500.09,131863.827,480938.665,252879.469,94399.8923,48867.1794,79828.2562,76093.3113,52375.2285,136118.213,205546.705,113200.743,0.001669768,0.000711611,0.002151963,0.001793004,0.001260166,0.002333604,0.000453568,0.000339799,0.000894685,0.001874837,0.001144067,0.000487781,0.001094367,0.000959592,0.00047781,0.000425332,0.000534407,0.000403518,Catalase-peroxidase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=katG PE=3 SV=1,0.001511114,0.001795591,0.000562684,0.001168895,0.000843923,0.000454419,1.19,0.37,0.72,0.39,0.083,0.041,0.149,0.107,0.25096157353321874,-1.434402824145775,-0.4739311883324124,-1.3584539709124763
E4PNR2,5.0,5.0,14.4892139,Methionine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1792 PE=3 SV=1,91915.6463,130352.78,98801.715,38715.2903,95622.6079,74101.5475,129007.81,117096.4,172854.341,117920.531,147257.802,70950.1281,133169.371,176795.286,59825.072,113265.237,132004.084,70849.2494,0.001388395,0.000653852,0.000567059,0.000437692,0.001323911,0.000429103,0.000320624,0.000301745,0.000321559,0.000874258,0.001784672,0.000708208,0.001825621,0.002229517,0.000545773,0.000353923,0.000343201,0.000252551,Methionine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1792 PE=3 SV=1,0.000869769,0.000730235,0.000314642,0.001122379,0.001533637,0.000316558,0.84,0.36,1.37,0.28,0.397,0.082,0.165,0.064,-0.25153876699596445,-1.4739311883324124,0.45417589318580215,-1.8365012677171204
E4PPH1,2.0,2.0,7.78025365,Carbamoyl-phosphate synthase small chain OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=carA PE=3 SV=1,80875.2934,97126.9746,134909.488,34696.1463,117534.528,100539.433,101876.677,116293.0,155850.396,53327.0854,172807.133,89614.1223,129667.261,134533.987,87188.9534,89060.5377,48741.8564,202975.606,0.00122163,0.000487191,0.000774294,0.000392254,0.001627285,0.000582197,0.000253195,0.000299675,0.000289927,0.000395365,0.002094314,0.000894508,0.00177761,0.001696572,0.000795409,0.00027829,0.000126725,0.000723532,Carbamoyl-phosphate synthase small chain OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=carA PE=3 SV=1,0.000827705,0.000867245,0.000280932,0.001128062,0.001423197,0.000376182,1.05,0.34,1.26,0.33,0.476,0.069,0.323,0.171,0.070389327891398,-1.5563933485243853,0.3334237337251918,-1.5994620704162712
E4PL75,5.0,5.0,14.5272105,Succinate dehydrogenase flavoprotein subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=sdhA PE=3 SV=1,37632.5724,53860.132,41292.4584,78410.2094,49430.7356,33024.5104,60618.5012,38359.6041,58232.8603,51744.6964,60629.1,26443.7186,73318.9429,53174.9193,30962.3228,96097.7479,26556.9422,118082.288,0.000568444,0.000270164,0.000236992,0.000886459,0.000684377,0.000191236,0.000150655,9.88e-05,0.00010833,0.000383633,0.000734787,0.000263955,0.00100513,0.000670574,0.000282464,0.000300279,6.9e-05,0.000420919,Succinate dehydrogenase flavoprotein subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=sdhA PE=3 SV=1,0.000358533,0.000587357,0.000119278,0.000460792,0.000652723,0.000263415,1.64,0.33,1.42,0.57,0.122,0.059,0.234,0.252,0.7136958148433589,-1.5994620704162712,0.5058909297299573,-0.8109661756099832
P00489,49.0,49.0,272.198006,"Glycogen phosphorylase, muscle form OS=Oryctolagus cuniculus OX=9986 GN=PYGM PE=1 SV=3",12010619.8,17534522.3,12861570.0,16344508.0,15754513.0,12926473.7,18000336.2,13942476.9,13800439.0,21755138.1,14124270.9,9791098.37,15896991.0,16367682.6,13400487.1,17312040.0,19336157.1,9639137.65,0.181421634,0.087953527,0.073817169,0.184781238,0.218123822,0.074853813,0.044736315,0.035928257,0.025672799,0.161291618,0.171177305,0.097732549,0.217932078,0.206408401,0.122250257,0.054095413,0.050272648,0.034359896,"Glycogen phosphorylase, muscle form OS=Oryctolagus cuniculus OX=9986 GN=PYGM PE=1 SV=3",0.114397444,0.159252958,0.03544579,0.14340049,0.182196912,0.046242653,1.39,0.31,1.27,0.32,0.202,0.056,0.027,0.015,0.47508488294878265,-1.6896598793878495,0.34482849699744117,-1.6438561897747246
E4PNW2,6.0,6.0,34.8884127,"TRAP dicarboxylate family transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3028 PE=3 SV=1",295016.266,320430.078,3795093.81,600879.034,267479.131,4098223.7,881658.862,554713.881,2669300.29,604089.489,430946.995,646023.208,419778.499,415598.285,622568.845,605279.807,379129.121,1124165.37,0.004456251,0.001607284,0.021781406,0.006793179,0.003703293,0.023731737,0.002191191,0.001429438,0.004965669,0.004478692,0.005222807,0.006448459,0.005754749,0.005240997,0.005679585,0.001891335,0.000985709,0.004007226,"TRAP dicarboxylate family transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3028 PE=3 SV=1",0.009281647,0.011409403,0.002862099,0.005383319,0.005558444,0.002294757,1.23,0.31,1.03,0.43,0.001,0.172,0.398,0.017,0.29865831556451516,-1.6896598793878495,0.04264433740849372,-1.2175914350726267
E4PHD9,2.0,2.0,6.96746469,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glmS PE=3 SV=1,22965.8922,32908.2357,19616.9608,19431.3074,33204.0294,26682.5438,5203.08508,4302.52658,88478.9024,141174.863,52200.8899,0.0,50462.3683,119327.999,8450.30238,2057.08598,23040.2314,64456.9285,0.000346902,0.000165068,0.000112589,0.000219679,0.000459715,0.000154512,1.29e-05,1.11e-05,0.000164596,0.001046664,0.000632642,0.0,0.000691789,0.001504813,7.71e-05,6.43e-06,5.99e-05,0.000229765,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glmS PE=3 SV=1,0.000208186,0.000277969,6.29e-05,0.000559769,0.000757898,9.87e-05,1.34,0.3,1.35,0.18,0.313,0.161,0.318,0.17,0.4222330006830478,-1.7369655941662063,0.43295940727610627,-2.473931188332412
E4PKG1,2.0,2.0,7.05783773,Histidine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisS PE=3 SV=1,193971.48,241992.322,442293.717,166564.306,202649.036,430362.04,528838.493,233116.479,54514.9525,977676.544,258615.532,540296.432,131332.819,251937.589,376555.165,463655.938,402225.129,108047.827,0.002929959,0.001213839,0.002538482,0.001883076,0.002805709,0.002492113,0.001314325,0.000600716,0.000101414,0.00724845,0.003134258,0.005393118,0.001800444,0.003177117,0.003435246,0.001448799,0.001045757,0.00038515,Histidine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisS PE=3 SV=1,0.002227427,0.002393633,0.000672151,0.005258609,0.002804269,0.000959902,1.07,0.3,0.53,0.18,0.424,0.049,0.133,0.031,0.09761079662642233,-1.7369655941662063,-0.9159357352115255,-2.473931188332412
E4PPH4,23.0,23.0,119.535689,Chaperone protein DnaK OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dnaK PE=2 SV=1,4549623.87,2429025.7,5111696.05,5949969.58,3751438.33,5092583.3,4530144.07,3040519.84,6810245.77,10696558.0,4635846.5,5035111.71,5046303.12,4269997.68,4177935.89,3604660.32,2605768.45,2360344.83,0.068722532,0.012184043,0.029337859,0.067266799,0.05193928,0.029489812,0.011258787,0.007835091,0.012669022,0.079303801,0.056183552,0.050259356,0.069179842,0.053847781,0.038114565,0.011263582,0.006774815,0.008413741,Chaperone protein DnaK OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dnaK PE=2 SV=1,0.036748145,0.049565297,0.010587634,0.06191557,0.053714063,0.008817379,1.35,0.29,0.87,0.14,0.221,0.122,0.056,0.01,0.43295940727610627,-1.7858751946471527,-0.2009126939259964,-2.8365012677171206
E4PGM2,2.0,2.0,6.57395434,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3567 PE=4 SV=1,162594.083,103910.397,28214.6371,87899.3414,95761.548,104418.105,142878.37,64398.1391,181017.536,221002.668,86771.4123,20177.1562,46712.425,68296.0771,34207.3851,121476.021,126031.167,146008.489,0.002456,0.000521217,0.000161934,0.000993737,0.001325834,0.000604658,0.000355096,0.000165947,0.000336745,0.001638504,0.001051615,0.000201404,0.000640381,0.000861263,0.000312068,0.00037958,0.000327672,0.000520465,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3567 PE=4 SV=1,0.001046384,0.000974743,0.000285929,0.000963841,0.000604571,0.000409239,0.93,0.27,0.63,0.42,0.464,0.192,0.196,0.177,-0.10469737866669324,-1.8889686876112561,-0.6665762662748083,-1.2515387669959646
E4PLY1,24.0,24.0,85.3452029,DNA-directed RNA polymerase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoB PE=3 SV=1,143629.313,219223.35,696935.278,228613.307,133652.575,863577.253,138717.683,118362.316,666906.3,228079.843,70113.1258,628881.92,76001.9276,58208.6907,825589.574,110451.917,166208.419,1010753.72,0.002169535,0.001099629,0.003999962,0.002584565,0.001850442,0.005000749,0.000344756,0.000305007,0.001240638,0.001690974,0.000849727,0.006277358,0.001041912,0.000734054,0.007531707,0.000345132,0.00043213,0.003602956,DNA-directed RNA polymerase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoB PE=3 SV=1,0.002423042,0.003145252,0.000630134,0.002939353,0.003102557,0.001460073,1.3,0.26,1.06,0.5,0.026,0.044,0.4,0.076,0.37851162325372983,-1.9434164716336324,0.08406426478847455,-1.0
E4PPN7,21.0,21.0,97.3808196,NAD-dependent aldehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3144 PE=3 SV=1,1184148.74,1223757.84,9054079.47,1515203.1,1093175.66,9080815.67,1631676.66,2746938.02,4364317.99,3160781.33,1968908.68,1971456.62,1516678.37,1735815.05,2597200.65,1606084.65,3394330.51,2250853.02,0.017886687,0.006138395,0.051964614,0.017129981,0.015135197,0.052584618,0.004055213,0.007078563,0.008118891,0.023433891,0.023861938,0.019678638,0.020792166,0.021889892,0.023693799,0.005018577,0.008825021,0.008023444,NAD-dependent aldehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3144 PE=3 SV=1,0.025329899,0.028283265,0.006417556,0.022324822,0.022125286,0.007289014,1.12,0.25,0.99,0.33,0.217,0.144,0.467,0.008,0.16349873228287956,-2.0,-0.014499569695115089,-1.5994620704162712
E4PF66,3.0,3.0,16.8281004,Histone-like bacterial DNA-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2182 PE=3 SV=1,200180.996,601190.682,1844269.09,217685.795,279600.965,1593174.13,320373.842,981171.771,417271.281,333313.189,322170.593,680403.585,143872.953,186517.541,286251.871,400105.675,633565.438,640236.089,0.003023754,0.003015585,0.010584923,0.002461025,0.003871121,0.009225653,0.000796227,0.002528374,0.000776245,0.002471169,0.003904506,0.006791636,0.001972356,0.002352122,0.002611425,0.001250221,0.001647226,0.002282201,Histone-like bacterial DNA-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2182 PE=3 SV=1,0.005541421,0.005185933,0.001366948,0.004389104,0.002311968,0.001726549,0.94,0.25,0.53,0.39,0.319,0.141,0.099,0.056,-0.08926733809708741,-2.0,-0.9159357352115255,-1.3584539709124763
E4PLY6,22.0,22.0,115.034088,Elongation factor Tu OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tuf PE=3 SV=1,2089841.66,2481376.61,12952988.6,4249213.73,1473490.73,9188097.44,850667.373,4827262.56,7783338.81,596984.932,420923.467,6827151.46,1321088.97,431845.644,8704167.58,451439.8,1827623.33,3102739.93,0.031567271,0.012446636,0.074341854,0.04803907,0.020400721,0.053205858,0.002114167,0.012439334,0.014479256,0.00442602,0.005101328,0.068147095,0.018110828,0.005445888,0.07940657,0.001410627,0.004751692,0.0110601,Elongation factor Tu OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tuf PE=3 SV=1,0.03945192,0.04054855,0.009677586,0.025891481,0.034321095,0.005740806,1.03,0.25,1.33,0.22,0.466,0.114,0.088,0.195,0.04264433740849372,-2.0,0.41142624572646497,-2.1844245711374275
E4PM03,5.0,5.0,15.1260171,50S ribosomal protein L6 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplF PE=3 SV=1,195681.732,241627.838,1018077.04,333579.325,175634.018,701682.812,164744.342,780722.319,3830.62241,22952.3026,103656.543,462976.986,234843.333,101247.549,532575.592,100775.493,899364.861,16687.3438,0.002955792,0.00121201,0.00584311,0.003771248,0.002431682,0.004063261,0.00040944,0.002011837,7.13e-06,0.000170167,0.001256252,0.004621332,0.003219471,0.001276805,0.004858592,0.000314896,0.002338285,5.95e-05,50S ribosomal protein L6 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplF PE=3 SV=1,0.003336971,0.003422064,0.000809468,0.002015917,0.003118289,0.000904222,1.03,0.24,1.55,0.45,0.468,0.159,0.188,0.295,0.04264433740849372,-2.0588936890535687,0.632268215499513,-1.15200309344505
E4PRD5,4.0,4.0,10.1284944,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpA PE=3 SV=1,44205.8224,66432.2306,711894.689,129216.359,30656.2421,949605.666,173859.584,145506.058,218922.147,98500.3613,74037.124,565300.82,38802.3103,78858.0945,579440.352,103546.292,146041.566,88653.5139,0.000667733,0.000333225,0.004085819,0.001460843,0.000424441,0.005498917,0.000432094,0.000374953,0.000407258,0.000730277,0.000897284,0.005642706,0.000531941,0.000994458,0.005286131,0.000323554,0.000379698,0.000316016,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpA PE=3 SV=1,0.001695593,0.0024614,0.000404769,0.002423422,0.002270844,0.000339756,1.45,0.24,0.94,0.14,0.091,0.197,0.185,0.164,0.5360529002402097,-2.0588936890535687,-0.08926733809708741,-2.8365012677171206
E4PIK0,2.0,2.0,6.12117577,Corrinoid adenosyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1311 PE=3 SV=1,60433.2917,84458.012,23904.0762,38703.0457,73755.6361,4576.5351,11694.3759,47608.0866,104303.559,4367.73354,115746.315,11072.6339,58052.9192,100625.986,7630.06315,113219.949,135965.99,7731.62245,0.000912851,0.000423643,0.000137194,0.000437553,0.001021159,2.65e-05,2.91e-05,0.000122681,0.000194035,3.24e-05,0.001402773,0.000110525,0.000795848,0.001268967,6.96e-05,0.000353782,0.000353502,2.76e-05,Corrinoid adenosyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1311 PE=3 SV=1,0.000491229,0.000495071,0.00011526,0.000515226,0.000711474,0.000244948,1.01,0.23,1.38,0.48,0.496,0.152,0.281,0.287,0.014355292977070054,-2.1202942337177118,0.46466826700344427,-1.0588936890535685
E4PQ61,2.0,2.0,6.22040415,Cytochrome c550 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3162 PE=4 SV=1,35215.2677,54769.2568,315150.54,43867.931,60438.9964,525017.91,102125.127,37687.0753,138149.994,94966.7512,81952.6111,72235.5396,68647.2175,58406.4838,60770.717,57375.6651,60777.8311,90718.4732,0.00053193,0.000274724,0.001808762,0.000495945,0.000836788,0.003040241,0.000253812,9.71e-05,0.000256999,0.000704079,0.000993214,0.000721039,0.000941086,0.000736548,0.0005544,0.000179283,0.000158018,0.000323377,Cytochrome c550 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3162 PE=4 SV=1,0.000871805,0.001457658,0.000202642,0.000806111,0.000744011,0.000220226,1.67,0.23,0.92,0.27,0.125,0.135,0.361,0.023,0.7398481026993274,-2.1202942337177118,-0.12029423371771177,-1.8889686876112561
E4PQ63,20.0,20.0,90.9007793,Quinoprotein alcohol dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3164 PE=3 SV=1,245230.629,860711.02,6261863.35,678314.691,951576.267,7782543.38,414942.986,337117.184,3931452.31,928475.481,830536.066,1036149.47,522553.843,623078.156,1462805.64,319403.18,561369.722,1663328.0,0.003704234,0.004317344,0.035939083,0.00766862,0.01317473,0.045066664,0.00103126,0.000868715,0.007313636,0.006883676,0.010065576,0.010342612,0.007163698,0.007857469,0.013344915,0.000998048,0.001459522,0.005929138,Quinoprotein alcohol dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3164 PE=3 SV=1,0.014653554,0.021970005,0.003071203,0.009097288,0.009455361,0.002795569,1.5,0.21,1.04,0.31,0.024,0.154,0.417,0.018,0.5849625007211562,-2.2515387669959646,0.056583528366367514,-1.6896598793878495
E4PMG5,2.0,2.0,6.65827513,Transketolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tkt1 PE=3 SV=1,27835.7679,57453.5194,74945.7984,28007.977,35172.7584,65953.793,32749.9109,48653.9358,16991.8077,34247.0701,80687.987,51476.0707,25723.8167,58768.1689,74643.815,22940.6102,31623.5022,267005.286,0.000420462,0.000288188,0.000430141,0.000316641,0.000486973,0.000381921,8.14e-05,0.000125376,3.16e-05,0.000253906,0.000977888,0.000513823,0.000352648,0.000741109,0.000680962,7.17e-05,8.22e-05,0.000951773,Transketolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tkt1 PE=3 SV=1,0.000379597,0.000395178,7.95e-05,0.000581872,0.000591573,0.000368558,1.04,0.21,1.02,0.63,0.441,0.026,0.473,0.318,0.056583528366367514,-2.2515387669959646,0.02856915219677092,-0.6665762662748083
