Accession,Peptide count,Unique peptides,Confidence score,Description,Control Light 1,Control Light 2,Control Light 3,Light+100 nM glucose 1,Light+100 nM glucose 2,Light+100 nM glucose 3,Light+5 mM glucose 1,Light+5 mM glucose 2,Light+5 mM glucose 3,Control Dark 1,Control Dark 2,Control Dark 3,Dark + 100 nM glucose 1,Dark + 100 nM glucose 2,Dark + 100 nM glucose 3,Dark + 5 mM glucose 1,Dark + 5 mM glucose 2,Dark + 5 mM glucose 3,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Alteromonas_8102,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,t.test G nM/L,FC G nM/L,t.test G mM/L,FC G mM/L,t.test G nM/D,FC G nM/D,t.test G mM/D,FC G mM/D,Alteromonas_8102.1,locus_tag_deh24,log2_FC_light_low_glucose,log2_FC_light_high_glucose,log2_FC_dark_low_glucose,log2_FC_dark_high_glucose,t_test_light_low_glucose,t_test_light_high_glucose,t_test_dark_low_glucose,t_test_dark_high_glucose
A0A359K792,3,3,13.56264234,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1,146598.0867,322797.57,135391.4404,454024.6553,1019567.707,198814.4814,346829.0371,1133362.051,670283.3065,235485.9099,194941.4306,57627.00293,824045.4306,1674058.819,35.73671507,663545.7703,1194908.165,1179886.406,0.000156126,0.000415735,7.99444e-05,0.00026397,0.000443224,0.000160383,0.000162949,0.000322387,0.000919969,0.000216168,0.000191278,5.12282e-05,0.000429383,0.000616188,4.49839e-07,0.000341837,0.000366738,0.001649266,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1,0.000217268,0.000289192,0.000468435,0.000152891,0.000348674,0.000785947,0.046,1.33,0.243,2.16,0.145,2.28,0.16,5.14,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1,,0.41142624572646497,1.1110313123887439,1.189033824390017,2.361768359419153,0.046,0.243,0.145,0.16
A0A359K6T7,4,4,13.85823417,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1,1210250.642,1925207.248,303747.4976,1224222.38,3720078.215,549893.9369,1240041.57,2318994.058,2385563.116,415952.7397,361725.7122,103999.642,532948.3445,3124463.336,6863.255923,765296.0959,2821248.922,1103154.866,0.001288912,0.002479496,0.000179353,0.000711762,0.001617184,0.000443599,0.000582604,0.000659643,0.003274202,0.00038183,0.000354927,9.24517e-05,0.000277702,0.001150053,8.63918e-05,0.000394255,0.000865891,0.001542009,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1,0.00131592,0.000924182,0.001505483,0.000276403,0.000504716,0.000934052,0.183,0.7,0.455,1.14,0.253,1.83,0.129,3.38,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1,,-0.5145731728297583,0.18903382439001687,0.8718436485093178,1.7570232465074596,0.183,0.455,0.253,0.129
A0A359K7K5,7,7,24.57098317,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1,845406.239740135,1395044.63835631,1359607.48380633,3623435.26141983,7634735.80308441,1163276.76965131,6837656.44467027,15531208.3890815,1795342.23172878,987790.136429199,1434215.02078128,871226.697080121,2373035.23883496,5488102.46270166,14345.3088460797,3313100.40756433,13919052.4452865,1869553.71380169,0.000900354,0.001796693,0.000802805,0.002106664,0.003318955,0.000938415,0.003212512,0.004417884,0.00246412,0.000906757,0.00140726,0.000774487,0.001236511,0.002020061,0.000180573,0.001706799,0.004272002,0.002613295,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1,0.001166618,0.002121344,0.003364839,0.001029501,0.001145715,0.002864032,0.075,1.82,0.008,2.88,0.39,1.11,0.046,2.78,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1,,0.8639384504239717,1.5260688116675876,0.15055967657538138,1.4750848829487826,0.075,0.008,0.39,0.046
A0A359KBC7,2,2,5.361932993,Transcription termination/antitermination protein NusG OS=Alteromonas sp. OX=232 GN=nusG PE=3 SV=1,107914.711814777,137624.794348512,252154.79935127,1192269.8478735,1926816.140437,128482.05417882,1734489.3656472,4025290.918967,544738.8344791,117835.74858463,168024.81591189,881300.289313616,1729964.4322392,2196818.711374,4500.6454775282,2010059.36714,3138894.3075543,257656.07510251,0.000114929,0.000177249,0.000148889,0.000693185,0.000837621,0.000103646,0.000814909,0.001145002,0.000747658,0.000108169,0.000164867,0.000783442,0.000901428,0.000808605,5.66522e-05,0.001035516,0.000963382,0.000360156,Transcription termination/antitermination protein NusG OS=Alteromonas sp. OX=232 GN=nusG PE=3 SV=1,0.000147022,0.000544818,0.000902523,0.000352159,0.000588895,0.000786351,0.108,3.71,0.01,6.14,0.336,1.67,0.21,2.23,Transcription termination/antitermination protein NusG OS=Alteromonas sp. OX=232 GN=nusG PE=3 SV=1,,1.8914191868460786,2.6182386555954547,0.7398481026993274,1.15704371014558,0.108,0.01,0.336,0.21
A0A359K9N2,4,4,11.71562672,Transketolase OS=Alteromonas sp. OX=232 GN=tkt PE=3 SV=1,61174.36691,80276.11432,87706.84234,2178873.819,4548468.679,168085.7102,2834012.273,8199245.528,2421114.764,155745.5287,153741.778,242040.5383,5129660.078,6625716.186,1545.593224,3805806.293,6982902.782,4595928.689,6.51504e-05,0.000103388,5.17881e-05,0.001266796,0.0019773,0.000135595,0.001331494,0.002332292,0.003322997,0.000142969,0.000150852,0.000215165,0.002672899,0.002438794,1.94553e-05,0.001960625,0.002143176,0.006424271,Transketolase OS=Alteromonas sp. OX=232 GN=tkt PE=3 SV=1,7.34424e-05,0.001126564,0.002328928,0.000169662,0.001710383,0.003509357,0.091,15.34,0.03,31.71,0.109,10.08,0.073,20.68,Transketolase OS=Alteromonas sp. OX=232 GN=tkt PE=3 SV=1,,3.9392265777282085,4.986865972329115,3.333423733725192,4.37016428054021,0.091,0.03,0.109,0.073
A0A359K9B5,2,2,7.103909254,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1,113322.121,287463.2111,313128.3063,1047011.144,2155361.45,171708.6865,2033547.964,3214482.736,633292.2953,153930.7013,170080.1607,80439.01235,984420.0277,1984914.234,6917.080318,1234181.333,2792326.455,247918.2224,0.000120688,0.000370227,0.000184892,0.000608732,0.000936974,0.000138517,0.000955415,0.000914366,0.000869198,0.000141303,0.000166884,7.15072e-05,0.000512949,0.000730607,8.70693e-05,0.000635809,0.000857014,0.000346544,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1,0.000225269,0.000561408,0.000912993,0.000126565,0.000443542,0.000613123,0.112,2.49,0.007,4.05,0.094,3.5,0.028,4.84,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1,DEH24_14870,1.3161457422933565,2.017921907997262,1.8073549220576042,2.27500704749987,0.112,0.007,0.094,0.028
A0A359K786,3,3,8.475898266,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1,52820.41238,228029.1602,27630.58762,860507.2322,1782283.695,48606.26124,1211841.375,3144515.845,476967.1765,15763.47967,66559.9781,150384.4784,1382253.794,2318750.748,1641.36195,1594746.398,2026459.952,820232.9125,5.62535e-05,0.000293681,1.6315e-05,0.000500298,0.00077479,3.92106e-05,0.000569355,0.000894464,0.000654641,1.44703e-05,6.5309e-05,0.000133686,0.000720247,0.000853486,2.06608e-05,0.00082156,0.000621956,0.001146536,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1,0.000122083,0.0004381,0.000706153,7.11551e-05,0.000531465,0.000863351,0.082,3.59,0.002,5.78,0.125,7.47,0.013,12.13,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1,DEH24_14880,1.8439838440483265,2.5310694927259543,2.9011082430145123,3.6005076453457856,0.082,0.002,0.125,0.013
A0A359K7X6,3,3,12.831563,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1,878552.4987,1614232.006,217506.2128,3602347.884,4148435.1,251644.6736,6093170.343,7291272.483,737618.4415,554100.7759,998160.8995,257288.192,3440751.067,4519954.937,9692.797882,2290151.13,2253631.918,241016.2874,0.000935655,0.002078987,0.000128431,0.002094403,0.001803398,0.000203002,0.002862733,0.002074017,0.001012387,0.000508645,0.000979401,0.000228719,0.001792863,0.001663705,0.000122009,0.00117981,0.000691679,0.000336897,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1,0.001047691,0.001366934,0.001983046,0.000572255,0.001192859,0.000736129,0.268,1.3,0.118,1.89,0.132,2.08,0.308,1.29,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1,DEH24_12445,0.37851162325372983,0.9183862344463479,1.0565835283663676,0.36737106564852945,0.268,0.118,0.132,0.308
A0A359K9M7,3,3,14.32191992,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1,388731.2831,841310.1699,404374.6731,5365451.66,5757613.641,753936.3759,9649355.517,12372608.37,1432259.457,363785.3897,667137.4239,270952.9633,6137957.406,4682321.947,13070.5664,6706069.249,6388266.43,1044284.347,0.000413997,0.001083533,0.00023877,0.003119471,0.002502937,0.0006082,0.004533523,0.003519414,0.001965786,0.000333942,0.000654599,0.000240867,0.00319829,0.00172347,0.000164527,0.003454743,0.001960672,0.001459719,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1,0.000578767,0.002076869,0.003339574,0.000409803,0.001695429,0.002291711,0.078,3.59,0.03,5.77,0.136,4.14,0.047,5.59,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1,DEH24_16415,1.8439838440483265,2.5285713188707577,2.0496307677246004,2.4828482830684653,0.078,0.03,0.136,0.047
A0A359K1T9,2,2,8.760321379,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1,63517.79901,195048.2028,132257.9464,173631.2426,260681.7427,274191.5438,950479.3822,2521460.317,80360.41091,86158.39535,113963.3484,16086.54811,245652.4369,916465.342,6292.474033,393694.172,1047019.407,208461.8701,6.76462e-05,0.000251205,7.80941e-05,0.000100949,0.000113323,0.00022119,0.00044656,0.000717235,0.000110295,7.90904e-05,0.000111822,1.43003e-05,0.000128001,0.000337333,7.9207e-05,0.000202818,0.000321349,0.000291392,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1,0.000132315,0.000145154,0.000424697,6.84041e-05,0.000181514,0.000271853,0.445,1.1,0.079,3.21,0.091,2.65,0.022,3.97,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1,DEH24_04945,0.13750352374993502,1.6825732973475784,1.4059923596758368,1.9891390073682331,0.445,0.079,0.091,0.022
A0A359K683,2,2,11.8934691,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1,231889.3691,250064.9441,171568.1848,929573.3435,2464879.588,160691.7199,1714682.363,5644878.708,1744356.01,297157.7463,296430.3648,25658.21388,1228451.39,4107307.083,6320.670091,1077547.311,4680837.551,3042583.731,0.000246961,0.000322061,0.000101306,0.000540453,0.001071527,0.00012963,0.000805603,0.001605697,0.002394141,0.00027278,0.000290859,2.28092e-05,0.000640106,0.001511818,7.95619e-05,0.000555116,0.001436632,0.004252977,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1,0.000223443,0.000580537,0.001601814,0.000195483,0.000743829,0.002081575,0.116,2.6,0.056,7.17,0.128,3.81,0.128,10.65,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1,,1.3785116232537298,2.84197311892718,1.9297909977185974,3.412781525338476,0.116,0.056,0.128,0.128
A0A359K400,2,2,6.35703516,Uncharacterized protein OS=Alteromonas sp. OX=232 GN=DEH24_09265 PE=4 SV=1,9568.247371,4407.559914,3173.095179,375711.5867,348037.7535,7131.371823,664412.4335,1133904.228,37642.7135,1361.07486,3091.311402,4582.582911,344183.3942,1028993.494,102.1167617,397033.1151,1264531.518,164930.2892,1.01901e-05,5.67655e-06,1.87361e-06,0.000218439,0.000151298,5.75287e-06,0.000312159,0.000322541,5.16649e-05,1.24942e-06,3.03321e-06,4.07374e-06,0.000179343,0.000378752,1.2854e-06,0.000204538,0.000388107,0.000230542,Uncharacterized protein OS=Alteromonas sp. OX=232 GN=DEH24_09265 PE=4 SV=1,5.91343e-06,0.000125163,0.000228788,2.78546e-06,0.00018646,0.000274396,0.094,21.17,0.062,38.69,0.117,66.94,0.021,98.51,Uncharacterized protein OS=Alteromonas sp. OX=232 GN=DEH24_09265 PE=4 SV=1,DEH24_09265,4.403949364232865,5.273888823668492,6.064796645911805,6.622198278523645,0.094,0.062,0.117,0.021
A0A359KBQ2,4,4,20.7048471,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1,756688.1167,1139317.551,1399396.594,1701915.659,2815481.141,887943.8051,2904489.368,5376088.885,1174106.316,873344.1405,924082.059,309591.2159,5782817.541,5989722.645,41859.51114,7134307.866,2654135.908,1663403.315,0.00080587,0.00146734,0.000826299,0.000989493,0.00122394,0.000716304,0.001364606,0.00152924,0.001611469,0.000801699,0.000906715,0.000275215,0.003013238,0.002204698,0.00052691,0.003675358,0.000814601,0.002325135,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1,0.00103317,0.000976579,0.001501772,0.00066121,0.001914948,0.002271698,0.349,0.95,0.08,1.45,0.079,2.9,0.105,3.44,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1,,-0.07400058144377693,0.5360529002402097,1.5360529002402097,1.7824085649273733,0.349,0.08,0.079,0.105
A0A359K4V7,2,2,6.912481546,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1,1009453.961,1135505.013,1287816.249,403909.7433,353711.2577,876238.5994,730178.4941,1205382.876,136015.7483,505165.1298,752938.582,559768.8344,85756.02595,287753.8891,13930.40184,285596.223,1445684.992,115974.2475,0.001075064,0.00146243,0.000760415,0.000234833,0.000153765,0.000706861,0.000343057,0.000342874,0.000186683,0.000463724,0.000738788,0.000497613,4.46847e-05,0.000105916,0.00017535,0.00014713,0.000443706,0.000162111,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1,0.001099303,0.000365153,0.000290871,0.000566708,0.00010865,0.000250982,0.091,0.33,0.019,0.26,0.019,0.19,0.001,0.44,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1,,-1.5994620704162712,-1.9434164716336324,-2.395928676331139,-1.1844245711374275,0.091,0.019,0.019,0.001
A0A359K6M3,2,2,6.596197844,YicC family protein OS=Alteromonas sp. OX=232 GN=DEH24_13920 PE=4 SV=1,114233.5962,91489.9784,435156.1014,607732.7467,874100.243,412840.0267,987732.7684,1562048.183,114184.8659,105775.6826,247802.6579,0.0,183177.9834,747573.2669,4394.517136,682152.4481,1651257.921,83402.38316,0.000121658,0.000117831,0.000256946,0.000353336,0.000379987,0.000333038,0.000464063,0.000444328,0.00015672,9.70984e-05,0.000243145,0.0,9.54481e-05,0.000275167,5.53163e-05,0.000351422,0.0005068,0.000116581,YicC family protein OS=Alteromonas sp. OX=232 GN=DEH24_13920 PE=4 SV=1,0.000165478,0.000355453,0.000355037,0.000113415,0.000141977,0.000324935,0.04,2.15,0.161,2.15,0.113,1.25,0.023,2.87,YicC family protein OS=Alteromonas sp. OX=232 GN=DEH24_13920 PE=4 SV=1,DEH24_13920,1.1043366598147355,1.1043366598147355,0.32192809488736235,1.5210507369009632,0.04,0.161,0.113,0.023
