 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_0620,,11.2,25.7,44.0,2.3,3.94,1.72,hypothetical periplasmic protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0084,,20.5,27.0,46.4,1.32,2.27,1.72,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2572,,89.3,154.0,265.0,1.72,2.97,1.72,polymorphic toxin system VC0424 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_3297,,146.1,195.9,340.3,1.34,2.33,1.74,outer membrane protein of unknown function DUF481,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_0841,,16.7,44.6,77.7,2.66,4.64,1.74,DNA binding domain-containing protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0706,,480.1,91.8,160.1,0.19,0.33,1.74,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2226,,24.2,35.1,61.7,1.45,2.55,1.76,ribosomal RNA small subunit methyltransferase RsmB family,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1280,,6.5,13.5,24.0,2.07,3.69,1.78,periplasmic solute binding protein,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_2690,,1.9,2.7,4.8,1.45,2.58,1.78,FAD-binding protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3735,,20.5,31.1,56.0,1.52,2.74,1.8,Pal-like T1SS-linked outer membrane lipoprotein,Cell envelope,General,BpfA adhesion system,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3412,,41.9,56.7,102.5,1.35,2.45,1.81,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2820,,51.2,68.9,125.7,1.35,2.46,1.82,isocitrate dehydrogenase NAD-dependent,Energy metabolism,TCA cycle,TCA cycle,Cytoplasm,,,,unresolved
SputW3181_3955,,21.4,28.4,52.0,1.33,2.43,1.83,periplasmic protein of unknown function DUF1090,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3886,,203.8,33.8,62.5,0.17,0.31,1.85,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2583,,869.1,1037.3,1943.3,1.19,2.24,1.87,TonB2 energy transduction system periplasmic component,Energy metabolism,TonB energy transduction system,TonB energy transduction system,Periplasm,,,,unresolved
SputW3181_1347,,45.6,56.7,108.1,1.24,2.37,1.91,pirin family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1613,,58.6,154.0,294.7,2.63,5.03,1.91,Pla-1/cef family extracellular lipase,Cell envelope,General,,Extracellular Lipoprotein,,,,unresolved
SputW3181_1350,,14.0,16.2,31.2,1.16,2.24,1.93,5'-nucleotidase,"Purines, pyrimidines, nucleosides, and nucleotides",Salvage of nucleosides and nucleotides,,Cytoplasm,,,,unresolved
SputW3181_1895,,23.3,27.0,52.0,1.16,2.24,1.93,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2584,,739.7,3453.8,6725.9,4.67,9.09,1.95,TonB-dependent receptor,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_0586,,11.2,13.5,26.4,1.21,2.37,1.96,flavoprotein oxygenase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1703,,295.9,430.9,845.5,1.46,2.86,1.96,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0290,,2.8,4.1,8.0,1.45,2.87,1.98,FAD-binding protein,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Cytoplasm,,,,unresolved
SputW3181_0908,,15.8,18.9,37.6,1.2,2.38,1.99,cytochrome b561,Energy metabolism,Electron transport,,Inner Membrane (4 transmembrane spans),Crp,,,unresolved
SputW3181_0952,,9.3,16.2,32.8,1.74,3.53,2.03,hypothetical periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_1812,,38.1,79.7,162.5,2.09,4.26,2.04,BNR repeat protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_1242,,13.0,24.3,49.6,1.87,3.81,2.04,transporter AEC family,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_2667,,18.6,20.3,41.6,1.09,2.24,2.06,protein of unknown function DUF2797,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2132,,23.3,33.8,69.7,1.45,2.99,2.06,Efp-associated protein of unknown function DUF2331,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_4005,,32.6,33.8,69.7,1.04,2.14,2.06,membrane protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_3468,,2.8,2.7,5.6,0.97,2.01,2.07,lipoprotein of unknown function DUF2799,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3226,,69.8,68.9,144.1,0.99,2.07,2.09,chemotaxis signal transduction system methyl-accepting chemotaxis protein with Cache_1 sensory domain,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_0213,,32.6,32.4,68.1,1.0,2.09,2.1,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0256,,23.3,29.7,62.5,1.28,2.68,2.1,RK-rich protein of unknown function DUF2986,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2151,,49.3,47.3,100.1,0.96,2.03,2.12,bifunctional diguanylate cyclase/phosphodiesterase with GAF and PAS sensory domains,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_3327,,6.5,6.8,14.4,1.04,2.21,2.13,conserved hypothetical protein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3710,,16.7,17.6,37.6,1.05,2.25,2.14,polymorphic toxin IMM37 family immuity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_2017,,32.6,31.1,67.3,0.95,2.07,2.17,sec-C metal-binding protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0344,,35.4,47.3,103.3,1.34,2.92,2.18,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0545,,4.7,17.6,38.4,3.77,8.26,2.19,putative negative regulator of univalent cation permeability,Regulatory functions,DNA interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2395,,69.8,79.7,174.6,1.14,2.5,2.19,conserved protein with negatively charged C-terminal domain,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3191,,20.5,23.0,50.4,1.12,2.46,2.2,PilD processed protein,Transport and binding proteins,Secretion systems,Type IV pilus,Periplasm,,,,unresolved
SputW3181_2846,,28.8,28.4,62.5,0.98,2.17,2.2,proton:peptide symporter POT family,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_0040,,28.8,29.7,65.7,1.03,2.28,2.21,protein of unknown function DUF2489,Unknown function,General,Ribosome biogenesis,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0638,,6.5,6.8,15.2,1.04,2.34,2.25,protein of unknown function of DUF3530,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_2763,,24.2,41.9,94.5,1.73,3.91,2.26,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1881,,67.0,87.8,198.6,1.31,2.96,2.26,rhodanese domain protein UPF0176 family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2962,,18.6,17.6,40.0,0.94,2.15,2.28,membrane protein of unknown function DUF1294,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_2265,,59.5,55.4,126.5,0.93,2.12,2.28,peptidase S33 family,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,,,unresolved
SputW3181_0623,,6.5,9.5,21.6,1.45,3.32,2.29,conserved protein of unknown function,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0560,,36.3,33.8,79.3,0.93,2.18,2.35,protein of unknown function DUF1850,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1810,,70.7,187.7,446.0,2.66,6.31,2.38,outer membrane protein of unknown function DUF1302,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_4037,,91.2,105.4,253.0,1.16,2.77,2.4,rhodanese domain protein,Unknown function,Enzymes of unknown specificity,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3217,,22.3,24.3,59.3,1.09,2.65,2.44,protein of unknown function DUF2956,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1940,,9.3,8.1,20.0,0.87,2.15,2.47,2-phosphoglycolate phosphatase Gph,DNA metabolism,"DNA replication, recombination, and repair",2-phosphoglycoate salvage,Cytoplasm,,,,unresolved
SputW3181_1147,,98.6,79.7,197.8,0.81,2.01,2.48,GTPase domain protein,Unknown function,Enzymes of unknown specificity ,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_0671,,8.4,6.8,16.8,0.81,2.01,2.49,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2766,,11.2,12.2,30.4,1.09,2.73,2.5,protein of unknown function DUF3549,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3747,,11.2,28.4,71.3,2.54,6.38,2.51,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3053,,16.7,21.6,54.4,1.29,3.25,2.52,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase FolK,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Cofactor folate (B9) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_0789,,652.3,798.3,2025.8,1.22,3.11,2.54,translation elongation factor G FusA-like,Protein synthesis,Translation factors,,Cytoplasm,,,,unresolved
SputW3181_0906,,10.2,9.5,24.0,0.92,2.35,2.54,protein of unknown function DUF2806,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1651,,73.5,228.3,586.1,3.11,7.97,2.57,putative solute:sodium symporter large subunit,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3892,,10.2,12.2,31.2,1.19,3.05,2.57,AsnC family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_1053,,3.7,4.1,10.4,1.09,2.8,2.57,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1832,,4.7,4.1,10.4,0.87,2.24,2.57,protein of unknown function DUF938,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1652,,33.5,54.0,139.3,1.61,4.16,2.58,putative nucleotidyltransferase DUF294,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1811,,65.1,206.7,534.1,3.17,8.2,2.58,putative periplasmic protein of unknown function DUF1329,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_0710,,54.0,85.1,221.0,1.58,4.1,2.6,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2771,,6.5,6.8,17.6,1.04,2.7,2.61,conserved protein of unknown function,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1653,,22.3,36.5,96.9,1.63,4.34,2.66,exonuclease,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3152,,21.4,16.2,43.2,0.76,2.02,2.67,hypothetical periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_1773,,14.0,12.2,32.8,0.87,2.35,2.7,cupin 4 family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0562,,54.9,62.1,168.9,1.13,3.08,2.72,TRAP-type uptake system substrate-binding component,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_3081,,11.2,13.5,36.8,1.21,3.3,2.73,methylmalonic acid semialdehyde dehydrogenase MmsA,Central intermediary metabolism,Amino acids and amines,Valine degradation,Cytoplasm,,,,unresolved
SputW3181_0672,,6.5,6.8,18.4,1.04,2.83,2.73,diguanylate cyclase,Regulatory functions,Small molecule interactions,,Inner Membrane (7 transmembrane spans),,,,unresolved
SputW3181_2731,,27.9,27.0,73.7,0.97,2.64,2.73,inner membrane protein of unknown function DUF218,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3269,,8.4,6.8,18.4,0.81,2.2,2.73,dienelactone hydrolase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1253,,15.8,14.9,40.8,0.94,2.58,2.75,ATP diphosphatase MazG,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleotide and nucleoside interconversions,Cofactor folate (B9) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_1883,,18.6,23.0,64.9,1.23,3.49,2.82,protein of unknown function DUF2897,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1455,,5.6,6.8,19.2,1.21,3.44,2.85,cytoplasmic protein in chemotaxis locus,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0957,,7.4,8.1,23.2,1.09,3.12,2.87,ABC-type macrolide family export system permease component 2,Transport and binding proteins,Unknown substrate,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_0616,,224.2,255.3,732.6,1.14,3.27,2.87,histone-like DNA-binding protein,DNA metabolism,Chromosome-associated proteins,,Cytoplasm,,,,unresolved
SputW3181_2980,,25.1,36.5,104.9,1.45,4.18,2.88,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1006,,9.3,10.8,31.2,1.16,3.36,2.89,chemotaxis signal transduction system methyl accepting sensory transducer,Signal transduction,Taxis,,Cytoplasm,,,,unresolved
SputW3181_4043,,57.7,45.9,135.3,0.8,2.35,2.95,protein of unknown function UPF0153,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3293,,5.6,10.8,32.0,1.94,5.74,2.96,transmembrane transcriptional regulator,Regulatory functions,DNA interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2705,,1.9,2.7,8.0,1.45,4.3,2.96,methyl-accepting chemotaxis sensory transducer with 4HB sensory domain,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_0600,,3.7,2.7,8.0,0.73,2.15,2.96,heavy metal efflux pump permease component CzcA family,Transport and binding proteins,Toxic compound efflux,Detoxification - heavy metals,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_0099,,44.7,5.4,16.0,0.12,0.36,2.96,histidine-rich protein of unknown function DUF3300,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_2314,,5.6,6.8,20.0,1.21,3.59,2.96,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3423,,10.2,10.8,32.0,1.06,3.13,2.96,outer membrane protein of unknown function DUF481,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_2129,,21.4,31.1,92.9,1.45,4.34,2.99,protein of unknown function DUF2788,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_0860,,41.9,59.4,178.6,1.42,4.26,3.0,sodium-dependent bicarbonate transporter (SBT) family,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Bicarbonate utilization,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_2737,,982.6,724.0,2188.3,0.74,2.23,3.02,cold shock protein Csp family,Cellular processes,Adaptations to atypical conditions,Stress response - cold shock,Cytoplasm,,,,unresolved
SputW3181_0595,,34.4,45.9,140.9,1.33,4.09,3.07,protein of unknown function DUF3478,Unknown function,General,Detoxification - heavy metals ,Cytoplasm,,,,unresolved
SputW3181_3386,,14.9,13.5,41.6,0.91,2.8,3.08,KNR4-like cell wall assembly/cell proliferation coordinating protein,Cell envelope,General,Cell envelope stability,Cytoplasm,,,,unresolved
SputW3181_2646,,122.8,129.7,407.6,1.06,3.32,3.14,transcription activator-like effector binding domain protein,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3548,,2.8,4.1,12.8,1.45,4.59,3.16,putative DUF2955 domain transport system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_2169,,10.2,8.1,25.6,0.79,2.5,3.16,conserved domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1981,,55.8,54.0,175.4,0.97,3.14,3.25,protein of unknown function DUF1904,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0956,,3.7,2.7,8.8,0.73,2.37,3.26,ABC-type macrolide family export system ATPase component 1,Transport and binding proteins,Unknown substrate,,Cytoplasm,,,,unresolved
SputW3181_1985,,5.6,5.4,17.6,0.97,3.16,3.26,conserved hypothetical DTW domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1889,,18.6,23.0,75.3,1.23,4.04,3.28,Spx/MgsR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2250,,11.2,12.2,40.0,1.09,3.59,3.29,membrane-bound lytic peptidoglycan transglycosylase D,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Peptidoglycan biosynthesis,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_0698,,42.8,32.4,108.9,0.76,2.54,3.36,protein of unknown function DUF2999,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3917,,106.1,87.8,296.3,0.83,2.79,3.37,conserved hypothetical protein in copper efflux locus,Unknown function,General,Detoxification - heavy metals,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1213,,7.4,9.5,32.0,1.27,4.3,3.39,YbgC/YbaW family acyl-CoA thioester hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1690,,17.7,10.8,37.6,0.61,2.13,3.48,conserved domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1317,,10.2,13.5,47.2,1.32,4.62,3.5,protein of unknown function DUF885,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_0738,,3.7,5.4,19.2,1.45,5.16,3.56,polymorphic toxin system immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_3581,,2.8,4.1,14.4,1.45,5.16,3.56,MgtC family putative Mg2+ transporter,Transport and binding proteins,Cations and iron carrying compounds,Magnesium homeostasis,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_0746,,2.8,2.7,9.6,0.97,3.44,3.56,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2627,,5.6,4.1,14.4,0.73,2.58,3.56,uracil-DNA glycosylase superfamily protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3977,,10.2,10.8,38.4,1.06,3.76,3.56,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1520,,27.0,28.4,102.5,1.05,3.8,3.61,RluA family 23S rRNA pseudouridine synthase,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_4080,,7.4,6.8,25.6,0.91,3.44,3.79,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2632,,9.3,10.8,41.6,1.16,4.47,3.85,glutamate decarboxylase GadA,Central intermediary metabolism,Amino acids and amines,Glutamate degradation,Cytoplasm,,,,unresolved
SputW3181_2936,,7.4,5.4,20.8,0.73,2.8,3.85,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
