NATL2_19861,PMN2A_RS09085,PMN2A_1164,-0.725,-1.807***,-6.295***,-0.546,-1.174***,-2.033***,purM,phosphoribosylformylglycinamidine cyclo-ligase,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),
NATL2_19871,PMN2A_RS09090,PMN2A_1165,-0.418,-0.398,-0.386,-0.425,-0.58,-1.768***,cmk,bifunctional pantoate ligase/cytidylate kinase,Pantoate--beta-alanine ligase (EC 6.3.2.1) / Cytidylate kinase (EC 2.7.4.14),
NATL2_19881,PMN2A_RS09095,PMN2A_1166,0.331,1.046,4.348***,0.371,1.517,1.53***,wzb,phosphotyrosine protein phosphatase,Low molecular weight phosphotyrosine protein phosphatase,
NATL2_19891,PMN2A_RS09100,PMN2A_1167,-1.158,-0.077,-6.932***,0.154,0.219,-1.119***,pebB,phycoerythrobilin:ferredoxin oxidoreductase,Phycoerythrobilin:ferredoxin oxidoreductase PebB (EC 1.3.7.3),
NATL2_19901,PMN2A_RS09105,PMN2A_1168,-0.501,0.644,-7.014***,0.217,0.544,-0.026,pebA,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase","15,16-dihydrobiliverdin:ferredoxin oxidoreductase PebA (EC 1.3.7.2)",
NATL2_19911,PMN2A_RS09110,PMN2A_1169,-0.303,-0.859,-5.527***,-0.183,0.463,0.138,ho1,heme oxygenase,Heme oxygenase (EC 1.14.99.3),
NATL2_19921,PMN2A_RS09115,PMN2A_1170,0.661,1.424***,1.951***,0.688,-0.098,-0.589,icd,isocitrate dehydrogenase,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),
NATL2_19931,PMN2A_RS09120,PMN2A_1171,0.241,1.563***,3.38***,0.071,1.169,1.159,,hypothetical protein,FIG00941389: hypothetical protein,
NATL2_19941,PMN2A_RS09125,PMN2A_1172,-0.073,0.321,-1.816***,-0.367,-0.205,-0.624,lldD,lactate dehydrogenase,L-lactate dehydrogenase (EC 1.1.2.3),
NATL2_19951,PMN2A_RS09130,PMN2A_1173,0.857,0.656,5.445***,-0.021,0.86***,3.181***,galM,galactose mutarotase,Galactose mutarotase and related enzymes,
NATL2_19961,PMN2A_RS09135,PMN2A_1174,1.215***,1.358***,4.904***,1.052***,1.509***,4.284***,,alpha/beta hydrolase,"Possible alpha/beta hydrolase superfamily, slr1235 homolog",
NATL2_19971,PMN2A_RS09140,PMN2A_1175,0.317,1.447***,2.23***,0.346,1.202***,0.843***,kefB,potassium transporter,Na+/H+ antiporter,
NATL2_19981,PMN2A_RS09145,PMN2A_1176,0.027,-3.743***,-7.144***,0.348,-3.303***,-2.751***,glgP,glycogen phosphorylase,Glycogen phosphorylase (EC 2.4.1.1),
NATL2_19991,PMN2A_RS09150,PMN2A_1177,0.478,1.16***,0.353,0.524,1.704***,1.913***,,hypothetical protein,FIG00941479: hypothetical protein,
NATL2_20001,PMN2A_RS09155,PMN2A_1178,0.174,-1.847***,-6.124***,0.229,-1.902***,-3.864***,,hypothetical protein,FIG00940064: hypothetical protein,
NATL2_20011,PMN2A_RS09165,PMN2A_1179,0.031,1.617***,-4.709***,-0.164,0.615,-1.436***,rnc,ribonuclease III,Ribonuclease III (EC 3.1.26.3),
NATL2_20021,PMN2A_RS09170,PMN2A_1180,0.167,-0.492,-6.588***,0.221,1.035,0.266,,hypothetical protein,FIG00940915: hypothetical protein,
NATL2_20031,PMN2A_RS09175,PMN2A_1181,-0.147,-0.411,4.754***,0.212,0.021,-0.387,rimM,ribosome maturation factor RimM,16S rRNA processing protein RimM,
NATL2_20051,PMN2A_RS09185,PMN2A_1183,0.057,1.406***,2.102***,-0.062,1.032***,0.221,glmS,glutamine amidotransferase,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16),
NATL2_20061,PMN2A_RS09190,PMN2A_1184,0.518,1.564***,1.66***,0.672,1.35***,1.64***,psaC,photosystem I iron-sulfur center,photosystem I iron-sulfur center subunit VII (PsaC),
NATL2_20081,PMN2A_RS09200,PMN2A_1186,-0.309,1.392***,1.64***,-0.743,-0.225,-0.19,fabF,3-oxoacyl-ACP synthase,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)",
NATL2_20091,PMN2A_RS09205,PMN2A_1187,-1.253***,-1.606***,1.346***,-1.337***,-1.719***,-0.227,tktA,transketolase,Transketolase (EC 2.2.1.1),
NATL2_20101,PMN2A_RS09210,PMN2A_1188,-0.332,-2.102***,-2.888***,-0.099,-2.891***,-4.757***,thiC,phosphomethylpyrimidine synthase,Thiamin biosynthesis protein ThiC,
NATL2_20111,PMN2A_RS09215,PMN2A_1189,0.022,-5.277***,-6.093***,0.012,-1.215,-2.942***,,hypothetical protein,FIG00940334: hypothetical protein,
NATL2_20121,PMN2A_RS09220,PMN2A_1190,-1.01***,-1.376***,-6.72***,-1.549***,-1.575***,-1.812***,,hydrolase,"N-acetyl-L,L-diaminopimelate deacetylase homolog (EC 3.5.1.18)",Synpcc7942_1970; decreased
NATL2_20131,PMN2A_RS09225,PMN2A_1191,-0.502,-7.445***,-7.213***,-0.044,-0.506,-1.556***,,hypothetical protein,TPR repeat precursor,
NATL2_20141,PMN2A_RS09230,PMN2A_1192,-0.329,2.1***,-4.819***,0.201,-0.703,-0.628,ruvB,Holliday junction DNA helicase RuvB,Holliday junction DNA helicase RuvB,
NATL2_20151,PMN2A_RS09235,PMN2A_1193,0.381,4.552***,3.828***,0.483,1.432,1.718***,smpB,SsrA-binding protein,tmRNA-binding protein SmpB,
NATL2_20161,PMN2A_RS09240,PMN2A_1194,-0.769,-0.919***,-6.296***,-0.412,-0.473,0.772***,,hypothetical protein,FIG00940708: hypothetical protein,
NATL2_20171,PMN2A_RS09245,PMN2A_1195,-0.595,0.607,1.45***,-0.485,-0.217,-1.532***,lysS,lysyl-tRNA synthetase,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),
NATL2_20181,PMN2A_RS09250,PMN2A_1196,-0.284,0.718***,4.054***,0.056,0.446***,2.833***,,XRE family transcriptional regulator,"two component transcriptional regulator, winged helix family",
NATL2_20191,PMN2A_RS09255,PMN2A_1197,-0.063,-0.064,2.61***,0.314,0.972,0.163,,hypothetical protein,Rod shape-determining protein MreD,
NATL2_20201,PMN2A_RS09260,PMN2A_1198,-0.543,-0.665,3.093***,0.038,-0.032,0.901,mreC,rod shape-determining protein MreC,Rod shape-determining protein MreC,
NATL2_20211,PMN2A_RS09265,PMN2A_1199,-0.072,-1.826***,-0.627,-0.044,-0.851***,0.034,mreB,rod shape-determining protein MreB,Rod shape-determining protein MreB,
NATL2_20221,PMN2A_RS09270,PMN2A_1200,0.277,0.8,1.379***,0.491,0.372,1.375***,,single-stranded DNA-binding protein,Single-stranded DNA-binding protein,
NATL2_20231,PMN2A_RS09275,PMN2A_1201,-0.491,-2.389***,1.324***,-0.301,-0.594,-0.839,dedA,alkaline phosphatase,DedA family; putative alkaline phosphatase-like protein,
NATL2_20241,PMN2A_RS09280,PMN2A_1202,-0.161,0.98***,1.525***,-0.133,-0.39,0.137,sam1,S-adenosyl-L-homocysteine hydrolase,Adenosylhomocysteinase (EC 3.3.1.1),
NATL2_20251,PMN2A_RS09285,PMN2A_1203,-0.899,-5.835***,0,0.296,-0.893,0.707,,hypothetical protein,FIG00940412: hypothetical protein,
NATL2_20261,PMN2A_RS09290,PMN2A_1204,0.292,-6.853***,-6.642***,-0.42,-0.099,-2.851***,,ribokinase,Fructokinase (EC 2.7.1.4),
NATL2_20271,PMN2A_RS09295,PMN2A_1205,-0.814,-1.616***,-5.91***,-0.66,-0.456,-1.035***,mutY,adenine glycosylase,A/G-specific adenine glycosylase (EC 3.2.2.-),
NATL2_20281,PMN2A_RS09300,PMN2A_1206,-0.892,-6.934***,-6.986***,-0.301,-0.653,-0.941***,,alpha/beta hydrolase,"Possible alpha/beta hydrolase superfamily, slr1917 homolog",
NATL2_20291,PMN2A_RS09305,PMN2A_1207,-2.213***,-2.269***,4.345***,-0.987***,-2.073***,4.78***,,RNA polymerase sigma factor,"Cyanobacteria-specific RpoD-like sigma factor, type-6",
NATL2_20301,PMN2A_RS09310,PMN2A_1208,0.392,-0.789,2.662***,0.274,-0.32,0.244,mgtE,magnesium transporter,Magnesium transporter,
NATL2_20311,PMN2A_RS09315,PMN2A_1209,-0.738,-1.325***,-5.615***,-0.758,-0.723,0.832***,btuE,glutathione peroxidase,Glutathione peroxidase (EC 1.11.1.9),
NATL2_20331,PMN2A_RS09325,PMN2A_1211,-0.589,0.34,-6.074***,-1.859,-0.316,-0.141,,chromosome condensation protein CrcB,FIG00940227: hypothetical protein,
NATL2_20341,PMN2A_RS09330,PMN2A_1212,-0.27,3.672***,-3.892***,-0.813,-1.462,-2.631***,,hypothetical protein,FIG00940185: hypothetical protein,
NATL2_20351,PMN2A_RS09335,PMN2A_1213,-0.244,-1.533***,-3.529***,-0.069,-0.76,-1.547***,gyrB,DNA gyrase subunit B,DNA gyrase subunit B (EC 5.99.1.3),
NATL2_20361,PMN2A_RS09340,PMN2A_1214,-0.746,-2.302***,-6.447***,-0.618,-0.726,-1.895***,miaA,tRNA dimethylallyltransferase,tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8),
NATL2_20371,PMN2A_RS09345,PMN2A_1215,-0.642,-0.218,-6.383***,-0.097,0.249,-0.025,infC,translation initiation factor IF-3,Translation initiation factor 3,
NATL2_20381,PMN2A_RS09350,PMN2A_1216,0.241,3.746***,-3.963***,-0.205,1.563***,-1.447***,,GntR family transcriptional regulator,"Transcriptional regulator, GntR family",
NATL2_20401,PMN2A_RS09360,PMN2A_1218,-0.737,-1.027,-5.212***,-1.109,0.053,-0.369,,phosphate ABC transporter permease,O-antigen export system permease protein RfbD,
NATL2_20411,PMN2A_RS09365,PMN2A_1219,-0.443,0.202,3.124***,0.254,1.236,0.991,,sugar ABC transporter ATP-binding protein,putative ABC-type polysaccharide/polyol phosphate transport system ATPase component,
NATL2_20421,PMN2A_RS09370,PMN2A_1220,-0.495,-0.142,0.361***,-0.098,0.166,-0.377,secA,protein translocase subunit SecA,Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1),
NATL2_20431,PMN2A_RS09375,PMN2A_1221,0.131,1.681***,3.593***,0.308,1.078***,2.605***,gmd,"GDP-mannose 4,6-dehydratase","GDP-mannose 4,6-dehydratase (EC 4.2.1.47)",
NATL2_20441,PMN2A_RS09380,PMN2A_1222,-0.057,2.858***,5.044***,-0.007,0.979***,1.604***,,hypothetical protein,FIG00944045: hypothetical protein,
NATL2_20451,PMN2A_RS09385,PMN2A_2181,-0.327,-1.457***,-5.332***,-0.016,-0.215,0.759,,hypothetical protein,FIG00940562: hypothetical protein,
NATL2_20461,PMN2A_RS09390,PMN2A_1223,-0.296,0.473,0.488,-0.253,-0.091,0.905***,,hypothetical protein,FIG00940837: hypothetical protein,
NATL2_20481,PMN2A_RS09400,PMN2A_1225,-0.403,1.215***,2.072***,0.034,0.749,1.115,,hemolysin D,Possible transporter component,
NATL2_20491,PMN2A_RS09405,PMN2A_1226,-2.611***,-5.951***,-1.765***,-2.005***,-5.661***,-4.693***,,hypothetical protein,YapH protein,
NATL2_20501,PMN2A_RS09410,PMN2A_1227,-3.186***,-6.625***,-4.918***,-3.309***,-7.843***,-6.958***,,hypothetical protein,FIG00943251: hypothetical protein,
NATL2_20511,PMN2A_RS09415,PMN2A_1228,-1.016,-1.655***,-5.996***,-1.3***,-1.537***,-2.677***,,"GDP-mannose 4,6-dehydratase","GDP-mannose 4,6 dehydratase (EC 4.2.1.47)",
NATL2_20521,PMN2A_RS09420,PMN2A_1229,-0.816,-0.651,-6.833***,-1.148,-1.073***,-2.053***,,hypothetical protein,Glycosyltransferase,
NATL2_20531,PMN2A_RS09425,PMN2A_1230,-1.119,-0.434,-5.646***,-0.831,-0.225,-0.908,,hypothetical protein,FIG00940120: hypothetical protein,
NATL2_20541,PMN2A_RS09430,PMN2A_1231,0.116,-2.043***,-6.373***,0.561,0.141,-2.792***,,GNAT family acetyltransferase,"Acetyltransferase (GNAT) family, Syn7942_2240 homolog",
NATL2_20551,PMN2A_RS09435,PMN2A_1232,-0.145,-0.262,-1.142***,-0.054,0.236,-0.398,,hypothetical protein,TPR repeat,
NATL2_20571,PMN2A_RS09440,PMN2A_1233,-0.156,0.153,-5.669***,-0.237,0.416,0.862***,,hypothetical protein,TPR repeat,
NATL2_20581,PMN2A_RS09445,PMN2A_1234,-2.002,0.743,-7.336***,-1.043,-1.492,-3.922***,,dTDP-4-dehydrorhamnose reductase,putative dTDP-4-dehydrorhamnose reductase,
NATL2_20591,PMN2A_RS09450,PMN2A_1235,-0.684,0.56,-5.134***,-2.407,-1.071,-2.394***,,nucleoside-diphosphate sugar epimerase,"UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)",
NATL2_20601,PMN2A_RS09455,PMN2A_1236,-0.138,-0.266,2.456***,-0.142,0.63,0.954,rfbB,"dTDP-glucose 4,6-dehydratase","dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",
NATL2_20611,PMN2A_RS09460,PMN2A_1237,-0.446,0.98,1.995***,-0.103,1.447***,1.316***,rfbA,glucose-1-phosphate thymidylyltransferase,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),
NATL2_20621,PMN2A_RS09465,PMN2A_2183,0.403,-5.799***,0,0.138,-0.753,-4.03***,,hypothetical protein,hypothetical protein,
NATL2_20631,PMN2A_RS09470,PMN2A_1238,-0.29,-0.205,-6.035***,-0.005,-0.989,-4.468***,,hypothetical protein,hypothetical protein,
NATL2_20641,PMN2A_RS09475,PMN2A_1239,-0.455,-4.55***,-6.701***,-0.31,-0.187,-1.041***,rfbD,dTDP-4-dehydrorhamnose reductase,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),
NATL2_20651,PMN2A_RS09480,PMN2A_1240,0.2,-0.275,-6.975***,-0.001,0.546,-0.297,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase","dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",
NATL2_20661,PMN2A_RS09490,PMN2A_1241,-0.355,-1.031***,3.746***,-0.102,0.354,1.53***,ribH,"6,7-dimethyl-8-ribityllumazine synthase","6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)",
NATL2_20671,PMN2A_RS09495,PMN2A_1242,0.132,0.379,2.222***,0.207,0.795***,2.253***,,photosystem II reaction center protein Z,Photosystem II protein PsbZ,
NATL2_20681,PMN2A_RS09500,PMN2A_1243,-0.662,1.642***,0.246,-0.465,-1.217,-1.031,mutS,DNA mismatch repair protein MutS,DNA mismatch repair protein MutS,
NATL2_20691,PMN2A_RS09505,PMN2A_1244,-0.113,-0.406,-1.476***,-0.248,0.129,-0.99,cobH,precorrin-8X methylmutase,Cobalt-precorrin-8x methylmutase (EC 5.4.1.2),
NATL2_20701,PMN2A_RS09510,PMN2A_1245,0.123,0.722,-7.188***,0.805,0.848,0.459,holA,DNA polymerase III subunit delta,"DNA polymerase III, delta subunit( EC:2.7.7.7 )",
NATL2_20711,PMN2A_RS09515,PMN2A_1246,-0.065,-1.041***,-0.15,-0.202,-1.022,-0.263,lysC,aspartate kinase,Aspartokinase (EC 2.7.2.4),
NATL2_20731,PMN2A_RS09525,PMN2A_1248,-0.452,2.106***,-6.282***,-0.686,-1.236***,-2.579***,,hypothetical protein,IMP dehydrogenase/GMP reductase,
NATL2_20741,PMN2A_RS09530,PMN2A_1249,-0.464,-0.311,-7.222***,-0.251,-0.195,-1.539***,mesJ,tRNA(Ile)-lysidine synthase,tRNA(Ile)-lysidine synthetase,
NATL2_20751,PMN2A_RS09535,PMN2A_1250,-0.592***,-0.828***,-0.212***,-0.59***,-0.795***,-1.496***,,ribonuclease J,"Zn-dependent hydrolase, RNA-metabolising",
NATL2_20761,PMN2A_RS09540,PMN2A_1251,-0.095,2.216***,0.458,-0.186,0.158,-0.732,dapA,4-hydroxy-tetrahydrodipicolinate synthase,Dihydrodipicolinate synthase (EC 4.2.1.52),
NATL2_20771,PMN2A_RS09545,PMN2A_1252,-0.911,2.804***,1.148,-0.663,-0.443,-0.937,asd,aspartate-semialdehyde dehydrogenase,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),
NATL2_20801,PMN2A_RS09555,PMN2A_1254,-0.649,-0.873***,-7.173***,-0.451,-1.091***,-2.534***,clpP,Clp protease ClpP,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92),
NATL2_20811,PMN2A_RS09560,PMN2A_1255,-0.714,-2.027***,-1.245***,-0.379,-1.467***,-4.39***,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,ATP-dependent Clp protease ATP-binding subunit ClpX,
NATL2_20821,PMN2A_RS09565,PMN2A_1256,0.5,-2.524***,0.997***,0.43,0.834,-1.935***,dnaX,DNA polymerase III subunit gamma/tau,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),
NATL2_20831,PMN2A_RS09570,PMN2A_1257,0.175,2.372***,-0.797***,0.389,1.009***,1.002***,,glycosyl transferase family 2,Glycosyltransferase,
NATL2_20841,PMN2A_RS09575,PMN2A_1258,-0.44,-2.684***,-7.348***,-0.482,-0.211,-0.883***,,amidase,possible amidase enhancer,
NATL2_20861,PMN2A_RS09585,PMN2A_1260,-0.484,0.964***,2.399***,-0.083,0.176,0.739***,rplT,50S ribosomal protein L20,LSU ribosomal protein L20p,
NATL2_20881,PMN2A_RS09595,PMN2A_1262,-0.25,0.343,3.265***,-0.257,0.244,-0.612,thiG,thiazole synthase,Thiazole biosynthesis protein ThiG,
NATL2_20891,PMN2A_RS09600,PMN2A_1263,0.25,3.907***,0.581,-0.262,-0.357,0.366,,high light inducible protein,FIG00940295: hypothetical protein,
NATL2_20901,PMN2A_RS09605,PMN2A_1264,0.17,1.122***,1.806***,0.227,0.847***,0.863***,sqdB,NAD-dependent dehydratase,Sulfolipid (UDP-sulfoquinovose) biosynthesis protein,
NATL2_20911,PMN2A_RS09610,PMN2A_1265,-0.04,1.685***,0.54,-0.458,-0.513,-0.398,,glycosyl transferase,Glycosyltransferase,
NATL2_20921,PMN2A_RS09615,PMN2A_1266,0.063,2.008***,-5.596***,0.348,-0.07,-2.72***,,hypothetical protein,hypothetical protein,
NATL2_20931,PMN2A_RS09620,PMN2A_1267,-1.718***,-1.276***,1.851***,-2.087***,-2.272***,0.079,gcvP,glycine dehydrogenase (decarboxylating),Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),
NATL2_20941,PMN2A_RS09625,PMN2A_1268,0.358,-5.53***,-6.869***,0.927***,-0.702***,-2.733***,gcvH,glycine cleavage system protein H,Glycine cleavage system H protein,
NATL2_20951,PMN2A_RS09630,PMN2A_1269,-1.713***,-2.487***,-5.726***,-0.503,-0.984,1.28***,,hypothetical protein,Aluminum resistance protein,
NATL2_20961,PMN2A_RS09635,PMN2A_1270,-3.336***,-4.007***,-4.354***,-2.506***,-4.028***,2.945***,,hypothetical protein,FIG00940361: hypothetical protein,
NATL2_20971,PMN2A_RS09640,PMN2A_1271,-2.543***,-2.472***,4.833***,-2.057***,-3.466***,4.358***,ole1,acyl-CoA desaturase,Fatty acid desaturase (EC 1.14.19.1); Delta-9 fatty acid desaturase (EC 1.14.19.1),
NATL2_20981,PMN2A_RS09645,PMN2A_1272,-0.736,-1.201***,2.293***,-0.195,-0.222,1.766***,rplI,50S ribosomal protein L9,LSU ribosomal protein L9p,
NATL2_20991,PMN2A_RS09650,PMN2A_1273,-0.978,-0.075,1.164***,-0.637,-1.818***,-2.7***,dnaB,helicase DnaB,Replicative DNA helicase (EC 3.6.1.-),
NATL2_21001,PMN2A_RS09655,PMN2A_1274,0.784***,2.273***,2.311***,0.908***,1.958***,0.558***,gidA,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,
NATL2_21011,PMN2A_RS09660,PMN2A_1275,-0.474,3.069***,-5.989***,-0.504,-0.641,-1.352***,ubiC,chorismate lyase,FIG00940627: hypothetical protein,
NATL2_21021,PMN2A_RS09665,PMN2A_1276,1.169,1.165***,0.698,1.112,1.937***,-0.007,,RNA helicase,Possible Viral (Superfamily 1) RNA helicase,
NATL2_21031,PMN2A_RS09670,PMN2A_1277,0.546,0.023,-5.696***,-0.067,-0.852,-3.738***,,peptidase,FIG00940187: hypothetical protein,
NATL2_21041,PMN2A_RS09675,PMN2A_1278,0.783,-0.737,-6.941***,0.684,0.147,-0.591,,membrane protein,FIG00941115: hypothetical protein,
NATL2_21051,PMN2A_RS09680,PMN2A_1279,0.291,0.833***,-5.575***,0.136,0.526,-0.473,ligA,DNA ligase,DNA ligase (EC 6.5.1.2),
NATL2_21061,,PMN2A_2185,1.612,-4.371***,-3.856***,0.012,0.709,0.304,,,FIG00940127: hypothetical protein,
NATL2_21071,PMN2A_RS09685,PMN2A_1280,-0.801,2.489***,0.509,0.044,-0.653,-2.105***,,hypothetical protein,"DedA family protein, putative",
NATL2_21081,PMN2A_RS09690,PMN2A_1281,-0.417,-1.505***,-0.831***,-0.077,-0.535,-2.102***,valS,valine--tRNA ligase,Valyl-tRNA synthetase (EC 6.1.1.9),
NATL2_21091,PMN2A_RS09695,PMN2A_1282,-0.064,-0.829,-3.831***,0.018,0.212,-1.468***,,protein phosphatase,possible Protein phosphatase 2A regulatory B s,
NATL2_21101,PMN2A_RS09700,PMN2A_1283,-0.703,-1.79***,-6.492***,-0.092,-2.267***,-4.641***,,hypothetical protein,FIG00941307: hypothetical protein,
NATL2_21111,PMN2A_RS09705,PMN2A_1284,-0.644,-3.114***,-4.755***,-0.603,-0.737,-0.425,,AIR synthase,"possible AIR synthase related protein, C-termi",
NATL2_21121,PMN2A_RS09715,PMN2A_1285,0.1,0.046,-5.873***,0.28,-0.132,-1.663***,,nucleoside triphosphate pyrophosphohydrolase,Nucleoside triphosphate pyrophosphohydrolase MazG,
NATL2_21131,PMN2A_RS09720,PMN2A_1286,-0.099,-0.161,-6.578***,-0.873,0.217,-2.691***,speE,polyamine aminopropyltransferase,Spermidine synthase (EC 2.5.1.16),
NATL2_21141,PMN2A_RS09725,PMN2A_1287,-0.288,-1.88***,-6.061***,0.085,-0.395,-1.208***,speB,arginase,Agmatinase (EC 3.5.3.11),
NATL2_21151,PMN2A_RS09730,PMN2A_1288,1.839,0,-3.285***,-0.773,-1.408,-5.608***,,metal-binding protein,Metal-binding cluster containing protein,
NATL2_21171,PMN2A_RS09740,PMN2A_1290,-1.734***,-2.821***,0.091,-1.547***,-3.247***,-1.301***,aspS,aspartate--tRNA(Asp/Asn) ligase,Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23),
NATL2_21181,PMN2A_RS09745,PMN2A_1291,-0.459,-0.438,-6.147***,0.01,-0.666,-4.382***,pyrG,CTP synthase,CTP synthase (EC 6.3.4.2),
NATL2_21191,PMN2A_RS09750,PMN2A_1292,-0.424,-3.728***,-7.327***,-0.312,-0.647,-3.317***,,7-carboxy-7-deazaguanine synthase,Queuosine Biosynthesis QueE Radical SAM,
NATL2_21201,PMN2A_RS09755,PMN2A_1293,-1.008,-5.297***,-7.056***,-0.16,-1.916***,-1.757***,,7-cyano-7-deazaguanine synthase,Queuosine Biosynthesis QueC ATPase,
NATL2_21211,PMN2A_RS09760,PMN2A_1294,-0.489,-2.53***,-7.207***,-0.684,-0.436,-2.57***,,p-aminobenzoate synthetase,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",
NATL2_21221,PMN2A_RS09765,PMN2A_1295,-0.829,-1.923***,2.247***,-0.412,-0.745,-1.941***,pabC,4-amino-4-deoxychorismate lyase,Aminodeoxychorismate lyase (EC 4.1.3.38),
NATL2_21231,PMN2A_RS09770,PMN2A_1296,-1.501***,-6.043***,-6.279***,0.747,-0.214,-1.649***,cysG,uroporphyrin-III C-methyltransferase,Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),
NATL2_21241,PMN2A_RS09775,PMN2A_1297,-0.654,-7.779***,-4.863***,0.193,-1.144***,-2.806***,,DNA mismatch repair protein MutS,"possible DNA mismatch repair proteins, mutS fa",
NATL2_21251,PMN2A_RS09780,PMN2A_2186,-3.722***,0,0,-3.198***,-3.431***,1.098,,hypothetical protein,FIG00941083: hypothetical protein,
NATL2_21261,PMN2A_RS09785,PMN2A_1298,-5.436***,-2.223***,6.471***,-4.711***,-0.742,0.672,nirA,ferredoxin-nitrite reductase,Ferredoxin--nitrite reductase (EC 1.7.7.1),
NATL2_21261,PMN2A_RS09785,PMN2A_1298,-2.605,3.716***,0,-4.098***,-1.186,-0.178,nirA,ferredoxin-nitrite reductase,Ferredoxin--nitrite reductase (EC 1.7.7.1),
NATL2_21271,PMN2A_RS09790,PMN2A_1299,-2.888***,-3.177***,-7.283***,-2.386***,-1.987***,-2.935***,focA,nitrite transporter,Nitrite transporter from formate/nitrite family,
NATL2_21281,PMN2A_RS09795,PMN2A_1300,-1.56***,-4.346***,-3.635***,-1.324,-0.886,-2.036***,,phage capsid protein,FIG00940702: hypothetical protein,
NATL2_21291,PMN2A_RS09800,PMN2A_1301,-1.288,-0.072,-6.69***,-1.048,-0.834,-3.345***,,hypothetical protein,Anthranilate phosphoribosyltransferase (EC 2.4.2.18),
NATL2_21301,PMN2A_RS09805,PMN2A_1302,0.776,-0.101,-6.346***,-0.1,0.55,-2.439***,,acetyltransferase,GCN5-related N-acetyltransferase,
NATL2_21311,PMN2A_RS09810,PMN2A_1303,-0.878,-1.505***,-1.31***,-0.243,-0.417,-1.088,,tetracycline resistance MFS efflux pump,"Multidrug efflux transporter, MFS family",
NATL2_21321,PMN2A_RS09815,PMN2A_1304,-0.046,0.255,5.64***,0.461,2.186***,0.921,ppk,polyphosphate kinase,Polyphosphate kinase (EC 2.7.4.1),
NATL2_21331,PMN2A_RS09820,PMN2A_1305,2.191***,2.058***,0.877***,2.343***,2.331***,-0.302***,,RNA polymerase sigma factor RpoD,"Cyanobacteria-specific RpoD-like sigma factor, type-13",
NATL2_21341,PMN2A_RS09825,PMN2A_1306,2.025***,2.327***,-0.923,1.63***,1.17,-0.309,SEC59,dolichol kinase,phytol kinase,
NATL2_21351,PMN2A_RS09830,PMN2A_1307,-0.374,1.8***,0.086,-0.749,-1.367,-3.475***,aroG,phospho-2-dehydro-3-deoxyheptonate aldolase,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54),
NATL2_21361,PMN2A_RS09835,PMN2A_1308,0.534,2.485***,1.406***,0.696***,1.464***,1.345***,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,Aconitate hydratase 2 (EC 4.2.1.3),
