gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
TX72_RS10830,,TX72_RS10830,SYNW2154,Protein Homology,2045204.0,2046862.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006043116.1,alpha-D-glucose phosphate-specific phosphoglucomutase,WP_011129009.1,SYNW2154,2045204.0,2046862.0,+,CK_Syn_WH8102_02154,pgmA2,"GO:0005975,GO:0000287,GO:0016868",CK_00001145,"G.4,G.5,G.8","Glycolysis/gluconeogenesis,Pentose phosphate pathway, Glycogen and sugar metabolism","COG0033,bactNOG03761,cyaNOG00751","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",5.4.2.2,Transferred to 5.4.2.2,"carbohydrate metabolic process,carbohydrate metabolic process,magnesium ion binding,intramolecular transferase activity%2C phosphotransferases",phosphoglucomutase,"PF02878,PF02880,PF00408,PF02879,PS00710,IPR016066,IPR005844,IPR005846,IPR005843,IPR005845","Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain I,Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain III,Phosphoglucomutase/phosphomannomutase%2C C-terminal domain,Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain II,Phosphoglucomutase and phosphomannomutase phosphoserine signature.,Alpha-D-phosphohexomutase%2C conserved site,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain I,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain III,Alpha-D-phosphohexomutase%2C C-terminal,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain II","116,117,119","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Pentose phosphate pathway,Energy metabolism / Sugars"
TX72_RS10835,,TX72_RS10835,SYNW2155,Protein Homology,2046937.0,2047233.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129010.1,hypothetical protein,WP_011129010.1,SYNW2155,2046937.0,2047233.0,-,CK_Syn_WH8102_02155,SYNW2155,GO:0016020,CK_00001872,,,"NOG138444,COG0477,bactNOG77443,cyaNOG08775","COG: POORLY CHARACTERIZED [S] Function unknown,COG: GEPR,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
TX72_RS10840,,TX72_RS10840,SYNW2156,Protein Homology,2047233.0,2050664.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129011.1,efflux RND transporter permease subunit,WP_011129011.1,SYNW2156,2047233.0,2050664.0,-,CK_Syn_WH8102_02156,YS02621,"GO:0006810,GO:0042493,GO:0046618,GO:0005215,GO:0005515,GO:0015238,GO:0015307,GO:0042802,GO:0016020",CK_00007997,"D.8,Q.7","Toxin production and resistance, Sugars",COG0841,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,,,"transport,response to drug,drug export,transport,response to drug,drug export,transporter activity,protein binding,xenobiotic transmembrane transporter activity,obsolete drug:proton antiporter activity,identical protein binding,transport,response to drug,drug export,transporter activity,protein binding,xenobiotic transmembrane transporter activity,obsolete drug:proton antiporter activity,identical protein binding,membrane",RND transporter%2C hydrophobe/amphiphile efflux-1 family protein,"PF00873,IPR001036","AcrB/AcrD/AcrF family,Acriflavin resistance protein","141,94","Transport and binding proteins / Unknown substrate,Cellular processes / Toxin production and resistance"
TX72_RS10845,,TX72_RS10845,SYNW2157,Protein Homology,2050674.0,2051792.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011365233.1,efflux RND transporter periplasmic adaptor subunit,WP_042503891.1,SYNW2157,2050674.0,2051801.0,-,CK_Syn_WH8102_02157,mdtA,"GO:0006810,GO:0055085,GO:0005215,GO:0022857,GO:0016020",CK_00035460,Q.9, Unknown substrate,"COG0845,cyaNOG03299","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"transport,transmembrane transport,transport,transmembrane transport,transporter activity,transmembrane transporter activity,transport,transmembrane transport,transporter activity,transmembrane transporter activity,membrane",multidrug efflux pump membrane fusion protein,"TIGR01730,PF12700,PF16576,IPR006143,IPR032317","efflux transporter%2C RND family%2C MFP subunit,HlyD family secretion protein,Barrel-sandwich domain of CusB or HlyD membrane-fusion,RND efflux pump%2C membrane fusion protein,RND efflux pump%2C membrane fusion protein%2C barrel-sandwich domain",141,Transport and binding proteins / Unknown substrate
TX72_RS10850,,TX72_RS10850,SYNW2158,Protein Homology,2051837.0,2054092.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359213.1,AAA family ATPase,WP_011129013.1,SYNW2158,2051837.0,2054092.0,+,CK_Syn_WH8102_02158,rarA,"GO:0006281,GO:0006310,GO:0000733,GO:0006260,GO:0030174,GO:0033567,GO:0043085,GO:0000166,GO:0009378,GO:0005524,GO:0003677,GO:0008047,GO:0043142",CK_00001146,F.1,DNA replication%2C recombination%2C and repair,"COG2256,bactNOG00596,cyaNOG01309","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,"DNA repair,DNA recombination,DNA strand renaturation,DNA replication,regulation of DNA-dependent DNA replication initiation,DNA replication%2C Okazaki fragment processing,positive regulation of catalytic activity,DNA repair,DNA recombination,DNA strand renaturation,DNA replication,regulation of DNA-dependent DNA replication initiation,DNA replication%2C Okazaki fragment processing,positive regulation of catalytic activity,nucleotide binding,four-way junction helicase activity,ATP binding,DNA binding,enzyme activator activity,single-stranded DNA helicase activity",recombination factor,"PF00004,PF12002,PF16193,IPR003959,IPR021886","ATPase family associated with various cellular activities (AAA),MgsA AAA+ ATPase C terminal,AAA C-terminal domain,ATPase%2C AAA-type%2C core,MgsA AAA+ ATPase C-terminal",132,DNA metabolism / DNA replication%2C recombination%2C and repair
TX72_RS14015,,TX72_RS14015,SYNW2159,GeneMarkS-2+,2054157.0,2054675.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,protein phosphatase,WP_148228818.1,SYNW2159,2054157.0,2054726.0,-,CK_Syn_WH8102_02159,SYNW2159,,CK_00001147,R.2,Conserved hypothetical proteins,"NOG38994,COG1131,COG0045,COG0443,bactNOG55755,cyaNOG05408","COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,COG: METABOLISM [C] Energy production and conversion,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved
TX72_RS10855,,TX72_RS10855,SYNW2160,GeneMarkS-2+,2054900.0,2055412.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011129015.1,SYNW2160,2054900.0,2055412.0,-,CK_Syn_WH8102_02160,SYNW2160,,CK_00043880,,,,,,,,putative thymidylate synthase,,,703,Unknown function / Enzymes of unknown specificity
TX72_RS10860,,TX72_RS10860,SYNW2161,Protein Homology,2055438.0,2056016.0,-,,,COORDINATES: protein motif:HMM:NF013786.6,4'-phosphopantetheinyl transferase family protein,WP_225867701.1,SYNW2161,2055438.0,2056094.0,-,CK_Syn_WH8102_02161,SYNW2161,"GO:0009059,GO:0000287,GO:0016740,GO:0008897",CK_00051353,"H.2,Q.9","Fatty acid metabolism, Unknown substrate",,,,,"macromolecule biosynthetic process,macromolecule biosynthetic process,magnesium ion binding,transferase activity,holo-[acyl-carrier-protein] synthase activity",putative 4'-phosphopantetheinyl transferase family domain protein,"PF01648,IPR008278","4'-phosphopantetheinyl transferase superfamily,4'-phosphopantetheinyl transferase domain","141,703","Transport and binding proteins / Unknown substrate,Unknown function / Enzymes of unknown specificity"
bcp,bcp,TX72_RS10865,SYNW2162,Protein Homology,2056094.0,2056561.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015109175.1,thioredoxin-dependent thiol peroxidase,WP_011129017.1,SYNW2162,2056094.0,2056561.0,+,CK_Syn_WH8102_02162,prxQ,"GO:0006979,GO:0045454,GO:0055114,GO:0008379,GO:0004601,GO:0016209,GO:0016491,GO:0051920",CK_00000038,"D.1,D.1.4","Adaptation/acclimation to atypical conditions and detoxification,Oxidative stress","COG1225,bactNOG29909,cyaNOG03125,cyaNOG02667","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.11.1.15,peroxiredoxin%3B thioredoxin peroxidase%3B tryparedoxin peroxidase%3B alkyl hydroperoxide reductase C22%3B AhpC%3B TrxPx%3B TXNPx%3B Prx%3B PRDX,"response to oxidative stress,cell redox homeostasis,oxidation-reduction process,response to oxidative stress,cell redox homeostasis,oxidation-reduction process,thioredoxin peroxidase activity,peroxidase activity,antioxidant activity,oxidoreductase activity,peroxiredoxin activity",2-Cys peroxiredoxin,"PF00578,PS51352,IPR012336,IPR000866","AhpC/TSA family,Thioredoxin domain profile.,Thioredoxin-like fold,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant","149,96","Cellular processes / Adaptations to atypical conditions,Cellular processes / Detoxification"
TX72_RS10870,,TX72_RS10870,SYNW2163,Protein Homology,2056539.0,2057237.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011934061.1,type III pantothenate kinase,WP_042503893.1,SYNW2163,2056539.0,2057300.0,-,CK_Syn_WH8102_02163,coaX,GO:0004594,CK_00001148,B.4,Pantothenate and coenzyme A,"COG1521,NOG131612,bactNOG36135,bactNOG100100,bactNOG100196,bactNOG100086,cyaNOG02604","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",2.7.1.33,pantothenate kinase%3B pantothenate kinase (phosphorylating)%3B pantothenic acid kinase%3B ATP:pantothenate 4'-phosphotransferase%3B D-pantothenate kinase,pantothenate kinase activity,type III pantothenate kinase,"PF03309,IPR004619","Type III pantothenate kinase,Type III pantothenate kinase",83,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pantothenate and coenzyme A
TX72_RS10875,,TX72_RS10875,SYNW2164,Protein Homology,2057243.0,2057989.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007101487.1,phosphoadenylyl-sulfate reductase,WP_042504477.1,SYNW2164,2057243.0,2058007.0,-,CK_Syn_WH8102_02164,cysH,"GO:0019379,GO:0055114,GO:0004604",CK_00001149,E.7,Sulfur metabolism,"COG0175,bactNOG04300,bactNOG18763,bactNOG02878,bactNOG13895,cyaNOG01691,cyaNOG02024","COG: EH,bactNOG: H,bactNOG: H,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: H,cyaNOG: H,cyaNOG: H",1.8.4.8,phosphoadenylyl-sulfate reductase (thioredoxin)%3B PAPS reductase%2C thioredoxin-dependent%3B PAPS reductase%3B thioredoxin:adenosine 3'-phosphate 5'-phosphosulfate reductase%3B 3'-phosphoadenylylsulfate reductase%3B thioredoxin:3'-phospho-adenylylsulfate reductase%3B phosphoadenosine-phosphosulfate reductase%3B adenosine 3'%2C5'-bisphosphate%2Csulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate-forming),"sulfate assimilation%2C phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin),oxidation-reduction process,sulfate assimilation%2C phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin),oxidation-reduction process,phosphoadenylyl-sulfate reductase (thioredoxin) activity",phosphoadenylyl-sulfate reductase,"TIGR00434,PF01507,IPR004511,IPR002500","phosophoadenylyl-sulfate reductase,Phosphoadenosine phosphosulfate reductase family,Phosphoadenosine phosphosulphate/adenosine 5'-phosphosulphate reductase,Phosphoadenosine phosphosulphate reductase",106,Central intermediary metabolism / Sulfur metabolism
TX72_RS10880,,TX72_RS10880,SYNW2165,Protein Homology,2058078.0,2059226.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129020.1,NAD(P)/FAD-dependent oxidoreductase,WP_011129020.1,SYNW2165,2058078.0,2059226.0,+,CK_Syn_WH8102_02165,ndbB,"GO:0055114,GO:0016491,GO:0050660",CK_00001150,"G.2,N","Electron transport,Regulatory functions","COG1252,bactNOG06758,bactNOG00901,cyaNOG00654","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.3,Transferred to 1.6.99.3,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity,flavin adenine dinucleotide binding",type 2 NADH dehydrogenase,"PF00070,PF07992,IPR001327,IPR023753","Pyridine nucleotide-disulphide oxidoreductase,Pyridine nucleotide-disulphide oxidoreductase,Description not found.,FAD/NAD(P)-binding domain","112,263","Energy metabolism / Electron transport,Regulatory functions / Protein interactions"
hflX,hflX,TX72_RS10885,SYNW2166,Protein Homology,2059223.0,2060911.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850999.1,GTPase HflX,WP_011129021.1,SYNW2166,2059223.0,2060911.0,+,CK_Syn_WH8102_02166,hflX,GO:0005525,CK_00001651,K.2,Ribosomal proteins: synthesis and modification,"COG2262,bactNOG00121,cyaNOG00541","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,GTP binding,GTPase,"TIGR03156,PF01926,PF13167,PS51705,IPR030394,IPR006073,IPR016496,IPR025121","GTP-binding protein HflX,50S ribosome-binding GTPase,GTP-binding GTPase N-terminal,HflX-type guanine nucleotide-binding (G) domain profile.,HflX-type guanine nucleotide-binding (G) domain,GTP binding domain,GTPase HflX,GTPase HflX%2C N-terminal",158,Protein synthesis / Ribosomal proteins: synthesis and modification
TX72_RS10890,,TX72_RS10890,SYNW2167,Protein Homology,2060899.0,2062716.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011365242.1,SLC13 family permease,WP_011129022.1,SYNW2167,2060899.0,2062716.0,+,CK_Syn_WH8102_02167,SYNW2167,"GO:0006813,GO:0055085,GO:0008324,GO:0016021",CK_00000189,Q.4,Cations and iron carrying compounds,"COG0471,bactNOG02191,cyaNOG01555,cyaNOG04883","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"potassium ion transport,transmembrane transport,potassium ion transport,transmembrane transport,cation transmembrane transporter activity,potassium ion transport,transmembrane transport,cation transmembrane transporter activity,integral component of membrane",putative sodium/potassium/sulfate transporter%2C DASS family,"PF03600,PF02080,PS01271,PS51202,IPR006037,IPR001898,IPR004680,IPR006037,IPR031312,IPR036721","Citrate transporter,TrkA-C domain,Sodium:sulfate symporter family signature.,RCK C-terminal domain profile.,Regulator of K+ conductance%2C C-terminal,Solute carrier family 13,Citrate transporter-like domain,Regulator of K+ conductance%2C C-terminal,Sodium/sulphate symporter%2C conserved site,Regulator of K+ conductance%2C C-terminal domain superfamily",145,Transport and binding proteins / Cations and iron carrying compounds
TX72_RS10895,,TX72_RS10895,SYNW2168,Protein Homology,2062750.0,2064159.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359205.1,TrkH family potassium uptake protein,WP_011129023.1,SYNW2168,2062750.0,2064159.0,+,CK_Syn_WH8102_02168,ktrB,"GO:0006813,GO:0055085",CK_00001151,Q.4,Cations and iron carrying compounds,"COG0168,bactNOG03400,bactNOG97656,cyaNOG01273","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"potassium ion transport,transmembrane transport",Ktr-type potassium uptake transporter%2C potassium-translocating subunit B,"PF02386,IPR003445","Cation transport protein,Cation transporter",145,Transport and binding proteins / Cations and iron carrying compounds
TX72_RS10900,,TX72_RS10900,SYNW2169,Protein Homology,2064184.0,2064888.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824937.1,potassium channel family protein,WP_011129024.1,SYNW2169,2064184.0,2064888.0,+,CK_Syn_WH8102_02169,ktrA,"GO:0006813,GO:0055085",CK_00001152,Q.4,Cations and iron carrying compounds,"COG0569,bactNOG09502,cyaNOG00610,cyaNOG06135","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"potassium ion transport,transmembrane transport",Ktr-type potassium uptake system%2C NAD-binding component,"PF02080,PF02254,PS51202,PS51201,IPR006037,IPR003148","TrkA-C domain,TrkA-N domain,RCK C-terminal domain profile.,RCK N-terminal domain profile.,Regulator of K+ conductance%2C C-terminal,Regulator of K+ conductance%2C N-terminal",145,Transport and binding proteins / Cations and iron carrying compounds
TX72_RS10905,,TX72_RS10905,SYNW2170,Protein Homology,2064900.0,2066039.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824936.1,anhydro-N-acetylmuramic acid kinase,WP_011129025.1,SYNW2170,2064900.0,2066039.0,+,CK_Syn_WH8102_02170,anmK,"GO:0006040,GO:0009254,GO:0005524,GO:0016773",CK_00001314,C.2,Murein sacculus and peptidoglycan,"COG2377,bactNOG00126,cyaNOG00551","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",2.7.1.170,anhydro-N-acetylmuramic acid kinase%3B anhMurNAc kinase%3B AnmK,"amino sugar metabolic process,peptidoglycan turnover,amino sugar metabolic process,peptidoglycan turnover,ATP binding,phosphotransferase activity%2C alcohol group as acceptor",anhydro-N-acetylmuramic acid kinase,"PF03702,IPR005338","Anhydro-N-acetylmuramic acid kinase,Anhydro-N-acetylmuramic acid kinase","100,89","Central intermediary metabolism / Amino sugars,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan"
TX72_RS10910,,TX72_RS10910,SYNW2171,Protein Homology,2066051.0,2066335.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129026.1,ribbon-helix-helix domain-containing protein,WP_011129026.1,SYNW2171,2066051.0,2066335.0,-,CK_Syn_WH8102_02171,SYNW2171,,CK_00001153,,,"NOG44221,COG3905,bactNOG71561,cyaNOG07394","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF07878,IPR012869","CopG-like RHH_1 or ribbon-helix-helix domain%2C RHH_5,CopG-like ribbon-helix-helix domain",156,Hypothetical proteins / Conserved
