Name,gene,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
pheS,pheS,TX50_RS06825,PMM1270,Protein Homology,1224073,1225080,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820735.1,phenylalanine--tRNA ligase subunit alpha,WP_011132904.1,1007,K01889,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09181 Protein families: metabolism;09182 Protein families: genetic information processing,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970];01007 Amino acid related enzymes [BR:ko01007];03016 Transfer RNA biogenesis [BR:ko03016],"K01889  FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]",AA/Nucleotide,,"FARSA, pheS",(pheS)
surE,surE,TX50_RS06830,PMM1271,Protein Homology,1225148,1225957,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820736.1,5'/3'-nucleotidase SurE,WP_011132905.1,809,K03787,09100 Metabolism,09104 Nucleotide metabolism;09108 Metabolism of cofactors and vitamins,00230 Purine metabolism [PATH:ko00230];00240 Pyrimidine metabolism [PATH:ko00240];00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],K03787  surE; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6],AA/Nucleotide,,surE,(surE)
TX50_RS06835,,TX50_RS06835,PMM1272,Protein Homology,1225937,1226470,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376912.1,DUF3611 family protein,WP_011132906.1,533,,,,,,Other,,,
TX50_RS06840,,TX50_RS06840,PMM1273,Protein Homology,1226538,1227461,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820738.1,bifunctional riboflavin kinase/FAD synthetase,WP_011132907.1,923,K11753,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740],K11753  ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2],Metabolism,,nan,nan
TX50_RS06845,(thiE),TX50_RS06845,PMM1274,Protein Homology,1227470,1228525,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132908.1,thiamine phosphate synthase,WP_011132908.1,1055,K00788,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K00788  thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3],Metabolism,,thiE,(thiE)
thiS,thiS,TX50_RS06850,PMM1275,Protein Homology,1228515,1228724,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376915.1,sulfur carrier protein ThiS,WP_011132909.1,209,K03154,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122],K03154  thiS; sulfur carrier protein,Genetic Info,,thiS,(thiS)
TX50_RS09780,,TX50_RS09780,PMM1276,Protein Homology,1228837,1229004,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477334.1,hypothetical protein,WP_011132910.1,167,,,,,,Uncharacterized,,,
larB,larB,TX50_RS06855,PMM1278,Protein Homology,1229209,1229865,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820743.1,nickel pincer cofactor biosynthesis protein LarB,WP_011132912.1,656,K06898,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K06898  larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]",Metabolism,,larB,(larB)
TX50_RS06860,,TX50_RS06860,PMM1279,Protein Homology,1229862,1230308,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820744.1,TIGR03792 family protein,WP_011132913.1,446,,,,,,Other,,,
trmD,trmD,TX50_RS09360,PMM1280,Protein Homology,1230305,1231528,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820745.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD,WP_011132914.1,1223,K00554,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K00554  trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],Genetic Info,,trmD,(trmD)
era,era,TX50_RS06875,PMM1281,Protein Homology,1231529,1232440,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008169.1,GTPase Era,WP_011132915.1,911,K03595,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009];03029 Mitochondrial biogenesis [BR:ko03029],"K03595  era, ERAL1; GTPase",Genetic Info,,"era, ERAL1",(era)
TX50_RS06880,,TX50_RS06880,PMM1282,Protein Homology,1232480,1233007,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008170.1,hypothetical protein,WP_011132916.1,527,,,,,,Uncharacterized,,,
TX50_RS06885,,TX50_RS06885,PMM1283,Protein Homology,1233063,1233800,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478226.1,Bax inhibitor-1 family protein,WP_011132917.1,737,K06890,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06890  K06890; uncharacterized protein,Uncharacterized,,K06890,
TX50_RS06890,"(phoH,phoL)",TX50_RS06890,PMM1284,Protein Homology,1233875,1234831,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376926.1,PhoH family protein,WP_011132918.1,956,K06217,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99995 Signaling proteins,"K06217  phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins",Env. Info/Cellular Process,,"phoH, phoL","(phoH,phoL)"
rpsP,rpsP,TX50_RS06895,PMM1285,Protein Homology,1234866,1235210,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820750.1,30S ribosomal protein S16,WP_011132919.1,344,K02959,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011];03029 Mitochondrial biogenesis [BR:ko03029],"K02959  RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16",Genetic Info,,"RP-S16, MRPS16, rpsP",(rpsP)
ffh,ffh,TX50_RS06900,PMM1286,Protein Homology,1235265,1236761,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863401.1,signal recognition particle protein,WP_011132920.1,1496,K03106,09120 Genetic Information Processing;09130 Environmental Information Processing;09140 Cellular Processes;09180 Brite Hierarchies,"09123 Folding, sorting and degradation;09131 Membrane transport;09145 Cellular community - prokaryotes;09183 Protein families: signaling and cellular processes",02024 Quorum sensing [PATH:ko02024];02044 Secretion system [BR:ko02044];03060 Protein export [PATH:ko03060];03070 Bacterial secretion system [PATH:ko03070],"K03106  SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",Membrane transport,Membrane transport,"SRP54, ffh",(ffh)
TX50_RS06905,,TX50_RS06905,PMM1287,Protein Homology,1236811,1238919,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863402.1,IMS domain-containing protein,WP_011132921.1,2108,,,,,,Other,,,
pdhA,pdhA,TX50_RS06910,PMM1288,Protein Homology,1239069,1240106,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820753.1,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,WP_011132922.1,1037,K00161,09100 Metabolism;09130 Environmental Information Processing,09101 Carbohydrate metabolism;09132 Signal transduction,00010 Glycolysis / Gluconeogenesis [PATH:ko00010];00020 Citrate cycle (TCA cycle) [PATH:ko00020];00620 Pyruvate metabolism [PATH:ko00620];04066 HIF-1 signaling pathway [PATH:ko04066],"K00161  PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]",Energy/Carbohydrate/Glycan,,"PDHA, pdhA",(pdhA)
TX50_RS06915,(rpoD),TX50_RS06915,PMM1289,Protein Homology,1240108,1241049,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128485.1,RpoD/SigA family RNA polymerase sigma factor,WP_011132923.1,941,K03086,09140 Cellular Processes;09180 Brite Hierarchies,09142 Cell motility;09182 Protein families: genetic information processing,02040 Flagellar assembly [PATH:ko02040];03021 Transcription machinery [BR:ko03021],K03086  rpoD; RNA polymerase primary sigma factor,Genetic Info,,rpoD,(rpoD)
TX50_RS06920,,TX50_RS06920,PMM1290,Protein Homology,1241190,1242755,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807628.1,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,WP_011132924.1,1565,K23997,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K23997  nnr; ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6],Metabolism,,nan,nan
mnmA,mnmA,TX50_RS06925,PMM1291,Protein Homology,1242801,1243973,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132925.1,tRNA 2-thiouridine(34) synthase MnmA,WP_011132925.1,1172,K00566,09120 Genetic Information Processing;09180 Brite Hierarchies,"09123 Folding, sorting and degradation;09182 Protein families: genetic information processing",03016 Transfer RNA biogenesis [BR:ko03016];04122 Sulfur relay system [PATH:ko04122],"K00566  mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]",Genetic Info,,"mnmA, trmU","(mnmA,trmU)"
TX50_RS06930,(lnt),TX50_RS06930,PMM1292,Protein Homology,1243947,1245437,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132926.1,apolipoprotein N-acyltransferase,WP_011132926.1,1490,K03820,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K03820  lnt; apolipoprotein N-acyltransferase [EC:2.3.1.269],Metabolism,,lnt,(lnt)
TX50_RS06935,,TX50_RS06935,PMM1293,Protein Homology,1245526,1246098,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376935.1,FKBP-type peptidyl-prolyl cis-trans isomerase,WP_011132927.1,572,,,,,,Other,,,
sodN,sodN,TX50_RS06940,PMM1294,Protein Homology,1246173,1246643,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818912.1,superoxide dismutase%2C Ni,WP_011132928.1,470,K00518,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K00518  sodN; nickel superoxide dismutase [EC:1.15.1.1],Metabolism,,sodN,(sodN)
sodX,sodX,TX50_RS06945,PMM1295,Protein Homology,1246706,1246996,+,,,COORDINATES: protein motif:HMM:NF012920.2,nickel-type superoxide dismutase maturation protease,WP_225866787.1,290,K03100,09120 Genetic Information Processing;09180 Brite Hierarchies,"09123 Folding, sorting and degradation;09181 Protein families: metabolism",01002 Peptidases and inhibitors [BR:ko01002];03060 Protein export [PATH:ko03060],K03100  lepB; signal peptidase I [EC:3.4.21.89],Genetic Info,,lepB,(lepB)
TX50_RS06950,,TX50_RS06950,PMM1296,Protein Homology,1246993,1247661,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820761.1,hypothetical protein,WP_011132930.1,668,,,,,,Uncharacterized,,,
trpC,trpC,TX50_RS06955,PMM1297,Protein Homology,1247716,1248603,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818915.1,indole-3-glycerol phosphate synthase TrpC,WP_011132931.1,887,K01609,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",K01609  trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48],AA/Nucleotide,,trpC,(trpC)
lpdA,lpdA,TX50_RS06960,PMM1298,Protein Homology,1248616,1250055,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008186.1,dihydrolipoyl dehydrogenase,WP_011132932.1,1439,K00382,09100 Metabolism;09180 Brite Hierarchies,09101 Carbohydrate metabolism;09105 Amino acid metabolism;09183 Protein families: signaling and cellular processes,"00010 Glycolysis / Gluconeogenesis [PATH:ko00010];00020 Citrate cycle (TCA cycle) [PATH:ko00020];00260 Glycine, serine and threonine metabolism [PATH:ko00260];00280 Valine, leucine and isoleucine degradation [PATH:ko00280];00310 Lysine degradation [PATH:ko00310];00380 Tryptophan metabolism [PATH:ko00380];00620 Pyruvate metabolism [PATH:ko00620];00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630];00640 Propanoate metabolism [PATH:ko00640];04147 Exosome [BR:ko04147]","K00382  DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]",AA/Nucleotide;Energy/Carbohydrate/Glycan,,"DLD, lpd, pdhD","(lpd,pdhD)"
TX50_RS06965,(spoU),TX50_RS06965,PMM1299,Protein Homology,1250052,1250792,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820764.1,RNA methyltransferase,WP_011132933.1,740,K03437,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K03437  spoU; RNA methyltransferase, TrmH family",Genetic Info,,spoU,(spoU)
murA,murA,TX50_RS06970,PMM1300,Protein Homology,1251103,1252476,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132934.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,WP_011132934.1,1373,K00790,09100 Metabolism;09180 Brite Hierarchies,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism;09181 Protein families: metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00550 Peptidoglycan biosynthesis [PATH:ko00550];01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K00790  murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],Energy/Carbohydrate/Glycan,,murA,(murA)
TX50_RS06980,(argD),TX50_RS06980,PMM1301,Protein Homology,1253080,1254255,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805466.1,aspartate aminotransferase family protein,WP_036930592.1,1175,K00821,09100 Metabolism;09180 Brite Hierarchies,09105 Amino acid metabolism;09181 Protein families: metabolism,00220 Arginine biosynthesis [PATH:ko00220];00300 Lysine biosynthesis [PATH:ko00300];01007 Amino acid related enzymes [BR:ko01007],K00821  argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17],AA/Nucleotide,,argD,(argD)
TX50_RS06985,,TX50_RS06985,PMM1302,Protein Homology,1254268,1255500,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818920.1,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,WP_011132936.1,1232,K11754,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K11754  folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17],Metabolism,,nan,nan
TX50_RS06990,,TX50_RS06990,PMM1303,Protein Homology,1255497,1256852,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008192.1,FAD-binding oxidoreductase,WP_011132937.1,1355,,,,,,Other,,,
TX50_RS06995,(codA),TX50_RS06995,PMM1304,Protein Homology,1256891,1258126,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820769.1,amidohydrolase family protein,WP_011132938.1,1235,K01485,09100 Metabolism,09104 Nucleotide metabolism;09105 Amino acid metabolism,00240 Pyrimidine metabolism [PATH:ko00240];00330 Arginine and proline metabolism [PATH:ko00330],K01485  codA; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21],AA/Nucleotide,,codA,(codA)
miaB,miaB,TX50_RS07005,PMM1305,Protein Homology,1258409,1259803,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820770.1,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,WP_011132939.1,1394,K06168,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06168  miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3],Genetic Info,,miaB,(miaB)
TX50_RS07010,(ddl),TX50_RS07010,PMM1306,Protein Homology,1259813,1260880,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818924.1,D-alanine--D-alanine ligase,WP_011132940.1,1067,K01921,09100 Metabolism;09180 Brite Hierarchies,09106 Metabolism of other amino acids;09107 Glycan biosynthesis and metabolism;09181 Protein families: metabolism,00470 D-Amino acid metabolism [PATH:ko00470];00550 Peptidoglycan biosynthesis [PATH:ko00550];01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K01921  ddl; D-alanine-D-alanine ligase [EC:6.3.2.4],AA/Nucleotide;Energy/Carbohydrate/Glycan,,ddl,(ddl)
TX50_RS07015,,TX50_RS07015,PMM1307,Protein Homology,1260892,1261302,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808380.1,hypothetical protein,WP_011132941.1,410,,,,,,Uncharacterized,,,
TX50_RS07020,,TX50_RS07020,PMM1308,Protein Homology,1261299,1262024,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376950.1,FtsQ-type POTRA domain-containing protein,WP_011132942.1,725,,,,,,Other,,,
ftsZ,ftsZ,TX50_RS07025,PMM1309,Protein Homology,1262202,1263317,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376951.1,cell division protein FtsZ,WP_011132943.1,1115,K03531,09140 Cellular Processes;09180 Brite Hierarchies,09143 Cell growth and death;09182 Protein families: genetic information processing;09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048];03036 Chromosome and associated proteins [BR:ko03036];04112 Cell cycle - Caulobacter [PATH:ko04112];04812 Cytoskeleton proteins [BR:ko04812],K03531  ftsZ; cell division protein FtsZ,Genetic Info,,ftsZ,(ftsZ)
panB,panB,TX50_RS07030,PMM1310,Protein Homology,1263472,1264245,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818928.1,3-methyl-2-oxobutanoate hydroxymethyltransferase,WP_011132944.1,773,K00606,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],K00606  panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11],Metabolism,,panB,(panB)
hemW,hemW,TX50_RS07035,PMM1311,Protein Homology,1264238,1265461,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376954.1,radical SAM family heme chaperone HemW,WP_036930510.1,1223,,,,,,Other,,,
TX50_RS07040,,TX50_RS07040,PMM1312,Protein Homology,1265560,1266669,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820777.1,TRAM domain-containing protein,WP_011132946.1,1109,,,,,,Other,,,
TX50_RS07045,(clpP),TX50_RS07045,PMM1313,Protein Homology,1266710,1267372,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807804.1,ATP-dependent Clp protease proteolytic subunit,WP_011132947.1,662,K01358,09140 Cellular Processes;09180 Brite Hierarchies,09143 Cell growth and death;09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002];04112 Cell cycle - Caulobacter [PATH:ko04112],"K01358  clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",Env. Info/Cellular Process,,"clpP, CLPP",(clpP)
TX50_RS07050,(clpP),TX50_RS07050,PMM1314,Protein Homology,1267406,1268011,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132948.1,ATP-dependent Clp protease proteolytic subunit,WP_011132948.1,605,K01358,09140 Cellular Processes;09180 Brite Hierarchies,09143 Cell growth and death;09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002];04112 Cell cycle - Caulobacter [PATH:ko04112],"K01358  clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",Env. Info/Cellular Process,,"clpP, CLPP",(clpP)
ilvC,ilvC,TX50_RS07055,PMM1315,Protein Homology,1268128,1269117,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807943.1,ketol-acid reductoisomerase,WP_011132949.1,989,K00053,09100 Metabolism,09105 Amino acid metabolism;09108 Metabolism of cofactors and vitamins,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290];00770 Pantothenate and CoA biosynthesis [PATH:ko00770]",K00053  ilvC; ketol-acid reductoisomerase [EC:1.1.1.86],AA/Nucleotide,,ilvC,(ilvC)
cbiB,cbiB,TX50_RS07060,PMM1316,Protein Homology,1269105,1270118,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820781.1,adenosylcobinamide-phosphate synthase CbiB,WP_011132950.1,1013,K02227,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K02227  cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]",Metabolism,,"cbiB, cobD","(cbiB,cobD)"
TX50_RS07065,,TX50_RS07065,PMM1317,Protein Homology,1270176,1270442,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820782.1,high light inducible protein,WP_011132951.1,266,,,,,,high light inducible,,,
TX50_RS09890,,TX50_RS09890,PMM1974,Protein Homology,1270445,1270657,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376960.1,hypothetical protein,WP_042116151.1,212,,,,,,Uncharacterized,,,
TX50_RS07075,,TX50_RS07075,PMM1318,Protein Homology,1270652,1270909,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820783.1,hypothetical protein,WP_036930508.1,257,,,,,,Uncharacterized,,,
TX50_RS07080,,TX50_RS07080,PMM1319,Protein Homology,1270969,1271214,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805198.1,hypothetical protein,WP_011132953.1,245,,,,,,Uncharacterized,,,
TX50_RS07085,,TX50_RS07085,PMM1320,Protein Homology,1271269,1271598,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820785.1,hypothetical protein,WP_011132954.1,329,,,,,,Uncharacterized,,,
