gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,gene_synonym,locus_tag,ec_numbers
DEH24_17880,,DEH24_17880,Protein Homology,365,1678,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008302863.1,ABC transporter substrate-binding protein,HBY41303.1,,DEH24_17880,
DEH24_17885,,DEH24_17885,Protein Homology,1697,2398,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006990906.1,ABC transporter ATP-binding protein,HBY41304.1,,DEH24_17885,
DEH24_17890,,DEH24_17890,Protein Homology,2416,3699,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007635426.1,efflux transporter periplasmic adaptor subunit,HBY41305.1,,DEH24_17890,
uxuA,uxuA,DEH24_17895,Protein Homology,3828,5003,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007642991.1,mannonate dehydratase,HBY41306.1,,DEH24_17895,
DEH24_17900,,DEH24_17900,Protein Homology,5125,5829,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016710666.1,FadR family transcriptional regulator,HBY41307.1,,DEH24_17900,
DEH24_17905,,DEH24_17905,Protein Homology,5893,7665,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011469109.1,beta-glucuronidase,HBY41308.1,,DEH24_17905,
DEH24_17910,,DEH24_17910,Protein Homology,7848,8339,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017058485.1,glutamine amidotransferase,HBY41309.1,,DEH24_17910,
DEH24_12355,,DEH24_12355,GeneMarkS+,208,687,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40206.1,,DEH24_12355,
rimI,rimI,DEH24_12360,Protein Homology,654,1139,+,,,COORDINATES: protein motif:HMM:TIGR01575,ribosomal-protein-alanine N-acetyltransferase,HBY40207.1,,DEH24_12360,
DEH24_12365,,DEH24_12365,Protein Homology,1128,1862,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010364139.1,glycosyl transferase family 25,HBY40208.1,,DEH24_12365,
DEH24_12370,,DEH24_12370,Protein Homology,1996,3333,-,,,COORDINATES: protein motif:HMM:PF03349.14,hypothetical protein,HBY40209.1,,DEH24_12370,
DEH24_12375,,DEH24_12375,Protein Homology,3483,4613,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010377931.1,hypothetical protein,HBY40210.1,,DEH24_12375,
DEH24_20870,,DEH24_20870,Protein Homology,181,1023,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949439.1,hypothetical protein,HBY41894.1,,DEH24_20870,
DEH24_20875,,DEH24_20875,Protein Homology,1028,1960,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018981657.1,glutathione-dependent reductase,HBY41895.1,,DEH24_20875,
DEH24_20880,,DEH24_20880,Protein Homology,2049,3251,-,,,COORDINATES: protein motif:HMM:PRK11728.1,L-2-hydroxyglutarate oxidase,HBY41896.1,,DEH24_20880,
DEH24_20885,,DEH24_20885,Protein Homology,3334,3847,+,accepts sulfur from CsdA,,COORDINATES: similar to AA sequence:RefSeq:WP_018981656.1,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,HBY41897.1,,DEH24_20885,
DEH24_15465,,DEH24_15465,Protein Homology,1,274,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982076.1,iron-sulfur cluster carrier protein ApbC,HBY40822.1,,DEH24_15465,
DEH24_15470,,DEH24_15470,Protein Homology,617,788,+,,,COORDINATES: protein motif:HMM:PF09334.9,hypothetical protein,HBY40823.1,,DEH24_15470,
metG,metG,DEH24_15475,Protein Homology,1147,2997,+,methionine--tRNA ligase%3B MetRS%3B adds methionine to tRNA(Met) with cleavage of ATP to AMP and diphosphate%3B some MetRS enzymes form dimers depending on a C-terminal domain that is also found in other proteins such as Trbp111 in Aquifex aeolicus and the cold-shock protein CsaA from Bacillus subtilis while others do not%3B four subfamilies exist based on sequence motifs and zinc content,,COORDINATES: similar to AA sequence:RefSeq:WP_006993780.1,methionine--tRNA ligase,HBY40824.1,,DEH24_15475,6.1.1.10
DEH24_15480,,DEH24_15480,GeneMarkS+,3431,3667,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40825.1,,DEH24_15480,
DEH24_15485,,DEH24_15485,Protein Homology,3772,4521,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067503.1,SAM-dependent methyltransferase,HBY40826.1,,DEH24_15485,
gloB,gloB,DEH24_15490,Protein Homology,4628,5422,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008843212.1,hydroxyacylglutathione hydrolase,HBY40827.1,,DEH24_15490,
DEH24_15495,,DEH24_15495,Protein Homology,5547,7199,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783531.1,lytic transglycosylase,HBY40828.1,,DEH24_15495,
DEH24_15505,,DEH24_15505,Protein Homology,8248,8733,+,,,COORDINATES: protein motif:HMM:PF04191.11,hypothetical protein,HBY40829.1,,DEH24_15505,
DEH24_15510,,DEH24_15510,Protein Homology,8736,10424,-,malic enzyme%3B oxaloacetate-decarboxylating%3B NAD-dependent%3B catalyzes the formation of pyruvate form malate,,COORDINATES: similar to AA sequence:RefSeq:WP_016916039.1,NAD-dependent malic enzyme,HBY40830.1,,DEH24_15510,1.1.1.38
DEH24_15515,,DEH24_15515,Protein Homology,10471,11865,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007985441.1,anion transporter,HBY40831.1,,DEH24_15515,
DEH24_15520,,DEH24_15520,Protein Homology,11977,12879,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007985439.1,alpha/beta hydrolase,HBY40832.1,,DEH24_15520,
DEH24_15525,,DEH24_15525,Protein Homology,12933,15947,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997485.1,TonB-dependent receptor,HBY40833.1,,DEH24_15525,
DEH24_15530,,DEH24_15530,Protein Homology,16211,17557,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008301768.1,DNA-binding response regulator,HBY40834.1,,DEH24_15530,
DEH24_15535,,DEH24_15535,Protein Homology,17554,18904,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008301769.1,sensor histidine kinase,HBY40835.1,,DEH24_15535,
DEH24_02920,,DEH24_02920,GeneMarkS+,1,966,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38340.1,,DEH24_02920,
DEH24_02925,,DEH24_02925,Protein Homology,967,3690,+,,,COORDINATES: protein motif:HMM:PF07715.13,porin,HBY38341.1,,DEH24_02925,
DEH24_02930,,DEH24_02930,Protein Homology,3678,4781,+,,,COORDINATES: protein motif:HMM:PF03150.12,cytochrome-c peroxidase,HBY38342.1,,DEH24_02930,
DEH24_18750,,DEH24_18750,Protein Homology,1,590,-,,,COORDINATES: protein motif:HMM:PF13360.4,hypothetical protein,HBY41476.1,,DEH24_18750,
DEH24_18755,,DEH24_18755,Protein Homology,594,1211,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783288.1,hypothetical protein,HBY41477.1,,DEH24_18755,
DEH24_18760,,DEH24_18760,Protein Homology,1243,2523,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010364180.1,histidine--tRNA ligase,HBY41478.1,,DEH24_18760,
DEH24_18765,,DEH24_18765,Protein Homology,2626,3744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783286.1,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,HBY41479.1,,DEH24_18765,
DEH24_18770,,DEH24_18770,Protein Homology,3744,4748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518997.1,DUF4115 domain-containing protein,HBY41480.1,,DEH24_18770,
DEH24_18775,,DEH24_18775,Protein Homology,4762,5940,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950169.1,type IV pilus biogenesis/stability protein PilW,HBY41481.1,,DEH24_18775,
DEH24_18780,,DEH24_18780,Protein Homology,5972,7090,-,23S rRNA m2A2503 methyltransferase%3B methylates the C2 position of the A2530 nucleotide in 23S rRNA%3B may be involved in antibiotic resistance,,COORDINATES: similar to AA sequence:RefSeq:WP_013783283.1,bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN,HBY41482.1,,DEH24_18780,
DEH24_18785,,DEH24_18785,Protein Homology,7214,7645,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519000.1,nucleoside-diphosphate kinase,HBY41483.1,,DEH24_18785,
DEH24_18790,,DEH24_18790,Protein Homology,8092,8433,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950170.1,Fe-S cluster assembly protein SufE,HBY41484.1,,DEH24_18790,
DEH24_18795,,DEH24_18795,Protein Homology,8743,8835,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233411.1,Fe-S cluster assembly protein SufE,HBY41485.1,,DEH24_18795,
DEH24_18800,,DEH24_18800,Protein Homology,8863,9135,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012069063.1,putative Fe-S cluster assembly protein SufT,HBY41486.1,,DEH24_18800,
DEH24_18320,,DEH24_18320,Protein Homology,1,573,+,Catalyzes the rate-limiting step in dNTP synthesis,,COORDINATES: similar to AA sequence:RefSeq:WP_002961160.1,ribonucleotide-diphosphate reductase subunit alpha,HBY41391.1,,DEH24_18320,1.17.4.1
DEH24_18325,,DEH24_18325,Protein Homology,638,1768,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018981838.1,ribonucleotide-diphosphate reductase subunit beta,HBY41392.1,,DEH24_18325,
DEH24_18330,,DEH24_18330,Protein Homology,1772,2044,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518617.1,2Fe-2S ferredoxin-like protein,HBY41393.1,,DEH24_18330,
DEH24_18335,,DEH24_18335,Protein Homology,2151,3002,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018150356.1,EamA family transporter,HBY41394.1,,DEH24_18335,
DEH24_18340,,DEH24_18340,Protein Homology,3094,3807,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949658.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,HBY41395.1,,DEH24_18340,
DEH24_18345,,DEH24_18345,Protein Homology,3822,4925,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949659.1,outer membrane assembly protein BamC,HBY41396.1,,DEH24_18345,
DEH24_18350,,DEH24_18350,Protein Homology,4935,5819,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_017446339.1,4-hydroxy-tetrahydrodipicolinate synthase,HBY41397.1,,DEH24_18350,
DEH24_18355,,DEH24_18355,Protein Homology,6049,6582,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006991137.1,glycine cleavage system transcriptional repressor,HBY41398.1,,DEH24_18355,
DEH24_18360,,DEH24_18360,Protein Homology,6586,7050,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518628.1,thioredoxin-dependent thiol peroxidase,HBY41399.1,,DEH24_18360,
DEH24_18365,,DEH24_18365,Protein Homology,7101,7949,-,,,COORDINATES: protein motif:HMM:PF05368.11,NmrA family transcriptional regulator,HBY41400.1,,DEH24_18365,
DEH24_18370,,DEH24_18370,Protein Homology,8037,9458,-,,,COORDINATES: protein motif:HMM:PF00144.22,serine hydrolase,HBY41401.1,,DEH24_18370,
DEH24_18375,,DEH24_18375,GeneMarkS+,9652,9780,+,,,COORDINATES: ab initio prediction:GeneMarkS+,dienelactone hydrolase,HBY41402.1,,DEH24_18375,
DEH24_09065,,DEH24_09065,Protein Homology,1,1006,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018984159.1,methyl-accepting chemotaxis protein,HBY39556.1,,DEH24_09065,
DEH24_09070,,DEH24_09070,Protein Homology,1253,1729,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003168119.1,protein with SnoaL 3 domain%2C NTF 2 superfamily,HBY39557.1,,DEH24_09070,
DEH24_09075,,DEH24_09075,Protein Homology,1726,2355,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000136.1,OmpA family protein,HBY39558.1,,DEH24_09075,
DEH24_09080,,DEH24_09080,Protein Homology,2599,3777,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007615426.1,HD domain-containing protein,HBY39559.1,,DEH24_09080,
DEH24_09085,,DEH24_09085,Protein Homology,3907,4260,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007987123.1,cysteine methyltransferase,HBY39560.1,,DEH24_09085,
DEH24_09090,,DEH24_09090,Protein Homology,4274,4835,+,,,COORDINATES: protein motif:HMM:PF03942.13,hypothetical protein,HBY39561.1,,DEH24_09090,
motB,motB,DEH24_04210,Protein Homology,1,317,+,with MotA forms the ion channels that couple flagellar rotation to proton/sodium motive force across the membrane and forms the stator elements of the rotary flagellar machine%3B Vibrio parahaemolyticus protein is associated with the polar flagella,,COORDINATES: similar to AA sequence:RefSeq:WP_012518933.1,flagellar motor protein MotB,HBY38597.1,,DEH24_04210,
DEH24_04215,,DEH24_04215,Protein Homology,369,1622,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014108123.1,SAM-dependent methyltransferase,HBY38598.1,,DEH24_04215,
DEH24_04220,,DEH24_04220,Protein Homology,1626,2363,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007619030.1,DUF1365 domain-containing protein,HBY38599.1,,DEH24_04220,
DEH24_04225,,DEH24_04225,Protein Homology,2363,3625,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007642302.1,FAD-dependent oxidoreductase,HBY38600.1,,DEH24_04225,
DEH24_04230,,DEH24_04230,Protein Homology,3640,4353,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976977.1,short-chain dehydrogenase,HBY38601.1,,DEH24_04230,
DEH24_04235,,DEH24_04235,Protein Homology,4350,4781,-,,,COORDINATES: protein motif:HMM:PF07366.10,nuclear transport factor 2 family protein,HBY38602.1,,DEH24_04235,
DEH24_04240,,DEH24_04240,Protein Homology,4954,5529,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783379.1,peptidase S16,HBY38603.1,,DEH24_04240,
DEH24_04245,,DEH24_04245,Protein Homology,5596,6207,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014108129.1,RNA polymerase subunit sigma,HBY38604.1,,DEH24_04245,
DEH24_04250,,DEH24_04250,Protein Homology,6200,6874,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976975.1,anti-sigma factor,HBY38605.1,,DEH24_04250,
DEH24_04255,,DEH24_04255,GeneMarkS+,7136,7410,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38606.1,,DEH24_04255,
DEH24_14700,,DEH24_14700,Protein Homology,1,2941,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011761730.1,hypothetical protein,HBY40670.1,,DEH24_14700,
DEH24_14705,,DEH24_14705,Protein Homology,2938,3423,+,,,COORDINATES: protein motif:HMM:PF13845.4,hypothetical protein,HBY40671.1,,DEH24_14705,
DEH24_14710,,DEH24_14710,Protein Homology,3445,4017,+,,,COORDINATES: protein motif:HMM:PF07638.9,RNA polymerase subunit sigma,HBY40672.1,,DEH24_14710,
DEH24_14715,,DEH24_14715,Protein Homology,4007,4756,+,,,COORDINATES: protein motif:HMM:PF07228.10,phosphoprotein phosphatase,HBY40673.1,,DEH24_14715,
DEH24_14720,,DEH24_14720,GeneMarkS+,4830,5079,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40674.1,,DEH24_14720,
DEH24_06665,,DEH24_06665,Protein Homology,3,707,+,,,COORDINATES: protein motif:HMM:PF03466.18,LysR family transcriptional regulator,HBY39077.1,,DEH24_06665,
DEH24_06670,,DEH24_06670,Protein Homology,889,1884,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006009556.1,proline iminopeptidase,HBY39078.1,,DEH24_06670,
DEH24_06675,,DEH24_06675,Protein Homology,2168,4351,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012777970.1,S9 family peptidase,HBY39079.1,,DEH24_06675,
DEH24_06680,,DEH24_06680,Protein Homology,4469,4915,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014108165.1,molecular chaperone,HBY39080.1,,DEH24_06680,
DEH24_06685,,DEH24_06685,Protein Homology,5255,6232,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786483.1,purine phosphorylase,HBY39081.1,,DEH24_06685,
DEH24_06690,,DEH24_06690,GeneMarkS+,6232,7188,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39082.1,,DEH24_06690,
DEH24_06695,,DEH24_06695,Protein Homology,7207,7827,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018402521.1,flavin reductase family protein,HBY39083.1,,DEH24_06695,
DEH24_06700,,DEH24_06700,Protein Homology,7835,8539,-,,,COORDINATES: protein motif:HMM:PF00486.26,DNA-binding response regulator,HBY39084.1,,DEH24_06700,
DEH24_06705,,DEH24_06705,Protein Homology,8540,10099,-,,,COORDINATES: protein motif:HMM:PF00512.23%2CHMM:PF02518.24,two-component sensor histidine kinase,HBY39085.1,,DEH24_06705,
DEH24_06710,,DEH24_06710,Protein Homology,10154,10678,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011612444.1,hypothetical protein,HBY39086.1,,DEH24_06710,
DEH24_06715,,DEH24_06715,Protein Homology,10775,12502,-,,,COORDINATES: protein motif:HMM:TIGR00254,hypothetical protein,HBY39087.1,,DEH24_06715,
DEH24_06720,,DEH24_06720,Protein Homology,12510,12695,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520003.1,DUF2721 domain-containing protein,HBY39088.1,,DEH24_06720,
DEH24_17010,,DEH24_17010,Protein Homology,1,450,+,,,COORDINATES: protein motif:HMM:PF01566.16,manganese transporter,HBY41129.1,,DEH24_17010,
DEH24_17015,,DEH24_17015,Protein Homology,439,1569,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067916.1,aminotransferase class I/II,HBY41130.1,,DEH24_17015,
DEH24_17020,,DEH24_17020,Protein Homology,1599,1976,-,,,COORDINATES: protein motif:HMM:PF00072.22,response regulator,HBY41131.1,,DEH24_17020,
typA,typA,DEH24_17025,Protein Homology,2246,4072,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519617.1,translational GTPase TypA,HBY41132.1,,DEH24_17025,
glnA,glnA,DEH24_17030,Protein Homology,4480,5889,+,forms a homododecamer%3B forms glutamine from ammonia and glutamate with the conversion of ATP to ADP and phosphate%3B also functions in the assimilation of ammonia%3B highly regulated protein controlled by the addition/removal of adenylyl groups by adenylyltransferase from specific tyrosine residues%3B addition of adenylyl groups results in inactivation of the enzyme,,COORDINATES: similar to AA sequence:RefSeq:WP_014980177.1,glutamate--ammonia ligase,HBY41133.1,,DEH24_17030,6.3.1.2
DEH24_17035,,DEH24_17035,Protein Homology,5966,6499,+,,,COORDINATES: protein motif:HMM:PF13511.4,hypothetical protein,HBY41134.1,,DEH24_17035,
DEH24_17040,,DEH24_17040,Protein Homology,6625,7701,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519621.1,nitrogen regulation protein NR(II),HBY41135.1,,DEH24_17040,
glnG,glnG,DEH24_17045,Protein Homology,7704,8363,+,response regulator of a two-component regulatory system involved in the activation of nitrogen assimilation genes%3B interacts with sigma-54,,COORDINATES: similar to AA sequence:RefSeq:WP_011573895.1,nitrogen regulation protein NR(I),HBY41136.1,,DEH24_17045,
DEH24_17160,,DEH24_17160,Protein Homology,1,966,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785092.1,flagellar biosynthesis protein FlhA,HBY41159.1,,DEH24_17160,
flhF,flhF,DEH24_17165,Protein Homology,996,2396,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007989956.1,flagellar biosynthesis protein FlhF,HBY41160.1,,DEH24_17165,
DEH24_17170,,DEH24_17170,Protein Homology,2393,3253,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007639132.1,MinD/ParA family protein,HBY41161.1,,DEH24_17170,
DEH24_17175,,DEH24_17175,Protein Homology,3256,3984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007106119.1,RNA polymerase sigma factor FliA,HBY41162.1,,DEH24_17175,
DEH24_17180,,DEH24_17180,Protein Homology,4044,4427,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_004588308.1,chemotaxis protein CheY,HBY41163.1,,DEH24_17180,
DEH24_17185,,DEH24_17185,Protein Homology,4463,5137,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007106117.1,protein phosphatase,HBY41164.1,,DEH24_17185,
DEH24_12795,,DEH24_12795,GeneMarkS+,1,214,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40294.1,,DEH24_12795,
DEH24_12800,,DEH24_12800,Protein Homology,198,600,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517558.1,MBL fold metallo-hydrolase,HBY40295.1,,DEH24_12800,
DEH24_12805,,DEH24_12805,Protein Homology,904,1370,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007637969.1,MBL fold metallo-hydrolase,HBY40296.1,,DEH24_12805,
proS,proS,DEH24_12810,Protein Homology,1436,3004,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007988903.1,proline--tRNA ligase,HBY40297.1,,DEH24_12810,
tsaA,tsaA,DEH24_12815,Protein Homology,3187,3900,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517560.1,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,HBY40298.1,,DEH24_12815,
DEH24_12820,,DEH24_12820,Protein Homology,4271,5200,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007623354.1,ABC transporter ATP-binding protein,HBY40299.1,,DEH24_12820,
DEH24_12825,,DEH24_12825,Protein Homology,5193,5927,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011575884.1,ABC transporter permease,HBY40300.1,,DEH24_12825,
DEH24_12830,,DEH24_12830,Protein Homology,5930,7123,+,,,COORDINATES: protein motif:HMM:PF09822.7,ABC transporter,HBY40301.1,,DEH24_12830,
DEH24_14535,,DEH24_14535,Protein Homology,1,720,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950466.1,pyrroline-5-carboxylate reductase,HBY40637.1,,DEH24_14535,
DEH24_14540,,DEH24_14540,Protein Homology,767,1453,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977242.1,YggS family pyridoxal phosphate-dependent enzyme,HBY40638.1,,DEH24_14540,
DEH24_14545,,DEH24_14545,Protein Homology,1490,2530,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008845458.1,type IV pilus twitching motility protein PilT,HBY40639.1,,DEH24_14545,
DEH24_14550,,DEH24_14550,Protein Homology,2542,3657,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977241.1,type IV pili twitching motility protein PilT,HBY40640.1,,DEH24_14550,
