ID,start,end,em_Preferred_name,em_BRITE,em_CAZy,em_COG_cat,em_GOs,em_KEGG_Module,em_KEGG_Pathway,em_KEGG_ko,em_PFAMs,em_Preferred_name,em_desc,product,uniprot_entry_name,uniprot_protein_name,uniprot_gene_name
2626313278,1308799,1309722,gshB,"ko00000,ko00001,ko00002,ko01000",,H,"GO:0000166,GO:0003674,GO:0003824,GO:0004363,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0019184,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042398,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576",M00118,"ko00270,ko00480,ko01100,map00270,map00480,map01100",ko:K01920,"GSH-S_ATP,GSH-S_N",gshB,Belongs to the prokaryotic GSH synthase family,glutathione synthase (EC 6.3.2.3),A3PAP6_PROM0,Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase),gshB P9301_01981
2626313279,1309728,1309982,grxC,"ko00000,ko03110",,O,,,,ko:K03676,Glutaredoxin,grxC,Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins,"Glutaredoxin, GrxC family",A3PAP7_PROM0,Glutaredoxin,grxC P9301_01991
2626313280,1310117,1311181,prfB,"ko00000,ko03012",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016149,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,,ko:K02836,"PCRF,RF-1",prfB,Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA,bacterial peptide chain release factor 2 (bRF-2),A3PAP8_PROM0,Peptide chain release factor 2 (RF-2),prfB P9301_02001
2626313281,1311185,1311367,,,,S,,,,,DUF3285,,Alternative locus ID,Protein of unknown function (DUF3285),A3PAP9_PROM0,DUF3285 domain-containing protein,P9301_02011
2626313282,1311374,1311913,ybeY,"ko00000,ko03009",,J,"GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0019538,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0070011,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0140096,GO:1901360,GO:1901564",,,ko:K07042,UPF0054,ybeY,Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA,rRNA maturation RNase YbeY,YBEY_PROM0,Endoribonuclease YbeY (EC 3.1.-.-),ybeY P9301_02021
2626313283,1311920,1312330,dgkA,"ko00000,ko00001,ko01000",,M,"GO:0000166,GO:0003674,GO:0003824,GO:0004143,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019637,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044464,GO:0071704,GO:0071944,GO:0090407,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576",,"ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00561,map00564,map01100,map01110,map04070,map04072,map05231",ko:K00901,DAGK_prokar,dgkA,Diacylglycerol kinase,Diacylglycerol kinase,A3PAQ1_PROM0,Prokaryotic diacylglycerol kinase (EC 2.7.1.107),dgkA P9301_02031
2626313284,1312343,1312939,trpG,"ko00000,ko00001,ko00002,ko01000",,EH,,M00023,"ko00400,ko00405,ko00790,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map00790,map01100,map01110,map01130,map01230,map02024,map02025","ko:K01658,ko:K01664",GATase,trpG,"amidotransferase component Para-aminobenzoate synthase, amidotransferase component","anthranilate synthase, component II (EC 4.1.3.27)",A3PAQ2_PROM0,"Para-aminobenzoate synthase component II (EC 2.6.1.85, EC 4.1.3.27)",pabA P9301_02041
2626313285,1312960,1313685,,,,S,,,,,Lactamase_B_3,,of the beta-lactamase fold,"L-ascorbate metabolism protein UlaG, beta-lactamase superfamily",A3PAQ3_PROM0,Predicted Zn-dependent hydrolases of the beta-lactamase fold,P9301_02051
2626313286,1313682,1314791,hisC,"ko00000,ko00001,ko00002,ko01000,ko01007",,E,"GO:0000105,GO:0003674,GO:0003824,GO:0004400,GO:0005488,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0018130,GO:0019438,GO:0019752,GO:0019842,GO:0030170,GO:0034641,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0048037,GO:0050662,GO:0052803,GO:0070279,GO:0071704,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",M00026,"ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230",ko:K00817,Aminotran_1_2,hisC,Alternative locus ID,Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase,A3PAQ4_PROM0,Aminotransferase (EC 2.6.1.-),P9301_02061
2626313287,1314791,1316605,argS,"ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",,J,"GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004814,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006420,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576","M00359,M00360","ko00970,map00970",ko:K01887,"Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d",argS,Arginyl-tRNA synthetase,arginyl-tRNA synthetase (EC 6.1.1.19),A3PAQ5_PROM0,Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS),argS P9301_02071
2626313288,1316633,1317499,nadC,"ko00000,ko00001,ko00002,ko01000",,H,,M00115,"ko00760,ko01100,map00760,map01100",ko:K00767,"QRPTase_C,QRPTase_N",nadC,Belongs to the NadC ModD family,nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19),A3PAQ6_PROM0,nicotinate-nucleotide diphosphorylase (carboxylating) (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]),nadC P9301_02081
2626313289,1317578,1318960,mnmE,"ko00000,ko01000,ko03016",,J,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363",,,ko:K03650,"MMR_HSR1,MnmE_helical,TrmE_N",mnmE,"Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34",tRNA modification GTPase trmE,MNME_PROM0,tRNA modification GTPase MnmE (EC 3.6.-.-),mnmE trmE P9301_02091
2626313290,1319027,1319470,,ko00000,,S,,,,ko:K09928,DUF2062,,Alternative locus ID,"Uncharacterized conserved protein, DUF2062 family",A3PAQ8_PROM0,Uncharacterized protein conserved in bacteria,P9301_02101
2626313291,1319489,1321798,spoT,"ko00000,ko00001,ko01000,ko03009",,KT,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009259,GO:0009260,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0015970,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034035,GO:0034036,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",,"ko00230,map00230","ko:K00951,ko:K01139","ACT_4,HD_4,RelA_SpoT,TGS",spoT,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,metal dependent phosphohydrolase,A3PAQ9_PROM0,"Guanosine-3',5'-bis(Diphosphate) 3'-diphosphatase, (PpGpp)ase (EC 2.7.6.5, EC 3.1.7.2)",spoT P9301_02111
2626313292,1321853,1323451,,"ko00000,ko00001,ko00002,ko02000",,P,,M00239,"ko02024,map02024","ko:K02031,ko:K02032","ABC_tran,oligo_HPY",,"ATP binding component, possibly for oligopeptides","ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain",A3PAR0_PROM0,"ABC transporter, ATP binding component, possibly for oligopeptides",P9301_02121
2626313293,1323444,1324403,rluD,"ko00000,ko01000,ko03009",,J,"GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363",,,ko:K06180,"PseudoU_synth_2,S4",rluD,Responsible for synthesis of pseudouridine from uracil,ribosomal large subunit pseudouridine synthase D (EC 5.4.99.-),A3PAR1_PROM0,Pseudouridine synthase (EC 5.4.99.-),rluD P9301_02131
2626313294,1324394,1325266,rbgA,"ko00000,ko03009",,S,,,,ko:K14540,MMR_HSR1,rbgA,Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity,ribosome biogenesis GTP-binding protein YlqF,A3PAR2_PROM0,Ribosome biogenesis GTPase A,P9301_02141
2626313295,1325480,1326688,pgk,"ko00000,ko00001,ko00002,ko01000,ko04147",,F,"GO:0000166,GO:0003674,GO:0003824,GO:0004618,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035639,GO:0036094,GO:0042866,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576","M00001,M00002,M00003,M00165,M00166,M00308,M00552","ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230",ko:K00927,PGK,pgk,Belongs to the phosphoglycerate kinase family,phosphoglycerate kinase (EC 2.7.2.3),PGK_PROM0,Phosphoglycerate kinase (EC 2.7.2.3),pgk P9301_02151
2626313296,1326690,1327415,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PAR4_PROM0,Uncharacterized protein,P9301_02161
2626313297,1327457,1328548,murG,"ko00000,ko00001,ko01000,ko01011",GT28,M,"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0006022,GO:0006023,GO:0006024,GO:0006629,GO:0006807,GO:0007049,GO:0008150,GO:0008152,GO:0008194,GO:0008360,GO:0008375,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016043,GO:0016740,GO:0016757,GO:0016758,GO:0022603,GO:0022604,GO:0030203,GO:0030258,GO:0030259,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044464,GO:0045229,GO:0050511,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0051991,GO:0065007,GO:0065008,GO:0070085,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576",,"ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112",ko:K02563,"Glyco_tran_28_C,Glyco_transf_28",murG,Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II),UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase,MURG_PROM0,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase),murG P9301_02171
2626313298,1328527,1329651,hisC/cobC,,,E,,,,,Aminotran_1_2,hisC/cobC,Alternative locus ID,Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase,A3PAR6_PROM0,Aminotransferase (EC 2.6.1.-),P9301_02181
2626313299,1329669,1330838,pyrD,"ko00000,ko00001,ko00002,ko01000",,F,"GO:0003674,GO:0003824,GO:0004152,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006206,GO:0006207,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016491,GO:0016627,GO:0016635,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",M00051,"ko00240,ko01100,map00240,map01100",ko:K00254,DHO_dh,pyrD,Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor,dihydroorotate oxidase A (EC 1.3.3.1),A3PAR7_PROM0,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase),pyrD P9301_02191
2626313300,1330845,1331564,rnhA,"ko00000,ko00001,ko01000,ko03032",,L,"GO:0003674,GO:0003676,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363",,"ko03030,map03030",ko:K03469,RNase_H,rnhA,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,Ribonuclease HI,A3PAR8_PROM0,Ribonuclease H (RNase H) (EC 3.1.26.4),rnhA P9301_02201
2626313301,1331612,1332007,rplL,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",ko:K02935,"Ribosomal_L12,Ribosomal_L12_N",rplL,Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation,LSU ribosomal protein L12P,RL7_PROM0,Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12),rplL rpl12 P9301_02211
2626313302,1332036,1332563,rplJ,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0019843,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02864,Ribosomal_L10,rplJ,"Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors",LSU ribosomal protein L10P,RL10_PROM0,Large ribosomal subunit protein uL10 (50S ribosomal protein L10),rplJ rpl10 P9301_02221
2626313303,1332754,1333440,rpl1,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0000049,GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006417,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0015934,GO:0016070,GO:0016072,GO:0019222,GO:0019538,GO:0019843,GO:0022613,GO:0022625,GO:0022626,GO:0031323,GO:0031326,GO:0032268,GO:0032991,GO:0034248,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000112","M00178,M00179","ko03010,map03010",ko:K02863,Ribosomal_L1,rpl1,"Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release",LSU ribosomal protein L1P,RL1_PROM0,Large ribosomal subunit protein uL1 (50S ribosomal protein L1),rplA rpl1 P9301_02231
2626313304,1333528,1333953,rplK,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02867,"Ribosomal_L11,Ribosomal_L11_N",rplK,Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors,LSU ribosomal protein L11P,RL11_PROM0,Large ribosomal subunit protein uL11 (50S ribosomal protein L11),rplK rpl11 P9301_02241
