protein_id,product,Prediction
WP_061487017.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487019.1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase_IMP cyclohydrolase _Alteromonas macleodii_,OTHER
WP_061487020.1,type II secretion system secretin GspD _Alteromonas macleodii_,OTHER
WP_061487021.1,COX15_CtaA family protein _Alteromonas macleodii_,SP
WP_061487023.1,ion channel _Alteromonas macleodii_,OTHER
WP_061487024.1,RHS repeat-associated core domain-containing protein _Alteromonas macleodii_,OTHER
WP_061487026.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487027.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487029.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487030.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487031.1,tyrosine-type recombinase_integrase _Alteromonas macleodii_,OTHER
WP_061487032.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487034.1,hydrogenase small subunit _Alteromonas macleodii_,TAT
WP_061487035.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487036.1,2Fe-2S iron-sulfur cluster-binding protein _Alteromonas macleodii_,SP
WP_061487038.1,copper resistance protein CopC _Alteromonas macleodii_,SP
WP_061487041.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487042.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487043.1,PEP-CTERM sorting domain-containing protein _Alteromonas macleodii_,SP
WP_061487045.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487047.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487048.1,ParB N-terminal domain-containing protein _Alteromonas macleodii_,OTHER
WP_061487050.1,AAA family ATPase _Alteromonas macleodii_,OTHER
WP_061487052.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487053.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487056.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487057.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487061.1,MaoC family dehydratase _Alteromonas macleodii_,OTHER
WP_061487062.1,phenylacetate-CoA oxygenase subunit PaaI _Alteromonas macleodii_,OTHER
WP_061487064.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487065.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_061487066.1,MULTISPECIES_ recombinase family protein _Alteromonas_,OTHER
WP_061487068.1,MULTISPECIES_ AAA family ATPase _Alteromonas_,OTHER
WP_061487069.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_061487070.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487071.1,HipA domain-containing protein _Alteromonas macleodii_,OTHER
WP_061487072.1,HipA N-terminal domain-containing protein _Alteromonas macleodii_,OTHER
WP_061487074.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487076.1,IS630 family transposase _Alteromonas macleodii_,OTHER
WP_061487078.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487080.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487081.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061487082.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061487084.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487085.1,MULTISPECIES_ metal-binding protein _Gammaproteobacteria_,SP
WP_069943577.1,dienelactone hydrolase family protein _Alteromonas macleodii_,SP
WP_069944613.1,GspH_FimT family pseudopilin _Alteromonas macleodii_,PILIN
WP_069945580.1,MULTISPECIES_ hypothetical protein _Gammaproteobacteria_,OTHER
WP_071814473.1,MULTISPECIES_ translation initiation factor IF-3 _Alteromonas_,OTHER
WP_071953288.1,MULTISPECIES_ pyrroloquinoline quinone precursor peptide PqqA _Alteromonadaceae_,OTHER
WP_075177060.1,MULTISPECIES_ histidine--tRNA ligase _Alteromonas_,OTHER
WP_080589184.1,alpha-amylase family protein _Alteromonas macleodii_,SP
WP_080589203.1,MULTISPECIES_ helix-turn-helix transcriptional regulator _Alteromonas_,OTHER
WP_080590400.1,MULTISPECIES_ pilus assembly protein PilV _Alteromonas_,PILIN
WP_080760052.1,MULTISPECIES_ NAD___ diphosphatase _Alteromonas_,OTHER
WP_080986361.1,MFS transporter _Alteromonas macleodii_,OTHER
WP_080986385.1,DNA-3-methyladenine glycosylase I _Alteromonas macleodii_,OTHER
WP_080986387.1,class I SAM-dependent methyltransferase _Alteromonas macleodii_,OTHER
WP_080986480.1,peptidylprolyl isomerase _Alteromonas macleodii_,SP
WP_080986484.1,"transposase domain-containing protein, partial _Alteromonas macleodii_",OTHER
WP_081106052.1,UDP-N-acetylmuramate_L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase _Alteromonas macleodii_,OTHER
WP_081106054.1,TorF family putative porin _Alteromonas macleodii_,SP
WP_081106055.1,N-acetylmuramic acid 6-phosphate etherase _Alteromonas macleodii_,OTHER
WP_081106057.1,sensor domain-containing diguanylate cyclase _Alteromonas macleodii_,OTHER
WP_081106058.1,phosphate ABC transporter substrate-binding protein _Alteromonas macleodii_,SP
WP_081106059.1,co-chaperone DjlA _Alteromonas macleodii_,OTHER
WP_081106060.1,single-stranded-DNA-specific exonuclease RecJ _Alteromonas macleodii_,OTHER
WP_081106061.1,MULTISPECIES_ hydroxymethylglutaryl-CoA reductase _Alteromonas_,OTHER
WP_081106063.1,transglutaminase family protein _Alteromonas macleodii_,OTHER
WP_081106064.1,efflux RND transporter permease subunit _Alteromonas macleodii_,OTHER
WP_081106066.1,DUF1566 domain-containing protein _Alteromonas macleodii_,SP
WP_081106067.1,DNA polymerase III subunit alpha _Alteromonas macleodii_,OTHER
WP_081106068.1,acyl-CoA desaturase _Alteromonas macleodii_,OTHER
WP_081106069.1,glutamate--cysteine ligase _Alteromonas macleodii_,OTHER
WP_081106070.1,tRNA _guanosine_37_-N1_-methyltransferase TrmD _Alteromonas macleodii_,OTHER
WP_081106071.1,DUF1289 domain-containing protein _Alteromonas macleodii_,OTHER
WP_081106072.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_081106073.1,dicarboxylate_amino acid_cation symporter _Alteromonas macleodii_,OTHER
WP_081106074.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_081106075.1,restriction endonuclease subunit S _Alteromonas macleodii_,OTHER
WP_081106076.1,MULTISPECIES_ MBL fold metallo-hydrolase _Alteromonas_,LIPO
WP_081106077.1,molybdopterin-dependent oxidoreductase _Alteromonas macleodii_,TAT
WP_081106079.1,right-handed parallel beta-helix repeat-containing protein _Alteromonas macleodii_,LIPO
WP_081106080.1,kynureninase _Alteromonas macleodii_,OTHER
WP_081106082.1,YgiQ family radical SAM protein _Alteromonas macleodii_,OTHER
WP_081106083.1,SEC-C domain-containing protein _Alteromonas macleodii_,OTHER
WP_081106085.1,SprT family zinc-dependent metalloprotease _Alteromonas macleodii_,OTHER
WP_081106086.1,DUF2797 domain-containing protein _Alteromonas macleodii_,OTHER
WP_081106090.1,cystathionine gamma-synthase family protein _Alteromonas macleodii_,OTHER
WP_081106091.1,prolyl oligopeptidase family serine peptidase _Alteromonas macleodii_,LIPO
WP_081106092.1,efflux RND transporter permease subunit _Alteromonas macleodii_,OTHER
WP_081106093.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_081106094.1,ribonuclease J _Alteromonas macleodii_,OTHER
WP_081106095.1,glycogen debranching protein GlgX _Alteromonas macleodii_,OTHER
WP_081106097.1,M1 family metallopeptidase _Alteromonas macleodii_,SP
WP_081106099.1,DUF1365 domain-containing protein _Alteromonas macleodii_,OTHER
WP_081106101.1,glycosyltransferase family 2 protein _Alteromonas macleodii_,OTHER
WP_081106102.1,sulfotransferase _Alteromonas macleodii_,OTHER
WP_081106106.1,diguanylate cyclase _Alteromonas macleodii_,SP
WP_081106107.1,LacI family DNA-binding transcriptional regulator _Alteromonas macleodii_,OTHER
WP_081106109.1,RDD family protein _Alteromonas macleodii_,OTHER
WP_081106110.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_081106112.1,PAS domain S-box protein _Alteromonas macleodii_,OTHER
WP_081106113.1,tRNA _uridine_54_-C5_-methyltransferase TrmA _Alteromonas macleodii_,OTHER
WP_081106114.1,pyrimidine utilization protein D _Alteromonas macleodii_,OTHER
WP_081106115.1,GDP-mannose mannosyl hydrolase _Alteromonas macleodii_,OTHER
WP_081106116.1,FG-GAP-like repeat-containing protein _Alteromonas macleodii_,SP
WP_081106118.1,Lrp_AsnC family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_081106119.1,molybdopterin oxidoreductase family protein _Alteromonas macleodii_,OTHER
WP_081106120.1,triacylglycerol lipase _Alteromonas macleodii_,SP
WP_081106121.1,aldo_keto reductase _Alteromonas macleodii_,OTHER
WP_081106124.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_081106125.1,cytochrome c oxidase subunit II _Alteromonas macleodii_,SP
WP_081106126.1,GspE_PulE family protein _Alteromonas macleodii_,OTHER
WP_081106129.1,MULTISPECIES_ DMT family transporter _Alteromonas_,OTHER
WP_081106130.1,cation_proton antiporter _Alteromonas macleodii_,OTHER
WP_081106132.1,MULTISPECIES_ transcriptional regulator BetI _Alteromonas_,OTHER
WP_081106143.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_081106144.1,alpha-xylosidase _Alteromonas macleodii_,OTHER
WP_081106149.1,ATP-binding cassette domain-containing protein _Alteromonas macleodii_,OTHER
WP_081106152.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_081106153.1,helix-turn-helix domain-containing protein _Alteromonas macleodii_,OTHER
WP_101563798.1,MULTISPECIES_ peptide chain release factor 2 _Alteromonas_,OTHER
WP_136783030.1,MULTISPECIES_ helix-turn-helix transcriptional regulator _Alteromonas_,OTHER
WP_139125446.1,MULTISPECIES_ two-component system response regulator OmpR _Alteromonas_,OTHER
WP_139125465.1,MULTISPECIES_ DDE-type integrase_transposase_recombinase _Alteromonas_,OTHER
WP_139125469.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_139308981.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_145912126.1,site-specific integrase _Alteromonas macleodii_,OTHER
WP_145912128.1,sulfite exporter TauE_SafE family protein _Alteromonas macleodii_,OTHER
WP_145912129.1,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase _Alteromonas macleodii_",OTHER
WP_145912130.1,paraquat-inducible protein A _Alteromonas macleodii_,OTHER
WP_145912131.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912132.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912133.1,IS3 family transposase _Alteromonas macleodii_,OTHER
WP_145912135.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912137.1,marine proteobacterial sortase target protein _Alteromonas macleodii_,SP
WP_145912140.1,S8 family serine peptidase _Alteromonas macleodii_,LIPO
WP_145912141.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912146.1,RNA polymerase sigma factor RpoS _Alteromonas macleodii_,OTHER
WP_145912149.1,catalase _Alteromonas macleodii_,OTHER
WP_145912151.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912152.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912154.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912155.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912156.1,ParA family protein _Alteromonas macleodii_,OTHER
WP_145912157.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912158.1,response regulator _Alteromonas macleodii_,OTHER
WP_145912159.1,IS5 family transposase _Alteromonas macleodii_,OTHER
WP_145912160.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_145912161.1,IS66 family insertion sequence element accessory protein TnpB _Alteromonas macleodii_,OTHER
WP_155279855.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_155279878.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_155279885.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_155279892.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_156079180.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_156086002.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_157160426.1,YnfA family protein _Alteromonas macleodii_,OTHER
WP_158511548.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_158511549.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_158511550.1,DUF4041 domain-containing protein _Alteromonas macleodii_,OTHER
WP_158511551.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_158511552.1,protein phosphatase 2C domain-containing protein _Alteromonas macleodii_,OTHER
WP_158511553.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_158511554.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_158511555.1,site-specific integrase _Alteromonas macleodii_,OTHER
WP_158511556.1,YdcF family protein _Alteromonas macleodii_,OTHER
WP_158511557.1,DUF11 domain-containing protein _Alteromonas macleodii_,OTHER
WP_158511558.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_158511559.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_158511560.1,MULTISPECIES_ prepilin-type N-terminal cleavage_methylation domain-containing protein _Alteromonas_,PILIN
WP_158511561.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_168462799.1,CreA family protein _Alteromonas macleodii_,LIPO
WP_168463166.1,type II secretion system ATPase GspE _Alteromonas macleodii_,OTHER
WP_168463489.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_168463716.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_170826500.1,"MULTISPECIES_ 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase _Alteromonas_",OTHER
WP_170826507.1,phosphoglycolate phosphatase _Alteromonas macleodii_,OTHER
WP_170826510.1,LysR family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_170826511.1,elongation factor P hydroxylase _Alteromonas macleodii_,OTHER
WP_170826515.1,MULTISPECIES_ cobalamin-binding protein _Alteromonas_,SP
WP_170826521.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_171338363.1,bifunctional protein-disulfide isomerase_oxidoreductase DsbC _Alteromonas macleodii_,SP
WP_187446142.1,MULTISPECIES_ potassium channel family protein _Alteromonas_,OTHER
WP_187446631.1,Nif3-like dinuclear metal center hexameric protein _Alteromonas macleodii_,OTHER
WP_197044376.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_197044394.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_203229261.1,ABC transporter permease _Alteromonas macleodii_,OTHER
WP_203229262.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_203229263.1,peptidoglycan DD-metalloendopeptidase family protein _Alteromonas macleodii_,LIPO
WP_203229264.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_203229265.1,ATP-binding protein _Alteromonas macleodii_,OTHER
WP_203229266.1,flagellar hook-length control protein FliK _Alteromonas macleodii_,OTHER
WP_203229267.1,adenosylmethionine--8-amino-7-oxononanoate transaminase _Alteromonas macleodii_,OTHER
WP_203229268.1,UvrD-helicase domain-containing protein _Alteromonas macleodii_,OTHER
WP_203229269.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_203229272.1,alpha_beta fold hydrolase _Alteromonas macleodii_,SP
WP_203229274.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_203229275.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_203565510.1,MULTISPECIES_ CopD family protein _Alteromonas_,OTHER
WP_207198495.1,MULTISPECIES_ RNA methyltransferase _Alteromonas_,OTHER
WP_207198714.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_207198723.1,amino acid ABC transporter substrate-binding protein _Alteromonas macleodii_,SP
WP_216600658.1,EAL domain-containing protein _Alteromonas sp. 07-89-2_,SP
WP_216600719.1,MULTISPECIES_ prepilin-type cleavage_methylation domain-containing protein _Alteromonas_,OTHER
WP_216600737.1,MULTISPECIES_ TonB-dependent receptor _Alteromonas_,SP
WP_222936674.1,MULTISPECIES_ tRNA dihydrouridine_20_20a_ synthase DusA _Alteromonas_,OTHER
WP_223866688.1,MULTISPECIES_ calcium-binding protein _Gammaproteobacteria_,SP
WP_223866720.1,MULTISPECIES_ PhnD_SsuA_transferrin family substrate-binding protein _Gammaproteobacteria_,OTHER
WP_226434253.1,MULTISPECIES_ cytochrome c _Alteromonas_,OTHER
WP_226434503.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_230598801.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_230598821.1,helix-turn-helix domain-containing protein _Alteromonas macleodii_,OTHER
WP_230598826.1,flagellar basal body P-ring formation protein FlgA _Alteromonas macleodii_,LIPO
WP_230598862.1,ion transporter _Alteromonas macleodii_,OTHER
WP_230598867.1,enoyl-CoA hydratase _Alteromonas macleodii_,OTHER
WP_230633692.1,hypothetical protein _Alteromonas macleodii_,SP
WP_230633693.1,hypothetical protein _Alteromonas macleodii_,SP
WP_230633705.1,Sec-independent protein translocase subunit TatA _Alteromonas macleodii_,OTHER
WP_230633742.1,MATE family efflux transporter _Alteromonas macleodii_,OTHER
WP_230633774.1,lipopolysaccharide assembly protein LapA domain-containing protein _Alteromonas macleodii_,OTHER
WP_230962242.1,iron-containing alcohol dehydrogenase _Alteromonas macleodii_,OTHER
WP_231506375.1,3-deoxy-D-manno-octulosonic acid kinase _Alteromonas macleodii_,OTHER
WP_231506399.1,hypothetical protein _Alteromonas macleodii_,SP
WP_231506401.1,ATP-binding protein _Alteromonas macleodii_,OTHER
WP_231506420.1,YqcC family protein _Alteromonas macleodii_,OTHER
WP_231506421.1,tRNA pseudouridine_65_ synthase TruC _Alteromonas macleodii_,OTHER
WP_231506439.1,GGDEF domain-containing protein _Alteromonas macleodii_,SP
WP_231506442.1,OprO_OprP family phosphate-selective porin _Alteromonas macleodii_,OTHER
WP_231506496.1,Rho termination factor N-terminal domain-containing protein _Alteromonas macleodii_,OTHER
WP_231506497.1,DUF2989 domain-containing protein _Alteromonas macleodii_,LIPO
WP_231506555.1,hypothetical protein _Alteromonas macleodii_,SP
WP_231506556.1,AraC family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_231506568.1,redoxin family protein _Alteromonas macleodii_,OTHER
WP_231506604.1,high frequency lysogenization protein HflD _Alteromonas macleodii_,OTHER
WP_231506605.1,Ig-like domain-containing protein _Alteromonas macleodii_,OTHER
WP_231506607.1,YrhK family protein _Alteromonas macleodii_,OTHER
WP_231506614.1,aspartate_glutamate racemase family protein _Alteromonas macleodii_,OTHER
WP_231506616.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_231513026.1,ATP-dependent helicase HrpB _Alteromonas macleodii_,OTHER
