ID,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,day2_LFC,day2_pvalue,day2_padj,day4_LFC,day4_pvalue,day4_padj,day5_LFC,day5_pvalue,day5_padj
1_58_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,transcriptional regulator,K,,,1.005387304,0.658271751,0.994079333,-0.000112925,0.999648601,1,0.153960927,1,1
1_580_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Histidine phosphatase superfamily (branch 1),T,,,-0.623525391,0.306867311,0.994079333,-0.418987341,0.101039866,1,-0.442482183,0.005726213,0.048964065
1_581_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,-0.558737074,0.336006798,0.994079333,-0.077455723,0.776137493,1,-0.122991424,1,1
1_582_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,protein involved in tolerance to divalent cations,P,cutA; periplasmic divalent cation tolerance protein,K03926,-1.319318769,0.065738653,0.994079333,0.145714525,0.530370825,1,-0.413450658,0.000798515,0.020033732
1_583_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ispZ,probably involved in intracellular septation,D,ispZ; intracellular septation protein,K06190,-1.97100821,0.063655929,0.994079333,-0.290533301,0.233569621,1,-0.237712974,0.003411534,0.037745384
1_584_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ispDF,"Bifunctional enzyme that catalyzes the formation of 4- diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl- D-erythritol 4-phosphate (MEP) (IspD), and catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2- phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4- cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP) (IspF)",I,"ispDF; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]",K12506,0.215695918,0.924892314,0.99615697,0.020308446,0.931969394,1,0.064667974,0.277158896,0.53614541
1_585_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Cytochrome C assembly protein,S,,,0.13457746,0.86335967,0.994079333,0.0980563,0.747221896,1,0.445254882,0.009643436,0.064185472
1_586_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,dusB,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",J,dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-],K05540,-1.090504718,0.096882989,0.994079333,-0.551931673,0.032666288,1,-0.319762903,0.001725099,0.027049319
1_587_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ntrB,"Signal transduction histidine kinase, nitrogen specific",T,"glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]",K07708,-0.309359968,0.741427529,0.994079333,-0.418474733,0.035021666,1,-0.273135041,1,1
1_588_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ntrC,"COG2204 Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",T,"glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG",K07712,-0.982530756,0.184283837,0.994079333,-0.201827394,0.228060245,1,-0.347556476,0.061798917,0.189060981
1_589_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ntrY,COG5000 Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation,T,"ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]",K13598,-0.771094877,0.446644026,0.994079333,-0.487720589,0.055602169,1,-0.148664104,0.151344975,0.342675798
1_59_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,EamA-like transporter family,EG,,,1.568847812,0.500319149,0.994079333,0.03897025,0.896998677,1,0.332130918,0.107596002,0.271580844
1_590_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ntrX,"COG2204 Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",T,"ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX",K13599,-0.732360132,0.106806329,0.994079333,-0.062823602,0.725925485,1,-0.168046912,1,1
1_591_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,trkA,Potassium transporter peripheral membrane component,P,"trkA, ktrA, ktrC; trk/ktr system potassium uptake protein",K03499,-0.213237878,0.768875522,0.994079333,-0.403116948,0.07435596,1,-0.326815403,0.000590427,0.017918152
1_592_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,haloacid dehalogenase-like hydrolase,S,gph; phosphoglycolate phosphatase [EC:3.1.3.18],K01091,-1.380283719,0.03279817,0.994079333,-0.632617462,0.01076418,1,-0.70511576,0.001877148,0.027991575
1_593_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,hfq,"RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs",J,hfq; host factor-I protein,K03666,-2.076877263,0.061211877,0.994079333,-0.602628856,0.302951306,1,-0.629519737,0.050595567,0.166584495
1_594_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,hflX,GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis,S,hflX; GTPase,K03665,-0.587001305,0.314674968,0.994079333,-0.496968829,0.087200721,1,-0.479219162,1,1
1_595_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG0483 Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family",G,"E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]",K01092,-0.541124612,0.340921537,0.994079333,-0.714381805,0.013370555,1,-0.976919504,0.078165134,0.218521541
1_596_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,mazG,MazG nucleotide pyrophosphohydrolase domain,S,mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9],K04765,0.371149897,0.870782395,0.994079333,0.050328839,0.836567076,1,-0.05582914,1,1
1_597_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Amino acid kinase family,E,lysC; aspartate kinase [EC:2.7.2.4],K00928,-0.644653471,0.159552609,0.994079333,-0.424031933,0.192778009,1,-0.209088674,0.004258207,0.042250134
1_598_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ectC,"Catalyzes the circularization of gamma-N-acetyl- alpha,gamma-diaminobutyric acid (ADABA) to ectoine (1,4,5,6- tetrahydro-2-methyl-4-pyrimidine carboxylic acid), which is an excellent osmoprotectant",S,ectC; L-ectoine synthase [EC:4.2.1.108],K06720,-0.484957766,0.848659731,0.994079333,-0.412448498,0.32821221,1,-0.289333437,0.007145589,0.056017186
1_599_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,E,"ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]",K00836,-0.458453157,0.30809317,0.994079333,-0.264406973,0.426764096,1,-0.255987609,0.013110766,0.074967792
1_6_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,vbsS,non-ribosomal peptide synthetase,Q,,,1.22297727,0.546833342,0.994079333,0.200027284,0.743194845,1,0.457402837,0.135396922,0.318418167
1_60_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,mchD,Predicted integral membrane protein (DUF2269),S,,,0.239456152,0.915110074,0.99604578,1.341849356,0.016040804,1,0.579679842,0.019504751,0.095766579
1_600_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Acetyltransferase (GNAT) family,K,"ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]",K06718,-0.596753534,0.572001748,0.994079333,-0.315115066,0.599317446,1,-0.051455782,1,1
1_601_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG1846 Transcriptional regulators,K,,,-0.472378277,0.423079734,0.994079333,-0.253628438,0.25697427,1,-0.24629216,1,1
1_602_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-2.947839246,0.020622205,0.994079333,-0.575701407,0.395341998,1,-0.204708476,0.049367222,0.164370186
1_603_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-0.127656216,0.956597006,0.997057316,0.539714282,0.139225132,1,-0.501486884,0.069097236,0.204265551
1_604_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.387691942,0.866443421,0.994079333,0.269893201,0.409618016,1,-0.014160309,1,1
1_605_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.692033209,0.761230786,0.994079333,0.494146861,0.507633483,1,0.342030027,0.182200724,0.391560166
1_606_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.705043273,0.757444565,0.994079333,0.353696533,0.703554302,1,0.273086477,0.214749958,0.441372021
1_607_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-0.571950123,0.809521084,0.994079333,0.038555535,0.974401107,1,-1.980484551,0.003456654,0.037836347
1_608_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Cell Wall Hydrolase,M,,,0.499410873,0.824657108,0.994079333,-0.472862721,0.177459779,1,0.036156904,1,1
1_609_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-0.149935712,0.949072753,0.99615697,0.058381231,0.832758968,1,0.764558191,0.043662565,0.151433032
1_61_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,WHG domain,K,,,0.129663995,0.952762228,0.99615697,0.588080667,0.06815525,1,0.878499498,1,1
1_610_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,1.083548254,0.592282707,0.994079333,0.587639231,0.46272634,1,-0.792951643,0.032229471,0.127402213
1_611_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.36990835,0.858357701,0.994079333,3.476925325,0.184339819,1,1.228771689,0.292908354,0.559669655
1_612_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,1.540839479,0.481941507,0.994079333,0.560553899,0.570691124,1,-1.034460491,0.276692629,0.535708676
1_613_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,1.799577481,0.41514572,0.994079333,0.260755146,0.781171261,1,-1.066676697,0.083250423,0.226820153
1_614_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.618861836,0.788344602,0.994079333,0.837890763,0.506357278,1,0.310666381,0.148922428,0.339013498
1_615_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,1.808261814,0.416994022,0.994079333,0.29649541,0.77978235,1,-0.914030915,0.142425152,0.330470861
1_616_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0433 Predicted ATPase,S,,,2.02997713,0.294775624,0.994079333,0.239760018,0.860226796,1,-0.072546118,0.932136249,1
1_617_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.576358337,0.796572185,0.994079333,0.148905612,0.683510896,1,-0.601803457,1,1
1_618_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,-0.059188453,0.948896324,0.99615697,-0.026508911,0.943596178,1,0.106554266,0.157157852,0.350069116
1_619_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-0.019318989,0.993427582,0.999887488,0.940508988,0.181379297,1,-0.492008378,0.033393157,0.129587554
1_62_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Transposase,L,,,16.16666856,0.043808258,0.994079333,-0.454700455,0.907200079,1,10.95838971,0.444369772,0.773005597
1_620_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,21.57405048,0.014787805,0.994079333,-2.901310621,0.395599726,1,16.51633975,0.29542116,0.5626769
1_621_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,2.538008019,0.29897629,0.994079333,-2.958743687,0.35863819,1,12.67682991,0.401365997,0.715234206
1_622_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Protein of unknown function (DUF736),K,,,2.19526343,0.360350647,0.994079333,2.335039512,0.33992752,1,0.250575515,0.56085595,0.935109752
1_623_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,1.184415126,0.556068467,0.994079333,0.292492901,0.908929442,1,-14.64041464,0.165553598,0.364397866
1_624_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,-3.218376476,0.044053226,0.994079333,-0.202524446,0.649715397,1,-0.346967108,0.05195152,0.169290435
1_625_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG1235 Metal-dependent hydrolases of the beta-lactamase superfamily I,S,"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]",K06167,0.032850668,0.988481827,0.999887488,-0.21983908,0.429541149,1,-0.069932758,0.284134527,0.547499704
1_626_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,TatD related DNase,L,tatD; TatD DNase family protein [EC:3.1.21.-],K03424,-0.462445026,0.664401151,0.994079333,-0.270932626,0.216682369,1,0.229805389,0.007967541,0.058962448
1_627_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,metG,Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation,J,"MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]",K01874,-0.022938689,0.981509334,0.999887488,0.064682737,0.75989147,1,0.137225643,1,1
1_628_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,holB,DNA polymerase III subunit delta,L,holB; DNA polymerase III subunit delta' [EC:2.7.7.7],K02341,0.027790852,0.990441691,0.999887488,-0.254279239,0.263194905,1,0.014001018,0.581163967,0.964277644
1_629_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,tmk,Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis,F,"tmk, DTYMK; dTMP kinase [EC:2.7.4.9]",K00943,-0.584777948,0.375355269,0.994079333,-0.227111234,0.24058231,1,-0.393870916,0.000795369,0.020033732
1_63_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG1902 NADH flavin oxidoreductases, Old Yellow Enzyme family",C,,,0.577739553,0.511016913,0.994079333,0.16927531,0.438525781,1,0.440807045,0.0000444,0.00590681
1_630_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,dacA,Belongs to the peptidase S11 family,M,"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]",K07258,0.522021072,0.709097855,0.994079333,-0.124124812,0.558495222,1,-0.041269438,1,1
1_631_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,rlpA,Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides,M,rlpA; peptidoglycan lytic transglycosylase [EC:4.2.2.29],K03642,0.002193112,0.99778195,1,-0.089024903,0.634934965,1,0.222307092,0.134016628,0.31722284
1_632_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,mltB,Lytic murein transglycosylase,M,mltB; peptidoglycan lytic transglycosylase B [EC:4.2.2.29],K08305,-0.792902885,0.192688136,0.994079333,0.104937761,0.725976458,1,0.394449742,1,1
1_633_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the 'phage' integrase family,L,,,-0.519852485,0.468044677,0.994079333,-0.342709987,0.177883798,1,-0.058849777,0.217926941,0.445759652
1_634_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,replication,S,,,-0.202631827,0.868385781,0.994079333,-0.030452974,0.938089143,1,-0.756882587,0.00226027,0.03098308
1_635_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-1.063671191,0.196356448,0.994079333,-0.053626572,0.888025801,1,0.150572134,0.109835841,0.275362224
1_636_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-1.177929145,0.168889779,0.994079333,-0.231696509,0.525589027,1,0.203222587,0.102470071,0.262358715
1_637_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.24118926,0.916422136,0.99615697,-0.383954765,0.545724459,1,0.6902534,0.036444292,0.136321847
1_638_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,1.10733868,0.440342918,0.994079333,0.579805696,0.507169932,1,0.109072184,1,1
1_639_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.907135971,0.595662123,0.994079333,-0.216738553,0.508469206,1,-0.299042599,1,1
1_64_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the small heat shock protein (HSP20) family,O,HSP20; HSP20 family protein,K13993,-1.052626238,0.139880163,0.994079333,-0.235851961,0.422327499,1,-0.428429744,0.000149496,0.010631223
1_640_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Relaxase/Mobilisation nuclease domain,L,,,1.006630893,0.653042016,0.994079333,-0.253860125,0.494441203,1,-0.055478319,0.609376567,1
1_641_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-0.886593449,0.568892636,0.994079333,-0.277369801,0.634967705,1,0.367002696,1,1
1_642_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.96472181,0.659694069,0.994079333,-1.037606855,0.092853919,1,-1.67047434,0.007297487,0.056737007
1_643_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-1.196969437,0.098427353,0.994079333,-0.468757314,0.206793048,1,-0.733001807,1,1
1_644_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Cache domain,NT,mcp; methyl-accepting chemotaxis protein,K03406,0.858588159,0.69604447,0.994079333,0.003902973,0.992793879,1,0.174277698,0.138010166,0.322578851
1_645_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"AAA domain, putative AbiEii toxin, Type IV TA system",E,aotP; arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1],K10025,-2.497810001,0.056103113,0.994079333,-0.276662609,0.535809336,1,-0.075653316,1,1
1_646_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Bacterial periplasmic substrate-binding proteins,ET,ABC.PA.S; polar amino acid transport system substrate-binding protein,K02030,-0.769489573,0.248967693,0.994079333,-0.258158084,0.59690295,1,-0.035650369,1,1
1_647_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Binding-protein-dependent transport system inner membrane component,E,K23056; putative lysine/arginine/ornithine/histidine/octopine transport system permease protein,K23056,0.582544417,0.463372516,0.994079333,0.118471109,0.6517029,1,0.140259111,0.049257247,0.164129419
1_648_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Binding-protein-dependent transport system inner membrane component,E,K23057; putative lysine/arginine/ornithine/histidine/octopine transport system permease protein,K23057,-0.715418874,0.137543101,0.994079333,-0.277066034,0.148737856,1,-0.137999918,0.0203042,0.097368367
