,,,,,Total Mutations,,Lineages Represented,
CCMP371,400 ppm,EMIHUDRAFT_210912,hypothetical protein,0.265,7,0,3,0
CCMP371,400 ppm,EMIHUDRAFT_210934,hypothetical protein,0.75,15,13,6,6
CCMP371,400 ppm,EMIHUDRAFT_210947,hypothetical protein,0.873,7,8,4,5
CCMP371,400 ppm,EMIHUDRAFT_211053,hypothetical protein,1,3,3,3,3
CCMP371,400 ppm,EMIHUDRAFT_211134,hypothetical protein,0.004,24,6,4,1
CCMP371,400 ppm,EMIHUDRAFT_211273,hypothetical protein,0.873,10,11,6,5
CCMP371,400 ppm,EMIHUDRAFT_211345,hypothetical protein,2.48E-04,7,30,5,6
CCMP371,400 ppm,EMIHUDRAFT_211506,hypothetical protein,0.004,18,0,3,0
CCMP371,400 ppm,EMIHUDRAFT_211563,hypothetical protein,0.265,4,11,3,5
CCMP371,400 ppm,EMIHUDRAFT_211783,hypothetical protein,0.056,35,23,6,6
CCMP371,400 ppm,EMIHUDRAFT_211967,hypothetical protein,0.873,23,24,6,5
CCMP371,400 ppm,EMIHUDRAFT_212236,hypothetical protein,0.873,14,15,6,6
CCMP371,400 ppm,EMIHUDRAFT_212574,putative tropinone reductase,1,3,3,3,2
CCMP371,400 ppm,EMIHUDRAFT_212681,tau tubulin kinase 1,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_212772,hypothetical protein,1,11,11,6,6
CCMP371,400 ppm,EMIHUDRAFT_212962,hypothetical protein,0.038,11,24,3,4
CCMP371,400 ppm,EMIHUDRAFT_213010,hypothetical protein,0.426,10,15,3,4
CCMP371,400 ppm,EMIHUDRAFT_213031,hypothetical protein,0.75,6,8,4,5
CCMP371,400 ppm,EMIHUDRAFT_213223,hypothetical protein,0.633,10,13,4,5
CCMP371,400 ppm,EMIHUDRAFT_213286,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_213423,hypothetical protein,0.007,23,40,3,4
CCMP371,400 ppm,EMIHUDRAFT_213898,hypothetical protein,0.426,17,22,5,5
CCMP371,400 ppm,EMIHUDRAFT_213980,hypothetical protein,0.001,16,36,3,4
CCMP371,400 ppm,EMIHUDRAFT_214525,hypothetical protein,0.633,8,5,5,2
CCMP371,400 ppm,EMIHUDRAFT_214539,hypothetical protein,0.75,7,9,4,5
CCMP371,400 ppm,EMIHUDRAFT_214938,hypothetical protein,0.524,4,8,4,5
CCMP371,400 ppm,EMIHUDRAFT_215249,hypothetical protein,0.633,5,2,3,1
CCMP371,400 ppm,EMIHUDRAFT_215526,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_215572,hypothetical protein,0.75,10,8,4,2
CCMP371,400 ppm,EMIHUDRAFT_215737,hypothetical protein,0.633,29,32,6,6
CCMP371,400 ppm,EMIHUDRAFT_215810,hypothetical protein,0.524,4,8,3,2
CCMP371,400 ppm,EMIHUDRAFT_216379,hypothetical protein,0.08,68,79,6,6
CCMP371,400 ppm,EMIHUDRAFT_216700,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_216731,hypothetical protein,0.873,5,6,3,2
CCMP371,400 ppm,EMIHUDRAFT_217027,hypothetical protein,3.84E-06,39,68,6,5
CCMP371,400 ppm,EMIHUDRAFT_217037,hypothetical protein,0.75,8,6,4,3
CCMP371,400 ppm,EMIHUDRAFT_217163,hypothetical protein,0.873,9,8,6,6
CCMP371,400 ppm,EMIHUDRAFT_217176,hypothetical protein,0.265,41,48,6,6
CCMP371,400 ppm,EMIHUDRAFT_217250,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_217295,hypothetical protein,0.202,30,22,3,2
CCMP371,400 ppm,EMIHUDRAFT_217319,hypothetical protein,0.633,16,13,6,6
CCMP371,400 ppm,EMIHUDRAFT_217359,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_217417,hypothetical protein,0.007,26,43,4,5
CCMP371,400 ppm,EMIHUDRAFT_217452,hypothetical protein,0.873,11,12,5,5
CCMP371,400 ppm,EMIHUDRAFT_218068,hypothetical protein,0.524,5,9,3,5
CCMP371,400 ppm,EMIHUDRAFT_218117,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_218347,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_218386,hypothetical protein,1,28,28,6,5
CCMP371,400 ppm,EMIHUDRAFT_218485,hypothetical protein,0.038,39,52,5,5
CCMP371,400 ppm,EMIHUDRAFT_218835,hypothetical protein,0.75,11,13,5,6
CCMP371,400 ppm,EMIHUDRAFT_219119,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_219255,hypothetical protein,0.202,39,47,6,5
CCMP371,400 ppm,EMIHUDRAFT_219298,hypothetical protein,0.111,10,0,3,0
CCMP371,400 ppm,EMIHUDRAFT_219564,hypothetical protein,0.633,4,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_219576,hypothetical protein,1,8,8,5,4
CCMP371,400 ppm,EMIHUDRAFT_220039,hypothetical protein,0.524,16,20,4,5
CCMP371,400 ppm,EMIHUDRAFT_220180,hypothetical protein,0.633,5,8,4,5
CCMP371,400 ppm,EMIHUDRAFT_220302,hypothetical protein,0.111,11,21,5,5
CCMP371,400 ppm,EMIHUDRAFT_220322,hypothetical protein,0.001,21,0,3,0
CCMP371,400 ppm,EMIHUDRAFT_220379,hypothetical protein,0.873,11,10,5,5
CCMP371,400 ppm,EMIHUDRAFT_220491,hypothetical protein,0.08,24,35,3,5
CCMP371,400 ppm,EMIHUDRAFT_220860,hypothetical protein,1,8,8,6,6
CCMP371,400 ppm,EMIHUDRAFT_221293,hypothetical protein,0.011,28,44,6,6
CCMP371,400 ppm,EMIHUDRAFT_221737,hypothetical protein,1,16,16,5,5
CCMP371,400 ppm,EMIHUDRAFT_221997,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_222107,hypothetical protein,0.026,17,31,5,5
CCMP371,400 ppm,EMIHUDRAFT_222108,hypothetical protein,0.873,8,7,4,5
CCMP371,400 ppm,EMIHUDRAFT_222125,hypothetical protein,0.633,7,10,5,5
CCMP371,400 ppm,EMIHUDRAFT_222267,hypothetical protein,0.873,4,5,4,4
CCMP371,400 ppm,EMIHUDRAFT_222552,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_222673,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_222679,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_222693,hypothetical protein,2.47E-08,59,94,6,6
CCMP371,400 ppm,EMIHUDRAFT_222785,hypothetical protein,0.633,6,9,3,5
CCMP371,400 ppm,EMIHUDRAFT_223025,hypothetical protein,0.524,6,2,3,1
CCMP371,400 ppm,EMIHUDRAFT_223077,hypothetical protein,1,4,4,3,2
CCMP371,400 ppm,EMIHUDRAFT_223613,hypothetical protein,0.152,33,42,6,6
CCMP371,400 ppm,EMIHUDRAFT_223995,hypothetical protein,0.75,5,3,3,3
CCMP371,400 ppm,EMIHUDRAFT_224091,hypothetical protein,0.001,17,38,4,5
CCMP371,400 ppm,EMIHUDRAFT_224593,mitochondrial carrier protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_225020,hypothetical protein,1,28,28,6,5
CCMP371,400 ppm,EMIHUDRAFT_225244,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_225245,hypothetical protein,0.017,61,76,5,6
CCMP371,400 ppm,EMIHUDRAFT_225298,hypothetical protein,0.017,14,29,5,6
CCMP371,400 ppm,EMIHUDRAFT_225583,hypothetical protein,0.873,4,3,4,3
CCMP371,400 ppm,EMIHUDRAFT_225687,hypothetical protein,0.873,6,5,6,5
CCMP371,400 ppm,EMIHUDRAFT_225918,hypothetical protein,0.633,5,2,3,1
CCMP371,400 ppm,EMIHUDRAFT_226070,hypothetical protein,0.633,6,9,3,4
CCMP371,400 ppm,EMIHUDRAFT_226207,hypothetical protein,0.873,22,21,4,3
CCMP371,400 ppm,EMIHUDRAFT_226294,hypothetical protein,0.873,20,21,6,5
CCMP371,400 ppm,EMIHUDRAFT_226507,hypothetical protein,0.339,7,13,3,3
CCMP371,400 ppm,EMIHUDRAFT_226880,hypothetical protein,1,4,4,3,2
CCMP371,400 ppm,EMIHUDRAFT_226900,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_227045,hypothetical protein,0.202,14,22,3,6
CCMP371,400 ppm,EMIHUDRAFT_227062,hypothetical protein,0.75,4,6,4,4
CCMP371,400 ppm,EMIHUDRAFT_227218,hypothetical protein,0.011,46,62,6,6
CCMP371,400 ppm,EMIHUDRAFT_227569,hypothetical protein,0.001,50,71,6,5
CCMP371,400 ppm,EMIHUDRAFT_227583,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_227936,hypothetical protein,0.001,32,53,5,6
CCMP371,400 ppm,EMIHUDRAFT_228055,hypothetical protein,0.873,13,14,5,5
CCMP371,400 ppm,EMIHUDRAFT_228554,hypothetical protein,1,4,4,3,2
CCMP371,400 ppm,EMIHUDRAFT_228606,hypothetical protein,0.038,14,27,6,6
CCMP371,400 ppm,EMIHUDRAFT_228680,hypothetical protein,0.873,4,5,4,4
CCMP371,400 ppm,EMIHUDRAFT_229246,hypothetical protein,0.873,14,15,6,5
CCMP371,400 ppm,EMIHUDRAFT_229315,hypothetical protein,0.75,5,3,3,2
CCMP371,400 ppm,EMIHUDRAFT_229432,hypothetical protein,0.426,5,10,3,5
CCMP371,400 ppm,EMIHUDRAFT_229506,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_230090,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_230219,hypothetical protein,0.873,4,3,4,2
CCMP371,400 ppm,EMIHUDRAFT_230326,hypothetical protein,0.75,16,18,6,5
CCMP371,400 ppm,EMIHUDRAFT_230450,hypothetical protein,0.524,5,9,3,5
CCMP371,400 ppm,EMIHUDRAFT_230489,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_231076,hypothetical protein,0.426,8,13,4,5
CCMP371,400 ppm,EMIHUDRAFT_231146,hypothetical protein,0.873,5,6,5,5
CCMP371,400 ppm,EMIHUDRAFT_231737,hypothetical protein,0.873,6,5,6,5
CCMP371,400 ppm,EMIHUDRAFT_232944,hypothetical protein,0.633,33,30,6,6
CCMP371,400 ppm,EMIHUDRAFT_233030,hypothetical protein,0.265,39,32,6,6
CCMP371,400 ppm,EMIHUDRAFT_233141,hypothetical protein,0.265,72,79,4,5
CCMP371,400 ppm,EMIHUDRAFT_233327,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_233381,hypothetical protein,0.524,5,9,5,5
CCMP371,400 ppm,EMIHUDRAFT_233383,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_233528,hypothetical protein,0.038,33,46,4,4
CCMP371,400 ppm,EMIHUDRAFT_233673,signal peptidase I,0.75,9,11,4,5
CCMP371,400 ppm,EMIHUDRAFT_233732,hypothetical protein,0.339,34,40,6,6
CCMP371,400 ppm,EMIHUDRAFT_233753,hypothetical protein,0.633,10,13,6,5
CCMP371,400 ppm,EMIHUDRAFT_233779,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_234010,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_234229,hypothetical protein,0.873,6,7,5,6
CCMP371,400 ppm,EMIHUDRAFT_234317,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_234405,hypothetical protein,0.873,19,18,5,4
CCMP371,400 ppm,EMIHUDRAFT_234454,hypothetical protein,0.633,3,6,3,6
CCMP371,400 ppm,EMIHUDRAFT_234481,hypothetical protein,0.152,24,33,4,5
CCMP371,400 ppm,EMIHUDRAFT_234612,hypothetical protein,0.426,13,18,4,5
CCMP371,400 ppm,EMIHUDRAFT_235597,hypothetical protein,0.524,20,24,4,5
CCMP371,400 ppm,EMIHUDRAFT_235706,hypothetical protein,0.873,7,8,3,4
CCMP371,400 ppm,EMIHUDRAFT_235770,hypothetical protein,0.265,3,10,3,5
CCMP371,400 ppm,EMIHUDRAFT_236025,hypothetical protein,1,4,4,3,2
CCMP371,400 ppm,EMIHUDRAFT_236345,hypothetical protein,6.81E-05,13,38,3,5
CCMP371,400 ppm,EMIHUDRAFT_236715,hypothetical protein,0.524,6,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_236932,hypothetical protein,0.873,6,7,6,5
CCMP371,400 ppm,EMIHUDRAFT_236965,hypothetical protein,0.08,19,30,6,5
CCMP371,400 ppm,EMIHUDRAFT_236982,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_237042,hypothetical protein,0.524,4,8,3,5
CCMP371,400 ppm,EMIHUDRAFT_237062,hypothetical protein,0.75,3,5,3,3
CCMP371,400 ppm,EMIHUDRAFT_237412,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_237686,hypothetical protein,0.004,5,23,3,4
CCMP371,400 ppm,EMIHUDRAFT_237820,hypothetical protein,1,10,10,6,6
CCMP371,400 ppm,EMIHUDRAFT_238402,hypothetical protein,1,6,6,3,2
CCMP371,400 ppm,EMIHUDRAFT_238465,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_238587,hypothetical protein,0.873,6,5,6,5
CCMP371,400 ppm,EMIHUDRAFT_238771,hypothetical protein,1,10,10,4,2
CCMP371,400 ppm,EMIHUDRAFT_238832,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_239837,hypothetical protein,1,11,11,5,5
CCMP371,400 ppm,EMIHUDRAFT_239845,hypothetical protein,0.111,24,34,4,4
CCMP371,400 ppm,EMIHUDRAFT_240006,hypothetical protein,0.633,8,5,3,3
CCMP371,400 ppm,EMIHUDRAFT_240013,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_241109,hypothetical protein,0.011,31,47,6,6
CCMP371,400 ppm,EMIHUDRAFT_241233,hypothetical protein,0.026,23,37,4,4
CCMP371,400 ppm,EMIHUDRAFT_241423,hypothetical protein,0.339,6,12,4,4
CCMP371,400 ppm,EMIHUDRAFT_241443,hypothetical protein,0.202,22,30,5,5
CCMP371,400 ppm,EMIHUDRAFT_241677,hypothetical protein,0.002,13,32,5,5
CCMP371,400 ppm,EMIHUDRAFT_241774,hypothetical protein,1,20,20,6,6
CCMP371,400 ppm,EMIHUDRAFT_241900,hypothetical protein,0.873,13,12,3,2
CCMP371,400 ppm,EMIHUDRAFT_242053,Hypothetical protein,0.873,6,5,3,2
CCMP371,400 ppm,EMIHUDRAFT_242190,hypothetical protein,0.524,6,2,4,1
CCMP371,400 ppm,EMIHUDRAFT_242747,hypothetical protein,0.633,8,11,6,6
CCMP371,400 ppm,EMIHUDRAFT_242762,hypothetical protein,0.426,15,20,5,5
CCMP371,400 ppm,EMIHUDRAFT_242887,hypothetical protein,0.633,4,1,4,1
CCMP371,400 ppm,EMIHUDRAFT_243120,hypothetical protein,0.873,7,8,3,3
CCMP371,400 ppm,EMIHUDRAFT_243150,hypothetical protein,0.75,5,7,4,5
CCMP371,400 ppm,EMIHUDRAFT_243186,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_243224,hypothetical protein,6.81E-05,30,55,4,5
CCMP371,400 ppm,EMIHUDRAFT_243400,hypothetical protein,0.026,3,17,3,2
CCMP371,400 ppm,EMIHUDRAFT_243980,hypothetical protein,0.426,9,14,3,4
CCMP371,400 ppm,EMIHUDRAFT_244062,hypothetical protein,0.202,7,15,3,5
CCMP371,400 ppm,EMIHUDRAFT_244387,hypothetical protein,0.633,4,1,4,1
CCMP371,400 ppm,EMIHUDRAFT_244463,hypothetical protein,0.633,5,2,5,2
CCMP371,400 ppm,EMIHUDRAFT_244630,hypothetical protein,1,6,6,4,3
CCMP371,400 ppm,EMIHUDRAFT_245451,hypothetical protein,0.75,6,8,5,5
CCMP371,400 ppm,EMIHUDRAFT_245458,hypothetical protein,0.873,22,23,6,5
CCMP371,400 ppm,EMIHUDRAFT_245483,hypothetical protein,0.339,12,18,3,4
CCMP371,400 ppm,EMIHUDRAFT_245599,hypothetical protein,0.152,7,16,3,4
CCMP371,400 ppm,EMIHUDRAFT_245673,hypothetical protein,0.265,8,15,4,5
CCMP371,400 ppm,EMIHUDRAFT_245853,hypothetical protein,0.633,5,8,4,5
CCMP371,400 ppm,EMIHUDRAFT_245881,hypothetical protein,0.202,66,58,6,6
CCMP371,400 ppm,EMIHUDRAFT_246212,hypothetical protein,0.524,6,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_246397,hypothetical protein,1,3,3,3,2
CCMP371,400 ppm,EMIHUDRAFT_246644,hypothetical protein,0.426,6,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_246800,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_247267,hypothetical protein,1,7,7,5,4
CCMP371,400 ppm,EMIHUDRAFT_247375,hypothetical protein,0.111,10,20,4,5
CCMP371,400 ppm,EMIHUDRAFT_247789,hypothetical protein,0.633,9,12,5,6
CCMP371,400 ppm,EMIHUDRAFT_247958,hypothetical protein,0.633,26,23,6,4
CCMP371,400 ppm,EMIHUDRAFT_248202,hypothetical protein,0.75,4,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_248204,hypothetical protein,0.08,12,23,6,6
CCMP371,400 ppm,EMIHUDRAFT_248273,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_248298,hypothetical protein,0.426,28,33,6,5
CCMP371,400 ppm,EMIHUDRAFT_248539,hypothetical protein,0.873,13,14,4,5
CCMP371,400 ppm,EMIHUDRAFT_248948,hypothetical protein,0.524,46,50,6,6
CCMP371,400 ppm,EMIHUDRAFT_249069,hypothetical protein,0.426,3,8,3,5
CCMP371,400 ppm,EMIHUDRAFT_249207,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_249353,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_249595,hypothetical protein,0.633,3,6,3,4
CCMP371,400 ppm,EMIHUDRAFT_249869,hypothetical protein,0.004,54,72,6,6
CCMP371,400 ppm,EMIHUDRAFT_250053,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_250190,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_250310,hypothetical protein,0.524,59,63,6,6
CCMP371,400 ppm,EMIHUDRAFT_250373,hypothetical protein,0.75,7,9,3,4
CCMP371,400 ppm,EMIHUDRAFT_250601,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_250655,hypothetical protein,0.633,4,1,4,1
CCMP371,400 ppm,EMIHUDRAFT_250798,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_250817,hypothetical protein,0.002,21,40,5,5
CCMP371,400 ppm,EMIHUDRAFT_250984,hypothetical protein,0.056,9,21,4,5
CCMP371,400 ppm,EMIHUDRAFT_251021,hypothetical protein,0.524,31,27,6,6
CCMP371,400 ppm,EMIHUDRAFT_251832,hypothetical protein,0.75,12,14,6,5
CCMP371,400 ppm,EMIHUDRAFT_251960,hypothetical protein,0.026,6,20,5,6
CCMP371,400 ppm,EMIHUDRAFT_252210,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_252296,hypothetical protein,0.152,8,17,4,6
CCMP371,400 ppm,EMIHUDRAFT_252329,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_252474,hypothetical protein,0.633,24,27,4,5
CCMP371,400 ppm,EMIHUDRAFT_252967,Integrase,0.873,3,4,3,3
CCMP371,400 ppm,EMIHUDRAFT_252968,hypothetical protein,0.633,10,7,5,4
CCMP371,400 ppm,EMIHUDRAFT_253051,hypothetical protein,0.524,18,14,3,2
CCMP371,400 ppm,EMIHUDRAFT_253110,hypothetical protein,0.75,5,7,5,6
CCMP371,400 ppm,EMIHUDRAFT_253315,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_253634,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_254043,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_254394,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_254942,hypothetical protein,0.75,10,8,5,4
CCMP371,400 ppm,EMIHUDRAFT_254943,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_255524,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_255668,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_256083,hypothetical protein,1,4,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_257464,hypothetical protein,0.017,21,36,5,4
CCMP371,400 ppm,EMIHUDRAFT_258718,hypothetical protein,1,3,3,3,3
CCMP371,400 ppm,EMIHUDRAFT_259908,hypothetical protein,1,6,6,3,2
CCMP371,400 ppm,EMIHUDRAFT_260041,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_260176,hypothetical protein,0.524,42,38,6,6
CCMP371,400 ppm,EMIHUDRAFT_260360,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_260533,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_308411,hypothetical protein,0.75,4,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_309560,hypothetical protein,0.873,5,4,5,4
CCMP371,400 ppm,EMIHUDRAFT_310595,mitochondrial carrier family,0.75,8,10,4,5
CCMP371,400 ppm,EMIHUDRAFT_310679,hypothetical protein,0.75,6,8,4,5
CCMP371,400 ppm,EMIHUDRAFT_314847,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_316743,hypothetical protein,0.426,10,15,4,5
CCMP371,400 ppm,EMIHUDRAFT_317118,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_349048,hypothetical protein,0.524,4,8,4,4
CCMP371,400 ppm,EMIHUDRAFT_349621,hypothetical protein,0.633,5,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_349984,hypothetical protein,1,25,25,5,6
CCMP371,400 ppm,EMIHUDRAFT_350249,hypothetical protein,0.873,7,8,6,6
CCMP371,400 ppm,EMIHUDRAFT_350957,hypothetical protein,0.633,3,6,3,5
CCMP371,400 ppm,EMIHUDRAFT_351152,hypothetical protein,0.873,8,7,3,2
CCMP371,400 ppm,EMIHUDRAFT_352051,putative cytochrome c,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_352927,hypothetical protein,0.002,24,43,6,5
CCMP371,400 ppm,EMIHUDRAFT_352966,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_353034,hypothetical protein,0.75,7,5,3,3
CCMP371,400 ppm,EMIHUDRAFT_353425,hypothetical protein,0.426,9,14,3,2
CCMP371,400 ppm,EMIHUDRAFT_353666,hypothetical protein,0.056,18,6,4,2
CCMP371,400 ppm,EMIHUDRAFT_353919,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_353964,hypothetical protein,0.873,6,5,4,3
CCMP371,400 ppm,EMIHUDRAFT_354141,mannose-1-phosphate guanylyltransferase,0.633,5,2,3,1
CCMP371,400 ppm,EMIHUDRAFT_354831,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_354863,hypothetical protein,0.873,20,21,3,4
CCMP371,400 ppm,EMIHUDRAFT_355230,hypothetical protein,0.873,10,11,5,5
CCMP371,400 ppm,EMIHUDRAFT_355527,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_355736,hypothetical protein,0.265,12,19,6,6
CCMP371,400 ppm,EMIHUDRAFT_356388,hypothetical protein,0.75,10,12,3,5
CCMP371,400 ppm,EMIHUDRAFT_356596,hypothetical protein,0.75,9,11,3,3
CCMP371,400 ppm,EMIHUDRAFT_357159,hypothetical protein,0.524,4,0,4,0
CCMP371,400 ppm,EMIHUDRAFT_358568,hypothetical protein,0.633,17,20,5,6
CCMP371,400 ppm,EMIHUDRAFT_358730,hypothetical protein,0.004,19,37,6,6
CCMP371,400 ppm,EMIHUDRAFT_359399,hypothetical protein,0.75,6,4,3,2
CCMP371,400 ppm,EMIHUDRAFT_359713,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_359862,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_360687,hypothetical protein,0.152,7,16,3,4
CCMP371,400 ppm,EMIHUDRAFT_361105,hypothetical protein,0.004,24,6,3,2
CCMP371,400 ppm,EMIHUDRAFT_361204,hypothetical protein,1,9,9,4,2
CCMP371,400 ppm,EMIHUDRAFT_361306,hypothetical protein,0.633,6,9,3,5
CCMP371,400 ppm,EMIHUDRAFT_362174,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_363731,hypothetical protein,0.633,9,12,5,4
CCMP371,400 ppm,EMIHUDRAFT_364256,hypothetical protein,0.873,6,7,6,6
CCMP371,400 ppm,EMIHUDRAFT_364328,hypothetical protein,0.524,8,12,4,5
CCMP371,400 ppm,EMIHUDRAFT_364683,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_365068,hypothetical protein,0.873,25,26,6,5
CCMP371,400 ppm,EMIHUDRAFT_365078,hypothetical protein,0.524,7,11,4,5
CCMP371,400 ppm,EMIHUDRAFT_365923,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_365941,hypothetical protein,1.76E-06,13,43,3,4
CCMP371,400 ppm,EMIHUDRAFT_366100,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_366695,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_367287,hypothetical protein,0.524,8,4,4,2
CCMP371,400 ppm,EMIHUDRAFT_367632,hypothetical protein,0.524,21,25,6,6
CCMP371,400 ppm,EMIHUDRAFT_367892,hypothetical protein,0.426,9,14,6,6
CCMP371,400 ppm,EMIHUDRAFT_368417,hypothetical protein,1,3,3,3,3
CCMP371,400 ppm,EMIHUDRAFT_368420,hypothetical protein,2.48E-04,46,69,4,5
CCMP371,400 ppm,EMIHUDRAFT_368861,hypothetical protein,0.524,15,19,6,5
CCMP371,400 ppm,EMIHUDRAFT_368865,hypothetical protein,0.75,7,9,4,5
CCMP371,400 ppm,EMIHUDRAFT_369056,hypothetical protein,0.202,12,4,3,1
CCMP371,400 ppm,EMIHUDRAFT_369504,hypothetical protein,0.873,4,3,3,3
CCMP371,400 ppm,EMIHUDRAFT_369969,hypothetical protein,0.524,28,32,6,6
CCMP371,400 ppm,EMIHUDRAFT_370068,hypothetical protein,3.44E-05,52,78,5,5
CCMP371,400 ppm,EMIHUDRAFT_370316,hypothetical protein,0.75,4,2,4,1
CCMP371,400 ppm,EMIHUDRAFT_373269,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_374581,hypothetical protein,0.873,4,5,4,5
