GID,genename,kid,ko,definition,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
sync_2244,,syg:sync_2244,,hypothetical protein,,hypothetical protein,Q0I7Y0,Putative uncharacterized protein.,,1969966,complement(1969966..1970184),72
sync_2245,oplaH,syg:sync_2245,K01469,hydantoinase/oxoprolinase:hydantoinase B/oxoprolinase,oplaH,Hydantoinase/oxoprolinase:Hydantoinase B/oxoprolinase,Q0I7X9,Hydantoinase/oxoprolinase:Hydantoinase B/oxoprolinase (EC 3.5.2.9).,3.5.2.9,1970118,complement(1970118..1973822),1234
sync_2246,,syg:sync_2246,K02564,glucosamine-6-phosphate isomerase,,glucosamine-6-phosphate isomerase,Q0I7X8,Glucosamine-6-phosphate isomerase (EC 3.5.99.6).,3.5.99.6,1973806,complement(1973806..1974531),241
sync_2247,,syg:sync_2247,,hypothetical protein,,hypothetical protein,Q0I7X7,Putative uncharacterized protein.,,1974515,complement(1974515..1974616),33
sync_2248,,syg:sync_2248,K06381,SpoIID/LytB domain protein,,SpoIID/LytB domain protein,Q0I7X6,SpoIID/LytB domain protein.,,1974607,complement(1974607..1975992),461
sync_2249,,syg:sync_2249,K00784,ribonuclease Z (RNase Z) (tRNA 3 endonuclease),,Ribonuclease Z (RNase Z) (tRNA 3 endonuclease),Q0I7X5,Ribonuclease Z (RNase Z) (TRNA 3 endonuclease) (EC 3.1.26.11).,3.1.26.11,1976134,1976134..1977081,315
sync_2250,psbV,syg:sync_2250,K02720,cytochrome c-550,psbV,cytochrome c-550,Q0I7X4,Cytochrome c-550 precursor (Cytochrome c550) (Low-potential cytochrome c).,,1977160,1977160..1977708,182
sync_2251,cpeD-2,syg:sync_2251,,phycobilisome linker polypeptide,cpeD-2,Phycobilisome linker polypeptide,Q0I7X3,Phycobilisome linker polypeptide.,,1978015,1978015..1978920,301
sync_2252,,syg:sync_2252,,hypothetical protein,,conserved hypothetical protein,Q0I7X2,Putative uncharacterized protein.,,1979135,1979135..1979440,101
sync_2253,,syg:sync_2253,,hypothetical protein,,hypothetical protein,Q0I7X1,Putative uncharacterized protein.,,1979756,1979756..1980097,113
sync_2254,,syg:sync_2254,K02639,ferredoxin,,Ferredoxin,Q0I7X0,Ferredoxin.,,1980233,complement(1980233..1980649),138
sync_2255,prmA,syg:sync_2255,K02687,ribosomal protein L11 methyltransferase,prmA,ribosomal protein L11 methyltransferase,Q0I7W9,Ribosomal protein L11 methyltransferase (EC 2.1.1.-).,2.1.1.-,1980677,complement(1980677..1981483),268
sync_2256,serA,syg:sync_2256,K00058,D-3-phosphoglycerate dehydrogenase,serA,D-3-phosphoglycerate dehydrogenase,Q0I7W8,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95).,1.1.1.95,1981567,complement(1981567..1983153),528
sync_2257,,syg:sync_2257,,hypothetical protein,,Uncharacterized conserved membrane protein,Q0I7W7,Uncharacterized conserved membrane protein.,,1983300,1983300..1983857,185
sync_2258,,syg:sync_2258,,S4 domain protein,,S4 domain protein,Q0I7W6,S4 domain protein.,,1983854,1983854..1984633,259
sync_2259,,syg:sync_2259,,tRNA-Val,,Val tRNA,,,,1984730,1984730..1984801,
sync_2260,murD,syg:sync_2260,K01925,UDP-N-acetylmuramoylalanine--D-glutamate ligase,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Q0I7W5,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9).,6.3.2.9,1984829,1984829..1986229,466
sync_2261,,syg:sync_2261,,hypothetical protein,,hypothetical protein,Q0I7W4,Putative uncharacterized protein.,,1986300,complement(1986300..1986431),43
sync_2262,,syg:sync_2262,,"lipoprotein, putative",,"lipoprotein, putative",Q0I7W3,"Lipoprotein, putative.",,1986437,1986437..1986649,70
sync_2263,,syg:sync_2263,,hypothetical protein,,hypothetical protein,Q0I7W2,Putative uncharacterized protein.,,1986857,complement(1986857..1987036),59
sync_2264,,syg:sync_2264,,hypothetical protein,,hypothetical protein,Q0I7W1,Putative uncharacterized protein.,,1987013,1987013..1987177,54
sync_2265,,syg:sync_2265,,hypothetical protein,,conserved hypothetical protein,Q0I7W0,Putative uncharacterized protein.,,1987444,1987444..1987914,156
sync_2266,,syg:sync_2266,,hypothetical protein,,hypothetical protein,Q0I7V9,Putative uncharacterized protein.,,1987898,1987898..1988668,256
sync_2267,,syg:sync_2267,,hypothetical protein,,conserved hypothetical protein,Q0I7V8,Putative uncharacterized protein.,,1988620,complement(1988620..1988919),99
sync_2268,,syg:sync_2268,,hypothetical protein,,conserved hypothetical protein,Q0I7V7,Putative uncharacterized protein.,,1989253,complement(1989253..1989621),122
sync_2269,,syg:sync_2269,K03060,"putative DNA-directed RNA polymerase, omega subunit",,"putative DNA-directed RNA polymerase, omega subunit",Q0I7V6,"Putative DNA-directed RNA polymerase, omega subunit.",2.7.7.6,1989618,complement(1989618..1989845),75
sync_2270,,syg:sync_2270,,possible ribosomal protein L36,,possible Ribosomal protein L36,Q0I7V5,Possible Ribosomal protein L36.,,1989872,complement(1989872..1990156),94
sync_2271,,syg:sync_2271,,DnaK family protein,,DnaK family protein,Q0I7V4,DnaK family protein.,,1990190,1990190..1991827,545
sync_2272,,syg:sync_2272,,hypothetical protein,,hypothetical protein,Q0I7V3,Putative uncharacterized protein.,,1991903,1991903..1992745,280
sync_2273,,syg:sync_2273,,hypothetical protein,,hypothetical protein,Q0I7V2,Putative uncharacterized protein.,,1992742,complement(1992742..1992861),39
sync_2274,,syg:sync_2274,K00535,ferredoxin-thioredoxin reductase variable chain,,ferredoxin-thioredoxin reductase variable chain,Q0I7V1,Ferredoxin-thioredoxin reductase variable chain (EC 1.18.-.-).,1.18.-.-,1992799,1992799..1993020,73
sync_2275,pyrR,syg:sync_2275,K02825,PyrR bifunctional protein,pyrR,pyrR bifunctional protein,Q0I7V0,PyrR bifunctional protein (EC 2.4.2.9).,2.4.2.9,1993032,complement(1993032..1993601),189
sync_2276,gpmI,syg:sync_2276,K01834,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",gpmI,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Q0I7U9,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1).",5.4.2.1,1993748,1993748..1995379,543
sync_2277,secG,syg:sync_2277,K03075,"preprotein translocase, SecG subunit",secG,"preprotein translocase, SecG subunit",Q0I7U8,"Preprotein translocase, SecG subunit.",,1995393,1995393..1995623,76
sync_2278,,syg:sync_2278,,hypothetical protein,,hypothetical protein,Q0I7U7,Putative uncharacterized protein.,,1995620,complement(1995620..1995712),30
sync_2279,,syg:sync_2279,,ammonium transporter alr0992,,ammonium transporter alr0992,Q0I7U6,Ammonium transporter alr0992.,,1995860,complement(1995860..1996264),134
sync_2280,,syg:sync_2280,K03320,ammonium transporter alr0992,,ammonium transporter alr0992,Q0I7U5,Ammonium transporter alr0992.,,1996279,complement(1996279..1997271),330
sync_2281,,syg:sync_2281,K03282,large-conductive mechanosensitive channel,,large-conductive mechanosensitive channel,Q0I7U4,Large-conductive mechanosensitive channel.,,1997306,complement(1997306..1997779),157
sync_2282,,syg:sync_2282,K04077,GroEL chaperonin,,GroEL chaperonin,Q0I7U3,60 kDa chaperonin.,,1997748,complement(1997748..1999379),543
sync_2283,groS,syg:sync_2283,K04078,"chaperonin, 10 kDa",groS,"chaperonin, 10 kDa",Q0I7U2,"Chaperonin, 10 kDa.",,1999449,complement(1999449..1999760),103
sync_2284,atpD,syg:sync_2284,K02112,"ATP synthase F1, beta subunit",atpD,"ATP synthase F1, beta subunit",Q0I7U1,"ATP synthase F1, beta subunit (EC 3.6.3.14).",3.6.3.14,1999982,1999982..2001445,487
sync_2285,atpC,syg:sync_2285,K02114,"ATP synthase F1, epsilon subunit",atpC,"ATP synthase F1, epsilon subunit",Q0I7U0,ATP synthase epsilon chain (EC 3.6.3.14) (ATP synthase F1 sector epsilon subunit).,3.6.3.14,2001517,2001517..2001924,135
sync_2286,,syg:sync_2286,,Ycf65 homolog,,Ycf65 homolog,Q0I7T9,Ycf65 homolog.,,2002110,complement(2002110..2002490),126
sync_2287,,syg:sync_2287,K01636,putative fructose-6-phosphate aldolase,,Putative fructose-6-phosphate aldolase,Q0I7T8,Putative fructose-6-phosphate aldolase (EC 4.1.2.-).,4.1.2.-,2002648,2002648..2003376,242
sync_2288,,syg:sync_2288,K11777,predicted HAD superfamily phosphatase,,Predicted HAD superfamily phosphatase,Q0I7T7,Predicted HAD superfamily phosphatase (EC 4.2.1.19).,,2003387,2003387..2004202,271
sync_2289,,syg:sync_2289,K07300,calcium/proton antiporter,,calcium/proton antiporter,Q0I7T6,Calcium/proton antiporter.,,2004199,2004199..2005344,381
sync_2290,,syg:sync_2290,K01262,"peptidase, M24B family protein",,"peptidase, M24B family protein",Q0I7T5,"Peptidase, M24B family protein (EC 3.4.11.9).",3.4.11.9,2005351,complement(2005351..2006688),445
sync_2291,,syg:sync_2291,,membrane associated SBC domains,,Membrane associated SBC domains,Q0I7T4,Membrane associated SBC domains.,,2006742,2006742..2007752,336
sync_2292,,syg:sync_2292,K06883,GTP-binding protein,,GTP-binding protein,Q0I7T3,GTP-binding protein.,,2007752,2007752..2009101,449
sync_2293,nadD,syg:sync_2293,K00969,nicotinate (nicotinamide) nucleotide adenylyltransferase,nadD,nicotinate (nicotinamide) nucleotide adenylyltransferase,Q0I7T2,Nicotinate (Nicotinamide) nucleotide adenylyltransferase (EC 2.7.7.18).,2.7.7.18,2009098,2009098..2009676,192
sync_2294,nadE,syg:sync_2294,K01916,NAD+ synthetase,nadE,NAD+ synthetase,Q0I7T1,NAD+ synthetase (EC 6.3.1.5).,6.3.1.5,2009683,2009683..2011404,573
sync_2295,ald,syg:sync_2295,K00259,alanine dehydrogenase,ald,alanine dehydrogenase,Q0I7T0,Alanine dehydrogenase (EC 1.4.1.1).,1.4.1.1,2011502,2011502..2012614,370
sync_2296,,syg:sync_2296,,hypothetical protein,,conserved hypothetical protein,Q0I7S9,Putative uncharacterized protein.,,2012780,2012780..2014243,487
sync_2297,,syg:sync_2297,,hypothetical protein,,hypothetical protein,Q0I7S8,Putative uncharacterized protein.,,2014843,complement(2014843..2015037),64
sync_2298,,syg:sync_2298,,hypothetical protein,,hypothetical protein,Q0I7S7,Putative uncharacterized protein.,,2015218,2015218..2015409,63
sync_2299,,syg:sync_2299,K02723,photosystem II PsbY protein-related protein,,photosystem II PsbY protein-related protein,Q0I7S6,Photosystem II PsbY protein-related protein.,,2015795,complement(2015795..2015926),43
sync_2300,,syg:sync_2300,,hypothetical protein,,hypothetical protein,Q0I7S5,Putative uncharacterized protein.,,2016581,2016581..2016811,76
sync_2301,,syg:sync_2301,,hypothetical protein,,hypothetical protein,Q0I7S4,Putative uncharacterized protein.,,2017362,complement(2017362..2017505),47
sync_2302,,syg:sync_2302,,hypothetical protein,,hypothetical protein,Q0I7S3,Putative uncharacterized protein.,,2017642,2017642..2017740,32
sync_2303,,syg:sync_2303,,hypothetical protein,,hypothetical protein,Q0I7S2,Putative uncharacterized protein.,,2019787,complement(2019787..2019900),37
sync_2304,,syg:sync_2304,,CAB/ELIP/HLIP family protein,,CAB/ELIP/HLIP family protein,Q0I7S1,CAB/ELIP/HLIP family protein.,,2019936,2019936..2020073,45
sync_2305,,syg:sync_2305,,hypothetical protein,,hypothetical protein,Q0I7S0,Putative uncharacterized protein.,,2020817,2020817..2021044,75
sync_2306,,syg:sync_2306,K08921,chlorophyll a/b binding light harvesting protein PcbD,,Chlorophyll a/b binding light harvesting protein PcbD,Q0I7R9,Chlorophyll a/b binding light harvesting protein PcbD.,,2022170,2022170..2023204,344
sync_2307,,syg:sync_2307,K09858,sec-C motif domain protein,,SEC-C motif domain protein,Q0I7R8,SEC-C motif domain protein.,,2023406,complement(2023406..2023843),145
sync_2308,,syg:sync_2308,,uncharacterized membrane protein,,Uncharacterized membrane protein,Q0I7R7,Uncharacterized membrane protein.,,2023837,complement(2023837..2024895),352
sync_2309,,syg:sync_2309,,hypothetical protein,,conserved hypothetical protein,Q0I7R6,Putative uncharacterized protein.,,2024910,complement(2024910..2025098),62
sync_2310,,syg:sync_2310,K02639,"ferredoxin, 2Fe-2S",,"ferredoxin, 2Fe-2S",Q0I7R5,"Ferredoxin, 2Fe-2S.",,2025095,complement(2025095..2025436),113
sync_2311,,syg:sync_2311,,hypothetical protein,,hypothetical protein,Q0I7R4,Putative uncharacterized protein.,,2025468,complement(2025468..2026190),240
sync_2312,atpG,syg:sync_2312,K02115,"ATP synthase F1, gamma subunit",atpG,"ATP synthase F1, gamma subunit",Q0I7R3,ATP synthase gamma chain.,3.6.3.14,2026245,complement(2026245..2027198),317
sync_2313,atpA,syg:sync_2313,K02111,"ATP synthase F1, alpha subunit",atpA,"ATP synthase F1, alpha subunit",Q0I7R2,"ATP synthase F1, alpha subunit (EC 3.6.3.14).",3.6.3.14,2027210,complement(2027210..2028730),506
sync_2314,atpH,syg:sync_2314,K02113,"ATP synthase F1, delta subunit",atpH,"ATP synthase F1, delta subunit",Q0I7R1,ATP synthase delta chain.,3.6.3.14,2028790,complement(2028790..2029338),182
sync_2315,,syg:sync_2315,K02109,ATP synthase B/B'''' CF(0),,ATP synthase B/B'''' CF(0),Q0I7R0,ATP synthase B/B'''' CF(0) (EC 3.6.3.14).,3.6.3.14,2029339,complement(2029339..2029860),173
sync_2316,,syg:sync_2316,K02109,ATP synthase chain b'''',,ATP synthase chain b'''',Q0I7Q9,ATP synthase chain b'''' (EC 3.6.3.14).,3.6.3.14,2029860,complement(2029860..2030324),154
sync_2317,atpE,syg:sync_2317,K02110,"ATP synthase F0, C subunit",atpE,"ATP synthase F0, C subunit",Q0I7Q8,ATP synthase C chain (EC 3.6.3.-).,3.6.3.14,2030414,complement(2030414..2030659),81
sync_2318,atpB,syg:sync_2318,K02108,"ATP synthase F0, A subunit",atpB,"ATP synthase F0, A subunit",Q0I7Q7,ATP synthase A chain (EC 3.6.3.14).,3.6.3.14,2030828,complement(2030828..2031553),241
sync_2319,,syg:sync_2319,K02116,possible ATP synthase protein 1,,possible ATP synthase protein 1,Q0I7Q6,Possible ATP synthase protein 1 (EC 3.6.3.14).,,2031579,complement(2031579..2032004),141
sync_2320,,syg:sync_2320,,possible methyltransferase,,possible methyltransferase,Q0I7Q5,Possible methyltransferase.,,2032001,complement(2032001..2033221),406
sync_2321,apcE,syg:sync_2321,K02096,anchor polypeptide LCM,apcE,anchor polypeptide LCM,Q0I7Q4,Anchor polypeptide LCM.,,2033340,2033340..2036948,1202
sync_2322,,syg:sync_2322,,hypothetical protein,,hypothetical protein,Q0I7Q3,Putative uncharacterized protein.,,2037126,complement(2037126..2037392),88
sync_2323,apcA,syg:sync_2323,K02092,"allophycocyanin, alpha subunit",apcA,"allophycocyanin, alpha subunit",Q0I7Q2,"Allophycocyanin, alpha subunit.",,2037540,2037540..2038025,161
sync_2324,apcB-2,syg:sync_2324,K02093,"allophycocyanin, beta subunit",apcB-2,"allophycocyanin, beta subunit",Q0I7Q1,"Allophycocyanin, beta subunit.",,2038068,2038068..2038556,162
sync_2325,apcC,syg:sync_2325,K02094,"phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core",apcC,"phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core",Q0I7Q0,"Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core.",,2038556,2038556..2038756,66
sync_2326,,syg:sync_2326,K03588,putative cell division protein FtsW,,putative cell division protein FtsW,Q0I7P9,Putative cell division protein FtsW.,,2038878,2038878..2040122,414
sync_2327,,syg:sync_2327,K06196,cytochrome c biogenesis protein,,Cytochrome c biogenesis protein,Q0I7P8,Cytochrome c biogenesis protein (EC 1.8.1.8).,,2040251,2040251..2040880,209
sync_2328,,syg:sync_2328,K07399,ResB-like protein required for cytochrome c biosynthesis,,ResB-like protein required for cytochrome c biosynthesis,Q0I7P7,ResB-like protein required for cytochrome c biosynthesis.,,2040885,2040885..2042192,435
sync_2329,,syg:sync_2329,K09457,GTP cyclohydrolase I family enzyme,,GTP cyclohydrolase I family enzyme,Q0I7P6,GTP cyclohydrolase I family enzyme.,1.7.1.13,2042164,complement(2042164..2042574),136
sync_2330,,syg:sync_2330,,hypothetical protein,,conserved hypothetical protein,Q0I7P5,Putative uncharacterized protein.,,2042725,2042725..2042952,75
sync_2331,glnB,syg:sync_2331,K04752,nitrogen regulatory protein P-II,glnB,nitrogen regulatory protein P-II,Q0I7P4,Nitrogen regulatory protein P-II.,,2042984,2042984..2043322,112
sync_2332,,syg:sync_2332,K06442,hemolysin A,,hemolysin A,Q0I7P3,Hemolysin A.,,2043311,complement(2043311..2044129),272
sync_2333,,syg:sync_2333,,hypothetical protein,,conserved hypothetical protein,Q0I7P2,Putative uncharacterized protein.,,2044228,2044228..2044491,87
sync_2334,purB,syg:sync_2334,K01756,adenylosuccinate lyase,purB,adenylosuccinate lyase,Q0I7P1,Adenylosuccinate lyase (EC 4.3.2.2).,4.3.2.2,2044557,2044557..2045852,431
sync_2335,,syg:sync_2335,,hypothetical protein,,hypothetical protein,Q0I7P0,Putative uncharacterized protein.,,2045857,2045857..2045958,33
sync_2336,fumC,syg:sync_2336,K01679,"fumarate hydratase, class II",fumC,"fumarate hydratase, class II",Q0I7N9,"Fumarate hydratase, class II (EC 4.2.1.2).",4.2.1.2,2045955,2045955..2047346,463
sync_2337,,syg:sync_2337,K01529,superfamily II RNA helicase,,Superfamily II RNA helicase,Q0I7N8,Superfamily II RNA helicase (EC 3.6.1.-).,3.6.1.-,2047352,complement(2047352..2050084),910
sync_2338,bioF,syg:sync_2338,K00652,8-amino-7-oxononanoate synthase,bioF,8-amino-7-oxononanoate synthase,Q0I7N7,8-amino-7-oxononanoate synthase (EC 2.3.1.47).,2.3.1.47,2050136,2050136..2051296,386
sync_2339,,syg:sync_2339,,alpha/beta hydrolase family protein,,Alpha/beta hydrolase family protein,Q0I7N6,Alpha/beta hydrolase family protein.,,2051306,2051306..2052031,241
sync_2340,,syg:sync_2340,K02169,SAM dependent methyltransferase,,SAM dependent methyltransferase,Q0I7N5,SAM dependent methyltransferase.,,2052028,2052028..2052783,251
sync_2341,,syg:sync_2341,K01935,dethiobiotin synthetase,,Dethiobiotin synthetase,Q0I7N4,Dethiobiotin synthetase (EC 6.3.3.3).,6.3.3.3,2052780,2052780..2053445,221
sync_2342,,syg:sync_2342,,hypothetical protein,,hypothetical protein,Q0I7N3,Putative uncharacterized protein.,,2053442,2053442..2053597,51
sync_2343,bioA,syg:sync_2343,K00833,adenosylmethionine-8-amino-7-oxononanoate transaminase,bioA,adenosylmethionine-8-amino-7-oxononanoate transaminase,Q0I7N2,Adenosylmethionine-8-amino-7-oxononanoate transaminase (EC 2.6.1.62).,2.6.1.62,2053642,2053642..2054916,424
sync_2344,,syg:sync_2344,,hypothetical protein,,conserved hypothetical protein,Q0I7N1,Putative uncharacterized protein.,,2054957,complement(2054957..2055220),87
sync_2345,,syg:sync_2345,,DnaJ domain protein,,DnaJ domain protein,Q0I7N0,DnaJ domain protein.,,2055165,complement(2055165..2055695),176
sync_2346,gidB,syg:sync_2346,K03501,methyltransferase GidB,gidB,methyltransferase GidB,Q0I7M9,Methyltransferase GidB (EC 2.1.-.-).,2.1.-.-,2055758,2055758..2056522,254
