GID,SYMBOL,kid,PRODUCT,ko,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
SYNW2021,pebB,syw:SYNW2021,phycoerythrobilin:ferredoxin oxidoreductase,K05370,pebB,phycoerythrobilin:ferredoxin oxidoreductase,Q7U4P6,Phycoerythrobilin:ferredoxin oxidoreductase (EC 1.3.7.3).,1.3.7.3,1920322,1920322..1921110,262
SYNW2022,rpcB,syw:SYNW2022,R-phycocyanin II beta subunit,K02285,rpcB,R-phycocyanin II beta chain,Q7U4P5,R-phycocyanin II beta chain.,,1921269,1921269..1921787,172
SYNW2023,rpcA,syw:SYNW2023,R-phycocyanin II alpha subunit,K02284,rpcA,R-phycocyanin II alpha chain,Q7U4P4,R-phycocyanin II alpha chain.,,1921830,1921830..1922318,162
SYNW2024,SYNW2024,syw:SYNW2024,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4P3,Hypothetical protein.,,1922397,1922397..1922990,197
SYNW2025,SYNW2025,syw:SYNW2025,putative phycobilin lyase-isomerase alpha and beta fusion protein,K02288,,putative phycocyanobilin lyase alpha and beta fusion protein,Q7U4P2,Putative phycocyanobilin lyase alpha and beta fusion protein (EC 4.-.- .-).,4.-.-.-,1923082,1923082..1924482,466
SYNW2026,SYNW2026,syw:SYNW2026,putative low molecular weight protein-tyrosine-phosphatase,K01104,,putative low molecular weight protein-tyrosine-phosphatase,Q7U4P1,Putative low molecular weight protein-tyrosine-phosphatase (EC 3.1.3.48).,3.1.3.48,1924488,1924488..1924964,158
SYNW2027,"panC, cmk",syw:SYNW2027,putative bifunctional enzyme,K00945 K01918,,,,,,,,
SYNW2028,rlpA,syw:SYNW2028,possible rare lipoprotein A,K03642,rlpA,possible rare lipoprotein A,Q7U4N9,Possible rare lipoprotein A precursor.,,1926462,complement(1926462..1927085),207
SYNW2029,"purM, purG",syw:SYNW2029,phosphoribosyl formylglycinamidine cyclo-ligase,K01933,"purM,purG",phosphoribosyl formylglycinamidine cyclo-ligase,Q7U4N8,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIRS) (Phosphoribosyl-aminoimidazole synthetase) (AIR synthase).,6.3.3.1,1927391,1927391..1928422,343
SYNW2030,SYNW2030,syw:SYNW2030,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4N7,Hypothetical protein.,,1928554,1928554..1929186,210
SYNW2031,SYNW2031,syw:SYNW2031,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4N6,Hypothetical protein.,,1929191,complement(1929191..1930186),331
SYNW2032,SYNW2032,syw:SYNW2032,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4N5,Hypothetical protein precursor.,,1930199,1930199..1930360,53
SYNW2033,SYNW2033,syw:SYNW2033,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4N4,Hypothetical protein precursor.,,1930360,1930360..1930842,160
RNA_43,RNA_43,syw:RNA_43,tRNA-Cys,,,,,,,1930854,complement(1930854..1930924),
SYNW2034,SYNW2034,syw:SYNW2034,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4N3,Hypothetical protein.,,1930979,1930979..1932199,406
SYNW2035,SYNW2035,syw:SYNW2035,conserved hypothetical protein,,,conserved hypothetical,Q7U4N2,Conserved hypothetical.,,1932219,1932219..1932476,85
SYNW2036,rnd,syw:SYNW2036,putative ribonuclease D,K03684,rnd,putative ribonuclease D,Q7U4N1,Putative ribonuclease D (EC 3.1.26.3).,3.1.13.5,1932487,complement(1932487..1933131),214
SYNW2037,pex,syw:SYNW2037,possible Pex protein,,pex,possible Pex protein,Q7U4N0,Possible Pex protein.,,1933158,1933158..1933634,158
SYNW2038,SYNW2038,syw:SYNW2038,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4M9,Hypothetical protein precursor.,,1933680,1933680..1934234,184
SYNW2039,SYNW2039,syw:SYNW2039,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4M8,Hypothetical protein precursor.,,1934243,1934243..1935082,279
SYNW2040,hemF,syw:SYNW2040,coproporphyrinogen III oxidase,K00228,hemF,Coproporphyrinogen III oxidase,Q7U4M7,"Coproporphyrinogen 3 oxidase, aerobic (EC 1.3.3.3) (Coproporphyrinogen III oxidase, aerobic) (Coproporphyrinogenase) (Coprogen oxidase).",1.3.3.3,1935075,complement(1935075..1936241),388
SYNW2041,SYNW2041,syw:SYNW2041,MRP protein homolog,K03593,,MRP protein homolog,Q7U4M6,MRP protein homolog.,,1936284,1936284..1937360,358
SYNW2042,rodA,syw:SYNW2042,cell division protein possibly involved in shape determination,K05837,rodA,cell division protein possibly involved in shape determination,Q7U4M5,Cell division protein possibly involved in shape determination precursor.,,1937363,1937363..1938601,412
SYNW2043,SYNW2043,syw:SYNW2043,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4M4,Hypothetical protein (EC 2.7.3.-).,,1938598,1938598..1939935,445
SYNW2044,psaD,syw:SYNW2044,photosystem I reaction center subunit II (PsaD),K02692,psaD,photosystem I reaction center subunit II (PsaD),Q7U4M3,Photosystem I reaction center subunit II (PsaD).,,1940047,1940047..1940478,143
SYNW2045,trpE,syw:SYNW2045,Anthranilate synthase component I and chorismate binding enzyme,K01657,trpE,Anthranilate synthase component I and chorismate binding enzyme,Q7U4M2,Anthranilate synthase component I and chorismate binding enzyme (EC 4.1.3.27).,4.1.3.27,1940531,1940531..1942051,506
SYNW2046,SYNW2046,syw:SYNW2046,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4M1,Hypothetical protein.,,1942048,1942048..1943190,380
SYNW2047,"ppc, pepC",syw:SYNW2047,phosphoenolpyruvate carboxylase,K01595,"ppc,pepC",phosphoenolpyruvate carboxylase,Q7U4M0,Phosphoenolpyruvate carboxylase (EC 4.1.1.31) (PEPCase) (PEPC).,4.1.1.31,1943187,1943187..1946219,1010
SYNW2048,SYNW2048,syw:SYNW2048,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4L9,Hypothetical protein.,,1946152,1946152..1946697,181
RNA_44,RNA_44,syw:RNA_44,tRNA-Arg,,,,,,,1946701,complement(1946701..1946774),
SYNW2049,recF,syw:SYNW2049,putative DNA repair and genetic recombination protein RecF,K03629,recF,putative DNA repair and genetic recombination protein RecF,Q7U4L8,DNA replication and repair protein recF.,,1946881,1946881..1947978,365
SYNW2050,SYNW2050,syw:SYNW2050,putative S-adenosylmethionine decarboxylase,K01611,,putative S-adenosylmethionine decarboxylase,Q7U4L7,S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50) (AdoMetDC) (SamDC) [Contains: S-adenosylmethionine decarboxylase beta chain,,,,
SYNW2051,SYNW2051,syw:SYNW2051,conserved hypothetical protein,K06864,,conserved hypothetical protein,Q7U4L6,Hypothetical protein.,,1948465,complement(1948465..1949295),276
SYNW2052,SYNW2052,syw:SYNW2052,conserved hypothetical protein,K00798,,conserved hypothetical protein,Q7U4L5,Hypothetical protein.,2.5.1.17,1949349,1949349..1950497,382
SYNW2053,moeB,syw:SYNW2053,molybdopterin biosynthesis protein,K03751,moeB,molybdopterin biosynthesis protein,Q7U4L4,Molybdopterin biosynthesis protein.,,1950507,complement(1950507..1951640),377
SYNW2054,SYNW2054,syw:SYNW2054,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4L3,Hypothetical protein.,,1951630,complement(1951630..1952091),153
SYNW2055,SYNW2055,syw:SYNW2055,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4L2,Hypothetical protein.,,1952141,1952141..1952533,130
SYNW2056,SYNW2056,syw:SYNW2056,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4L1,Hypothetical protein.,,1952538,complement(1952538..1953428),296
SYNW2057,SYNW2057,syw:SYNW2057,phytoene dehydrogenase related enzyme,,,phytoene dehydrogenase related enzyme,Q7U4L0,Phytoene dehydrogenase related enzyme precursor.,,1953479,1953479..1954981,500
SYNW2058,SYNW2058,syw:SYNW2058,prephenate dehydrogenase,K00210,,Prephenate dehydrogenase,Q7U4K9,Prephenate dehydrogenase (EC 1.3.1.12).,1.3.1.12,1954971,complement(1954971..1955846),291
SYNW2059,SYNW2059,syw:SYNW2059,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4K8,Hypothetical protein.,,1955929,1955929..1957374,481
SYNW2060,SYNW2060,syw:SYNW2060,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4K7,Hypothetical protein.,,1957424,1957424..1957672,82
SYNW2061,SYNW2061,syw:SYNW2061,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4K6,Hypothetical protein.,,1957744,1957744..1958100,118
SYNW2062,recA,syw:SYNW2062,RecA bacterial DNA recombination protein,K03553,recA,RecA bacterial DNA recombination protein,Q7U4K5,Protein recA (Recombinase A).,,1958102,complement(1958102..1959229),375
SYNW2063,SYNW2063,syw:SYNW2063,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4K4,Hypothetical protein.,,1959316,complement(1959316..1960065),249
RNA_45,RNA_45,syw:RNA_45,tRNA-Gln,,,,,,,1960076,complement(1960076..1960147),
SYNW2064,SYNW2064,syw:SYNW2064,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4K3,Hypothetical protein.,,1960238,complement(1960238..1961869),543
SYNW2065,SYNW2065,syw:SYNW2065,putative ldpA protein,,,putative ldpA protein,Q7U4K2,Putative ldpA protein.,,1961893,complement(1961893..1962939),348
SYNW2066,SYNW2066,syw:SYNW2066,conserved hypothetical protein,K05585,,conserved hypothetical protein,Q7U4K1,Hypothetical protein.,1.6.5.3,1962906,complement(1962906..1963367),153
SYNW2067,"rpl3, rplC",syw:SYNW2067,50S ribosomal protein L3,K02906,"rpl3,rplC",50S ribosomal protein L3,Q7U4K0,50S ribosomal protein L3.,,1963744,1963744..1964400,218
SYNW2068,"rpl4, rplD",syw:SYNW2068,50S ribosomal protein L4,K02926,"rpl4,rplD",50S ribosomal protein L4,Q7U4J9,50S ribosomal protein L4.,,1964400,1964400..1965035,211
SYNW2069,"rpl23, rplW",syw:SYNW2069,50S ribosomal protein L23,K02892,"rpl23,rplW",50S ribosomal protein L23,Q7U4J8,50S ribosomal protein L23.,,1965028,1965028..1965330,100
SYNW2070,"rpl2, rplB",syw:SYNW2070,50S ribosomal protein L2,K02886,"rpl2,rplB",50S ribosomal protein L2,Q7U4J7,50S ribosomal protein L2.,,1965346,1965346..1966209,287
SYNW2071,"rps19, rpsS",syw:SYNW2071,30S ribosomal protein S19,K02965,"rps19,rpsS",30S ribosomal protein S19,Q7U4J6,30S ribosomal protein S19.,,1966245,1966245..1966520,91
SYNW2072,"rpl22, rplV",syw:SYNW2072,50S ribosomal protein L22,K02890,"rpl22,rplV",50S ribosomal protein L22,Q7U4J5,50S ribosomal protein L22.,,1966525,1966525..1966890,121
SYNW2073,"rps3, rpsC",syw:SYNW2073,30S ribosomal protein S3,K02982,"rps3,rpsC",30S ribosomal protein S3,Q7U4J4,30S ribosomal protein S3.,,1966911,1966911..1967639,242
SYNW2074,"rpl16, rplP",syw:SYNW2074,50S ribosomal protein L16,K02878,"rpl16,rplP",50S ribosomal protein L16,Q7U4J3,50S ribosomal protein L16.,,1967656,1967656..1968132,158
SYNW2075,"rpl29, rpmC",syw:SYNW2075,50S ribosomal protein L29,K02904,"rpl29,rpmC",50S ribosomal protein L29,Q7U4J2,50S ribosomal protein L29.,,1968135,1968135..1968344,69
SYNW2076,"rps17, rpsQ",syw:SYNW2076,30S ribosomal protein S17,K02961,"rps17,rpsQ",30S ribosomal protein S17,Q7U4J1,30S ribosomal protein S17.,,1968362,1968362..1968673,103
SYNW2077,"rplN, rpl14",syw:SYNW2077,50S ribosomal protein L14,K02874,"rplN,rpl14",50S ribosomal protein L14,Q7U4J0,50S ribosomal protein L14.,,1968670,1968670..1969035,121
SYNW2078,"rpl24, rplX",syw:SYNW2078,50S ribosomal protein L24,K02895,"rpl24,rplX",50S ribosomal protein L24,Q7U4I9,50S ribosomal protein L24.,,1969037,1969037..1969393,118
SYNW2079,"rpl5, rplE",syw:SYNW2079,50S ribosomal protein L5,K02931,"rpl5,rplE",50S ribosomal protein L5,Q7U4I8,50S ribosomal protein L5.,,1969435,1969435..1969974,179
SYNW2080,"rps8, rpsH",syw:SYNW2080,30S ribosomal protein S8,K02994,"rps8,rpsH",30S ribosomal protein S8,Q7U4I7,30S ribosomal protein S8.,,1969994,1969994..1970395,133
SYNW2081,"rpl6, rplF",syw:SYNW2081,50S ribosomal protein L6,K02933,"rpl6,rplF",50S ribosomal protein L6,Q7U4I6,50S ribosomal protein L6.,,1970410,1970410..1970949,179
SYNW2082,"rpl18, rplR",syw:SYNW2082,50S ribosomal protein L18,K02881,"rpl18,rplR",50S ribosomal protein L18,Q7U4I5,50S ribosomal protein L18.,,1970983,1970983..1971351,122
SYNW2083,"rpsE, rps5",syw:SYNW2083,30S ribosomal protein S5,K02988,"rpsE,rps5",30S ribosomal protein S5,Q7U4I4,30S ribosomal protein S5.,,1971365,1971365..1972012,215
SYNW2084,"rpl15, rplO",syw:SYNW2084,50S ribosomal protein L15,K02876,"rpl15,rplO",50S ribosomal protein L15,Q7U4I3,50S ribosomal protein L15.,,1972019,1972019..1972477,152
SYNW2085,secY,syw:SYNW2085,preprotein translocase SecY subunit,K03076,secY,preprotein translocase SecY subunit,Q7U4I2,Preprotein translocase SecY subunit.,,1972581,1972581..1973906,441
SYNW2086,adk,syw:SYNW2086,adenylate kinase,K00939,adk,Adenylate kinase,Q7U4I1,Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase).,2.7.4.3,1973962,1973962..1974513,183
SYNW2087,"rpmJ, rpl36",syw:SYNW2087,50S ribosomal protein L36,K02919,"rpmJ,rpl36",50S ribosomal protein L36,Q7U4I0,50S ribosomal protein L36.,,1974560,1974560..1974673,37
SYNW2088,"rps13, rpsM",syw:SYNW2088,30S ribosomal protein S13,K02952,"rps13,rpsM",30S ribosomal protein S13,Q7U4H9,30S ribosomal protein S13.,,1974788,1974788..1975153,121
SYNW2089,"rps11, rpsK",syw:SYNW2089,30S ribosomal protein S11,K02948,"rps11,rpsK",30S ribosomal protein S11,Q7U4H8,30S ribosomal protein S11.,,1975190,1975190..1975582,130
SYNW2090,rpoA,syw:SYNW2090,RNA polymerase alpha subunit,K03040,rpoA,RNA polymerase alpha subunit,Q7U4H7,DNA-directed RNA polymerase alpha chain (EC 2.7.7.6) (RNAP alpha subunit) (Transcriptase alpha chain) (RNA polymerase subunit alpha).,2.7.7.6,1975627,1975627..1976565,312
SYNW2091,"rpl17, rplQ",syw:SYNW2091,50S ribosomal protein L17,K02879,"rpl17,rplQ",50S ribosomal protein L17,Q7U4H6,50S ribosomal protein L17.,,1976613,1976613..1976963,116
SYNW2092,truA,syw:SYNW2092,tRNA pseudouridine synthase A,K06173,truA,tRNA pseudouridine synthase A,Q7TTT1,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA-uridine isomerase I) (tRNA pseudouridylate synthase I).,5.4.99.12,1976992,1976992..1977891,299
SYNW2093,"rpl13, rplM",syw:SYNW2093,50S ribosomal protein L13,K02871,"rpl13,rplM",50S ribosomal protein L13,Q7U4H5,50S ribosomal protein L13.,,1978035,1978035..1978487,150
SYNW2094,"rps9, rpsI",syw:SYNW2094,30S ribosomal protein S9,K02996,"rps9,rpsI",30S ribosomal protein S9,Q7U4H4,30S ribosomal protein S9.,,1978484,1978484..1978885,133
SYNW2095,"rpl31, rpmE",syw:SYNW2095,50S ribosomal protein L31,K02909,"rpl31,rpmE",50S ribosomal protein L31,Q7U4H3,50S ribosomal protein L31.,,1978896,1978896..1979156,86
SYNW2096,"prfA, sueB",syw:SYNW2096,peptide chain release factor RF-1,K02835,"prfA,sueB",peptide chain release factor RF-1,Q7U4H2,Peptide chain release factor 1 (RF-1).,,1979171,1979171..1980268,365
SYNW2097,SYNW2097,syw:SYNW2097,HNH endonuclease family protein,,,HNH endonuclease family protein,Q7U4H1,HNH endonuclease family protein.,,1980276,complement(1980276..1980776),166
SYNW2098,alr,syw:SYNW2098,putative alanine racemase,K01775,alr,putative alanine racemase,Q7U4H0,Putative alanine racemase (EC 5.1.1.1).,5.1.1.1,1980851,1980851..1981981,376
RNA_46,RNA_46,syw:RNA_46,tRNA-Ser,,,,,,,1982019,1982019..1982107,
SYNW2099,SYNW2099,syw:SYNW2099,phage integrase family,,,phage integrase family,Q7U4G9,Phage integrase family.,,1982292,1982292..1983569,425
SYNW2100,SYNW2100,syw:SYNW2100,hypothetical protein,,,hypothetical,Q7U4G8,Hypothetical.,,1984462,1984462..1984704,80
SYNW2101,SYNW2101,syw:SYNW2101,hypothetical protein,,,hypothetical,Q7U4G7,Hypothetical.,,1984719,1984719..1985336,205
SYNW2102,SYNW2102,syw:SYNW2102,hypothetical protein,,,hypothetical,Q7U4G6,Hypothetical precursor.,,1986114,complement(1986114..1986434),106
SYNW2103,SYNW2103,syw:SYNW2103,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4G5,Hypothetical protein.,,1987261,1987261..1987626,121
SYNW2104,SYNW2104,syw:SYNW2104,hypothetical protein,,,hypothetical,Q7U4G4,Hypothetical.,,1987912,complement(1987912..1988160),82
SYNW2105,SYNW2105,syw:SYNW2105,putative transcriptional regulator,K07733,,putative transcriptional regulator,Q7U4G3,Putative transcriptional regulator.,,1988419,1988419..1988562,47
SYNW2106,SYNW2106,syw:SYNW2106,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4G2,Hypothetical protein.,,1989574,complement(1989574..1989822),82
SYNW2107,SYNW2107,syw:SYNW2107,hypothetical protein,,,hypothetical,Q7U4G1,Hypothetical.,,1990423,1990423..1990677,84
SYNW2108,SYNW2108,syw:SYNW2108,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4G0,Hypothetical protein.,,1990729,1990729..1991715,328
SYNW2109,SYNW2109,syw:SYNW2109,hypothetical protein,,,hypothetical,Q7U4F9,Hypothetical.,,1991712,1991712..1992902,396
SYNW2110,SYNW2110,syw:SYNW2110,"putative ABC transporter, multidrug efflux family",,,"putative ABC transporter, multidrug efflux family",Q7U4F8,"Putative ABC transporter, multidrug efflux family.",,1992926,1992926..1993702,258
SYNW2111,SYNW2111,syw:SYNW2111,"putative ABC transporter, multidrug efflux family",K06147,,"putative ABC transporter, multidrug efflux family",Q7U4F7,"Putative ABC transporter, multidrug efflux family.",,1993707,1993707..1995929,740
SYNW2112,SYNW2112,syw:SYNW2112,hypothetical protein,,,hypothetical,Q7U4F6,Hypothetical.,,1996093,1996093..1996473,126
SYNW2113,SYNW2113,syw:SYNW2113,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4F5,Hypothetical protein.,,1996847,complement(1996847..1997734),295
SYNW2114,SYNW2114,syw:SYNW2114,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4F4,Hypothetical protein.,,1997752,1997752..1998480,242
SYNW2115,SYNW2115,syw:SYNW2115,"glycosyl transferase, family 2",,,"Glycosyl transferase, family 2",Q7U4F3,"Glycosyl transferase, family 2.",,1998531,1998531..1999493,320
SYNW2116,SYNW2116,syw:SYNW2116,conserved hypothetical protein,,,conserved hypothetical,Q7U4F2,Conserved hypothetical.,,1999451,complement(1999451..1999915),154
SYNW2117,psaI,syw:SYNW2117,photosystem I subunit VIII (PsaI),K02696,psaI,photosystem I subunit VIII (PsaI),Q7U4F1,Photosystem I subunit VIII (PsaI).,,2000006,2000006..2000122,38
SYNW2118,psaL,syw:SYNW2118,photosystem I reaction center subunit XI,K02699,psaL,putative photosystem I reaction center subunit XI (PsaL),Q7U4F0,Putative photosystem I reaction center subunit XI (PsaL).,,2000166,2000166..2000657,163
SYNW2119,SYNW2119,syw:SYNW2119,putative RND family multidrug efflux transporter,,,putative RND family multidrug efflux transporter,Q7U4E9,Putative RND family multidrug efflux transporter precursor.,,2000790,2000790..2003900,1036
SYNW2120,SYNW2120,syw:SYNW2120,hypothetical protein,,,hypothetical,Q7U4E8,Hypothetical.,,2003897,2003897..2005033,378
SYNW2121,SYNW2121,syw:SYNW2121,hypothetical protein,,,hypothetical,Q7U4E7,Hypothetical precursor.,,2005030,complement(2005030..2005374),114
SYNW2122,SYNW2122,syw:SYNW2122,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4E6,Hypothetical protein.,,2005378,complement(2005378..2006118),246
SYNW2123,psaB,syw:SYNW2123,photosystem I reaction center subunit Ib,K02690,psaB,photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB),Q7U4E5,Photosystem I P700 chlorophyll a apoprotein A2 (PsaB).,,2006259,complement(2006259..2008472),737
SYNW2124,psaA,syw:SYNW2124,photosystem I reaction center subunit Ia,K02689,psaA,photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA),Q7U4E4,Photosystem I P700 chlorophyll a apoprotein A1 (PsaA).,,2008494,complement(2008494..2010797),767
SYNW2125,SYNW2125,syw:SYNW2125,conserved hypothetical protein,,,conserved hypothetical protein,Q7U4E3,Hypothetical protein precursor.,,2011202,2011202..2012491,429
SYNW2126,"cbiG, cobJ",syw:SYNW2126,bifunctional cbiH protien and PRECORRIN-3B C17-methylTRANSFERASE,K13541,cbiG/cobJfusion,bifunctional cbiH protien and PRECORRIN-3B C17-METHYLTRANSFERASE,Q7TTT0,Bifunctional cbiH protien and PRECORRIN-3B C17-METHYLTRANSFERASE (EC 2.1.1.131).,2.1.1.131,2012686,2012686..2014320,544
