gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ACZ81_RS19420,,ACZ81_RS19420,ACZ81_19415,Protein Homology,4533396,4534508,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977789.1,DUF748 domain-containing protein,WP_061486831.1,,,,,,ACZ81_19415
ACZ81_RS21370,,ACZ81_RS21370,ACZ81_RS21370,Protein Homology,4534531,4534689,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520154.1,hypothetical protein,WP_012520154.1,,,,,,
ACZ81_RS19425,,ACZ81_RS19425,ACZ81_19420,Protein Homology,4534973,4535221,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951333.1,SlyX family protein,WP_052234916.1,,,,,,ACZ81_19420
ACZ81_RS19430,,ACZ81_RS19430,ACZ81_19425,Protein Homology,4535231,4536163,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520156.1,WD40 repeat domain-containing protein,WP_081106124.1,,,,,,ACZ81_19425
fkpA,fkpA,ACZ81_RS19435,ACZ81_19430,Protein Homology,4536361,4537146,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951335.1,FKBP-type peptidyl-prolyl cis-trans isomerase,WP_014951335.1,"GO:0006457,GO:0003755",,peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,protein folding|0006457||IEA,,ACZ81_19430
ACZ81_RS19440,,ACZ81_RS19440,ACZ81_19435,Protein Homology,4537413,4537682,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000051.1,hypothetical protein,WP_170826521.1,,,,,,ACZ81_19435
greB,greB,ACZ81_RS19445,ACZ81_19440,Protein Homology,4537857,4538342,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000052.1,transcription elongation factor GreB,WP_014951337.1,"GO:0032784,GO:0003677",,DNA binding|0003677||IEA,regulation of DNA-templated transcription elongation|0032784||IEA,,ACZ81_19440
ACZ81_RS19450,,ACZ81_RS19450,ACZ81_19445,Protein Homology,4538521,4540869,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000053.1,Tex family protein,WP_061486833.1,"GO:0003676,GO:0003729,GO:0005829",cytosol|0005829||IEA,"nucleic acid binding|0003676||IEA,mRNA binding|0003729||IEA",,,ACZ81_19445
ACZ81_RS19455,,ACZ81_RS19455,ACZ81_19450,Protein Homology,4541311,4543089,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980721.1,C1 family peptidase,WP_061486834.1,"GO:0006508,GO:0008234",,cysteine-type peptidase activity|0008234||IEA,proteolysis|0006508||IEA,,ACZ81_19450
ACZ81_RS19460,,ACZ81_RS19460,ACZ81_19455,Protein Homology,4543211,4544137,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951364.1,putative metalloprotease CJM1_0395 family protein,WP_061486835.1,,,,,,ACZ81_19455
ACZ81_RS19465,,ACZ81_RS19465,ACZ81_19460,Protein Homology,4544152,4544469,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977793.1,hypothetical protein,WP_061486836.1,,,,,,ACZ81_19460
bioH,bioH,ACZ81_RS19470,ACZ81_19465,Protein Homology,4544647,4545456,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980724.1,pimeloyl-ACP methyl ester esterase BioH,WP_014980724.1,"GO:0009102,GO:0052689",,carboxylic ester hydrolase activity|0052689||IEA,biotin biosynthetic process|0009102||IEA,,ACZ81_19465
ACZ81_RS19475,,ACZ81_RS19475,ACZ81_19470,Protein Homology,4545555,4546268,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951367.1,ComF family protein,WP_061486837.1,GO:0030420,,,establishment of competence for transformation|0030420||IEA,,ACZ81_19470
ACZ81_RS19480,,ACZ81_RS19480,ACZ81_19475,Protein Homology,4546325,4548982,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000075.1,M14 family zinc carboxypeptidase,WP_061486838.1,"GO:0006508,GO:0004181,GO:0008270",,"metallocarboxypeptidase activity|0004181||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,,ACZ81_19475
nfuA,nfuA,ACZ81_RS19485,ACZ81_19480,Protein Homology,4549143,4549721,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786719.1,Fe-S biogenesis protein NfuA,WP_014951369.1,"GO:0016226,GO:0051604,GO:0051539",,4 iron%2C 4 sulfur cluster binding|0051539||IEA,"iron-sulfur cluster assembly|0016226||IEA,protein maturation|0051604||IEA",,ACZ81_19480
ACZ81_RS19495,,ACZ81_RS19495,ACZ81_19490,Protein Homology,4550195,4550899,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980728.1,aspartate/glutamate racemase family protein,WP_061486839.1,GO:0047661,,amino-acid racemase activity|0047661||IEA,,,ACZ81_19490
ACZ81_RS19500,,ACZ81_RS19500,ACZ81_19495,Protein Homology,4550987,4551370,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980729.1,VOC family protein,WP_014951372.1,,,,,,ACZ81_19495
ACZ81_RS19505,,ACZ81_RS19505,ACZ81_19500,Protein Homology,4551641,4552357,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980730.1,class I SAM-dependent DNA methyltransferase,WP_061486840.1,GO:1904047,,S-adenosyl-L-methionine binding|1904047||IEA,,,ACZ81_19500
ACZ81_RS19510,,ACZ81_RS19510,ACZ81_19505,Protein Homology,4552454,4553800,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951374.1,MATE family efflux transporter,WP_061486841.1,"GO:0006855,GO:0042910,GO:0016020",membrane|0016020||IEA,xenobiotic transmembrane transporter activity|0042910||IEA,xenobiotic transmembrane transport|0006855||IEA,,ACZ81_19505
ACZ81_RS19515,,ACZ81_RS19515,ACZ81_19510,Protein Homology,4553922,4555148,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951375.1,polysaccharide deacetylase family protein,WP_061486842.1,"GO:0005975,GO:0016787,GO:0016810,GO:0046872",,"hydrolase activity|0016787||IEA,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA,metal ion binding|0046872||IEA",carbohydrate metabolic process|0005975||IEA,,ACZ81_19510
ACZ81_RS19520,,ACZ81_RS19520,ACZ81_19515,Protein Homology,4555228,4555815,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980733.1,GNAT family N-acetyltransferase,WP_014951376.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,ACZ81_19515
ACZ81_RS19525,,ACZ81_RS19525,ACZ81_19520,Protein Homology,4555817,4556461,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980734.1,SCO family protein,WP_014977801.1,GO:0046872,,metal ion binding|0046872||IEA,,,ACZ81_19520
cyoE,cyoE,ACZ81_RS19530,ACZ81_19525,Protein Homology,4556458,4557375,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000085.1,heme o synthase,WP_014980735.1,"GO:0006783,GO:0008495,GO:0016020",membrane|0016020||IEA,protoheme IX farnesyltransferase activity|0008495||IEA,heme biosynthetic process|0006783||IEA,,ACZ81_19525
ACZ81_RS19535,,ACZ81_RS19535,ACZ81_19530,Protein Homology,4557368,4558585,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000086.1,COX15/CtaA family protein,WP_061487021.1,"GO:0006783,GO:0017004,GO:0016491,GO:0020037,GO:0046872",,"oxidoreductase activity|0016491||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA","heme biosynthetic process|0006783||IEA,cytochrome complex assembly|0017004||IEA",,ACZ81_19530
ACZ81_RS19540,,ACZ81_RS19540,ACZ81_19535,Protein Homology,4558591,4559130,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951380.1,hypothetical protein,WP_061486843.1,,,,,,ACZ81_19535
ACZ81_RS19545,,ACZ81_RS19545,ACZ81_19540,Protein Homology,4559123,4559827,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518737.1,SURF1 family protein,WP_061096216.1,"GO:0033617,GO:0016020",membrane|0016020||IEA,,mitochondrial cytochrome c oxidase assembly|0033617||IEA,,ACZ81_19540
ACZ81_RS19550,,ACZ81_RS19550,ACZ81_19545,Protein Homology,4559873,4560082,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977805.1,DUF2909 domain-containing protein,WP_039221374.1,,,,,,ACZ81_19545
ACZ81_RS19555,,ACZ81_RS19555,ACZ81_19550,Protein Homology,4560098,4560991,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000090.1,cytochrome c oxidase subunit 3,WP_014951383.1,"GO:0009060,GO:0019646,GO:0004129,GO:0009055",,"cytochrome-c oxidase activity|0004129||IEA,electron transfer activity|0009055||IEA","aerobic respiration|0009060||IEA,aerobic electron transport chain|0019646||IEA",,ACZ81_19550
ACZ81_RS19560,,ACZ81_RS19560,ACZ81_19555,Protein Homology,4561015,4561602,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000091.1,cytochrome c oxidase assembly protein,WP_014951384.1,,,,,,ACZ81_19555
ctaD,ctaD,ACZ81_RS19565,ACZ81_19560,Protein Homology,4561750,4563378,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518733.1,cytochrome c oxidase subunit I,WP_039228778.1,"GO:0015990,GO:0004129",,cytochrome-c oxidase activity|0004129||IEA,electron transport coupled proton transport|0015990||IEA,,ACZ81_19560
coxB,coxB,ACZ81_RS19570,ACZ81_19565,Protein Homology,4563388,4564551,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000093.1,cytochrome c oxidase subunit II,WP_081106125.1,"GO:0004129,GO:0016020",membrane|0016020||IEA,cytochrome-c oxidase activity|0004129||IEA,,,ACZ81_19565
lexA,lexA,ACZ81_RS19575,ACZ81_19570,Protein Homology,4565134,4565760,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_004588213.1,transcriptional repressor LexA,WP_014951387.1,"GO:0009432,GO:0045892,GO:0004252",,serine-type endopeptidase activity|0004252||IEA,"SOS response|0009432||IEA,negative regulation of DNA-templated transcription|0045892||IEA",,ACZ81_19570
ACZ81_RS19580,,ACZ81_RS19580,ACZ81_19575,Protein Homology,4565873,4569433,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951388.1,hypothetical protein,WP_061486844.1,,,,,,ACZ81_19575
ACZ81_RS19585,,ACZ81_RS19585,ACZ81_19580,Protein Homology,4569606,4571891,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951389.1,sensor domain-containing diguanylate cyclase,WP_061486845.1,"GO:0007165,GO:0005515,GO:0005525,GO:0046872,GO:0052621",,"protein binding|0005515||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",signal transduction|0007165||IEA,,ACZ81_19580
plsB,plsB,ACZ81_RS19590,ACZ81_19585,Protein Homology,4572159,4574612,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951390.1,glycerol-3-phosphate 1-O-acyltransferase PlsB,WP_014951390.1,"GO:0008654,GO:0004366,GO:0005886",plasma membrane|0005886||IEA,glycerol-3-phosphate O-acyltransferase activity|0004366||IEA,phospholipid biosynthetic process|0008654||IEA,,ACZ81_19585
ilvA,ilvA,ACZ81_RS19595,ACZ81_19590,Protein Homology,4574858,4576411,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977809.1,threonine ammonia-lyase%2C biosynthetic,WP_061486846.1,"GO:0009097,GO:0004794",,threonine deaminase activity|0004794||IEA,isoleucine biosynthetic process|0009097||IEA,,ACZ81_19590
ilvD,ilvD,ACZ81_RS19600,ACZ81_19595,Protein Homology,4576411,4578261,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980745.1,dihydroxy-acid dehydratase,WP_061486847.1,"GO:0009082,GO:0004160",,dihydroxy-acid dehydratase activity|0004160||IEA,branched-chain amino acid biosynthetic process|0009082||IEA,,ACZ81_19595
ACZ81_RS19605,,ACZ81_RS19605,ACZ81_19600,Protein Homology,4578704,4579321,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000099.1,trimeric intracellular cation channel family protein,WP_014951393.1,GO:0016020,membrane|0016020||IEA,,,,ACZ81_19600
ACZ81_RS19610,,ACZ81_RS19610,ACZ81_19605,Protein Homology,4579530,4581044,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000100.1,YifB family Mg chelatase-like AAA ATPase,WP_061486848.1,GO:0005524,,ATP binding|0005524||IEA,,,ACZ81_19605
ilvY,ilvY,ACZ81_RS19615,ACZ81_19610,Protein Homology,4581065,4581937,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951395.1,HTH-type transcriptional activator IlvY,WP_014977812.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,ACZ81_19610
ilvC,ilvC,ACZ81_RS19620,ACZ81_19615,Protein Homology,4582095,4583573,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786748.1,ketol-acid reductoisomerase,WP_014951396.1,"GO:0009082,GO:0004455",,ketol-acid reductoisomerase activity|0004455||IEA,branched-chain amino acid biosynthetic process|0009082||IEA,,ACZ81_19615
ACZ81_RS19625,,ACZ81_RS19625,ACZ81_19620,Protein Homology,4583707,4584954,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000103.1,multidrug effflux MFS transporter,WP_061486849.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ACZ81_19620
ACZ81_RS19630,,ACZ81_RS19630,ACZ81_19625,Protein Homology,4585095,4587086,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000104.1,alpha/beta hydrolase family protein,WP_061486850.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ACZ81_19625
ACZ81_RS19635,,ACZ81_RS19635,ACZ81_19630,Protein Homology,4587704,4589542,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000105.1,autotransporter assembly complex protein TamA,WP_061486851.1,"GO:0009306,GO:0097347",TAM protein secretion complex|0097347||IEA,,protein secretion|0009306||IEA,,ACZ81_19630
ACZ81_RS19640,,ACZ81_RS19640,ACZ81_19635,Protein Homology,4589539,4593411,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951410.1,translocation/assembly module TamB domain-containing protein,WP_061486852.1,"GO:0009306,GO:0005886",plasma membrane|0005886||IEA,,protein secretion|0009306||IEA,,ACZ81_19635
ACZ81_RS19645,,ACZ81_RS19645,ACZ81_19640,Protein Homology,4593454,4594074,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951411.1,hypothetical protein,WP_061486853.1,,,,,,ACZ81_19640
ACZ81_RS19650,,ACZ81_RS19650,ACZ81_19645,Protein Homology,4594067,4594573,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980752.1,RNA polymerase sigma factor,WP_014951412.1,"GO:0006352,GO:0003677,GO:0016987",,"DNA binding|0003677||IEA,sigma factor activity|0016987||IEA",DNA-templated transcription initiation|0006352||IEA,,ACZ81_19645
ACZ81_RS19655,,ACZ81_RS19655,ACZ81_19650,Protein Homology,4594784,4595059,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518716.1,hypothetical protein,WP_014951413.1,,,,,,ACZ81_19650
ACZ81_RS19660,,ACZ81_RS19660,ACZ81_19655,Protein Homology,4595076,4595978,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000110.1,DMT family transporter,WP_061486854.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ACZ81_19655
ACZ81_RS19665,,ACZ81_RS19665,ACZ81_19660,Protein Homology,4595988,4597004,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951415.1,D-2-hydroxyacid dehydrogenase,WP_061486855.1,,,,,,ACZ81_19660
ACZ81_RS19670,,ACZ81_RS19670,ACZ81_19665,Protein Homology,4597008,4597445,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000112.1,acyl-CoA thioesterase,WP_061486856.1,"GO:0016787,GO:0016790",,"hydrolase activity|0016787||IEA,thiolester hydrolase activity|0016790||IEA",,,ACZ81_19665
proB,proB,ACZ81_RS19675,ACZ81_19670,Protein Homology,4597571,4598671,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000113.1,glutamate 5-kinase,WP_014951417.1,"GO:0006561,GO:0004349,GO:0005737",cytoplasm|0005737||IEA,glutamate 5-kinase activity|0004349||IEA,proline biosynthetic process|0006561||IEA,,ACZ81_19670
ACZ81_RS19680,,ACZ81_RS19680,ACZ81_19675,Protein Homology,4598865,4601327,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951418.1,M1 family aminopeptidase,WP_014980757.1,"GO:0008237,GO:0008270",,"metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA",,,ACZ81_19675
ACZ81_RS19685,,ACZ81_RS19685,ACZ81_19680,Protein Homology,4601317,4601901,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951419.1,DUF6702 family protein,WP_061486857.1,,,,,,ACZ81_19680
ACZ81_RS19695,,ACZ81_RS19695,ACZ81_19690,Protein Homology,4602185,4602604,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951420.1,hypothetical protein,WP_014977822.1,,,,,,ACZ81_19690
ACZ81_RS19700,,ACZ81_RS19700,ACZ81_19695,Protein Homology,4602980,4604347,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951421.1,ABC1 kinase family protein,WP_049586432.1,"GO:0016310,GO:0005524,GO:0016301",,"ATP binding|0005524||IEA,kinase activity|0016301||IEA",phosphorylation|0016310||IEA,,ACZ81_19695
ACZ81_RS19705,,ACZ81_RS19705,ACZ81_19700,Protein Homology,4604522,4604830,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980761.1,DUF6482 family protein,WP_014951422.1,,,,,,ACZ81_19700
ACZ81_RS19710,,ACZ81_RS19710,ACZ81_19705,Protein Homology,4604921,4605313,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980762.1,hypothetical protein,WP_061486858.1,,,,,,ACZ81_19705
ACZ81_RS19715,,ACZ81_RS19715,ACZ81_19710,Protein Homology,4605695,4606555,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000120.1,DUF3014 domain-containing protein,WP_014977825.1,,,,,,ACZ81_19710
ACZ81_RS19720,,ACZ81_RS19720,ACZ81_19715,Protein Homology,4606542,4607126,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951425.1,DUF1285 domain-containing protein,WP_061486859.1,,,,,,ACZ81_19715
ACZ81_RS19725,,ACZ81_RS19725,ACZ81_19720,Protein Homology,4607276,4608568,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977827.1,amidohydrolase family protein,WP_061486860.1,"GO:0016810,GO:0046872",,"hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA,metal ion binding|0046872||IEA",,,ACZ81_19720
ACZ81_RS19730,,ACZ81_RS19730,ACZ81_19725,Protein Homology,4608593,4609183,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980765.1,YqaA family protein,WP_014951427.1,GO:0005886,plasma membrane|0005886||IEA,,,,ACZ81_19725
ACZ81_RS19735,,ACZ81_RS19735,ACZ81_19730,Protein Homology,4609346,4609807,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000124.1,hypothetical protein,WP_061486861.1,,,,,,ACZ81_19730
ACZ81_RS19740,,ACZ81_RS19740,ACZ81_19735,Protein Homology,4609833,4610012,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951429.1,hypothetical protein,WP_014951429.1,,,,,,ACZ81_19735
tusA,tusA,ACZ81_RS19745,ACZ81_19740,Protein Homology,4610034,4610294,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951430.1,sulfurtransferase TusA,WP_014951430.1,"GO:0002143,GO:0097163",,sulfur carrier activity|0097163||IEA,tRNA wobble position uridine thiolation|0002143||IEA,,ACZ81_19740
pyrE,pyrE,ACZ81_RS19750,ACZ81_19745,Protein Homology,4610284,4610925,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518697.1,orotate phosphoribosyltransferase,WP_039228851.1,"GO:0009220,GO:0004588",,orotate phosphoribosyltransferase activity|0004588||IEA,pyrimidine ribonucleotide biosynthetic process|0009220||IEA,,ACZ81_19745
rph,rph,ACZ81_RS19755,ACZ81_19750,Protein Homology,4610983,4611696,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786776.1,ribonuclease PH,WP_014951432.1,"GO:0008033,GO:0000049,GO:0009022",,"tRNA binding|0000049||IEA,tRNA nucleotidyltransferase activity|0009022||IEA",tRNA processing|0008033||IEA,,ACZ81_19750
ACZ81_RS19760,,ACZ81_RS19760,ACZ81_19755,Protein Homology,4611998,4612861,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518694.1,YicC/YloC family endoribonuclease,WP_014977829.1,GO:0016788,,hydrolase activity%2C acting on ester bonds|0016788||IEA,,,ACZ81_19755
ACZ81_RS19765,,ACZ81_RS19765,ACZ81_19760,Protein Homology,4613020,4614525,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951434.1,tryptophan halogenase family protein,WP_061486862.1,"GO:0000166,GO:0016491",,"nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA",,,ACZ81_19760
ACZ81_RS19770,,ACZ81_RS19770,ACZ81_19765,Protein Homology,4614503,4616176,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951435.1,tryptophan halogenase family protein,WP_061486864.1,"GO:0000166,GO:0016491",,"nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA",,,ACZ81_19765
ACZ81_RS19775,,ACZ81_RS19775,ACZ81_19770,Protein Homology,4616320,4619250,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951436.1,TonB-dependent receptor,WP_014977831.1,"GO:0006810,GO:0022857,GO:0019867",outer membrane|0019867||IEA,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,ACZ81_19770
ACZ81_RS19780,,ACZ81_RS19780,ACZ81_19775,Protein Homology,4619776,4621113,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951437.1,GH1 family beta-glucosidase,WP_061486866.1,"GO:0030245,GO:0008422",,beta-glucosidase activity|0008422||IEA,cellulose catabolic process|0030245||IEA,,ACZ81_19775
ACZ81_RS19785,,ACZ81_RS19785,ACZ81_19780,Protein Homology,4621131,4622738,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951438.1,MFS transporter,WP_061486868.1,"GO:0008643,GO:0055085,GO:0015293,GO:0022857,GO:0016020",membrane|0016020||IEA,"symporter activity|0015293||IEA,transmembrane transporter activity|0022857||IEA","carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA",,ACZ81_19780
