seqid,gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,locus_tag,ec_numbers
NZ_CP139300.1,psaJ,psaJ,SOI86_RS09185,Protein Homology,1619196,1619330,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819849.1,photosystem I reaction center subunit IX,WP_320681508.1,,,,,SOI86_RS09185,
NZ_CP139300.1,SOI86_RS09190,,SOI86_RS09190,Protein Homology,1619361,1619915,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011124622.1,Photosystem I reaction center subunit III,WP_320681509.1,,,,,SOI86_RS09190,
NZ_CP139300.1,tsaD,tsaD,SOI86_RS09195,Protein Homology,1619990,1621060,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007295.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,WP_320681510.1,GO:0002949,,,tRNA threonylcarbamoyladenosine modification|0002949||IEA,SOI86_RS09195,2.3.1.234
NZ_CP139300.1,SOI86_RS09200,,SOI86_RS09200,Protein Homology,1621066,1621242,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862492.1,high light inducible protein,WP_320681511.1,,,,,SOI86_RS09200,
NZ_CP139300.1,SOI86_RS09205,,SOI86_RS09205,Protein Homology,1621383,1622582,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819853.1,cation:proton antiporter,WP_320681512.1,"GO:0006812,GO:1902600,GO:0015078,GO:0015297,GO:0016020",membrane|0016020||IEA,"proton transmembrane transporter activity|0015078||IEA,antiporter activity|0015297||IEA","monoatomic cation transport|0006812||IEA,proton transmembrane transport|1902600||IEA",SOI86_RS09205,
NZ_CP139300.1,gltX,gltX,SOI86_RS09210,Protein Homology,1622579,1624018,-,,,COORDINATES: protein motif:HMM:TIGR00464.1,glutamate--tRNA ligase,WP_320681513.1,"GO:0006424,GO:0000166,GO:0004818,GO:0005524",,"nucleotide binding|0000166||IEA,glutamate-tRNA ligase activity|0004818||IEA,ATP binding|0005524||IEA",glutamyl-tRNA aminoacylation|0006424||IEA,SOI86_RS09210,6.1.1.17
NZ_CP139300.1,SOI86_RS09220,,SOI86_RS09220,Protein Homology,1624257,1624451,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807701.1,hypothetical protein,WP_002807701.1,,,,,SOI86_RS09220,
NZ_CP139300.1,rplS,rplS,SOI86_RS09230,Protein Homology,1624613,1625083,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478461.1,50S ribosomal protein L19,WP_320681514.1,"GO:0006412,GO:0003735,GO:0000311,GO:0022625","plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,SOI86_RS09230,
NZ_CP139300.1,SOI86_RS09235,,SOI86_RS09235,Protein Homology,1625116,1625424,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376035.1,PepSY domain-containing protein,WP_320682526.1,,,,,SOI86_RS09235,
NZ_CP139300.1,map,map,SOI86_RS09240,Protein Homology,1625520,1626359,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806216.1,type I methionyl aminopeptidase,WP_320681515.1,"GO:0006508,GO:0070006",,metalloaminopeptidase activity|0070006||IEA,proteolysis|0006508||IEA,SOI86_RS09240,3.4.11.18
NZ_CP139300.1,SOI86_RS09245,,SOI86_RS09245,Protein Homology,1626363,1627082,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806705.1,SDR family oxidoreductase,WP_320681516.1,,,,,SOI86_RS09245,
NZ_CP139300.1,SOI86_RS09250,,SOI86_RS09250,Protein Homology,1627236,1628345,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817988.1,phosphotransacetylase family protein,WP_320681517.1,,,,,SOI86_RS09250,
NZ_CP139300.1,SOI86_RS09255,,SOI86_RS09255,Protein Homology,1628371,1628883,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132115.1,DNA recombination-mediator protein A,WP_320681518.1,,,,,SOI86_RS09255,
NZ_CP139300.1,SOI86_RS09260,,SOI86_RS09260,Protein Homology,1628952,1629449,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376040.1,YajQ family cyclic di-GMP-binding protein,WP_320681519.1,,,,,SOI86_RS09260,
NZ_CP139300.1,SOI86_RS09265,,SOI86_RS09265,Protein Homology,1629477,1629683,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478455.1,hypothetical protein,WP_320681520.1,,,,,SOI86_RS09265,
NZ_CP139300.1,SOI86_RS09270,,SOI86_RS09270,Protein Homology,1629794,1630597,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817992.1,prohibitin family protein,WP_320681521.1,"GO:0005743,GO:0016020,GO:0035632","mitochondrial inner membrane|0005743||IEA,membrane|0016020||IEA,mitochondrial prohibitin complex|0035632||IEA",,,SOI86_RS09270,
NZ_CP139300.1,hemL,hemL,SOI86_RS09275,Protein Homology,1630666,1631967,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007307.1,glutamate-1-semialdehyde 2%2C1-aminomutase,WP_320681522.1,"GO:0033014,GO:0042286",,glutamate-1-semialdehyde 2%2C1-aminomutase activity|0042286||IEA,tetrapyrrole biosynthetic process|0033014||IEA,SOI86_RS09275,5.4.3.8
NZ_CP139300.1,xth,xth,SOI86_RS09280,Protein Homology,1632194,1633039,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376044.1,exodeoxyribonuclease III,WP_320681523.1,"GO:0006281,GO:0008311",,double-stranded DNA 3'-5' DNA exonuclease activity|0008311||IEA,DNA repair|0006281||IEA,SOI86_RS09280,3.1.11.2
NZ_CP139300.1,SOI86_RS09285,,SOI86_RS09285,Protein Homology,1633112,1633402,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817995.1,hypothetical protein,WP_320681524.1,,,,,SOI86_RS09285,
NZ_CP139300.1,SOI86_RS09290,,SOI86_RS09290,Protein Homology,1633441,1634040,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007310.1,hypothetical protein,WP_320681525.1,,,,,SOI86_RS09290,
NZ_CP139300.1,larC,larC,SOI86_RS09295,Protein Homology,1634094,1635320,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007311.1,nickel pincer cofactor biosynthesis protein LarC,WP_320681526.1,,,,,SOI86_RS09295,4.99.1.12
NZ_CP139300.1,SOI86_RS09300,,SOI86_RS09300,Protein Homology,1635317,1636273,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376048.1,lysylphosphatidylglycerol synthase domain-containing protein,WP_320681527.1,,,,,SOI86_RS09300,
NZ_CP139300.1,SOI86_RS09305,,SOI86_RS09305,Protein Homology,1636270,1637808,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007313.1,iron ABC transporter permease,WP_320681528.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,SOI86_RS09305,
NZ_CP139300.1,SOI86_RS09310,,SOI86_RS09310,Protein Homology,1637834,1638922,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807288.1,GTP-binding protein,WP_320681529.1,"GO:0003924,GO:0005525,GO:0046872",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA",,SOI86_RS09310,
NZ_CP139300.1,SOI86_RS09315,,SOI86_RS09315,Protein Homology,1638952,1639242,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805992.1,4a-hydroxytetrahydrobiopterin dehydratase,WP_011818001.1,"GO:0006729,GO:0008124",,4-alpha-hydroxytetrahydrobiopterin dehydratase activity|0008124||IEA,tetrahydrobiopterin biosynthetic process|0006729||IEA,SOI86_RS09315,4.2.1.96
NZ_CP139300.1,SOI86_RS09320,,SOI86_RS09320,Protein Homology,1639279,1639734,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807666.1,secondary thiamine-phosphate synthase enzyme YjbQ,WP_320681530.1,"GO:0003824,GO:0005737",cytoplasm|0005737||IEA,catalytic activity|0003824||IEA,,SOI86_RS09320,
NZ_CP139300.1,SOI86_RS09325,,SOI86_RS09325,Protein Homology,1639843,1641348,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805816.1,carboxypeptidase M32,WP_320681531.1,"GO:0006508,GO:0004181,GO:0008270",,"metallocarboxypeptidase activity|0004181||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,SOI86_RS09325,3.4.17.19
NZ_CP139300.1,SOI86_RS09330,,SOI86_RS09330,Protein Homology,1641412,1641999,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850060.1,inorganic diphosphatase,WP_025887731.1,,,,,SOI86_RS09330,
NZ_CP139300.1,hemC,hemC,SOI86_RS09335,Protein Homology,1642006,1642956,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132130.1,hydroxymethylbilane synthase,WP_320681532.1,"GO:0033014,GO:0004418",,hydroxymethylbilane synthase activity|0004418||IEA,tetrapyrrole biosynthetic process|0033014||IEA,SOI86_RS09335,2.5.1.61
NZ_CP139300.1,rpoD,rpoD,SOI86_RS09340,Protein Homology,1643053,1644234,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805209.1,RNA polymerase sigma factor RpoD,WP_320681533.1,,,,,SOI86_RS09340,
NZ_CP139300.1,priA,priA,SOI86_RS09345,Protein Homology,1644560,1646836,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818006.1,primosomal protein N',WP_320681534.1,"GO:0006260,GO:0032508,GO:0003677,GO:0003678",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA","DNA replication|0006260||IEA,DNA duplex unwinding|0032508||IEA",SOI86_RS09345,
NZ_CP139300.1,SOI86_RS09350,,SOI86_RS09350,Protein Homology,1646837,1647946,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376058.1,DUF3153 domain-containing protein,WP_320681535.1,,,,,SOI86_RS09350,
NZ_CP139300.1,argB,argB,SOI86_RS09355,Protein Homology,1647950,1648801,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807414.1,acetylglutamate kinase,WP_320681536.1,"GO:0006592,GO:0003991,GO:0005737",cytoplasm|0005737||IEA,acetylglutamate kinase activity|0003991||IEA,ornithine biosynthetic process|0006592||IEA,SOI86_RS09355,2.7.2.8
NZ_CP139300.1,SOI86_RS09360,,SOI86_RS09360,Protein Homology,1648859,1649395,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475764.1,DUF2854 domain-containing protein,WP_320681537.1,,,,,SOI86_RS09360,
NZ_CP139300.1,SOI86_RS09365,,SOI86_RS09365,Protein Homology,1649438,1649620,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007325.1,hypothetical protein,WP_320682527.1,,,,,SOI86_RS09365,
NZ_CP139300.1,SOI86_RS09370,,SOI86_RS09370,Protein Homology,1649622,1650047,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808072.1,single-stranded DNA-binding protein,WP_320681538.1,"GO:0006260,GO:0003697",,single-stranded DNA binding|0003697||IEA,DNA replication|0006260||IEA,SOI86_RS09370,
NZ_CP139300.1,SOI86_RS09375,,SOI86_RS09375,Protein Homology,1650076,1650873,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862523.1,precorrin-6A/cobalt-precorrin-6A reductase,WP_320681539.1,"GO:0009236,GO:0016994",,precorrin-6A reductase activity|0016994||IEA,cobalamin biosynthetic process|0009236||IEA,SOI86_RS09375,
NZ_CP139300.1,cutA,cutA,SOI86_RS09380,Protein Homology,1650887,1651192,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818013.1,divalent-cation tolerance protein CutA,WP_320681540.1,GO:0010038,,,response to metal ion|0010038||IEA,SOI86_RS09380,
NZ_CP139300.1,SOI86_RS09385,,SOI86_RS09385,Protein Homology,1651199,1652203,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805982.1,adenosine kinase,WP_320681541.1,,,,,SOI86_RS09385,
NZ_CP139300.1,SOI86_RS09390,,SOI86_RS09390,Protein Homology,1652217,1653527,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475992.1,adenylosuccinate synthase,WP_320681542.1,"GO:0006164,GO:0004019,GO:0005525",,"adenylosuccinate synthase activity|0004019||IEA,GTP binding|0005525||IEA",purine nucleotide biosynthetic process|0006164||IEA,SOI86_RS09390,6.3.4.4
NZ_CP139300.1,psb27,psb27,SOI86_RS09395,Protein Homology,1653609,1654046,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376067.1,photosystem II protein Psb27,WP_320681543.1,"GO:0010206,GO:0010207,GO:0009523",photosystem II|0009523||IEA,,"photosystem II repair|0010206||IEA,photosystem II assembly|0010207||IEA",SOI86_RS09395,
NZ_CP139300.1,SOI86_RS09400,,SOI86_RS09400,Protein Homology,1654070,1655872,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376068.1,proline--tRNA ligase,WP_320681544.1,"GO:0006418,GO:0006433,GO:0000166,GO:0002161,GO:0004812,GO:0004827,GO:0005524",,"nucleotide binding|0000166||IEA,aminoacyl-tRNA editing activity|0002161||IEA,aminoacyl-tRNA ligase activity|0004812||IEA,proline-tRNA ligase activity|0004827||IEA,ATP binding|0005524||IEA","tRNA aminoacylation for protein translation|0006418||IEA,prolyl-tRNA aminoacylation|0006433||IEA",SOI86_RS09400,6.1.1.15
NZ_CP139300.1,SOI86_RS09405,,SOI86_RS09405,Protein Homology,1656046,1656414,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010316672.1,resolvase,WP_320681545.1,,,,,SOI86_RS09405,
NZ_CP139300.1,SOI86_RS09410,,SOI86_RS09410,Protein Homology,1656492,1656746,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818019.1,hypothetical protein,WP_320681546.1,,,,,SOI86_RS09410,
NZ_CP139300.1,SOI86_RS09415,,SOI86_RS09415,Protein Homology,1656736,1657290,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862531.1,inorganic diphosphatase,WP_320681547.1,,,,,SOI86_RS09415,
NZ_CP139300.1,SOI86_RS09420,,SOI86_RS09420,Protein Homology,1657287,1657643,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806067.1,Spx/MgsR family RNA polymerase-binding regulatory protein,WP_320681548.1,,,,,SOI86_RS09420,
NZ_CP139300.1,lepB,lepB,SOI86_RS09425,Protein Homology,1657673,1658326,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818022.1,signal peptidase I,WP_320681549.1,"GO:0006465,GO:0009306,GO:0004252,GO:0016020",membrane|0016020||IEA,serine-type endopeptidase activity|0004252||IEA,"signal peptide processing|0006465||IEA,protein secretion|0009306||IEA",SOI86_RS09425,3.4.21.89
NZ_CP139300.1,SOI86_RS09430,,SOI86_RS09430,Protein Homology,1658388,1659716,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818023.1,histidine phosphatase family protein,WP_320681550.1,GO:0003824,,catalytic activity|0003824||IEA,,SOI86_RS09430,3.1.3.-
NZ_CP139300.1,SOI86_RS09435,,SOI86_RS09435,Protein Homology,1659834,1661195,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007339.1,type II CAAX endopeptidase family protein,WP_320681551.1,,,,,SOI86_RS09435,
NZ_CP139300.1,SOI86_RS09440,,SOI86_RS09440,Protein Homology,1661282,1661710,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805784.1,hypothetical protein,WP_320681552.1,,,,,SOI86_RS09440,
NZ_CP139300.1,SOI86_RS09445,,SOI86_RS09445,Protein Homology,1661710,1663461,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818026.1,penicillin-binding protein 2,WP_320681553.1,"GO:0009252,GO:0051301,GO:0071555,GO:0008658,GO:0008955,GO:0009002,GO:0016787,GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA","penicillin binding|0008658||IEA,peptidoglycan glycosyltransferase activity|0008955||IEA,serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA,hydrolase activity|0016787||IEA","peptidoglycan biosynthetic process|0009252||IEA,cell division|0051301||IEA,cell wall organization|0071555||IEA",SOI86_RS09445,
NZ_CP139300.1,tal,tal,SOI86_RS09450,Protein Homology,1663552,1664553,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805504.1,transaldolase,WP_320681554.1,"GO:0006098,GO:0004801,GO:0005737",cytoplasm|0005737||IEA,transaldolase activity|0004801||IEA,pentose-phosphate shunt|0006098||IEA,SOI86_RS09450,2.2.1.2
NZ_CP139300.1,SOI86_RS09455,,SOI86_RS09455,Protein Homology,1664578,1665711,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806165.1,NAD(P)/FAD-dependent oxidoreductase,WP_320681555.1,"GO:0000166,GO:0016491,GO:0071949",,"nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA,FAD binding|0071949||IEA",,SOI86_RS09455,1.-.-.-
NZ_CP139300.1,frr,frr,SOI86_RS09460,Protein Homology,1665708,1666256,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807007.1,ribosome recycling factor,WP_320681556.1,"GO:0006412,GO:0008135",,translation factor activity%2C RNA binding|0008135||IEA,translation|0006412||IEA,SOI86_RS09460,
NZ_CP139300.1,pyrH,pyrH,SOI86_RS09465,Protein Homology,1666278,1666982,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477263.1,UMP kinase,WP_320681557.1,"GO:0006221,GO:0015949,GO:0033862,GO:0005737",cytoplasm|0005737||IEA,UMP kinase activity|0033862||IEA,"pyrimidine nucleotide biosynthetic process|0006221||IEA,nucleobase-containing small molecule interconversion|0015949||IEA",SOI86_RS09465,2.7.4.22
NZ_CP139300.1,cobO,cobO,SOI86_RS09470,Protein Homology,1667110,1667802,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818031.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,WP_320681558.1,"GO:0009236,GO:0008817",,corrinoid adenosyltransferase activity|0008817||IEA,cobalamin biosynthetic process|0009236||IEA,SOI86_RS09470,2.5.1.17
NZ_CP139300.1,SOI86_RS09475,,SOI86_RS09475,Protein Homology,1667837,1669006,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007346.1,site-specific integrase,WP_320681559.1,"GO:0006310,GO:0015074,GO:0003677",,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,DNA integration|0015074||IEA",SOI86_RS09475,
NZ_CP139300.1,hemH,hemH,SOI86_RS09480,Protein Homology,1669072,1670247,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132160.1,ferrochelatase,WP_320681560.1,"GO:0006779,GO:0004325",,ferrochelatase activity|0004325||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,SOI86_RS09480,4.98.1.1
NZ_CP139300.1,ilvB,ilvB,SOI86_RS09485,Protein Homology,1670383,1672146,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007348.1,biosynthetic-type acetolactate synthase large subunit,WP_320681561.1,"GO:0009082,GO:0000287,GO:0003984,GO:0030976,GO:0050660",,"magnesium ion binding|0000287||IEA,acetolactate synthase activity|0003984||IEA,thiamine pyrophosphate binding|0030976||IEA,flavin adenine dinucleotide binding|0050660||IEA",branched-chain amino acid biosynthetic process|0009082||IEA,SOI86_RS09485,2.2.1.6
NZ_CP139300.1,SOI86_RS09490,,SOI86_RS09490,Protein Homology,1672214,1672564,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862546.1,hypothetical protein,WP_320681562.1,,,,,SOI86_RS09490,
NZ_CP139300.1,pgeF,pgeF,SOI86_RS09495,Protein Homology,1672571,1673347,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376087.1,peptidoglycan editing factor PgeF,WP_320681563.1,,,,,SOI86_RS09495,
NZ_CP139300.1,SOI86_RS09500,,SOI86_RS09500,Protein Homology,1673355,1674260,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806206.1,Tab2 family RNA-binding protein,WP_320681564.1,,,,,SOI86_RS09500,
NZ_CP139300.1,SOI86_RS09505,,SOI86_RS09505,Protein Homology,1674257,1675459,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807114.1,S1 RNA-binding domain-containing protein,WP_320681565.1,GO:0003676,,nucleic acid binding|0003676||IEA,,SOI86_RS09505,
NZ_CP139300.1,SOI86_RS09510,,SOI86_RS09510,Protein Homology,1675526,1676314,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807078.1,creatininase family protein,WP_320681566.1,,,,,SOI86_RS09510,
NZ_CP139300.1,SOI86_RS09515,,SOI86_RS09515,Protein Homology,1676434,1677165,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019476446.1,aldehyde oxygenase (deformylating),WP_320681567.1,GO:0043447,,,alkane biosynthetic process|0043447||IEA,SOI86_RS09515,4.1.99.5
NZ_CP139300.1,SOI86_RS09520,,SOI86_RS09520,Protein Homology,1677273,1678313,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806394.1,long-chain acyl-[acyl-carrier-protein] reductase,WP_320681568.1,"GO:0043447,GO:0016491",,oxidoreductase activity|0016491||IEA,alkane biosynthetic process|0043447||IEA,SOI86_RS09520,1.2.1.80
NZ_CP139300.1,SOI86_RS09525,,SOI86_RS09525,Protein Homology,1678318,1679325,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862553.1,acetyl-CoA carboxylase carboxyltransferase subunit alpha,WP_320681569.1,"GO:0006633,GO:0003989,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,acetyl-CoA carboxylase activity|0003989||IEA,fatty acid biosynthetic process|0006633||IEA,SOI86_RS09525,6.4.1.2
NZ_CP139300.1,SOI86_RS09530,,SOI86_RS09530,Protein Homology,1679300,1680034,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007357.1,SDR family oxidoreductase,WP_320681570.1,,,,,SOI86_RS09530,
NZ_CP139300.1,folE,folE,SOI86_RS09535,Protein Homology,1680188,1680928,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862555.1,GTP cyclohydrolase I,WP_320681571.1,"GO:0042559,GO:0046654,GO:0003934,GO:0005525,GO:0008270",,"GTP cyclohydrolase I activity|0003934||IEA,GTP binding|0005525||IEA,zinc ion binding|0008270||IEA","pteridine-containing compound biosynthetic process|0042559||IEA,tetrahydrofolate biosynthetic process|0046654||IEA",SOI86_RS09535,3.5.4.16
NZ_CP139300.1,SOI86_RS09540,,SOI86_RS09540,Protein Homology,1680925,1681581,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376096.1,phosphoribosylanthranilate isomerase,WP_320681572.1,,,,,SOI86_RS09540,
NZ_CP139300.1,SOI86_RS09545,,SOI86_RS09545,Protein Homology,1681637,1682860,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007360.1,site-2 protease family protein,WP_320681573.1,"GO:0006508,GO:0004222",,metalloendopeptidase activity|0004222||IEA,proteolysis|0006508||IEA,SOI86_RS09545,
NZ_CP139300.1,SOI86_RS09550,,SOI86_RS09550,Protein Homology,1682870,1683613,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007361.1,lipoyl protein ligase domain-containing protein,WP_320681574.1,,,,,SOI86_RS09550,
NZ_CP139300.1,psaM,psaM,SOI86_RS09555,Protein Homology,1683716,1683820,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376099.1,photosystem I reaction center subunit XII,WP_025887817.1,"GO:0015979,GO:0009538",photosystem I reaction center|0009538||IEA,,photosynthesis|0015979||IEA,SOI86_RS09555,
